wallet_id,address,home_ip,asn,country,typical_amount_btc,script_type
78,bc1q79f39df827f743bbade3e233414f8d,169.116.123.109,AS16276,FR,0.05457173,P2TR
79,18295a4f9dd07480eac3f4124e5277d,159.37.159.222,AS60068,NL,0.00682223,P2PKH
80,3ab7233635c2c447a96539cbef54c4c,77.238.207.187,AS16509,US,0.03996817,P2WPKH
81,37e68395344a546b3bcb690cf10285c,35.230.186.146,AS14061,US,0.07115552,P2TR
82,1b3749adb7d804708bbba3cd41c5f01,209.154.196.24,AS7922,US,0.21825177,P2WPKH
83,bc1q350ee328d3c54056bb677a2ba7e2b7,213.9.176.92,AS3320,DE,0.02965068,P2WPKH
84,bc1qeabb6a76fc724f98ba175eb7f09349,12.164.17.122,AS9829,IN,0.02218157,P2TR
85,140b6ffbefab04f689ff0fa6c57902f,68.89.120.132,AS45899,VN,0.03014437,P2PKH
86,38f112ab4545349babb82b4a01bac80,192.243.174.234,AS16276,FR,0.12435712,P2PKH
87,bc1qe00562ef25b14d70af4548865e6910,1.126.15.240,AS16276,FR,0.06916579,P2WPKH
88,bc1qc93c0cb14cb4477c8efe4dad7957c2,204.167.230.234,AS9829,IN,0.02931194,P2PKH
89,1c0e6619cb3714a619319185225c657,186.31.179.167,AS9829,IN,0.08318131,P2WSH
90,bc1qb9b4d299477444f8953f0de404c521,148.27.150.166,AS16276,FR,0.05486265,P2PKH
91,bc1q0d807036e3ba4739a17330c3942052,106.24.19.210,AS45899,VN,0.13115768,P2PKH
92,bc1q4662b9395d324c629fc71c5413a94c,201.212.50.173,AS60068,NL,0.02467282,P2WPKH
93,358f7eb8ce7df402c8b08aa22ae1d0e,169.18.146.47,AS7922,US,0.03587688,P2WPKH
94,3edc3f0fe49a941a49cd334a68e3388,120.204.194.248,AS7922,US,0.03363769,P2PKH
95,11e619db456814befa1e6f0cb8ded2c,48.249.11.43,AS60068,NL,0.01152179,P2PKH
96,32328b12eb9d0441ca46b9e8b3eaebe,2.70.113.58,AS16276,FR,0.06694528,P2SH
97,138364599bc144ee580046a35dfed87,101.80.196.49,AS3320,DE,0.06463852,P2TR
98,bc1qb54cff6d6a6744188cc1432ef476e1,164.215.28.54,AS4713,JP,0.0500423,P2PKH
99,3e9390e8c9e3f4487ab9ab6058c7122,198.130.0.177,AS9009,RO,0.03937646,P2PKH
100,13219517d92f146958dff6012afd4f8,193.153.72.43,AS7922,US,0.01209007,P2SH
101,18bf7585f7ebf47e8bfba230e2dae94,212.76.28.225,AS24560,IN,0.03269133,P2WPKH
102,bc1qd2678d49eeaf4074be8dbbb199fca2,134.217.173.106,AS3320,DE,0.03534089,P2WPKH
103,31d54d85717cc409c9de10f8c563dac,206.45.196.230,AS9009,RO,0.02231989,P2PKH
104,10ee8dbf984de46bdb11d9a902da54f,186.248.224.21,AS4713,JP,0.04237123,P2WSH
105,1ef20a1f768564a6e98eec352a03121,48.229.28.185,AS4713,JP,0.07457506,P2TR
106,34b193113e61e4c35b99f72797b19aa,209.160.37.1,AS60068,NL,0.32830438,P2WSH
107,3525029f68bb648948b527cdfa38a48,49.181.32.252,AS4713,JP,0.05928362,P2PKH
108,1f4437e120f534e298db47917d78d69,72.95.89.104,AS14061,US,0.06441237,P2PKH
109,3198793bd30194cf0a4cde97153671c,198.169.93.111,AS24560,IN,0.04621523,P2WSH
110,1d921fb2b589b4e95b5b7250840b0fe,221.175.156.121,AS45899,VN,0.00730811,P2WPKH
111,3e838ff72a5454c43a53f67ee826560,210.104.101.204,AS24560,IN,0.04848437,P2WSH
112,3f33f93d648a540c5b6ec47a58c9974,196.36.228.143,AS24560,IN,0.0528779,P2WPKH
113,bc1qfca9546b37e64345bcfe94a4069563,180.189.47.46,AS16276,FR,0.58464065,P2TR
114,193675d23be1d47458941a96f3d0090,147.186.129.57,AS9829,IN,0.04107478,P2WPKH
115,39e0ae876180b45088099df4406e121,170.40.218.51,AS7922,US,0.06730958,P2WPKH
116,3f297aa6af9884f7b872ad448b9c798,143.248.75.145,AS24560,IN,0.04808852,P2WPKH
117,bc1q14835a3c71564be6aaf0004f7f6ec2,221.1.11.39,AS3320,DE,0.0154727,P2WSH
118,16c698160a7b44f108051e7e1f93b68,203.5.228.214,AS9829,IN,0.15611269,P2WPKH
119,170d5cc0fc8f64ab59b99c878b8aa29,8.181.77.55,AS16276,FR,0.10560316,P2WPKH
120,bc1qb03ffd569d3c44959a264f3f1849a2,149.66.134.209,AS60068,NL,0.10981391,P2SH
121,15585f8a5d8cf47b3b37094479cd3a6,163.248.126.54,AS60068,NL,0.02005278,P2WPKH
122,bc1q715f9c8b56a84549962ba3ab4215dc,134.235.9.233,AS3320,DE,0.20246147,P2TR
123,bc1qe0651898735c463e88b7ba8383cc5b,167.135.242.66,AS9829,IN,0.01225463,P2SH
124,3cc2c67cb79be44abb71147446c203f,93.117.155.181,AS9829,IN,0.08953346,P2PKH
125,3660f32173726471480bce025d8557d,142.144.236.174,AS60068,NL,0.4450608,P2WPKH
126,143b558c9a33c4c94aa51f7e25ba885,76.92.61.13,AS9009,RO,0.01848979,P2PKH
127,bc1q192147ad511b4d66bf8d88605790ec,132.113.99.188,AS7922,US,0.02826029,P2PKH
128,3a32b997bd0114bd48ce95c12bd95bf,153.148.84.167,AS9009,RO,0.05500404,P2WPKH
129,3b940a0c16b4142abab786c03b0e1e4,198.212.198.60,AS14061,US,0.03009261,P2WPKH
130,bc1q2316408d31254dce814070335285aa,80.183.191.243,AS14061,US,0.0105602,P2PKH
131,1dea094b115024a4dbc54db16189d78,48.253.102.161,AS9829,IN,0.05332036,P2WPKH
132,bc1q4ef2ad5d96b64d38b14351f14efdfb,91.207.228.131,AS24560,IN,0.01720933,P2WSH
133,1a707d4e23cfe459894faafde9df3fe,186.9.165.3,AS60068,NL,0.0799457,P2PKH
134,14d0cb9ccde5e403b97ebb86b7b9bb2,179.179.94.203,AS4713,JP,0.01985252,P2PKH
135,369865e9801194ad9888b8065e50fa3,170.194.164.2,AS9009,RO,0.2345549,P2SH
136,bc1q388910e8e404425282c634061cee32,155.232.93.205,AS9009,RO,0.02274856,P2WPKH
137,3fd5515e6bf4b46ab8fff977abf7151,44.156.57.62,AS14061,US,0.03607838,P2PKH
138,bc1q95e87ee2ba694427b7f0e85d00ca47,149.33.255.83,AS7922,US,0.11231108,P2WPKH
139,1af4f268cad2d4d938fa93a21aeb05f,211.252.238.58,AS4713,JP,0.01453982,P2WPKH
140,10f4ff5d07d844084a1f368d4c470bb,197.60.181.30,AS16276,FR,0.06250304,P2TR
141,1ad42f2e50df34d1eb1aa3c7622f043,220.224.118.198,AS14061,US,0.18399306,P2WSH
142,bc1qe4a550c7b25749c4a5879d4f6f7939,212.18.189.222,AS16276,FR,0.0099769,P2WPKH
143,3285aa1e893d7406db3fdad11e123f4,118.16.250.163,AS9009,RO,0.05988279,P2WSH
144,39e053d14c7404c13b4528c67e217f6,203.21.145.161,AS16276,FR,0.06456278,P2WSH
145,bc1qafdbc3a330344c7d9f14ee75c5a15f,207.63.164.86,AS14061,US,0.10880727,P2PKH
146,1aa5530a0c9744612b11b1b2d2e2044,193.155.149.127,AS60068,NL,0.01445159,P2WPKH
147,bc1q24b35ed879e0446b9fc1b132a468c2,148.159.187.62,AS14061,US,0.01329381,P2PKH
148,3d0da01e3bde44455b6d5355af4c647,141.173.72.166,AS3320,DE,0.08390598,P2PKH
149,317040256e34c477497c25ade16f438,213.110.28.164,AS24560,IN,0.06700317,P2WSH
150,16b4e89f2ca6243c69a1cf84fb150aa,218.185.220.187,AS4713,JP,0.06395938,P2PKH
151,bc1q653010e452da41f09800a920fa9050,23.132.11.37,AS4713,JP,0.07040072,P2PKH
152,33d6ddc782f2143b88444d375cb93ea,214.95.69.189,AS16509,US,0.02522235,P2WPKH
153,3e415080290ee4ac9be960b98e6878c,79.171.128.12,AS7922,US,0.06280339,P2WSH
154,3c602741d5382474e9c7b56d8fc5bd1,178.84.155.222,AS9009,RO,0.06674155,P2PKH
155,bc1q51b264ac381b4e4e97b27430861d54,140.113.160.123,AS16509,US,0.02437124,P2PKH
156,3d5878f8c436f41878d1105b0a9a442,202.253.31.1,AS9829,IN,0.32167116,P2WSH
157,39d2c00a049a0444eb8c180dec552b5,128.90.216.161,AS16276,FR,0.07996493,P2WPKH
158,bc1q4fec48da33104bf1964a2a48d22043,23.0.191.32,AS45899,VN,0.01512655,P2PKH
159,3f614e0ec73a14011a816bb707b4a0a,30.221.151.186,AS14061,US,0.09599623,P2SH
160,bc1qec26aa09fe6042b896be47c504aa92,39.196.86.221,AS60068,NL,0.01878528,P2WPKH
161,35d8aaad560394475b882d66860e2fe,157.188.182.255,AS4713,JP,0.10938129,P2WPKH
162,30368859cc8fe4168aa84a9c336f236,206.137.211.130,AS9009,RO,0.15859454,P2WPKH
163,1f5b2643cf4194906a8698d4600ba4c,189.167.220.59,AS60068,NL,0.02191284,P2PKH
164,38a0db728613349f5aa5e1604b5fd45,213.23.210.81,AS4713,JP,0.13046845,P2PKH
165,33dcbd32e51ca4ebeb0d6c66338ac8c,192.249.155.226,AS45899,VN,0.07522896,P2PKH
166,3f7cb4e4f75ac46688249ab9ddf021b,164.111.222.6,AS9829,IN,0.11327465,P2PKH
167,1449bd7c9f72844b6ab4b93cc04a9ec,215.167.230.243,AS14061,US,0.33180527,P2WPKH
168,1afc757f0ad2a48bba5f79d4338ab23,146.73.94.188,AS24560,IN,0.03895344,P2WPKH
169,bc1q42d8e74ab286428d9f587c59afd0c7,109.29.135.198,AS7922,US,0.02343004,P2TR
170,1cc859533a811497da8d880e4f5692b,212.211.154.210,AS7922,US,0.02045528,P2PKH
171,1845bd91f7cbe407ba1805d7858a7af,114.113.227.238,AS14061,US,0.02201986,P2PKH
172,124d425893dcd4bccbd289196962efd,221.70.153.10,AS14061,US,0.04609265,P2PKH
173,35f4edc4b3d6344b898be720faa45b0,157.209.180.46,AS4713,JP,0.07002885,P2WPKH
174,bc1q530087ca7e934c80b9c0e1024eded2,154.227.161.167,AS3320,DE,0.06565712,P2TR
175,18336529a34c14ab2ae78e56e623100,170.20.0.47,AS9009,RO,0.11385646,P2TR
176,bc1q183c4a0682394102b4c680471572cc,208.48.76.248,AS60068,NL,0.05043862,P2SH
177,bc1qb4adcfbb117a4eb390b7b1317bdd4c,152.245.138.142,AS45899,VN,0.2129994,P2WPKH
178,bc1qbc73f7ed0a3a4dd6a071499f24c69c,183.14.167.41,AS45899,VN,0.03821005,P2WPKH
179,38f46223200b64427aed715b3aed4e6,155.228.188.151,AS60068,NL,0.75591161,P2WSH
180,bc1qd32eaa6fe48144daa1a9f3ee977e8c,149.131.37.123,AS7922,US,0.09307658,P2WPKH
181,bc1qd19987e453a64e90bcb1af40a3942c,201.158.5.48,AS24560,IN,0.02112797,P2WPKH
182,37f2b364a62d2445599031614eb85b6,222.244.220.47,AS7922,US,0.01706215,P2WSH
183,12d5a867f99794452bda164020fd7ad,8.27.157.23,AS16509,US,0.08065878,P2WPKH
184,30b017b7f314c454b8f826f0de64cd5,176.222.5.31,AS4713,JP,0.03981694,P2PKH
185,bc1q3a17d933b67a4eb2ad5b997d6d5328,40.175.76.226,AS60068,NL,0.10167239,P2WPKH
186,bc1qb47c36739fb04018967262c75f1931,144.166.102.169,AS14061,US,0.07991734,P2SH
187,bc1q202c000c873e414b8a4ffd3045fe95,157.25.203.54,AS9009,RO,0.04629002,P2PKH
188,1c65d3ac0030c48c0a92a9aab4a2725,152.67.154.153,AS3320,DE,0.02134807,P2WSH
189,14f649e13560b42ee8903a3389f56d3,166.190.186.195,AS14061,US,0.01094528,P2WPKH
190,34b1150c4cc6d48059cfa4949bba71f,167.134.96.118,AS24560,IN,0.03185646,P2SH
191,378cd85dcc05f407c8a42f03d7fc8d7,35.85.94.216,AS4713,JP,0.11723191,P2PKH
192,3ac92f92f61b14c93b0481ace9bfb86,132.100.62.78,AS24560,IN,0.06167317,P2WSH
193,bc1qfbf99856064a4a058b41aaa5a7b00f,208.254.50.159,AS9829,IN,0.01432515,P2PKH
194,1127230aff9c34b5880dcadd48d5149,65.77.231.253,AS3320,DE,0.05920087,P2WPKH
195,3f31085b6f0334da4935adce8ff671d,212.10.0.146,AS16276,FR,0.07319101,P2WPKH
196,bc1q102199cbed204938b2383cab98e540,182.249.144.199,AS14061,US,0.02057132,P2WPKH
197,17eda5641d2ef410d9fcb8e46bf96c3,187.205.253.64,AS9829,IN,0.0580602,P2SH
198,1a06fe22086b04f3f85b7266057c7e9,39.84.129.170,AS9829,IN,0.05277112,P2WPKH
199,30701c234cd3c4d91b126b7e29ca2db,12.221.98.224,AS16276,FR,0.01587563,P2PKH
200,bc1q45ae61a22dda4d87beee39557281c7,217.251.141.195,AS16276,FR,0.07120355,P2SH
201,36874110b60804e29bbf5db1484d6ae,201.128.80.119,AS9829,IN,0.08722926,P2PKH
202,1f248bb6fb9454dd9a9f1296073dc5a,174.203.22.246,AS45899,VN,0.14705498,P2PKH
203,bc1q217b00c0a05b434f81bb28c26ad88b,47.138.216.36,AS4713,JP,0.14281603,P2PKH
204,3750c5bcb7b494d5a8d9395f0cf4f0d,51.77.33.113,AS9829,IN,0.01255458,P2WPKH
205,bc1q1900f49afd8146e989a59a28710399,204.247.235.183,AS9009,RO,0.01949056,P2TR
206,18dc63f77a4674ab3a22bf9a109726c,195.99.137.98,AS9829,IN,0.08332849,P2SH
207,326900169471346ab817931e58ea8f4,219.219.183.119,AS7922,US,0.08322445,P2WPKH
208,3781791af672f499089099c2137bde8,53.214.187.75,AS7922,US,0.08332953,P2WPKH
209,bc1q4f008eb6d8e34d5b8024fd50af1864,31.175.187.125,AS4713,JP,2.34604631,P2WSH
210,3779ebdca5b544d53b054568ea8d088,117.203.133.174,AS3320,DE,0.08811527,P2WPKH
211,351ca63cd079c407ebf0b22724828b8,197.214.197.233,AS14061,US,0.15498385,P2PKH
212,12e30668b21ed446d997d880e8d5758,213.162.233.249,AS9829,IN,0.1292511,P2PKH
213,1e3f808f62bb54559be485523613de4,206.41.32.245,AS16509,US,0.09550194,P2PKH
214,bc1qb9816c45788048a8a1ceeacead0a9a,195.239.25.248,AS60068,NL,0.03632427,P2PKH
215,bc1q2141278cf0a74c558afc9a381164c8,145.45.100.125,AS9829,IN,0.10634883,P2TR
216,1e351f55956d641c6b0a3eb092ac144,161.98.248.162,AS16276,FR,0.02298703,P2WPKH
217,bc1qe7fb31e588a14cba9d81e432709fd0,170.249.183.86,AS45899,VN,0.03928869,P2SH
218,35a101ed008654e6ca74fa9713cdba1,188.32.174.45,AS9829,IN,0.03064262,P2TR
219,3ac6c806b1c804d3881390e40f5e628,148.205.8.57,AS9009,RO,0.05403486,P2PKH
220,bc1q74547b5470ba474881f896dae077db,125.107.87.60,AS3320,DE,0.50391815,P2WPKH
221,3d0b95757b1464abe9442576940bfb9,145.174.98.100,AS60068,NL,0.00769438,P2PKH
222,1327048b75c9342a391e9c5de4dfd4f,214.29.34.94,AS16276,FR,0.09889073,P2PKH
223,34599939e0edf447d9fd68e3e22f152,90.2.235.24,AS14061,US,0.00992483,P2WPKH
224,3b46674b33fa047d5a0a2d309959ebb,183.176.187.209,AS7922,US,0.03105697,P2PKH
225,395704e09cf184f09b60db34108d365,223.180.206.240,AS14061,US,0.14792507,P2WPKH
226,3d1e58aceda1e4c439fb55a8f1cf426,161.125.37.130,AS60068,NL,0.05309248,P2WPKH
227,158f95af0d180453297e4efec8e45f6,143.146.79.208,AS16509,US,0.01694564,P2WPKH
228,bc1q2f2631fbe10d4eb3ab43d19d7f9581,187.207.3.250,AS4713,JP,0.02434805,P2WSH
229,1353478dcd5e348fc873f184e2bd850,187.0.15.128,AS7922,US,0.09823406,P2WPKH
230,bc1q0109c6948ca846ada7d3fffdbfb6f3,172.106.87.94,AS9009,RO,0.02398404,P2SH
231,3a35278eed5774fa1a0e543086e79f9,184.171.88.236,AS9829,IN,0.06181919,P2SH
232,3124b8bacc04e4e78a9de9a6868028b,135.184.211.113,AS16276,FR,0.05210845,P2SH
233,17be07e85301b4957b688e20a136e51,211.211.100.119,AS9009,RO,0.02594957,P2WSH
234,bc1qc918bb7e6bd549249a4268924df4d6,205.123.47.215,AS24560,IN,0.42483437,P2PKH
235,127b884ab22124548a1c7efa967425e,94.253.28.16,AS45899,VN,0.0938478,P2WSH
236,bc1q44f75a47b1984bb6833fe8f76a37fa,185.14.83.73,AS9009,RO,0.00657065,P2TR
237,bc1qc5e33dfda68c466da15939904e524a,25.122.217.220,AS9829,IN,0.0599919,P2PKH
238,147cb602db5fa459f902d35bd22c5c8,103.53.133.162,AS14061,US,0.02568658,P2WPKH
239,373d35516ac6e4df6997b262f973777,40.25.239.107,AS4713,JP,0.11676795,P2SH
240,343c00a97e0104b799baf8f27dce835,131.125.90.177,AS3320,DE,0.02253872,P2PKH
241,30b8a0bc765e64b00b157587da47120,212.10.123.72,AS24560,IN,0.04439021,P2PKH
242,114a3d08ae82b419a850aab0aec3e20,192.159.106.142,AS24560,IN,0.0824954,P2WPKH
243,38f4941ae31ab4871bb441e167b3a78,25.25.78.202,AS60068,NL,0.11833392,P2WSH
244,bc1q59e35d7d4111491facbda054258ad4,149.206.32.71,AS7922,US,0.01499113,P2PKH
245,3108b01d536594c6ab5dd0485a97add,14.5.19.99,AS24560,IN,0.03563235,P2TR
246,3dcdf120e4a894ad0a473e760f7c571,132.46.150.56,AS16276,FR,0.03096353,P2WPKH
247,bc1q492bf3fac79d4dafa6688d398da891,131.110.84.192,AS14061,US,0.02590474,P2PKH
248,bc1q05d38e5e203940c8a9dc3bffe51cfe,83.114.10.135,AS24560,IN,0.2909669,P2WPKH
249,bc1qa8a16828107e4c20a458bb8c632658,11.60.165.174,AS14061,US,0.07464451,P2PKH
250,bc1q84cc2e0d5fee41e2aa4c63a7e397a1,194.231.26.135,AS4713,JP,0.01410982,P2SH
251,bc1q67a716a162054bcb930c38b8cc31ae,222.42.197.61,AS14061,US,0.12466339,P2PKH
252,bc1qd41395ac99fb45f697b2d670c6c55a,166.220.124.172,AS9009,RO,0.41567823,P2WPKH
253,3d52a1efbeb6d4792b148e97ad7aab1,177.237.104.26,AS16276,FR,0.13980108,P2WPKH
254,13a4338f39a6f46a38817ced9bd495e,199.50.206.190,AS45899,VN,0.01089589,P2SH
255,1234bb2b013ec4ff281cbb5fdd4a6fa,48.239.246.76,AS60068,NL,0.03067725,P2SH
256,bc1q10e1bd94320f4a9e8a746abdf23c7c,215.172.249.189,AS9829,IN,0.17673765,P2WPKH
257,39a9217c0c2bd4bfbb6d3634d42f2d2,42.4.161.102,AS14061,US,0.02453464,P2PKH
258,bc1q5bc7462e921b42a0a9156dc4910f0c,119.132.194.242,AS4713,JP,0.07760056,P2PKH
259,bc1qb010533257e5434bb1308c0122ee7e,146.112.79.121,AS16276,FR,0.10802788,P2WSH
260,14e3d0b0a2c8243f68fdbb91c7838cf,222.135.108.180,AS9829,IN,0.01970406,P2PKH
261,bc1q4cc46615cb9e4bd78fb3f89afdfbac,48.238.118.132,AS9829,IN,0.04690996,P2PKH
262,396f94f84dc73418eb3a0c88299a846,205.149.34.61,AS9009,RO,0.00194739,P2TR
263,3bd73d6c21c0641f1b55d39f7e81001,142.99.71.41,AS4713,JP,0.01787437,P2WPKH
264,36bb4519f620c426ea83ac8f051d8f9,216.128.15.171,AS24560,IN,0.03867476,P2WPKH
265,37420ed3400bb4a5fb3b5b1dd329a72,74.158.122.154,AS14061,US,0.01429589,P2WSH
266,bc1q8d818774fa584abb9741d7da209bc1,185.60.76.71,AS45899,VN,0.25472043,P2SH
