txid,geo_country_resolved,asn_resolved,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,output_min_max_ratio,fee,fee_ratio,input_addr_is_recent_output,minutes_since_addr_last_output,first_input_addr,sender_tx_count_1h,sender_tx_count_24h,sender_time_since_last_tx_min,sender_distinct_asn_last10,sender_distinct_ip_last10,sender_amount_zscore,is_anomaly,anomaly_type,wallet_ids,canonical_wallet_id
3553e9920595483b91d25f063a42364e,CN,UNRESOLVED,1,1,1,1,0.04785986,0.04777746,1.0017246626338026,0,1.0,8.24e-05,0.0017216932937121003,0,-1.0,13ee91a27b9074196bd20288fe7a29f,0,0,-1.0,0,0,0.0,0,normal,,720
84899938b3ec4b2889eba20053e1a606,--,UNRESOLVED,1,1,1,1,0.01554181,0.0154797,1.004012351660562,0,1.0,6.211e-05,0.003996317031285288,0,-1.0,bc1q5aa0672099cf4bc5862ec7277902c8,0,0,-1.0,0,0,0.0,0,normal,,526
4551a8c6f8ae4d5796c4042449d43c97,CN,CHINA UNICOM China169 Backbone,1,2,1,2,0.03283259,0.03270058,1.0040369314550384,0,1.0,0.000132,0.004020395588651398,0,-1.0,bc1qd2a94d44906a438991b8bcd573cdea,0,0,-1.0,0,0,0.0,0,normal,,768
63db4302dfac4be7b7f6f707e2e9e2ce,US,UNRESOLVED,1,2,1,2,0.00711189,0.00708088,1.0043793991707246,0,1.0,3.102e-05,0.004361709756478235,0,-1.0,16efe132ac75a4bd98d65a110e5a24d,0,0,-1.0,0,0,0.0,0,normal,,671
333f4460be2b4fa49a84cb574b4a2cf1,RU,SKAT-Media Ltd.,1,1,1,1,0.08515449,0.08500591,1.001747878471038,0,1.0,0.00014858,0.0017448287224784036,0,-1.0,317040256e34c477497c25ade16f438,0,0,-1.0,0,0,0.0,0,normal,,149
08bea5b7a1e045f69ea8ae6fce0032b1,MU,MauritiusTelecom,1,1,1,1,0.04705837,0.04692144,1.0029182821328586,0,1.0,0.00013693,0.002909790543106359,0,-1.0,34057c1930578491180718e8e85bec5,0,0,-1.0,0,0,0.0,0,normal,,647
79547f20dc514f47ab9b8a4f5ffc6929,AU,TPG Telecom Limited,1,2,1,2,0.0557398,0.05561322,1.0022760775225747,0,1.0,0.00012658,0.0022709087581943245,0,-1.0,bc1q2bcbfad76d4d4519a60d3d91cb995f,0,0,-1.0,0,0,0.0,0,normal,,711
a99c7697fca444a58565b46d80eb89f7,BR,LVLT-3549,1,2,1,2,0.03304814,0.0329211,1.0038589233045068,0,1.0,0.00012703,0.0038437866699911104,0,-1.0,3eedd83663cc14b4799929f4fec6a86,0,0,-1.0,0,0,0.0,0,normal,,595
1df25d86d88b40d19b8c99ba9fc96ae6,US,VOYANT,1,2,1,2,0.02262702,0.02255544,1.0031735137953417,0,1.0,7.159e-05,0.0031639164149764305,0,-1.0,bc1qfaa770401e5744a3abbbd1d80cb2c2,0,0,-1.0,0,0,0.0,0,normal,,748
9259d3231d584263bc26ed219b1d5f60,US,UNRESOLVED,1,1,1,1,0.03897811,0.03888113,1.0024942690708836,0,1.0,9.698e-05,0.0024880631718674916,0,-1.0,bc1q37e8f02bcbe7449e989523cb69b093,0,0,-1.0,0,0,0.0,0,normal,,439
4444d28c3aab4db7a2d054aa2c3c3ae2,US,LNH-INC,1,2,1,2,0.04543553,0.04531578,1.002642567335264,0,1.0,0.00011975,0.002635602577982473,0,-1.0,bc1qd6a3b3848b7b43adaa8f56eaff0c60,0,0,-1.0,0,0,0.0,0,normal,,290
852fdda5647647aa8033d8463d6adb42,KZ,Kar-Tel LLC,1,2,1,2,0.03342653,0.0333081,1.0035555915828283,0,1.0,0.00011842,0.003542694979107912,0,-1.0,18bf7585f7ebf47e8bfba230e2dae94,0,0,-1.0,0,0,0.0,0,normal,,101
62429c87666d448098b5d111e6cb5df4,US,DNIC-ASBLK-00306-00371,1,2,1,2,0.03206146,0.0319859,1.002362290884421,0,1.0,7.555e-05,0.0023564117167465233,0,-1.0,bc1q192147ad511b4d66bf8d88605790ec,0,0,-1.0,0,0,0.0,0,normal,,127
6d94ff4cdc444cb883a7bfb403c83c6e,US,UNRESOLVED,1,2,1,2,0.00917323,0.00912668,1.0051004308247906,0,1.0,4.655e-05,0.005074548441497706,0,-1.0,1253de1cb07a34679aef2175bfdf3bd,0,0,-1.0,0,0,0.0,0,normal,,438
7383372883ab498cb1d2b11ef289aa3a,FR,UNRESOLVED,2,2,2,2,0.05279792,0.05273214,1.0012474365728379,0,1.0,6.578e-05,0.0012458824135496247,0,-1.0,3573b985b192f48c6a7830ad085feb6,0,0,-1.0,0,0,0.0,0,normal,,665
e2c2a3799d3741e68f27aaebcf1636de,CN,Chinanet,1,2,1,2,0.0206577,0.02063142,1.0012737853235503,0,1.0,2.629e-05,0.0012726489396205772,0,-1.0,bc1q65da8db83fd8446284bda621a2a5ea,0,0,-1.0,0,0,0.0,0,normal,,369
fe97b16f3fe84cc08d7213305adedda2,CN,Chinanet,1,1,1,1,0.02664801,0.02661986,1.0010574811437776,0,1.0,2.815e-05,0.0010563640587045711,0,-1.0,1142605d41a5d48a9aaec1e1a3ce1dd,0,0,-1.0,0,0,0.0,0,normal,,664
888f1e6fd610467da62b7305020ce6ff,US,UNRESOLVED,1,2,1,2,0.02706903,0.0270454,1.0008737160478307,0,1.0,2.364e-05,0.0008733227603648893,0,-1.0,bc1q37e8f02bcbe7449e989523cb69b093,0,1,76.82867771666666,1,1,0.0,0,normal,,439
12c199a0fb2048abb06d5bfa789a8a5c,US,UNRESOLVED,1,1,1,1,0.21071868,0.2104365,1.0013409270730125,0,1.0,0.00028218,0.0013391313954700171,0,-1.0,369865e9801194ad9888b8065e50fa3,0,0,-1.0,0,0,0.0,0,normal,,135
fd0ae2917b80400fa4380df8d05e20f7,MA,Itissalat Al-MAGHRIB,1,2,1,2,0.02884984,0.0288246,1.0008756409455812,0,1.0,2.524e-05,0.0008748748693233653,0,-1.0,3904f8fb3cddc4841ab2f789269a500,0,0,-1.0,0,0,0.0,0,normal,,455
669052ff78ba4f15a5dbe1681e15ed40,US,SKPS,2,1,2,1,0.01626968,0.01621203,1.003556001315073,0,1.0,5.766e-05,0.0035440156167791865,0,-1.0,bc1qe0651898735c463e88b7ba8383cc5b,0,0,-1.0,0,0,0.0,0,normal,,123
ab78b2e540d6471aa12ea1c056f873b6,ZA,UNRESOLVED,1,1,1,1,0.02889504,0.02880571,1.003101121270748,0,1.0,8.933e-05,0.003091534048750235,0,-1.0,bc1q6a589a13841a4ca0b46e3ec293a52c,0,0,-1.0,0,0,0.0,0,normal,,771
202ec5b92aa1460bba8d2f1d0e9360a1,DE,UUNET,1,1,1,1,0.01362278,0.01358067,1.0031007306708726,0,1.0,4.211e-05,0.003091145860096104,0,-1.0,1aa5530a0c9744612b11b1b2d2e2044,0,0,-1.0,0,0,0.0,0,normal,,146
8a38830eb83d41b3823610dcf1be600d,US,UNRESOLVED,1,2,1,2,0.28825639,0.28793668,1.001110348289075,0,1.0,0.0003197,0.001109082091814166,0,-1.0,12051349100da426384633420aacfab,0,0,-1.0,0,0,0.0,0,normal,,624
a3e2f6a17c164c45b3bb680a4caa4e5f,RU,Rostelecom,1,2,1,2,0.03617775,0.03605492,1.0034067472622323,0,1.0,0.00012284,0.0033954571525315978,0,-1.0,35a101ed008654e6ca74fa9713cdba1,0,0,-1.0,0,0,0.0,0,normal,,218
3dc3c04bcc0647899f6bde8bd6f687f4,CN,Chinanet,1,2,1,2,0.01597581,0.01590974,1.00415280199425,0,1.0,6.607e-05,0.004135627551905036,0,-1.0,3412022f241844d3bb3a51c5737b379,0,0,-1.0,0,0,0.0,0,normal,,703
e675de5d574145b0a86ea57f223db1da,US,UNRESOLVED,1,1,1,1,0.03968256,0.03954821,1.0033971196167917,0,1.0,0.00013435,0.003385618266563448,0,-1.0,bc1qd2678d49eeaf4074be8dbbb199fca2,0,0,-1.0,0,0,0.0,0,normal,,102
7493790ed92143ffb7968170ca1a8aa4,US,DNIC-AS-00749,1,1,1,1,0.0190592,0.01901622,1.0022601757867755,0,1.0,4.298e-05,0.002255078912021491,0,-1.0,39b1b1579d10341149428a6c2da8be7,0,0,-1.0,0,0,0.0,0,normal,,747
08bc68b3f8da4396b6188bf753f8d905,CA,BACOM,1,2,1,2,0.02188838,0.02184844,1.0018280481352444,0,1.0,3.993e-05,0.001824255609597421,0,-1.0,32a3bfe8130b44f5fafda5dd6a05cde,0,0,-1.0,0,0,0.0,0,normal,,322
3984734d13f645b8ba3e59669e07f254,DE,Deutsche Telekom AG,1,1,1,1,0.27069411,0.26981074,1.0032740357185188,0,1.0,0.00088337,0.0032633513895075146,0,-1.0,bc1qf1e2896262a644049c0e0e035259ee,0,0,-1.0,0,0,0.0,0,normal,,622
61111c74bdfd44d590b53939db551985,US,UNRESOLVED,1,3,1,3,0.06838794,0.0682986,1.0013080795213956,0,1.0,8.935e-05,0.0013065169092679207,0,-1.0,10709a09fabc24dfcb66c59d4cf89b4,0,0,-1.0,0,0,0.0,0,normal,,621
6e9ac9583d194ed6ad23da3cc4411431,US,UNRESOLVED,1,2,1,2,0.14292701,0.14259798,1.0023073959392692,0,1.0,0.00032903,0.002302084119719569,0,-1.0,1e29caa305078471088fb7638a53952,0,0,-1.0,0,0,0.0,0,normal,,55
b102cb874e53418cbbb67083e2ee446d,ID,PT. Telekomunikasi Selular,1,1,1,1,0.06057803,0.06033973,1.003949305043294,0,1.0,0.0002383,0.003933769388010802,0,-1.0,36a92ed774adf4316809df7dd065519,0,0,-1.0,0,0,0.0,0,normal,,12
05a98fbea2db4d6f96ec99690d618597,US,VCOE,1,2,1,2,0.00733416,0.00730968,1.003348983813245,0,1.0,2.447e-05,0.0033364420738025897,0,-1.0,16c8a8b2e2c864077b311aaaa8bc38e,0,0,-1.0,0,0,0.0,0,normal,,396
5c3a3f2302064da38455862c09c4fa78,CN,Chinanet,1,2,1,2,0.55346126,0.55138738,1.0037612032397258,0,1.0,0.00207387,0.003747091530850777,0,-1.0,bc1q74547b5470ba474881f896dae077db,0,0,-1.0,0,0,0.0,0,normal,,220
8aba058c451546ebb779a06de3bbf06d,TR,National Academic Network and Information Center,1,2,1,2,0.13627431,0.13585628,1.0030770016667614,0,1.0,0.00041803,0.0030675627710021057,0,-1.0,34211ca0490fa4419a6c8931046cbc0,0,0,-1.0,0,0,0.0,0,normal,,293
29cfaf24bffa42d495379f7b20254bb0,US,UUNET,1,2,1,2,0.03289722,0.03286128,1.0010936883773243,0,1.0,3.594e-05,0.0010924935298484188,0,-1.0,bc1q2228a8a557f448e2980cacf7c8cc85,0,0,-1.0,0,0,0.0,0,normal,,718
6d0c1d08c33e4471b7549a3e28a2be0b,VN,Viettel Group,1,2,1,2,0.01218198,0.01215406,1.0022971747712288,0,1.0,2.792e-05,0.0022919098537347786,0,600.8546939,bc1q48fdd42d106a4b8399f73a220782b2,0,0,-1.0,0,0,0.0,0,normal,,630
2c7d0392213f4e909cca9edbb27cb479,US,SOFTLAYER,1,1,1,1,0.06537178,0.06510617,1.0040796440644566,0,1.0,0.00026561,0.004063068192421867,0,-1.0,17dd348b42d1f457bb59b6cf980478d,0,0,-1.0,0,0,0.0,0,normal,,523
6956a6f5258e4448901b317af017fa0e,US,DNIC-AS-00056,1,1,1,1,0.02361383,0.02355973,1.0022962911714182,0,1.0,5.41e-05,0.0022910302987698312,0,-1.0,17894034c65364d06a8ffbd6f3d9ce6,0,0,-1.0,0,0,0.0,0,normal,,549
f150fd2b8fb342d48140ecc50a77c5ad,BR,Claro NXT Telecomunicacoes Ltda,1,1,1,1,0.00940447,0.00936735,1.0039627002300544,0,1.0,3.712e-05,0.003947059217584829,1,77.60751653333334,1c9be498f113840088bd3c3b0e884f2,0,0,-1.0,0,0,0.0,0,normal,,781
d0964dee92c04c82af5900f6b61acdb5,CH,European Organization for Nuclear Research,1,1,1,1,0.04165637,0.04156176,1.002276371356747,0,1.0,9.461e-05,0.0022712012592551872,0,-1.0,1330318e89e9a4a1392d35591a610f8,0,0,-1.0,0,0,0.0,0,normal,,317
1a9ae50acb87408ea0c4dbffb1a51567,ID,PT. Telekomunikasi Selular,1,2,1,2,0.09515168,0.09509032,1.0006452812441897,0,1.0,6.136e-05,0.0006448651248196563,0,-1.0,36a92ed774adf4316809df7dd065519,0,1,190.80495428333333,1,1,0.0,0,normal,,12
6dc7dbfa48a34ccd982f28aeac1269d3,CN,Chinanet,1,2,1,2,0.27508305,0.27477476,1.001121973502952,0,1.0,0.00030829,0.0011207160891956085,0,-1.0,350c955d272034c9abe4a1d630c0f45,0,0,-1.0,0,0,0.0,0,normal,,738
261fa93897e647248caf9d17efe6e1a2,US,DNIC-ASBLK-27032-27159,1,2,1,2,0.05544279,0.05526284,1.0032562568264678,0,1.0,0.00017995,0.0032456880326549226,0,-1.0,17f26f066d10549c9a6b4e146f6038b,0,0,-1.0,0,0,0.0,0,normal,,799
40965a7765f848c490b56d7eceb4b33f,RS,TELEKOM SRBIJA a.d.,1,1,1,1,0.13742308,0.13700175,1.0030753621760307,0,1.0,0.00042133,0.003065933320662002,0,-1.0,1965e19a9012e4cd08290661844520b,0,0,-1.0,0,0,0.0,0,normal,,65
d523559eb6d64ba7bc0dc3a002c497ea,GB,Jisc Services Limited,3,1,3,1,0.04146897,0.04136621,1.002484153128846,0,1.0,0.00010275,0.002477756259680431,0,-1.0,3ea6cd5b271124b5b88a9618e481c74,0,0,-1.0,0,0,0.0,0,normal,,642
fb52e01bf02e41d4b807daf189ed5713,US,AKAMAI-AS,1,1,1,1,0.27993627,0.27926497,1.002403810259482,0,1.0,0.0006713,0.002398045812355791,0,-1.0,15073bb8a13c9470a807ef8acdd5ff2,0,0,-1.0,0,0,0.0,1,profile_deviation,deviation_383,383
2708b5f46dd0455aa01d7d7e7b90ced4,US,UNRESOLVED,1,2,1,2,0.06949657,0.06928786,1.0030122159928159,0,1.0,0.00020872,0.0030033136887187384,0,-1.0,1ef20a1f768564a6e98eec352a03121,0,0,-1.0,0,0,0.0,0,normal,,105
c82fac3fea124f3ea8a90d7d092bb8d3,CN,Chinanet,1,1,1,1,0.02452613,0.02450365,1.0009174143443937,0,1.0,2.248e-05,0.0009165734667475057,0,-1.0,3114dadbee34348dc99935dec8ff8a2,0,0,-1.0,0,0,0.0,0,normal,,758
65b6301a99164d1c9097cf80dcdd35f8,ID,PT. Telekomunikasi Selular,1,1,1,1,0.04134735,0.041264,1.002019920511826,0,1.0,8.335e-05,0.002015848657773715,0,-1.0,36a92ed774adf4316809df7dd065519,0,2,100.96501633333334,1,1,-2.1124471960582696,0,normal,,12
e940d3ca2ecf441aa3594021ceecce83,HU,UniCredit S.p.A. Magyarorszagi Fioktelepe,1,2,1,2,0.08187222,0.08155446,1.0038962921218533,0,1.0,0.00031776,0.0038811699499537206,0,-1.0,3e415080290ee4ac9be960b98e6878c,0,0,-1.0,0,0,0.0,0,normal,,153
b44524f0b20d4b819e42835f0a95b13f,US,UNRESOLVED,1,2,1,2,0.01829719,0.01823606,1.0033521495323006,0,1.0,6.114e-05,0.003341496699766467,0,-1.0,1562bc2c373614906b75e3e7b7d2dbc,0,0,-1.0,0,0,0.0,0,normal,,731
609227932f6b451080d4a20de1134b57,BR,TELEFONICA BRASIL S.A,1,1,1,1,0.05284545,0.05278694,1.0011084181049328,0,1.0,5.851e-05,0.0011071908745218368,0,-1.0,bc1q2724e724d2094404b20e02a9e261cb,0,0,-1.0,0,0,0.0,0,normal,,585
42de00afc8fc4ccab88a9b98540fe9c0,DE,Vodafone GmbH,2,1,2,1,0.07827372,0.07816345,1.001410761679532,0,1.0,0.00011028,0.0014089019916263081,0,-1.0,12b9beab18d1546c0929bd0e32bfb42,0,0,-1.0,0,0,0.0,0,normal,,53
59445c1d0ffa425c98ab9471251a40a1,US,UNRESOLVED,3,3,3,3,0.14362386,0.1435074,1.0008115260955184,0,1.0,0.00011646,0.0008108680549318199,0,-1.0,bc1q82424c1219694baebc47fcb5ba5062,0,0,-1.0,0,0,0.0,0,normal,,47
8cb269f38c9b42009b098b765a14901c,DE,AS-CHOOPA,1,1,1,1,0.24893012,0.24792633,1.004048743027818,0,1.0,0.00100379,0.004032416808379798,0,-1.0,bc1q9cb158d8b3a243038bee57f5d24e1a,0,0,-1.0,0,0,0.0,0,normal,,605
6969f2eaa3134650ace534a83b6a56f8,EG,UNRESOLVED,1,2,1,2,0.06055152,0.06046186,1.0014829183223937,0,1.0,8.966e-05,0.0014807225318208364,0,-1.0,39bfc29b40fca430d9dd0c3288869c0,0,0,-1.0,0,0,0.0,0,normal,,419
1a37a4975ca04d4b9b18de937be0e875,BR,TELEFONICA BRASIL S.A,2,2,2,2,0.04738614,0.04719472,1.0040559621923808,0,1.0,0.00019142,0.004039577817479964,0,-1.0,132577b6256d4408996d8a168cddd90,0,0,-1.0,0,0,0.0,0,normal,,710
21d74b768785421f90a0d5a1a8265f70,US,UNC-CH,1,2,1,2,0.61467553,0.61369662,1.0015951041086066,0,1.0,0.00097891,0.0015925638035403818,0,-1.0,174ff66bff722437b8e6dbfe2dc95df,0,0,-1.0,0,0,0.0,0,normal,,755
81428b19a18a4a9aa9de1192b2f8acf5,GB,UNRESOLVED,1,2,1,2,0.12033076,0.12005338,1.0023104722249385,0,1.0,0.00027739,0.002305229352827158,0,-1.0,38f4941ae31ab4871bb441e167b3a78,0,0,-1.0,0,0,0.0,0,normal,,243
eb6add2f0c264074abd8f1e20e0f611f,US,ILLINOIS-CENTURY,1,1,1,1,0.08781758,0.08767766,1.001595845509563,0,1.0,0.00013992,0.0015933028443735296,0,-1.0,bc1qafdbc3a330344c7d9f14ee75c5a15f,0,0,-1.0,0,0,0.0,0,normal,,145
4ce5d2b82dbd412ba38c18bc0777c5c2,GB,UNRESOLVED,3,1,3,1,0.06444072,0.06430534,1.0021052683960618,0,1.0,0.00013538,0.002100845552315368,0,-1.0,bc1qc5e33dfda68c466da15939904e524a,0,0,-1.0,0,0,0.0,0,normal,,237
1b4c8f2ee7b948dfa5c62b16ca360722,ES,Vodafone Spain,1,2,1,2,0.02674365,0.02666592,1.0029149566187854,0,1.0,7.773e-05,0.0029064843430122666,0,-1.0,3857361cd7239470aaaf601199338cd,0,0,-1.0,0,0,0.0,0,normal,,765
7b23ee469b4a4690b07ffd250739daf3,US,AKAMAI-AS,1,1,1,1,0.05170038,0.05165099,1.0009562256212319,0,1.0,4.939e-05,0.0009553121272996446,0,-1.0,1d10e7f25903e4417a3cec6c7575e45,0,0,-1.0,0,0,0.0,0,normal,,652
cea72210168c4abb8a600eb89cfc9ec8,ZA,Telkom-Internet,1,2,1,2,0.01776755,0.01770748,1.0033923517067362,0,1.0,6.008e-05,0.0033814453877996685,0,-1.0,112d27300dfcb483d8653a74443d9c7,0,0,-1.0,0,0,0.0,0,normal,,63
84f81704648443b3a0b053e8a14622a2,MA,MT-MPLS,1,1,1,1,0.03405794,0.03393175,1.0037189358049616,0,1.0,0.00012619,0.00370515656554683,0,-1.0,bc1q0a381ffa477f445cba48859e2f084a,0,0,-1.0,0,0,0.0,0,normal,,402
9d735bf4e8b64c0996c76cdc00f4c13b,US,DNIC-AS-00749,1,1,1,1,0.00870892,0.00868628,1.0026064091878228,0,1.0,2.264e-05,0.0025996334792373794,0,-1.0,1bece40519ffd4ef2bbcb66d68b3074,0,0,-1.0,0,0,0.0,0,normal,,325
eae47b46b58a4ab4b3580ab43405673e,CN,China Education and Research Network Center,1,1,1,1,0.08675512,0.08646492,1.0033562744289823,0,1.0,0.0002902,0.003345047531488631,0,849.6829022000001,326900169471346ab817931e58ea8f4,0,0,-1.0,0,0,0.0,0,normal,,207
e5e5ff49a5994f739030512d35e89be2,KR,Korea Telecom,1,1,1,1,0.0399982,0.03995341,1.0011210557496844,0,1.0,4.479e-05,0.001119800391017596,0,-1.0,3e838ff72a5454c43a53f67ee826560,0,0,-1.0,0,0,0.0,0,normal,,111
cfff32f9c3bf42be97b5883354ec09c4,US,AS-WAVE-1,1,1,1,1,0.04618214,0.046076,1.0023035853806754,0,1.0,0.00010614,0.0022982910709637965,0,-1.0,3fbacb55ed3d742c1ae735ff135ddd7,0,0,-1.0,0,0,0.0,0,normal,,788
4d318448605e43c88fbb23a87259751a,VE,"CANTV Servicios, Venezuela",2,1,2,1,0.01029854,0.01026163,1.0035968944504918,0,1.0,3.69e-05,0.0035830321579563705,0,-1.0,bc1qa7083c8d7c8e481496e87f842e7a81,0,0,-1.0,0,0,0.0,0,normal,,721
e2e04a18b3474811871afbd44234eaab,AR,Telecom Argentina S.A.,1,2,1,2,0.0402634,0.04022042,1.0010686114167877,0,1.0,4.299e-05,0.001067719069924547,0,-1.0,1ae2d450d80274d5fbea117891ad9e8,0,0,-1.0,0,0,0.0,0,normal,,335
43eae8dc08f7464999374f46e59d0930,DK,Telia Company AB,1,2,1,2,0.10900665,0.10874626,1.002394473152456,0,1.0,0.0002604,0.002388845084221926,0,-1.0,1cce47cf4c9644eb08f03b3c30e0a73,0,0,-1.0,0,0,0.0,0,normal,,364
a4218b2025544228b0222bdf4b0fe372,DE,Continental AG,1,1,1,1,0.19928227,0.19915095,1.0006593993149417,0,1.0,0.00013132,0.0006589647940080168,0,-1.0,bc1q8d818774fa584abb9741d7da209bc1,0,0,-1.0,0,0,0.0,0,normal,,266
24eaaa76dab4415992575ccbe1525d8c,RO,Orange Romania Communication S.A,1,2,1,2,0.04649208,0.0463371,1.0033446201855531,0,1.0,0.00015498,0.003333470991188177,1,96.47809793333333,bc1q9735ff7b5ad245b894e97b8b6af684,0,0,-1.0,0,0,0.0,0,normal,,463
5c4101cb71e14b2691bd76a51e14991b,ID,PT. Telekomunikasi Selular,1,2,1,2,0.03825874,0.03821212,1.0012200317595568,0,1.0,4.663e-05,0.0012188064740239746,0,-1.0,36a92ed774adf4316809df7dd065519,0,3,379.75858128333334,1,1,-1.2323492567382806,0,normal,,12
d30faf21753d42849b673ddd120dbcd8,FI,DNA Oyj,1,2,1,2,0.02560396,0.02549714,1.0041894894878405,0,1.0,0.00010682,0.004172010892065134,0,-1.0,35d200f2f651e44cda5683f9c15f550,0,0,-1.0,0,0,0.0,0,normal,,702
ac2b4f66123c4561a274edd978ddc5ae,GB,British Telecommunications PLC,3,1,3,1,0.08126943,0.08095784,1.0038487933966618,0,1.0,0.00031159,0.0038340369804488596,0,-1.0,bc1q750cd11189dd4a9588c96e8f0c0d0e,0,0,-1.0,0,0,0.0,0,normal,,600
ed9acc50294f470182721fd47a4b6440,US,CELLCO-PART,1,1,1,1,0.16440605,0.16405869,1.00211729107431,0,1.0,0.00034736,0.0021128176244122406,0,-1.0,1f248bb6fb9454dd9a9f1296073dc5a,0,0,-1.0,0,0,0.0,0,normal,,202
c5f7ddec5bf141c5944960bc3f47ca99,JP,SoftBank Corp.,1,2,1,2,0.0593376,0.05920798,1.0021892319244805,0,1.0,0.00012963,0.0021846181847597476,0,-1.0,124d425893dcd4bccbd289196962efd,0,0,-1.0,0,0,0.0,0,normal,,172
1eb3dd5a225b4709a74464595ad65d34,US,DNIC-ASBLK-00721-00726,1,1,1,1,0.0483309,0.04823199,1.0020507136446164,0,1.0,9.891e-05,0.002046516824640137,0,-1.0,bc1q1ce76ed595784cb99dc5dcd3478f47,0,0,-1.0,0,0,0.0,0,normal,,508
9eebde9292b047d9a336f0dff4142d6a,CN,UNRESOLVED,1,2,1,2,0.11362733,0.11344314,1.0016236327732113,0,1.0,0.00018418,0.0016209128560884076,0,-1.0,bc1q67a716a162054bcb930c38b8cc31ae,0,0,-1.0,0,0,0.0,0,normal,,251
