txid,is_anomaly,anomaly_type,wallet_ids
602dbbb448534fcf876dd8a4e068ad12,1,peeling_chain,synthetic_chain_162_hop0
74c58244919643dcb9ffd214c7b7cc15,1,peeling_chain,synthetic_chain_162_hop1
10af8098c56c4460a87cc547d98beba9,0,normal,
6044e2b309e24e55ad990cd888ae1b58,0,normal,
a5e800e507434da9903cc26b7197baea,0,normal,
0bba8a2249654f53ba88d2767a75cfe2,0,normal,
55a024f858de4aa6a35aba59c9db3e86,1,peeling_chain,synthetic_chain_162_hop2
832773e2d8c4468f9e78c47c7803ed56,0,normal,
c1f8abd7d31640a8b87270710c4e6656,0,normal,
c90bea22f8a54fbc8d4d3972fa05b95c,1,peeling_chain,synthetic_chain_162_hop3
a7a596cd49714747a7a12a12e1ba4df7,0,normal,
1dcf9da270dd4241ae9269bbda1d7f97,0,normal,
06b6e80d9f304f1cb3103c8aea1d48d9,0,normal,
ffb57e8ba70c46b9a1e3ca16027812d1,1,peeling_chain,synthetic_chain_162_hop4
6953a0230b884943bdcff0ae694bbc72,1,peeling_chain,synthetic_chain_162_hop5
4480f1bb5e344e92873f0e53da62258e,0,normal,
bf6279801b174fc5b8a112f08f0be291,0,normal,
5e5e5c63acc542d49585f73a13c7e07d,0,normal,
f5c4a5ee7a0f4eb4bfc5f003690c2243,0,normal,
ad17fb49f9604ac88bff3df404dfe292,0,normal,
f7a5da041a374b4c989493dd06ca8f39,0,normal,
9712653aa3b14600900c48cf5a25cca3,0,normal,
4d73487b3e7b4941a7935accd99113da,0,normal,
98f441196aad4d2d82e05dc48158e4ce,0,normal,
a9a6a5963a0d4ad892a5c1651effa607,0,normal,
c49cb3d3f5ab40d08ed698d0426b4717,0,normal,
229b2d1acb594643a3d265149c3ee4ea,0,normal,
838cfeaaeb724b9b9b38054c81ba1d73,0,normal,
5a1ff6ebb84740a19d08572b368ba23b,0,normal,
ab659a1bb6f845218f4d7212a5d6c958,0,normal,
a405c72fa79745f1b281517f0e137d2e,0,normal,
0c0f352bff224ec9a8e714def3662adf,0,normal,
c61d996431c24c1d82eb1d23483ec910,0,normal,
846d8422f3d34386a42f84ab49ab5926,0,normal,
081855f7521c42dca909a0480bfd5f7e,0,normal,
760e6b27131648fb82ae936e5508aaf1,0,normal,
4d6787719a07409898ac724d4e8d955a,0,normal,
0fbdd7b8ab354f70bc456de44d517e9e,0,normal,
74074046a8554427bd13abe51474185e,0,normal,
8e46fb9525c441429a3d354a637d6d5f,0,normal,
8eb324c86cda49768b2f7c07d7f1b3dd,0,normal,
25fec0eb873e46dda9cd13ac561d4848,0,normal,
6ce0fbd8f0bd48b79716f68968227cfa,0,normal,
5f31cfdf37a245a6a30f48f997d40bdb,0,normal,
1be79cb5213b4e0bb8cdd2396ab61d7a,0,normal,
825932d0dc9c4775a6138b01c8f138b1,0,normal,
d426f628280c41109662c819e26cbd54,0,normal,
b82fdc4826e94164840ea660fbbc97f2,0,normal,
52093fbe12c5464ca850fc74e2c1fca2,0,normal,
3bf5e665681c42fba62dd9f636ded7f7,0,normal,
d20d789b46ee4d06b19581d04e33f3a3,0,normal,
80dd0a4bc212434a8acfcb604339236d,0,normal,
67c51bbdb68d49fe828d09140d41b9aa,0,normal,
3bf3eb3cb0ed494bad19e2f6f3961833,0,normal,
ad2ff6f716174fc1a19b627316be338b,0,normal,
533142c7b102441383b71532fad076af,0,normal,
ce3fbb743ac7488981ee8d64869412d2,0,normal,
088a44e851bc40b99693cad1eff4cc15,0,normal,
9e485d377da348b8be1022a7e0d8ff36,0,normal,
d49b18c4d11046c9af7a482dd615b450,0,normal,
d2e746c86dbf4a13bd099314c66c1285,0,normal,
1907cef5e70145d48af2cf20470e6aef,0,normal,
346f03c3f5d64852ac9ed2fe601dec32,0,normal,
1b5e94d4c6dd4e7a9995b269c5859b05,0,normal,
1060184ebe184c3d9d513da09a5dae3d,0,normal,
a8425bbab93442e5a330355aa08c4972,0,normal,
61f10ee9209e4e1da6bd77947c2192cc,0,normal,
7b9f92bcc8764b969cbf64a7ca08a72d,0,normal,
b1b6251dbea0417ea694ca903f7b921a,0,normal,
9d81eb8ad7834be7a325759d9a462d2a,0,normal,
674718645d0d4214ba789b91f2ebd27f,0,normal,
89319c9d4e2847a991208e82333c84e6,0,normal,
5ed7b341c646449092ad915055021358,0,normal,
409ae191dae4461c80b7e73ab3c3fdc3,0,normal,
73fc489a7c0241db9d0f5e57e6fdef53,0,normal,
fadb0a7f10a4403bb1c908cea31d91ee,0,normal,
713068315463414a919ca9c839b4ad3a,0,normal,
e3c7083d1b4f409ab8aae4dafc419463,0,normal,
a2fda19b67be49198c8fa5b0edcf7829,0,normal,
7fdbfb7a65184d1d9ea0706f3fdf2020,0,normal,
f3739b89f86949c1813382ccad7bd6ec,0,normal,
535d51cc755b40c284548094e0122633,0,normal,
37dc24eeacac48c5a57fc7d04218c1a3,0,normal,
aa7c0f27c17443b0bf2558022e234d0d,0,normal,
964072e0463e4193998d1a2dc3289a07,0,normal,
41ca40220c384adf886e684be515520b,0,normal,
3a5d72be2ddc4c749819be3bbde48228,0,normal,
d7ccf0872aba4595a0fc76f07b24e2fa,0,normal,
2798fbba3988443091030e91d0011220,0,normal,
3d9a1443485a4ffb9fdac433b52e4146,0,normal,
118fd12952e34dc38f9cee37e9b675b6,0,normal,
2248ea7fb1e14778a92c438f2335a137,0,normal,
2579a9eef4b84fb2a8608db0ea8be2b6,0,normal,
9d455041235a4f9fa602b36c42bf1efe,0,normal,
c84325746f604208b0b645c551cb85db,0,normal,
87937d02f5c747dcae4f519e0f5b63f2,0,normal,
5ee7dfc71a114bcc8f153f1edbba3df3,0,normal,
9dda67687c464f88a3c1620edb6fdebc,0,normal,
01eec1b9268b464fa06e588eea72b9b8,0,normal,
5936e2f772f44be5abdb1dcc843c8abc,0,normal,
f8e5087830384775bfcf8f4ed2bc7e41,0,normal,
136f8cc472754590af7bbeb6d929ec70,0,normal,
19685ad824c0417eab64ad71b568d031,0,normal,
c0749505ad1940f9878f77129d3e1af1,0,normal,
5ec81f3ba68d484c96389063a1e76d7d,0,normal,
2dc605dbab29477ab11b0e6a46c67a02,0,normal,
1caca1f9974a41faa314ef5568d81029,0,normal,
54bba0cdc54c4e739dbf410193f0c016,0,normal,
d0358b338d3647acb4a7bdc9ea175df4,0,normal,
79ed2b19f4814e1db6e4100ae03e96eb,0,normal,
76771c68a79f4bf6b7bf5e47a0d328cb,0,normal,
0625851af67c4d68a969d42c011b2ae7,0,normal,
51fdaa516f6a4d1a8f1eab444e56a77c,0,normal,
de7b525eb6734b43a29664f459dd29e2,0,normal,
baf51f531875427e9531707eb90239ac,0,normal,
843db39c6eee428aa93d9d91c83cb2c6,0,normal,
a7f193c8ac6145e9a2c6959ab8ce9cc6,0,normal,
fed96715e4e1409bb418bd4956069ffa,0,normal,
13d624af11bd409f97ab272505005a6a,0,normal,
e3d4de3ac9e04b06bfd8813649f360ba,0,normal,
553c78f6c6da4579b8f72b8d726eaeaf,0,normal,
9ec5e3df6def488493bd0765f919ef80,0,normal,
b96c793f167c4eeeb7f39fe37ec45faf,0,normal,
30411b1f2e87493d9569d393898f708e,0,normal,
4acd50f1067a4588b8bb41970e010abc,0,normal,
649ec8cfe1c74e0aab5984d8b759d352,0,normal,
e565d1379ea94a16a238848b44506bc4,0,normal,
216153e5f8514e458930968d229736b1,0,normal,
cd68f2d7a02e4c13890826cac1c9fe42,0,normal,
c404259c24364b2da2533d100dcc9789,0,normal,
71c73fce95c54640ae3d7f6a08b1597d,0,normal,
ef5a9b9f9f594ea99fbb2615cf7a6a73,0,normal,
03d01e4656224207b9bf6fd646b0975b,0,normal,
67ec5d34220f462b81fafb5d3a8758e0,0,normal,
0deb4875b7574a0b9d765d1ea3773bad,0,normal,
f5fb022683aa4c3f8e110fcb403d9946,0,normal,
777ff00fd6164fd18e07efeaa83c5e82,0,normal,
e398ac848c8d4eb3a924d8f5af02904a,0,normal,
d6fd45bc13e74e9490282921e570c67f,0,normal,
440db2e012724590a361cd53120e3e59,0,normal,
9d0abc82829b451080be4e374246c3be,0,normal,
951ca26376124742b1f434753954fc4e,0,normal,
84903c814f304426b238891c8280358d,0,normal,
6a1c6a1f48f14a7cbd3746f3c75c7b44,0,normal,
d2dcc8f49b8447e1b921d04d9536e08f,0,normal,
22d1af78ad414cec8375fe643a63353e,0,normal,
5bbf7043149e4ca5ba44d6325ebc59c1,0,normal,
5ffa74ceb45f4a288facf85a47f26306,0,normal,
d0a63a283de14ad390a988a49e82383c,0,normal,
fcdbe584bf654c7b90c8c0c77b159b95,0,normal,
e03e87a47dbc48e8a0887c964573f744,0,normal,
220a0cf13d274e29906160584d447781,0,normal,
f123cf401e99410099a4622d0942ae1d,0,normal,
9631afc64f73423396e757d8236e7aca,0,normal,
2e85b77fcb6f4e7c9410c02b8ffe9008,0,normal,
c258bf6ac63c48d2980f743d77215964,0,normal,
c3271615c2454e0ebcbdfb2e5332907f,0,normal,
4eb23b58a7dc4c51afe8d5e15c1cedb8,0,normal,
6ccdf0daacdf4ab5ab27b99c028c902d,0,normal,
9f2c43e3ae2b4e699e88f01c9f21006d,0,normal,
ad5b67ffc5eb46b18aa33d12b36da0aa,0,normal,
38f5ab80e377413799bdf5d3531931b9,0,normal,
710e037202dd4e8d83ff493881c55a86,0,normal,
5b44bb77f39f4f5fa39a32b6f6c22ee6,0,normal,
d7e21cbe0cf649c2bf9f25d6eda8d1bf,0,normal,
959dba9f75e44281a7a9fcc89caf31d7,0,normal,
7c0235209642455a882d9bad88a63e4d,0,normal,
69b53bc8766246d492f23441f9f57307,0,normal,
187d95fbb38145d4b35cd662333ec24a,0,normal,
f7a0552597f54f8d9183726e553123d3,0,normal,
da478e513ef94999a22925002c8da871,0,normal,
c9cd93eb5b164276915038115262ebf8,0,normal,
585a060251e2480ab37acb73fdf3e4af,0,normal,
74dd53f8b5c8464495895e6f7a756dc9,0,normal,
43606de03373414bbc22ab82c1abdc91,0,normal,
68aa3e28de2a47fc985d5a238b0ed9dc,0,normal,
d77a4fb6bf1843559d7ef4ea9e080db6,0,normal,
f7814e5eb895499291b283f74efa671a,0,normal,
8f6a6c9b04f540d2936ffce6295fddcb,0,normal,
6683802a3a3b410cb6292e00997a3f34,0,normal,
81bd4ddadb8d44eea061a7206aecaedd,0,normal,
b9a72a4cc3b8414285504ffd51373a8a,0,normal,
315d959fe79a4842915edd0982b6a966,0,normal,
cfb6de4e358a401e9e1164fc1fc56095,1,wallet_reuse_burst,burst_741
bf32045911cd4ee78354507bdf8d3e2f,1,wallet_reuse_burst,burst_741
c528b413b6c94f26b0b2694718ac849a,0,normal,
b9aad901f7cd417bb7b10da699e24929,1,wallet_reuse_burst,burst_741
5d20fd70202c4a18a0f59e44a637b4eb,1,wallet_reuse_burst,burst_741
f3bcfff1e25e431f9e4e24250f2089bc,1,wallet_reuse_burst,burst_741
d00907fe8a87454695064c8ebeb9c1e0,1,wallet_reuse_burst,burst_741
470c5e88fedc4546a8231ad865d9b2e0,1,wallet_reuse_burst,burst_741
9efcd3d3fbdf4ffdad194c237b695002,1,wallet_reuse_burst,burst_741
bce452aee52c49bb900267f15af71fa0,1,wallet_reuse_burst,burst_741
b202879fd58c403087fddbc80821f739,1,wallet_reuse_burst,burst_741
e777649de7dd44ff9b9d21e344048681,1,wallet_reuse_burst,burst_741
638ccd72dd224dc698874a000de91bc6,1,wallet_reuse_burst,burst_741
441331067f424cfb923c529859e4fe48,1,wallet_reuse_burst,burst_741
fc9eb299cb6c41e097094494bc6f6863,1,wallet_reuse_burst,burst_741
a878a63346614d8ab39329d35b57419c,1,wallet_reuse_burst,burst_741
2c7ad210acb047158c7967ccced1b73b,1,wallet_reuse_burst,burst_741
0f9abc9669b04ddfb77cc1230aae179c,1,wallet_reuse_burst,burst_741
a6831413da9b47488025b2d5e0c945fc,1,wallet_reuse_burst,burst_741
bf183118a82c432598700c53e860dff2,1,wallet_reuse_burst,burst_741
5dd2c81615ae4a32be1320d12fb3db0b,1,wallet_reuse_burst,burst_741
69db3b5c268647f3a508ddd7d7973e55,1,wallet_reuse_burst,burst_741
a5b443e340484a76afb4d04d40ead731,1,wallet_reuse_burst,burst_741
2fd55772f7724e8e9ba60d986ada7d0a,1,wallet_reuse_burst,burst_741
6af5b84b8a314f28a3a85bd825f34505,1,wallet_reuse_burst,burst_741
10691620538a4f28970062594e3cbed1,1,wallet_reuse_burst,burst_741
f3d19f6262f443c998d5bef9c4fe74be,1,wallet_reuse_burst,burst_741
44f3ca41090342ee94db10a55fa2f7ca,1,wallet_reuse_burst,burst_741
c3a196207a294f3c97df8dc3268f71e0,0,normal,
1c243195f6e54e66bc50e13a71e5f8b0,1,wallet_reuse_burst,burst_741
3db4dd3c07f74470b0614f95c68487e5,1,wallet_reuse_burst,burst_741
5a99004aca4d4b1f8f13edcca21c2252,1,wallet_reuse_burst,burst_741
b8084c8c139e4d44b1c158373c9d179f,0,normal,
3631dfc7c06740c2bf1865cb5e24970f,0,normal,
d609813de2f94b77b1f09298b6183117,0,normal,
224b4a63e93141629dcdf385627236c6,0,normal,
ad1af9c2996c43ed84fef47b47d6c864,0,normal,
ca1f367cfe7948ee9099d211249e471c,0,normal,
c83f9f64de7c4c55a9c76a044a0da56d,0,normal,
9d2a7d5fee3847f28f9ad4bc6a4a6d37,0,normal,
5431743f1f7645dda45e0f6c05028e1c,0,normal,
44afdb1a90564237a6443b4fac426a9f,0,normal,
43eb19f9667e49f1bdd444242bbf98c2,0,normal,
da6cd4d752774883a474fffc55325fb9,0,normal,
6f24dadd38c54f5395fb983d05196292,0,normal,
d99233cceb574caa8ede2fedff953ee7,0,normal,
3ece8199130c4f30af3284712233a2de,0,normal,
14a9507471074e40a42b808f5990691b,0,normal,
9a72a38ed6b7436796c6c8d91e172232,0,normal,
3947e06cb6f84e2e82c1f008c3f5071c,0,normal,
7df58de67ba744749e08c2d0c3ae9b0d,0,normal,
544752ff55764c3490a594069de64bc1,0,normal,
a1e182f370394ae5b040eec794f95f95,0,normal,
5dacc91e614d4bb8a29d50e90740fa63,0,normal,
361e00c4d5214f1a9f2fac4756765fb1,0,normal,
68d63a9f89e6485e909235712f114ea8,0,normal,
1a162b694f7943f4a46e223920d5b05c,0,normal,
a350d5ce96ac41918f000e771dad8b3b,0,normal,
01be311bee0045388647087bc79f2119,0,normal,
652dc80e8a33448f8f9046b3e30a0d9b,0,normal,
63e115c3d1394180b0b6770c45388c77,0,normal,
9f2614d83d744c5b912cda93986e3516,0,normal,
3ed592af0f8a416c88f72a64f0668e55,0,normal,
bb0504a87c744b728c84b4e3b5f4ab11,0,normal,
dbe6c6bb6b524b6fa4aee1670f633c9a,0,normal,
ad8540f486074416bff95f6457e542ad,0,normal,
49ce22a773e04e7fb0f755d790590720,0,normal,
2c73092d73f44c7481a32ed2941397c2,0,normal,
6e7bb7e4916440b0b66499f430dfe0a5,0,normal,
a8372c99170443558342981b2c1c475a,0,normal,
9f1e147b847349e3981cb953b1801422,0,normal,
ec2aa9eb5faa47c4afff35175f635b15,0,normal,
1cf61c012e0b43888139c603324f1003,0,normal,
bdb5476343a84e5388fe49a701403e45,0,normal,
55822a6fccd940c69dcb07eb708f7f7e,0,normal,
db1a20ce0ab9472da65a434f6199e552,0,normal,
e233311f3f024442ba6d4291155ff05c,0,normal,
25cc942b80d241beb3078bc582922934,0,normal,
e19eedf9dc8f4e8b8f964a8b081fd747,0,normal,
54e9f8b93cb648b6af65ff97104e74f1,0,normal,
b0eb83c33ace41a387b31fd65053b316,0,normal,
e668e3d94c8f44a09d7bf04391ea484b,0,normal,
e7268e76fdf0458cbb5bdfd4e76b6a3e,0,normal,
db7dc03e1b9549b08bafbd241b7703c5,0,normal,
784f677df33c4d81a69a829edef262be,0,normal,
0959c25c817a41f59527d829842cb041,0,normal,
a4f14f4693204ef09e0be5383ddc0ea9,0,normal,
42266f4198a64f979c837350c52e0672,0,normal,
833906cdee7f456c952ae65d69fd23ac,0,normal,
e223c16983ac475f86ab464b4ac9bc1b,0,normal,
54453c5a3ca74d3bb0e4f464205a96d0,0,normal,
c3f0840946974a518f6d8b230d7db49a,0,normal,
10c2d5fef49a443cb35e06b9bea91c19,0,normal,
2aa5adb2ba75420bb6d4c0536b39d156,0,normal,
a60e8bc3c3874f2a997f17c229b1b695,0,normal,
d4b5debb208842439ea10003ac947883,0,normal,
ea52d11ec45a41efac6187848e374297,0,normal,
7dc78538b8bd44398cdbc7878fd99cbb,0,normal,
2bc1ebdd6f8f426eb76ab4f37ad7a11d,0,normal,
98802e90c29549118242a5e4328aa22f,0,normal,
ff0a1b3d309c425f9352d4aa29eab73c,0,normal,
1286833fa73e41f2bc4d934b934af7b5,0,normal,
5339ab55ece2416da0e0b3ccc8a9ec9c,0,normal,
2b4923c79a8f41aaa35aa870f8db0669,0,normal,
6579041850274b4e94a9fb3c2d6f0dbe,0,normal,
41766cc6808f42119670482f83ca41cc,0,normal,
b8112169d4f54b64b15db48549e14610,0,normal,
c8b79eb77df6472ebf0481c04c7c0a3a,0,normal,
098692810721437e8e370c2dd3cbe99f,0,normal,
253d2635c1c4457bbffb88a0516b748c,0,normal,
9a5771f855904d77a0086c044b1b09c5,0,normal,
9fa03bf4df9f49688dbada5c4bde1a26,0,normal,
a52b622cbb4341f09d5b7d3bac647d32,0,normal,
568760615f3a48289aa5d054dde03418,0,normal,
8f4cf251c96b48ef98f78d30a4170c1c,0,normal,
11d6665623724b8ab854dc1245fbfb44,0,normal,
48441e62c1a24f2ea98d11c2ee01c483,0,normal,
994a6cef74eb4ffca776f17c486166a2,0,normal,
7db80294ca8a4376aaa9dc096248f99c,0,normal,
1f9a702668ee449598307365c80633e4,0,normal,
69b6af5a66224f909b2efbc525056530,0,normal,
402bc441af20436daf8d6ce1a2847239,0,normal,
2d6f36f49dd54de2a78a1c03f32b9207,0,normal,
db9797565ed44dd1b3538ac3886360ad,0,normal,
a135016f9c844c508fd421d48c321978,0,normal,
667d474d2524463e8fe4f9d50f1899e3,0,normal,
d77ed441716645e2afeaa5769c39c1c1,0,normal,
ef3ae528ea334eee8bf752bb67d05573,0,normal,
5c038cfd0cb74988a3e0e3312f3434fa,0,normal,
88f914bebfa4472f9cb35d7b3f30f3d9,0,normal,
e97ab5c7f66c41878c8f0990ac7b408a,0,normal,
7ff67301096c4e2891516b4ea422fa05,0,normal,
82a0a5c821cb4159bec6e1cbe5677047,0,normal,
aa040cb66dba4cf08920a4e6c425c313,0,normal,
416c24678d8c405889ed70925db7bb2e,0,normal,
e70f29a9120f47c78e240951b832ca5b,0,normal,
3a6c1aaf979848da8422aa9c71cbf71c,0,normal,
76f2305b023c487db7d9e035846e4a64,0,normal,
b97aed20556640b590e7a8f0fc6e8e44,0,normal,
b101165b22ca4f94a622f6bb00d26e31,0,normal,
dd2b2468eab54db9b8cc205fd493f761,0,normal,
18fa230caf8c4b80bdb7ee266df3ad3e,0,normal,
1ddddebb31054f86a71906fd8a25bd70,0,normal,
d31eb1a45e7144d18a9296d0798b88d5,0,normal,
566afecdd10f48088c9623c7efdd1637,0,normal,
7bcdc0ba7e1c49a9b08c0ef3be95d94a,0,normal,
41e569c450d54c5097aedea8f7a03650,0,normal,
60fa472528eb45b79ec9b843c5dd4e48,0,normal,
94a32017e3a34a039e8d31549c709c29,0,normal,
41033e6203094ca9b754720cf012bbaa,0,normal,
da0dc0e0b8314f5f941b2073716582ef,0,normal,
d776a424cb43413ea3a6a5d22e25d8cd,0,normal,
19f2e18a29854e838b9c4303d3ce7773,0,normal,
df115277715b420da1fc5f1cd2223f01,0,normal,
3db783fa350948e38b6db5c9bb48e297,0,normal,
eeec14d0435042e583ca78bd42c07143,0,normal,
bd3f89c3e9914b29a0e52058f8887b89,0,normal,
1a6eb64489844d9aa60f88833d7ebcb5,0,normal,
9cf9d96757d141698596f682afd5ca45,0,normal,
5be7f4c720ff4aae966db980b4c994c4,0,normal,
f12110ac23454672a5201ff1073d9ee8,0,normal,
ef2c2761189642349444fd685bc4125e,0,normal,
f9cfa6a1c22c4c46b8327cea12554840,0,normal,
3e4de21e702a4530bea410ba2f42c5be,0,normal,
01c64f4f46cb4fe68758762d4bfee719,0,normal,
471086030f8e457a9b19cfb53a75fc65,0,normal,
e69504d72f1b4b03a7cebc5d19e6f5c8,0,normal,
c2a59721357b4c6cbf86a2f709f1e805,0,normal,
b4b69a5029014434b6101fcb3e8500cc,0,normal,
45b27cf8c07c4004a041ce1b75a7155e,0,normal,
e331917dcb2a4d1898ce2184d01ad658,0,normal,
df942b6ca15949599ec5503932c33999,0,normal,
0cce909971ea40dd9267910e1ddce914,0,normal,
f8259dd0283146c695a031fed5d772f0,0,normal,
a1ee1e516ac94f9088cb07cc9664fecb,0,normal,
989ce6ad89744dbcb1126645d49277ec,0,normal,
9787d66832eb4288a6e619f03a177906,0,normal,
a33e0d36d8b34d64b1978cb80c0047b7,0,normal,
60587195854540fd9f1a3b6ff52c44c7,0,normal,
229ee3aea7504ea0af6a242c709a89dd,0,normal,
590aabe46d144aa6be9ab1daf43affa9,0,normal,
253152d7ba214602b43e8368f6ea8cbc,0,normal,
0a50756bab62433fb844954a572afabc,0,normal,
e4a8fbbb1b7940329b9d7a7f5a13a0d1,0,normal,
cd962fb9390a46b2abfc406966355e4d,0,normal,
4ac3eece6811411f8b5be3501584b3de,0,normal,
bcd3be1068ac420e986a0113f6d62f78,0,normal,
b1cf4e5635cc462096ddef97299b306a,0,normal,
fe1478c1c94d43689deb9eb2c1671025,0,normal,
387cc82c34d24a6fb33426acbbf1aaa6,0,normal,
31c82a13fdf84a2f96ac8cb1821f27e7,0,normal,
7a55f9222c5b4f0896666555a72a0c17,0,normal,
98fd70f8fa5f4e9285b5882b963d1bef,0,normal,
314aeca48bff4f1c8ba6799a03a9a0cf,0,normal,
b3ab28ca3a7e438aaa38ccc3f89a4a73,0,normal,
437b153e4f584258a99abf6d5182d461,0,normal,
e40f9752976d4e21bc8c0a9809e0775d,0,normal,
6cb6ae9b559d4dee95f03a9f194f19ad,0,normal,
b81beac453864d87be2b0990698fb5a1,0,normal,
f38d6d7c22184f368daae67c2ea6fdc7,0,normal,
7cbdff61e66f489386f72c2cffe50e1e,0,normal,
828371e2a3484d589a78302a517a871a,0,normal,
36eefd3d94a24a5a9a533a2d05898a8a,0,normal,
0997df2c69d84a8793edd4ee9a0c6ae1,0,normal,
57405ddc1eff4b04a6e891f8f34d3829,0,normal,
8dfd82f7e31e4ee8a934f462a6176c8e,0,normal,
0bffa5ced1dd480aaa5dfa0adbf01b2f,0,normal,
337d34ccf842403988e3bbdcd5d6a6be,0,normal,
1011fef2721f4607b1a627c2da546581,0,normal,
f3070183f6f542988da0231cd1190844,0,normal,
f66e8ebaea7b4fd79208eb5f6653a605,0,normal,
225b259252504772be2adca0da9a8287,0,normal,
97a8a789a9844ea8a421b9e6436fda36,0,normal,
42d41e1bff774e5da3dd3c4e76fca246,0,normal,
792ada4364cf47ff8b9be895794ea776,0,normal,
80b1c3f26e514273907f3dc5c19d340c,0,normal,
66e0b75c37814758893b1e8b8e5ee45f,0,normal,
42e0086926af47938b99eddbf3828768,0,normal,
dd271100ba8449f796959801324f3fb1,0,normal,
b2ed2d529e1347b1a835140c4aa2e431,0,normal,
1150b26f6b184768b920642256ace7eb,0,normal,
473d012499374a848f917847afb13969,0,normal,
aa14c41a3d544edeae3103367dd4ea4a,0,normal,
05cce8f6354d48b981ca43a7f0c63dd3,0,normal,
0f4b87e0dfb9408cb1d374b5b14f61ab,0,normal,
60e127c26efd440894ce5b4e75c2ea6c,0,normal,
f1dd145e1c454c278d3aa57ec4d8d5aa,0,normal,
43ac96e38f3d464fa0fe19e6811b9b20,0,normal,
e407fefbc2304bea92013cfc253e2108,0,normal,
df3ad98bdd1643bf8a85cd4f6d9b4cf0,0,normal,
e7d400c328c946f087628b77243adbd2,0,normal,
42f468e114494e33bf7e50b3d6596ac6,0,normal,
735b62dd047b4c6e9e5e19e7ff46b8dd,0,normal,
