timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn
2026-06-01T03:07:49.809966Z,92.194.118.215,149.56.99.193,13372,8333.0,19babfcf665f405a91241462995de04a,"[""11c93b606aa3844f2bd46368438268d"", ""3fa3ed493b1cc45a8a6b7519047c6ca"", ""38744268f02544bd1a00007c158db7c""]","[""37975094954b946cab4e9ca3332168f""]","[0.00375535, 0.00375535, 0.00375535]",[0.01121117],5.489e-05,P2TR,US,AS16509
2026-06-01T03:42:16.016685Z,184.113.211.203,54.37.135.253,9622,8333.0,e4254a08a4b94625a9374c785aa794cb,"[""1580995ff6b5c454eaa7b9b8a07b98f""]","[""3e28a024ce6e4437caa72bbf9361b70"", ""12376ac46f0044e84807b576c99b87f""]",[0.0236646],"[0.01182059, 0.01182059]",2.342e-05,P2WPKH,US,AS7922
2026-06-01T03:44:35.859239Z,166.88.51.148,193.32.85.44,9095,8333.0,481583e5d39e47c7bdedb58ac1fbe2fe,"[""332325924077740248fbfebdbb4bf7a""]","[""bc1qa08d3a0ee9c047e6bc3f46e0ebc3f3""]",[0.02341208],[0.02338858],2.35e-05,P2TR,RO,AS9009
2026-06-01T04:02:44.672584Z,84.154.168.139,129.47.33.97,58469,8333.0,b2ab9f82128d4fc8b60bf5381087333a,"[""bc1q9bfced16f2534624a9257ee502dd0b""]","[""1417a82bd7383466ca363cf9518ea16""]",[0.02095567],[0.02088748],6.819e-05,P2WSH,DE,AS3320
2026-06-01T04:19:47.931086Z,203.94.202.17,54.192.76.13,39947,8333.0,2567b7182df945e1a1b47e7ba366d613,"[""36cef9115af884f4fa010a99a685eba""]","[""15ca726946bb54e0392b6049f9c8e22""]",[0.03732614],[0.03719672],0.00012942,P2WPKH,IN,AS9829
2026-06-01T04:40:00.108448Z,79.127.139.125,66.133.207.6,4185,8333.0,4c8f9fc9cea94e35830963f98cd9f759,"[""bc1qfe6868edf3d3450cb354cfa286c38f""]","[""1d934be87422342f393100cfc4035b3""]",[0.01357238],[0.01355046],2.192e-05,P2PKH,NL,AS60068
2026-06-01T04:50:30.856657Z,223.233.173.215,139.59.205.141,17587,8333.0,a7beb2c440ac4d149637b2863d67a70b,"[""30cd011881f734fab964bdb4c88e57d""]","[""140a1fb7a639e48089d1f6345e0b548"", ""3e16ddbeb865044f6ba4f32053e6eda""]",[0.01708087],"[0.00851871, 0.00851871]",4.346e-05,P2PKH,IN,AS24560
2026-06-01T04:54:07.121735Z,203.162.72.235,51.210.62.162,1633,8333.0,a6b256d34c3446b48b7331c5459fa8d3,"[""37bc70997c9f44e50b3f0bfbc8607d8""]","[""1ec55da261a57409181ac6d490b3406"", ""bc1q5dcbf6a16059452abb0d160d9e3975""]",[0.01363861],"[0.00680724, 0.00680724]",2.413e-05,P2WPKH,VN,AS45899
2026-06-01T05:03:48.420378Z,162.243.173.134,14.188.116.134,18717,8333.0,7372b155e80247659bb8caa491e823f0,"[""38c6243563d0f4825bba6afd45d58c8""]","[""17dd51a5b7cc74ef2bb89f10f807581""]",[0.10935285],[0.10903493],0.00031792,P2PKH,US,AS14061
2026-06-01T05:09:22.165075Z,5.196.169.131,61.113.88.231,7899,8333.0,c38454ac2c49423d93bdce0bcf95750d,"[""113f971e22a754cf1a5a6adbb0f6abd""]","[""31bdf0177fd9f4c25a4b50552f46268"", ""33ba7fd706d56446e980aab41a5d7b2""]",[0.04231168],"[0.02108838, 0.02108838]",0.00013493,P2WPKH,FR,AS16276
2026-06-01T05:12:23.226383Z,174.169.152.104,123.31.94.30,52454,8333.0,a2739ba568464377a85a604ae234661a,"[""bc1q8302eb30f04d497c8afce6fa92f196""]","[""36c9323b1418b4797908293999951c6""]",[0.08790725],[0.08766325],0.000244,P2SH,US,AS7922
2026-06-01T05:35:12.969392Z,14.177.154.178,106.213.196.200,18259,8333.0,2e04212baed04e41bbcbe003ca609ab3,"[""11443421904cc4540b6a85d5581ca82""]","[""bc1q91a3786c799f40db9a1ac175aa9cd6""]",[0.08382671],[0.08371652],0.00011019,P2WPKH,VN,AS45899
2026-06-01T05:40:20.710448Z,185.93.183.249,37.83.165.42,3606,8333.0,47fc3c751aab419fa4e283e1e8992a17,"[""bc1q35e713c2a7004bcb85e9b35e0f3b79""]","[""bc1q11d92e3dbe174917af6f3e097914b5"", ""3b2f224bd695d4054847a4dca57a060""]",[0.05668196],"[0.02828631, 0.02828631]",0.00010935,P2PKH,RO,AS9009
2026-06-01T05:44:04.377113Z,64.95.125.97,88.218.103.124,22690,8333.0,205cc3c053e84a59af4962ca4fefb391,"[""bc1qe7c23df253604de29b6f874d008e34""]","[""34f0fca5da6a143b59bf8fed35cf074"", ""bc1qb5edbb85be704a319d23f027830ea8""]",[0.48921808],"[0.24370235, 0.24370235]",0.00181338,P2SH,US,AS16509
2026-06-01T06:08:20.503973Z,76.23.235.95,93.219.62.29,55761,8333.0,64a30163c56c49e7bda0157e73ba4da5,"[""32de178e92781426692379b08412c79""]","[""308d2fb737a3248bc94a89fd42268f1"", ""1f7bd05c968f74c519d30b0ad279989""]",[0.02491478],"[0.0124456, 0.0124456]",2.357e-05,P2SH,US,AS7922
2026-06-01T06:22:40.321331Z,120.58.199.47,14.245.85.131,5942,8333.0,829d38eb2cf948d7baf1be6f9afbc8e2,"[""1618afcfbba744701a2d89f4dff2450""]","[""bc1q6f4cdaf713dd4afdbe4e00103ac00b"", ""1d4ba61d5b4454ba4bc95cfded2745c""]",[0.01782886],"[0.00888955, 0.00888955]",4.975e-05,P2WPKH,IN,AS9829
2026-06-01T06:48:07.154680Z,45.194.71.123,58.68.131.60,30957,8333.0,0f179a635dcf493494b83c6e91ea4c90,"[""bc1q4d068cfbdc0d45e28dcd6d6a4c91f8""]","[""30f59db18b42c401faefa9dffe94fae""]",[0.00884927],[0.00880682],4.245e-05,P2PKH,NL,AS60068
2026-06-01T07:09:11.460791Z,34.216.132.149,104.253.186.209,12473,8333.0,d611766a3fad43c28906dfb5683e40f1,"[""bc1q0141ce9dcb714a00a756ab36cb0b22""]","[""30139b724fad9434b823e0ec11b0a4f""]",[0.07586218],[0.07569098],0.0001712,P2TR,US,AS16509
2026-06-01T07:29:35.029335Z,184.197.177.109,166.88.51.110,49424,8333.0,5ba9c25e76724ba2925355a5714a4f95,"[""bc1q88a50dabfb3242ad91fe6e681e78ee""]","[""bc1qe1dad031818544fbb6d9f46b91b3e5"", ""bc1qbf4f26efb8894576829c203a6f44b6""]",[0.11708302],"[0.05843343, 0.05843343]",0.00021615,P2SH,US,AS16509
2026-06-01T07:29:37.641906Z,139.59.46.13,104.253.149.219,10093,8333.0,bfc473a30296451fb8f37272cec9ee92,"[""140a1fb7a639e48089d1f6345e0b548""]","[""39ac00521887d4ee8859d0d9a45f49a"", ""1d32f9ce456874010be04b881df0db3""]",[0.15707443],"[0.07825895, 0.07825895]",0.00055652,P2SH,US,AS14061
2026-06-01T07:33:16.246488Z,122.170.162.116,222.253.22.113,63616,8333.0,ca2e6cc71f1549efb4c88efe6a31690b,"[""bc1q2fe98b7691554b57b37e671bc74463""]","[""37f0433ab676f4ef88bbedc28bee1d5"", ""3e40f28916b274fccb756e4d2b71836""]",[0.18155348],"[0.09067218, 0.09067218]",0.00020913,P2PKH,IN,AS24560
2026-06-01T07:51:29.912654Z,96.219.14.217,181.41.198.209,23484,8333.0,4ba249ad4f8a406a9404a663d896b48d,"[""bc1q5ce5e39afede4ad49096534f6e392e""]","[""bc1q272e580886cc4df1be955ea1151b04"", ""198e3f45e1bff46098ec853b79108b6""]",[0.12865351],"[0.06409181, 0.06409181]",0.00046989,P2WSH,US,AS7922
2026-06-01T07:56:30.129039Z,91.220.202.40,153.129.140.214,26302,8333.0,182364a47aa44531a6f31d23f40c9049,"[""13d3087359b2444e5968f240bc7713b""]","[""3d11a88a6fc9643d0b5814cd3e30728"", ""3124d0d3324a846979a70e386be632e""]",[0.04684497],"[0.02337292, 0.02337292]",9.913e-05,P2TR,NL,AS60068
2026-06-01T07:57:47.999197Z,223.233.173.215,120.58.9.179,48630,8333.0,9e5929bb211a4d449416856dfe7d7e14,"[""30cd011881f734fab964bdb4c88e57d"", ""16078c08445b049f3b6f0bfd1e8e9e0""]","[""345a85cedbe6f4798b07db556113eb4"", ""136289d00bae44dd5ad8ef80230c417""]","[0.00659601, 0.00659601]","[0.00657274, 0.00657274]",4.655e-05,P2PKH,IN,AS24560
2026-06-01T08:12:31.744713Z,61.126.14.90,73.110.151.206,38310,8333.0,08358e19dd314504a38b99288ee0de2b,"[""30f9d83f8d7ab4d75bf77e8c6d4ba27""]","[""1c78ff61e86784a1f99913d991b1392"", ""bc1q47ae2d60aa474000a9a7a43adc6fb1""]",[0.02771361],"[0.01383984, 0.01383984]",3.392e-05,P2WSH,JP,AS4713
2026-06-01T08:17:40.362488Z,34.216.132.8,153.179.111.200,24525,8333.0,981a3bc6436d48aca97f65b62af99b98,"[""bc1q7f50b363eb0b4864bf223eae2ef412""]","[""32ce2fead4bd14e94a6c19bd4adf749""]",[0.09836272],[0.09824114],0.00012158,P2WPKH,US,AS16509
2026-06-01T08:17:54.286328Z,56.117.175.34,67.207.89.215,48686,8333.0,35b0d3576b1e4edcb41c6ea9b8ee229d,"[""1bcede0d0031447b18b508d82743a0c""]","[""1ee77a1a78cbb46c0a1b81f94c91442""]",[0.01607426],[0.01600769],6.657e-05,P2PKH,US,AS16509
2026-06-01T08:26:00.181454Z,184.197.177.163,57.128.63.106,29904,8333.0,821ec9c5e4274bbc9d501deb6db03e12,"[""167294c32b0f04485a7784f9d90234b""]","[""3cfa7a6b997b34259967077bd1fd500"", ""1a1c242b434df43c9ba65c28354caf8""]",[0.04594892],"[0.02288396, 0.02288396]",0.00018099,P2WPKH,US,AS16509
2026-06-01T09:36:12.282162Z,184.113.211.98,149.56.99.4,47198,8333.0,e8dc31f547db48318f03b998da74f60b,"[""32577632015f347a8b6ef7ff292933c""]","[""1296053e77e5b44c7a2ec76f3e7a6cb""]",[0.12872931],[0.12853707],0.00019224,P2TR,US,AS7922
2026-06-01T09:38:17.929453Z,34.216.132.8,61.113.88.87,35043,8333.0,7d238a3c594f444c8ad9e04620a6a237,"[""bc1q7f50b363eb0b4864bf223eae2ef412""]","[""32ce2fead4bd14e94a6c19bd4adf749"", ""bc1q47d36830e6354831aff7bdf5ca47b8""]",[0.11536241],"[0.05744994, 0.05744994]",0.00046252,P2WPKH,US,AS16509
2026-06-01T09:42:07.743264Z,185.93.183.249,31.248.245.124,23683,8333.0,17c86d8b8461417c97d16c07f4221391,"[""bc1q35e713c2a7004bcb85e9b35e0f3b79"", ""bc1qe556d342828c450ab3f1136759bdda""]","[""bc1q11d92e3dbe174917af6f3e097914b5""]","[0.03465377, 0.03465377]",[0.0691579],0.00014965,P2PKH,RO,AS9009
2026-06-01T09:48:53.424164Z,122.170.162.116,222.253.22.253,41191,8333.0,4f43552a641d4c06a0507b52d5f897b7,"[""bc1q2fe98b7691554b57b37e671bc74463"", ""bc1qda7be7bb8817491fa414fc74ac308f""]","[""37f0433ab676f4ef88bbedc28bee1d5""]","[0.06154108, 0.06154108]",[0.12294658],0.00013558,P2PKH,IN,AS24560
2026-06-01T09:52:45.185410Z,104.253.186.108,54.38.58.121,56852,8333.0,c41b82d4169542648bd564e405c9327f,"[""1eca894f5078c4787953192e9a6bf05"", ""13c47b0c565f446f2b433ef69c1e012"", ""bc1q6f861abbbaab491a8bef72f78c2a45""]","[""bc1q3b227e15ca8742d198337d957c0875""]","[0.05959531, 0.05959531, 0.05959531]",[0.17828393],0.000502,P2WPKH,RO,AS9009
2026-06-01T10:19:43.767215Z,182.30.94.40,202.159.222.83,16811,8333.0,98701894753245748001365748c8b2d0,"[""bc1q426ba01f3b5b4df983d776841547f5""]","[""bc1qb7db9203c3b343b08dfb0a4da7333e""]",[0.02137338],[0.02134709],2.629e-05,P2PKH,US,AS16509
2026-06-01T10:25:15.750534Z,207.71.75.241,139.59.87.141,43184,8333.0,ae268b15ec6a4ee1a7f6502e0248ba4f,"[""14e5275fc12e4416dbbf45733ed330c""]","[""1fd4e9715b070422f93237a67cff6df""]",[0.0709252],[0.07086724],5.796e-05,P2WPKH,JP,AS4713
2026-06-01T11:06:35.369820Z,59.176.156.137,73.110.151.114,53535,8333.0,9ccdf563495d43ad83805fbed375ff8f,"[""bc1qcae4331ffb964ae09e8f45222437c5""]","[""1fca0c1fa5a8745dda2b98845948849"", ""107b73ca1c5ef427d9a48d63242bed8""]",[0.3825405],"[0.19062261, 0.19062261]",0.00129528,P2WPKH,IN,AS9829
2026-06-01T11:28:58.681300Z,104.253.186.173,202.159.222.81,8803,8333.0,df8a0844f4134366a319a49ff7f55062,"[""bc1q87387b0062a04097a60812619b83f0""]","[""bc1q3998fd0903694d7b8b348799a96586"", ""35d052a40bf794885ae4cc42dbfd3d3""]",[0.03713081],"[0.0185454, 0.0185454]",4e-05,P2PKH,RO,AS9009
2026-06-01T11:30:41.980970Z,110.226.240.196,159.203.18.106,3372,8333.0,9b79c95e44ee4f66bd0fd125f87a57f4,"[""bc1q91a3786c799f40db9a1ac175aa9cd6""]","[""1d0e2170b77854d5099507f582010fb"", ""161796a99e2ff4821a35df2d4dd291a""]",[0.02846248],"[0.01418658, 0.01418658]",8.932e-05,P2TR,IN,AS24560
2026-06-01T11:38:31.918989Z,153.137.43.7,139.59.205.203,40621,8333.0,ed5ed8e904c7453c9d0085113294cbb0,"[""bc1qf66c234fe9ec42cf9c03dc41d2794a""]","[""bc1q1320b5c0f09149d6bf730a68d2d06a""]",[0.05694266],[0.05690415],3.851e-05,P2PKH,JP,AS4713
2026-06-01T11:52:25.943736Z,184.197.177.247,73.157.213.144,14580,8333.0,8dcea586e702439783ab4d5ed88e3f30,"[""bc1qf75e901ad1cf4b698e6a0dce8313bf""]","[""1b4766b3c6dd04a9ba037b641e4215c""]",[0.02647105],[0.02641959],5.146e-05,P2PKH,US,AS16509
2026-06-01T12:02:53.931647Z,50.136.154.139,157.230.6.212,4580,8333.0,8dea174518424075930abbbdb49132fa,"[""35096c7d074934865bae09d672c0f4d""]","[""3c6b172a6a23c4352be88d1513742e0"", ""3cf55dc4b64d641b3820872c91848c5""]",[0.17247664],"[0.0860525, 0.0860525]",0.00037164,P2WPKH,US,AS7922
2026-06-01T12:07:22.475293Z,203.162.72.174,38.132.108.122,47990,8333.0,f66f6a2cae9a42609505444c9031acda,"[""1781a7d3c7f894ff7a875fbb6f860d6"", ""bc1q3452343bc03a42f39f96dfc2312840""]","[""1d24f6fdb494640a29d19577cded697""]","[0.0452418, 0.0452418]",[0.09032322],0.00016038,P2TR,VN,AS45899
2026-06-01T12:15:12.217664Z,120.58.199.53,104.253.186.25,50786,8333.0,ee4ac349f30e48be9390112eb2aad8c8,"[""bc1q97e17fcea817490c892138a36f111a""]","[""1f469b11e3b354327b5c465f5539555""]",[0.02926164],[0.02916369],9.795e-05,P2TR,IN,AS9829
2026-06-01T12:29:30.134226Z,98.39.245.60,197.186.65.163,64229,8333.0,a85edc512c40473bbd5dcb0496912e01,"[""1cdb42d88de7a4e058853da4c6accbc""]","[""343b01a74629a445f890eb223490001"", ""3f61568f1471146a0a73129cbfee0aa""]",[0.01211181],"[0.00604783, 0.00604783]",1.615e-05,P2SH,US,AS7922
2026-06-01T12:30:45.948783Z,197.186.65.249,104.250.192.230,11782,8333.0,765b469ce6404887a497734ddc92994e,"[""bc1qe047c9dab77a4522b7d69692938388""]","[""1bd18f74fab794d6da41e7cb9b40df6"", ""bc1qba1588db778a47688db256ccaa8a3b"", ""1139b0fac6f6647c08fc55c3363ec9b""]",[0.09621549],"[0.03199387, 0.03199387, 0.03199387]",0.00023389,P2PKH,IN,AS24560
2026-06-01T12:32:37.633593Z,139.59.205.206,87.185.63.105,8033,8333.0,b2d38c08f7454b2c9c2ad6c6ec31842f,"[""3a7a433efe5814fa5a3a7f8b435eea1""]","[""1b8d0d351b3084708a0f115a5356b40"", ""bc1qaaf1787032d14f42a5a7745cd31bd9""]",[0.02938285],"[0.01463682, 0.01463682]",0.00010921,P2SH,US,AS14061
2026-06-01T12:32:44.703198Z,54.37.135.222,67.207.89.219,26772,8333.0,2d31220e9445480394abe245fb7f06a1,"[""bc1q8a54c5463c9a4fb7ab8a3232215eeb""]","[""bc1q01795c62b6fd43c690d7d9b9739d1d"", ""150ba692fb6be4b95b1e59b744b9bf4""]",[0.02848037],"[0.0142183, 0.0142183]",4.377e-05,P2SH,FR,AS16276
2026-06-01T12:33:48.920818Z,81.92.206.91,125.201.12.184,23170,,7fd839dd8c364b709f68086ce495bf9c,"[""142b8c4d822514d728de5839eb4a0a4""]","[""34bf97d9503c34ce386c784a7f1a574""]",[0.48136631],[0.47972643],0.00163988,P2WPKH,RO,AS9009
2026-06-01T12:35:36.440542Z,203.162.72.108,197.186.65.173,39612,8333.0,fe998f4c82c04f8c97f7005e1158fa5d,"[""1440bb58cbf3c4f3ca438ab746d6ef8""]","[""309b2459d036c4b73aae7770b7b3e6a"", ""bc1qce4d53a0faf24e6f9df1f04866ac9e""]",[0.00597095],"[0.00297465, 0.00297465]",2.165e-05,P2TR,VN,AS45899
2026-06-01T12:54:53.351060Z,120.58.199.149,202.159.222.169,39645,8333.0,3be2ff56f6cc47ebb8a0551b1b9c612c,"[""163b6ce0f17ef49fd8fdc4e9be09175""]","[""35f34db9b2c4f4781b5cc3c3965ca45""]",[0.01976332],[0.01968175],8.157e-05,P2TR,IN,AS9829
2026-06-01T13:09:35.923416Z,165.227.208.125,14.178.249.189,4207,8333.0,39a411f7de284a57a7c38241c16a6ff8,"[""bc1qb1cbdff71550446aaa66294767c471""]","[""385a3f07155664984802d840343072a"", ""195e0de9cae6142ce920bc7684710a0""]",[0.06575814],"[0.03274671, 0.03274671]",0.00026471,P2PKH,US,AS14061
2026-06-01T13:10:19.350166Z,58.68.131.174,57.128.63.131,52212,8333.0,984a64b3b9054e82a600325fcdeb6c04,"[""1b563b760de674f4a8b633fa5cb2592""]","[""1d51f0ed48a024caeab4ef3f5b0bb69"", ""35a51a80d13634f68bf51a6175bf1cf""]",[0.00712357],"[0.00354454, 0.00354454]",3.448e-05,P2SH,RO,AS9009
2026-06-01T13:29:45.393594Z,91.220.202.139,96.219.14.33,7810,8333.0,b74c6dd7a8e3480abd376448f0d8485a,"[""132ce6cbc86b44914ab139957fe059c""]","[""bc1q91bdba82f1d44397a91a399796d881"", ""bc1q62f54cc04919415b84ebb009118f2e""]",[0.02472736],"[0.01232746, 0.01232746]",7.244e-05,P2SH,NL,AS60068
2026-06-01T13:30:43.518238Z,154.77.65.253,162.243.173.226,26233,8333.0,daee8e13a702415fb0a7f45eb16ac53e,"[""bc1q917b5daa83aa409ca093f042736880""]","[""35390458fa643491498e3a1bd4be50c"", ""35ed4c6d0e3c74d0c8a3d4ce5447cb2""]",[0.00853236],"[0.00425008, 0.00425008]",3.22e-05,P2TR,IN,AS24560
2026-06-01T13:43:08.298319Z,149.56.99.140,182.30.94.102,64174,8333.0,913abd4025454d6ba3322e5b0704df74,"[""38a58c3016f864f568ee8d1891d81e6""]","[""13dcb3604df1d403ab36507e81653b2"", ""1477cbe12cf624372b3b47f7e14fb44""]",[0.19072774],"[0.09500548, 0.09500548]",0.00071678,P2WPKH,FR,AS16276
2026-06-01T13:44:08.609847Z,165.227.208.47,139.59.46.36,28073,8333.0,496297a521484c22b9c5dbffc54f54e4,"[""bc1qac3a186c32024986960f4df20c185b""]","[""3492aaba7e97f449fa8fced3590ca08""]",[0.16155542],[0.16120858],0.00034684,P2PKH,US,AS14061
2026-06-01T14:02:48.243277Z,5.196.169.34,193.32.85.221,21596,8333.0,946a294a3f10421ba9d3c5d9bde2ffd5,"[""31218b865397a4f3f86c5d8396b0436"", ""bc1q21d4a40155a94907b4ff951e27e169"", ""354e7ea6a88184e80bf2cf720dbff92""]","[""32570d1c921dd4deeb2e78dd7acd5c0"", ""bc1qd0965f569313405aaf4c106162d9d8""]","[0.0735878, 0.0735878, 0.0735878]","[0.10997904, 0.10997904]",0.00080531,P2WPKH,FR,AS16276
2026-06-01T14:12:33.802052Z,34.216.132.226,59.179.167.56,14189,8333.0,2a280b740c6c444999ed18f54fc68ae6,"[""1417a82bd7383466ca363cf9518ea16""]","[""bc1qfc816acbcb6e413ab7580b719fea6b""]",[0.02083783],[0.02074918],8.865e-05,P2SH,US,AS16509
2026-06-01T14:26:10.708465Z,59.179.167.247,14.188.116.89,61395,8333.0,0ca37d3a30a04246aff4f8d5c792ed42,"[""bc1q80f0f53cddc34955b9f3772b1f399d""]","[""158c0473606b148acb4ca071575f1a0""]",[0.04144851],[0.04131415],0.00013436,P2WPKH,IN,AS9829
2026-06-01T14:29:47.253167Z,87.187.32.204,139.59.46.129,36576,8333.0,241296e33c40453390e4f0b02f7315a4,"[""3cdf483d3dcae45b09394dfcf3028d5""]","[""bc1q6d7cf36a87ca48e2b667842e2f3314"", ""bc1qb221eaad4ec742d590ef7d4266293e""]",[0.12500374],"[0.06225095, 0.06225095]",0.00050185,P2PKH,DE,AS3320
2026-06-01T14:36:26.308544Z,146.103.10.45,174.169.152.195,24108,8333.0,37880eaa9c7b44bda6a8fb3cef765057,"[""39bc436ddd5a843daaf5b38250aa661""]","[""1b4766b3c6dd04a9ba037b641e4215c""]",[0.074905],[0.07477303],0.00013197,P2PKH,FR,AS16276
2026-06-01T15:29:14.034546Z,138.199.49.174,56.117.175.107,45211,8333.0,25630206f397449bac4bac746e222ba4,"[""35e37bd7a736e48cbb9a97af85533b8""]","[""3503e098e17ff49cc9cdcbe1e55ce18"", ""bc1qc9af2b28c2e34fe2966f2cbf07e325""]",[0.00332538],"[0.00165346, 0.00165346]",1.845e-05,P2TR,NL,AS60068
2026-06-01T15:44:43.218075Z,93.216.176.59,81.92.206.4,35281,8333.0,2661d26cf7434047b4b4f8c26b7429e9,"[""bc1q57e4e4341f7d41cea106acc6499032""]","[""1a88b4b1fa8d94620bb0c48eaf590c1"", ""3ee8fc563fbf6444fa65939894f7773""]",[0.03697838],"[0.01845644, 0.01845644]",6.55e-05,P2PKH,DE,AS3320
2026-06-01T16:12:23.150580Z,205.149.34.85,104.250.192.172,4733,8333.0,821497c0e26b469988944843adc758cc,"[""1df59cfdad4d4470d8b30e26ee4e13b""]","[""31225624bdcd243569f0e07eb1c372f""]",[0.05546403],[0.05535236],0.00011167,P2SH,US,AS16509
2026-06-01T16:15:14.474427Z,46.203.40.236,110.226.240.175,17444,8333.0,0ad0d25d6c354e8d8357c46e6226c84d,"[""14aec644aafd848cca0043ed6fa509a""]","[""3366f5d882c7d489f9642549f1003cb"", ""13d57ff6a0ff247a5bc7acb4553052f""]",[0.01311726],"[0.00653313, 0.00653313]",5.1e-05,P2TR,NL,AS60068
2026-06-01T16:31:01.544038Z,81.92.206.135,149.34.253.193,36490,8333.0,6e85df3cb1b84c9d9e5c9e4b83ada185,"[""bc1q4c193aa9cda844c9968305269dbab3""]","[""3c76228b1af9942fe8828d74c0cdbb3"", ""32f96468f22d24c55b02e13a7f9d926""]",[0.07242708],"[0.0361029, 0.0361029]",0.00022128,P2PKH,RO,AS9009
