txid,canonical_wallet_id,detector,priority_tier,xgb_proba,if_score,top_reasons,top_feature_1,shap_1,top_feature_2,shap_2,top_feature_3,shap_3
5402547bb3aa474699c83a941eec3081,499,both,high,0.99998486,-0.0778635990406724,"burst of tx in the last hour (sender_tx_count_1h=20, impact=+9.072); high tx volume in 24h (sender_tx_count_24h=20, impact=+2.476); rapid repeat transacting (sender_time_since_last_tx_min=1.2, impact=+1.214)",sender_tx_count_1h,9.0724,sender_tx_count_24h,2.4761,sender_time_since_last_tx_min,1.2145
d80428d325d94fc3916fc11344a8f0d1,376,both,high,0.9999845,-0.1856221600469416,"burst of tx in the last hour (sender_tx_count_1h=21, impact=+7.927); high tx volume in 24h (sender_tx_count_24h=21, impact=+2.043); rapid repeat transacting (sender_time_since_last_tx_min=1.1, impact=+0.843)",sender_tx_count_1h,7.9273,sender_tx_count_24h,2.0429,sender_time_since_last_tx_min,0.8428
38493e47be9e468b8f06724448d1a042,353,both,high,0.9999838,-0.1006838301210049,"burst of tx in the last hour (sender_tx_count_1h=7, impact=+8.206); high tx volume in 24h (sender_tx_count_24h=7, impact=+1.954); consistent ASN recently (sender_distinct_asn_last10=5, impact=-0.585)",sender_tx_count_1h,8.2057,sender_tx_count_24h,1.9539,sender_distinct_asn_last10,-0.5846
f25fb3936461478aad1e4759f4e68d61,376,both,high,0.9999838,-0.1568766614733627,"burst of tx in the last hour (sender_tx_count_1h=19, impact=+7.806); high tx volume in 24h (sender_tx_count_24h=19, impact=+2.035); large total BTC moved (total_input_btc=0.2184, impact=+0.717)",sender_tx_count_1h,7.8065,sender_tx_count_24h,2.0349,total_input_btc,0.7166
ad22cf81c28a4cfa8d0938b1efc6cdb0,666,both,high,0.9999825,-0.0016764111031857,"burst of tx in the last hour (sender_tx_count_1h=20, impact=+8.539); high tx volume in 24h (sender_tx_count_24h=20, impact=+2.540); small total BTC moved (total_input_btc=0.04118, impact=-1.112)",sender_tx_count_1h,8.5386,sender_tx_count_24h,2.5404,total_input_btc,-1.1118
5682c6dd17cc4f9896b3b6fcc7cefb0e,376,both,high,0.9999808,-0.1334671154353336,"burst of tx in the last hour (sender_tx_count_1h=9, impact=+7.854); high tx volume in 24h (sender_tx_count_24h=9, impact=+1.949); large total BTC moved (total_input_btc=0.2184, impact=+0.799)",sender_tx_count_1h,7.8539,sender_tx_count_24h,1.9492,total_input_btc,0.7992
cde44223f83d42aab2a9e453f4622673,376,both,high,0.999979,-0.1602308261815666,"burst of tx in the last hour (sender_tx_count_1h=18, impact=+7.916); high tx volume in 24h (sender_tx_count_24h=18, impact=+2.135); large total BTC moved (total_input_btc=0.2184, impact=+0.776)",sender_tx_count_1h,7.9163,sender_tx_count_24h,2.1347,total_input_btc,0.7758
6ffd2fe4cca243ae9e4255a4439158d4,376,both,high,0.99997866,-0.1486673336941038,"burst of tx in the last hour (sender_tx_count_1h=17, impact=+7.519); high tx volume in 24h (sender_tx_count_24h=17, impact=+2.013); large total BTC moved (total_input_btc=0.2184, impact=+0.741)",sender_tx_count_1h,7.5193,sender_tx_count_24h,2.0129,total_input_btc,0.7406
c7222a3b2f5d4beaacb974ee4f7883ea,376,both,high,0.9999764,-0.1411910821213748,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+7.920); high tx volume in 24h (sender_tx_count_24h=13, impact=+2.202); large total BTC moved (total_input_btc=0.2184, impact=+0.846)",sender_tx_count_1h,7.9201,sender_tx_count_24h,2.2017,total_input_btc,0.8457
a761e4ebd7d04833880cfdbaa11dca17,376,both,high,0.99997544,-0.1548636410435276,"burst of tx in the last hour (sender_tx_count_1h=15, impact=+7.582); high tx volume in 24h (sender_tx_count_24h=15, impact=+2.015); large total BTC moved (total_input_btc=0.2184, impact=+0.826)",sender_tx_count_1h,7.5818,sender_tx_count_24h,2.0155,total_input_btc,0.8258
c55aae2775284396a43901946fb82aac,376,both,high,0.99997497,-0.0947576413447915,"burst of tx in the last hour (sender_tx_count_1h=7, impact=+7.695); high tx volume in 24h (sender_tx_count_24h=7, impact=+1.899); large total BTC moved (total_input_btc=0.2184, impact=+0.775)",sender_tx_count_1h,7.6952,sender_tx_count_24h,1.8988,total_input_btc,0.7749
960b878e75744bf69cf9f14dc9166672,353,both,high,0.9999746,-0.1509508822511229,"burst of tx in the last hour (sender_tx_count_1h=19, impact=+8.504); high tx volume in 24h (sender_tx_count_24h=19, impact=+2.114); rapid repeat transacting (sender_time_since_last_tx_min=0.7333, impact=+0.701)",sender_tx_count_1h,8.5037,sender_tx_count_24h,2.1144,sender_time_since_last_tx_min,0.7012
e7630a9db7294ae4bef448767dabf136,353,both,high,0.9999745,-0.1541612344091893,"burst of tx in the last hour (sender_tx_count_1h=18, impact=+8.455); high tx volume in 24h (sender_tx_count_24h=18, impact=+2.096); rapid repeat transacting (sender_time_since_last_tx_min=1.35, impact=+0.683)",sender_tx_count_1h,8.4547,sender_tx_count_24h,2.0964,sender_time_since_last_tx_min,0.6833
e0b8ded6a57b49d2a1ac42692bf25410,376,both,high,0.9999738,-0.1701843082265359,"burst of tx in the last hour (sender_tx_count_1h=20, impact=+7.723); high tx volume in 24h (sender_tx_count_24h=20, impact=+2.193); large total BTC moved (total_input_btc=0.2184, impact=+0.865)",sender_tx_count_1h,7.7231,sender_tx_count_24h,2.1932,total_input_btc,0.8647
7d507668ea1a493f85ac399c45afea2a,353,both,high,0.9999733,-0.0348407082649526,"burst of tx in the last hour (sender_tx_count_1h=3, impact=+8.324); high tx volume in 24h (sender_tx_count_24h=3, impact=+2.121); rapid repeat transacting (sender_time_since_last_tx_min=1.15, impact=+0.639)",sender_tx_count_1h,8.3241,sender_tx_count_24h,2.1206,sender_time_since_last_tx_min,0.6387
314e2ed079e94e80b24526ff6283e978,376,both,high,0.9999728,-0.1817741685974686,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+8.014); high tx volume in 24h (sender_tx_count_24h=22, impact=+2.036); large total BTC moved (total_input_btc=0.2184, impact=+0.778)",sender_tx_count_1h,8.0142,sender_tx_count_24h,2.0358,total_input_btc,0.7776
154480e1005c4bc49e514f27f8c09e61,353,both,high,0.9999727,-0.0701267330911874,"burst of tx in the last hour (sender_tx_count_1h=5, impact=+8.316); high tx volume in 24h (sender_tx_count_24h=5, impact=+1.740); rapid repeat transacting (sender_time_since_last_tx_min=2.017, impact=+0.626)",sender_tx_count_1h,8.3155,sender_tx_count_24h,1.7402,sender_time_since_last_tx_min,0.6259
466f7b250e804a4c9780827598e55ddb,353,both,high,0.99997115,-0.0801248614308458,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+8.389); high tx volume in 24h (sender_tx_count_24h=6, impact=+2.097); rapid repeat transacting (sender_time_since_last_tx_min=1.25, impact=+0.696)",sender_tx_count_1h,8.3888,sender_tx_count_24h,2.0974,sender_time_since_last_tx_min,0.696
93de0c07fcf6454ab7fd9622bbb2507b,376,both,high,0.99997103,-0.1417628136997559,"burst of tx in the last hour (sender_tx_count_1h=16, impact=+8.035); high tx volume in 24h (sender_tx_count_24h=16, impact=+2.043); large total BTC moved (total_input_btc=0.2184, impact=+0.787)",sender_tx_count_1h,8.035,sender_tx_count_24h,2.0427,total_input_btc,0.7866
041067ebe87f4b2d90e9fd71ba04a547,666,both,high,0.9999678,-0.0428024747663463,"burst of tx in the last hour (sender_tx_count_1h=25, impact=+9.210); high tx volume in 24h (sender_tx_count_24h=25, impact=+2.594); small total BTC moved (total_input_btc=0.04101, impact=-1.029)",sender_tx_count_1h,9.21,sender_tx_count_24h,2.5942,total_input_btc,-1.0286
bb65b685c45947598e857db2f48d5df7,353,both,high,0.99996567,-0.1309870480130968,"burst of tx in the last hour (sender_tx_count_1h=9, impact=+8.213); high tx volume in 24h (sender_tx_count_24h=9, impact=+2.127); large total BTC moved (total_input_btc=0.2834, impact=+0.538)",sender_tx_count_1h,8.2127,sender_tx_count_24h,2.127,total_input_btc,0.5384
068ced5ee0694ec2890a327161c89f9a,353,both,high,0.99996436,-0.1090534304574515,"burst of tx in the last hour (sender_tx_count_1h=8, impact=+8.222); high tx volume in 24h (sender_tx_count_24h=8, impact=+2.265); near-perfect input/output balance (input_output_ratio=1.001, impact=-0.534)",sender_tx_count_1h,8.2215,sender_tx_count_24h,2.2649,input_output_ratio,-0.5343
49380ba1fddb44439e3642fb356c6dd2,499,both,high,0.9999634,-0.0094662130658008,"burst of tx in the last hour (sender_tx_count_1h=21, impact=+9.757); high tx volume in 24h (sender_tx_count_24h=21, impact=+2.505); abnormally low fee (fee=4.128e-05, impact=-1.109)",sender_tx_count_1h,9.7569,sender_tx_count_24h,2.5046,fee,-1.1091
86b47fc24ab34223be3f764d5624d721,89,both,high,0.9999621,-0.1629941319362858,"burst of tx in the last hour (sender_tx_count_1h=10, impact=+7.937); high tx volume in 24h (sender_tx_count_24h=10, impact=+2.182); amount close to sender's usual pattern (sender_amount_zscore=-0.7768, impact=-1.637)",sender_tx_count_1h,7.9366,sender_tx_count_24h,2.1823,sender_amount_zscore,-1.6374
c33b3579c4814b5fb32957ea8f4c0d64,353,both,high,0.999962,-0.149102417024647,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+8.584); high tx volume in 24h (sender_tx_count_24h=13, impact=+2.071); rapid repeat transacting (sender_time_since_last_tx_min=0.7667, impact=+0.636)",sender_tx_count_1h,8.5836,sender_tx_count_24h,2.0713,sender_time_since_last_tx_min,0.6363
700861200a6e4c5cbbaa9f2f25912613,376,both,high,0.9999604,-0.1905473110314485,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+7.655); high tx volume in 24h (sender_tx_count_24h=24, impact=+2.145); large total BTC moved (total_input_btc=0.2184, impact=+0.860)",sender_tx_count_1h,7.6548,sender_tx_count_24h,2.1448,total_input_btc,0.8597
d93e829fa60f4dc7ba263651e2eaa3cb,353,both,high,0.99995816,-0.1336258173977,"burst of tx in the last hour (sender_tx_count_1h=10, impact=+8.116); high tx volume in 24h (sender_tx_count_24h=10, impact=+2.104); large total BTC moved (total_input_btc=0.2834, impact=+0.551)",sender_tx_count_1h,8.1162,sender_tx_count_24h,2.1036,total_input_btc,0.551
18cf7ba0cde94584acf27f55d050c455,499,both,high,0.9999578,-0.0587428234923442,"burst of tx in the last hour (sender_tx_count_1h=26, impact=+9.933); high tx volume in 24h (sender_tx_count_24h=26, impact=+2.560); rapid repeat transacting (sender_time_since_last_tx_min=0.9167, impact=+1.248)",sender_tx_count_1h,9.9335,sender_tx_count_24h,2.5598,sender_time_since_last_tx_min,1.248
f6657e03b2f8430c8f828ad7bfb88b96,666,both,high,0.99995744,-0.0347391554127269,"burst of tx in the last hour (sender_tx_count_1h=27, impact=+8.376); high tx volume in 24h (sender_tx_count_24h=27, impact=+2.442); rapid repeat transacting (sender_time_since_last_tx_min=0.8667, impact=+0.929)",sender_tx_count_1h,8.3762,sender_tx_count_24h,2.4422,sender_time_since_last_tx_min,0.929
73f3a26e9810419ebf393d81c446f9d2,579,both,high,0.99995625,-0.0751371562762808,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+7.555); high tx volume in 24h (sender_tx_count_24h=9, impact=+2.104); large total BTC moved (total_input_btc=0.215, impact=+0.928)",sender_tx_count_1h,7.5546,sender_tx_count_24h,2.1039,total_input_btc,0.9276
1ccba1ed2ae94709b1d01cf8bb524e85,579,both,high,0.9999554,-0.0719082592828284,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+7.490); high tx volume in 24h (sender_tx_count_24h=11, impact=+2.294); large total BTC moved (total_input_btc=0.2103, impact=+0.810)",sender_tx_count_1h,7.4897,sender_tx_count_24h,2.2941,total_input_btc,0.8098
0fb6c7de8b9e419ebd423adfbc826a99,353,both,high,0.9999547,-0.1682545900396874,"burst of tx in the last hour (sender_tx_count_1h=15, impact=+8.453); high tx volume in 24h (sender_tx_count_24h=15, impact=+1.704); rapid repeat transacting (sender_time_since_last_tx_min=0.5667, impact=+0.692)",sender_tx_count_1h,8.4526,sender_tx_count_24h,1.7043,sender_time_since_last_tx_min,0.6915
634e295744ba4401a9fcfe7c74f344fe,376,both,high,0.99995303,-0.1006528606694995,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+7.848); high tx volume in 24h (sender_tx_count_24h=6, impact=+1.685); rapid repeat transacting (sender_time_since_last_tx_min=1.083, impact=+0.731)",sender_tx_count_1h,7.848,sender_tx_count_24h,1.6845,sender_time_since_last_tx_min,0.731
1f85c30bdb2548b59f681126e626b18c,376,both,high,0.9999498,-0.0474301444927477,"burst of tx in the last hour (sender_tx_count_1h=2, impact=+7.208); high tx volume in 24h (sender_tx_count_24h=2, impact=+1.685); abnormal fee amount (fee=0.0008518, impact=+0.940)",sender_tx_count_1h,7.2077,sender_tx_count_24h,1.6851,fee,0.9401
dda9afb6f85946ed9e16d00ab63b35a3,306,both,high,0.99994934,-0.0454760503831053,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+7.662); high tx volume in 24h (sender_tx_count_24h=23, impact=+2.194); rapid repeat transacting (sender_time_since_last_tx_min=1.433, impact=+0.969)",sender_tx_count_1h,7.6619,sender_tx_count_24h,2.1937,sender_time_since_last_tx_min,0.9691
24a5e508698c47738de49ad1b4709f55,499,both,high,0.99994934,-0.0727953552442927,"burst of tx in the last hour (sender_tx_count_1h=29, impact=+10.041); high tx volume in 24h (sender_tx_count_24h=29, impact=+2.454); rapid repeat transacting (sender_time_since_last_tx_min=1.15, impact=+1.290)",sender_tx_count_1h,10.0412,sender_tx_count_24h,2.4541,sender_time_since_last_tx_min,1.2899
b52be2e7af86499d904c85c5c50b531a,353,both,high,0.99994934,-0.178763371998034,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+8.477); high tx volume in 24h (sender_tx_count_24h=23, impact=+2.112); consistent ASN recently (sender_distinct_asn_last10=7, impact=-0.513)",sender_tx_count_1h,8.4767,sender_tx_count_24h,2.1121,sender_distinct_asn_last10,-0.5125
2baba6afd69a48f2984095f8d864152c,499,both,high,0.9999461,-0.0525042452924338,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+10.022); high tx volume in 24h (sender_tx_count_24h=24, impact=+2.523); rapid repeat transacting (sender_time_since_last_tx_min=0.65, impact=+1.255)",sender_tx_count_1h,10.0223,sender_tx_count_24h,2.5231,sender_time_since_last_tx_min,1.2548
8f52a72fcacb44adb0ba94fcc3c0cd0c,89,both,high,0.9999461,-0.0273420681767825,"burst of tx in the last hour (sender_tx_count_1h=2, impact=+7.891); high tx volume in 24h (sender_tx_count_24h=2, impact=+2.175); rapid repeat transacting (sender_time_since_last_tx_min=1.167, impact=+0.728)",sender_tx_count_1h,7.8912,sender_tx_count_24h,2.1751,sender_time_since_last_tx_min,0.7279
8e3fe77059be47c18239770571b76500,376,both,high,0.99994576,-0.0727527003534389,"burst of tx in the last hour (sender_tx_count_1h=5, impact=+7.947); high tx volume in 24h (sender_tx_count_24h=5, impact=+1.919); rapid repeat transacting (sender_time_since_last_tx_min=1.583, impact=+0.869)",sender_tx_count_1h,7.9474,sender_tx_count_24h,1.9194,sender_time_since_last_tx_min,0.8688
8edd9afc326b4a13a398c70e6be3d1e1,353,both,high,0.99994564,-0.2056071119984579,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+8.568); high tx volume in 24h (sender_tx_count_24h=24, impact=+1.738); rapid repeat transacting (sender_time_since_last_tx_min=1.467, impact=+0.714)",sender_tx_count_1h,8.5685,sender_tx_count_24h,1.7382,sender_time_since_last_tx_min,0.714
56fcfece7ccf4a96b49634919e32f2a4,666,both,high,0.99994457,-0.0265912172996565,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+9.370); high tx volume in 24h (sender_tx_count_24h=22, impact=+2.442); small total BTC moved (total_input_btc=0.04402, impact=-1.056)",sender_tx_count_1h,9.3699,sender_tx_count_24h,2.4424,total_input_btc,-1.056
b23947621b0d4f0b981c4c794bc96b6f,353,both,high,0.9999442,-0.0358630380652539,"burst of tx in the last hour (sender_tx_count_1h=2, impact=+8.088); high tx volume in 24h (sender_tx_count_24h=2, impact=+1.712); consistent ASN recently (sender_distinct_asn_last10=3, impact=-0.485)",sender_tx_count_1h,8.0882,sender_tx_count_24h,1.7119,sender_distinct_asn_last10,-0.4849
aab1ecd7618841c78e2d82be1198b782,376,both,high,0.9999435,-0.1336996870820576,"burst of tx in the last hour (sender_tx_count_1h=8, impact=+7.675); high tx volume in 24h (sender_tx_count_24h=8, impact=+1.997); large total BTC moved (total_input_btc=0.2184, impact=+0.782)",sender_tx_count_1h,7.6749,sender_tx_count_24h,1.9968,total_input_btc,0.7825
f533c8ff57054de291259b8c1c39840e,376,both,high,0.99994266,-0.1581480915603631,"burst of tx in the last hour (sender_tx_count_1h=12, impact=+7.913); high tx volume in 24h (sender_tx_count_24h=12, impact=+1.795); near-perfect input/output balance (input_output_ratio=1.001, impact=-0.870)",sender_tx_count_1h,7.9131,sender_tx_count_24h,1.795,input_output_ratio,-0.8702
aab7d4d5f6934f48bf366e1a0e88a82e,58,both,high,0.9999416,-0.0432780024777628,"burst of tx in the last hour (sender_tx_count_1h=3, impact=+6.701); high tx volume in 24h (sender_tx_count_24h=6, impact=+2.091); large total BTC moved (total_input_btc=0.2272, impact=+1.059)",sender_tx_count_1h,6.701,sender_tx_count_24h,2.0907,total_input_btc,1.0591
c232de673f7d491cb317a531bb839763,353,both,high,0.99994123,-0.1455444832481385,"burst of tx in the last hour (sender_tx_count_1h=11, impact=+8.048); high tx volume in 24h (sender_tx_count_24h=11, impact=+1.717); consistent ASN recently (sender_distinct_asn_last10=7, impact=-0.535)",sender_tx_count_1h,8.0477,sender_tx_count_24h,1.7167,sender_distinct_asn_last10,-0.5355
5082b410e9f747db9a308325f4d1582d,353,both,high,0.9999368,-0.168504896118564,"burst of tx in the last hour (sender_tx_count_1h=14, impact=+8.523); high tx volume in 24h (sender_tx_count_24h=14, impact=+1.729); abnormally low fee (fee=0.0002037, impact=-0.750)",sender_tx_count_1h,8.5235,sender_tx_count_24h,1.7287,fee,-0.7495
c007e0d891974aba993e8e36813d1ef6,89,both,high,0.9999361,-0.1466107807808503,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+8.286); high tx volume in 24h (sender_tx_count_24h=13, impact=+2.261); amount close to sender's usual pattern (sender_amount_zscore=-0.6939, impact=-1.440)",sender_tx_count_1h,8.2856,sender_tx_count_24h,2.261,sender_amount_zscore,-1.4399
aaf7484c822f4cafa364d4eb270cce8e,666,both,high,0.99993527,-0.0341439707481564,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+8.790); high tx volume in 24h (sender_tx_count_24h=24, impact=+2.022); rapid repeat transacting (sender_time_since_last_tx_min=1.15, impact=+1.008)",sender_tx_count_1h,8.7899,sender_tx_count_24h,2.0224,sender_time_since_last_tx_min,1.0079
a3888f9f3cd249af90d85f9ad0cb704c,615,both,high,0.99993324,-0.0587525636219562,"burst of tx in the last hour (sender_tx_count_1h=4, impact=+7.366); high tx volume in 24h (sender_tx_count_24h=8, impact=+1.962); large total BTC moved (total_input_btc=0.2213, impact=+0.969)",sender_tx_count_1h,7.3658,sender_tx_count_24h,1.9617,total_input_btc,0.9686
229b06eaa59049a29dc377d6851ffc47,499,both,high,0.9999331,-0.0268672859174141,"burst of tx in the last hour (sender_tx_count_1h=19, impact=+9.520); high tx volume in 24h (sender_tx_count_24h=19, impact=+2.504); rapid repeat transacting (sender_time_since_last_tx_min=1.45, impact=+1.260)",sender_tx_count_1h,9.5203,sender_tx_count_24h,2.5042,sender_time_since_last_tx_min,1.2597
5618bbc7076a4620a1887b8d80d85b85,499,both,high,0.9999329,-0.0002660766212334,"burst of tx in the last hour (sender_tx_count_1h=17, impact=+9.074); high tx volume in 24h (sender_tx_count_24h=17, impact=+2.110); rapid repeat transacting (sender_time_since_last_tx_min=1.117, impact=+1.190)",sender_tx_count_1h,9.0737,sender_tx_count_24h,2.1102,sender_time_since_last_tx_min,1.1896
8d63a1cbad9146c0b5eb2380ce7f7132,376,both,high,0.99992704,-0.0654489330851058,"burst of tx in the last hour (sender_tx_count_1h=4, impact=+7.881); high tx volume in 24h (sender_tx_count_24h=4, impact=+1.820); rapid repeat transacting (sender_time_since_last_tx_min=1.283, impact=+0.794)",sender_tx_count_1h,7.8808,sender_tx_count_24h,1.8196,sender_time_since_last_tx_min,0.7938
cdda274999dc4cdba41172d693589bc2,666,both,high,0.9999249,-0.0501968076808095,"burst of tx in the last hour (sender_tx_count_1h=29, impact=+8.726); high tx volume in 24h (sender_tx_count_24h=29, impact=+2.546); small total BTC moved (total_input_btc=0.02044, impact=-1.290)",sender_tx_count_1h,8.7263,sender_tx_count_24h,2.546,total_input_btc,-1.2896
d246dd70c3974c88a0fe8c554a87d934,376,both,high,0.99991953,-0.1573113949630856,"burst of tx in the last hour (sender_tx_count_1h=14, impact=+8.009); high tx volume in 24h (sender_tx_count_24h=14, impact=+1.807); large total BTC moved (total_input_btc=0.2184, impact=+0.818)",sender_tx_count_1h,8.0093,sender_tx_count_24h,1.8068,total_input_btc,0.818
a4ee64ebf13541c1a248575537d222c2,306,both,high,0.99991786,-0.0329849257615089,"burst of tx in the last hour (sender_tx_count_1h=21, impact=+7.746); high tx volume in 24h (sender_tx_count_24h=21, impact=+2.035); rapid repeat transacting (sender_time_since_last_tx_min=1.25, impact=+1.014)",sender_tx_count_1h,7.746,sender_tx_count_24h,2.0349,sender_time_since_last_tx_min,1.0136
453ac6b64c4446d2bf65a959942c77ab,499,both,high,0.99991727,-0.0544566579306547,"burst of tx in the last hour (sender_tx_count_1h=25, impact=+10.177); high tx volume in 24h (sender_tx_count_24h=25, impact=+2.498); small total BTC moved (total_input_btc=0.01143, impact=-1.055)",sender_tx_count_1h,10.1766,sender_tx_count_24h,2.4976,total_input_btc,-1.0554
a20304fee2684d09a66299a7772f9bc7,499,both,high,0.9999163,-0.0354324068906322,"burst of tx in the last hour (sender_tx_count_1h=27, impact=+9.821); high tx volume in 24h (sender_tx_count_24h=27, impact=+2.467); small total BTC moved (total_input_btc=0.007628, impact=-1.286)",sender_tx_count_1h,9.8205,sender_tx_count_24h,2.4674,total_input_btc,-1.2861
692e3b9974da48eba5dbe4f08d5d0cb6,353,both,high,0.9999162,-0.165769688799064,"burst of tx in the last hour (sender_tx_count_1h=20, impact=+8.209); high tx volume in 24h (sender_tx_count_24h=20, impact=+1.722); near-perfect input/output balance (input_output_ratio=1.001, impact=-0.588)",sender_tx_count_1h,8.2092,sender_tx_count_24h,1.7225,input_output_ratio,-0.5878
e7c466f313c247819968d62185cc868c,306,both,high,0.9999087,-0.0508568313181676,"burst of tx in the last hour (sender_tx_count_1h=26, impact=+8.273); high tx volume in 24h (sender_tx_count_24h=26, impact=+2.126); unusually few outputs (n_outputs=2, impact=-1.003)",sender_tx_count_1h,8.2733,sender_tx_count_24h,2.1258,n_outputs,-1.0034
2ebec8656b034ffeb0851ca619bfda71,499,both,high,0.99990845,-0.0097324214082593,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+9.490); high tx volume in 24h (sender_tx_count_24h=22, impact=+2.465); small total BTC moved (total_input_btc=0.008325, impact=-1.105)",sender_tx_count_1h,9.4901,sender_tx_count_24h,2.4648,total_input_btc,-1.1048
9584bc946d634bda882c66c2cf527bf5,89,both,high,0.9999075,-0.1414135683380277,"burst of tx in the last hour (sender_tx_count_1h=12, impact=+8.026); high tx volume in 24h (sender_tx_count_24h=12, impact=+2.306); amount close to sender's usual pattern (sender_amount_zscore=-0.7185, impact=-1.442)",sender_tx_count_1h,8.0261,sender_tx_count_24h,2.3057,sender_amount_zscore,-1.4419
086cc2ccc6a444579b695408ea473714,376,both,high,0.999907,-0.0430672469689707,"burst of tx in the last hour (sender_tx_count_1h=3, impact=+7.887); high tx volume in 24h (sender_tx_count_24h=3, impact=+1.798); rapid repeat transacting (sender_time_since_last_tx_min=1.017, impact=+0.708)",sender_tx_count_1h,7.8865,sender_tx_count_24h,1.7977,sender_time_since_last_tx_min,0.7079
