txid,geo_country_resolved,asn_resolved,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,output_min_max_ratio,fee,fee_ratio,input_addr_is_recent_output,minutes_since_addr_last_output,first_input_addr,sender_tx_count_1h,sender_tx_count_24h,sender_time_since_last_tx_min,sender_distinct_asn_last10,sender_distinct_ip_last10,sender_amount_zscore,is_anomaly,anomaly_type,wallet_ids,canonical_wallet_id
9d158ac15c05490f85bae07556000ae2,US,UNRESOLVED,1,1,1,1,0.02341208,0.02338858,1.0010047638633897,0,1.0,2.35e-05,0.0010037553263101784,0,-1.0,385024904703648fd84f455f679c0f8,0,0,-1.0,0,0,0.0,0,normal,,216
6dab3c21f14e45b78e6c0a4a689052ec,DE,Deutsche Telekom AG,1,1,1,1,0.02095567,0.02088748,1.0032646350828343,0,1.0,6.819e-05,0.0032540119213558907,0,-1.0,bc1q84ed45c2cbb24e669b5268ff890ee2,0,0,-1.0,0,0,0.0,0,normal,,375
69d38b2d933141449e14e96e5b378b7d,IN,Bharti Airtel Ltd. AS for GPRS Service,1,2,1,2,0.01708087,0.01703742,1.0025502687613501,0,1.0,4.346e-05,0.002544366885293313,0,-1.0,357607cdc29914542af527fcd911307,0,0,-1.0,0,0,0.0,0,normal,,706
e83b14f0cb57440ba7c6d5199828af6b,FR,OVH SAS,1,2,1,2,0.04231168,0.04217676,1.003198918077159,0,1.0,0.00013493,0.003188953972047435,0,-1.0,1564bc582021d46bc91c71a636031ed,0,0,-1.0,0,0,0.0,0,normal,,637
e00fd4c10e854f5e9052491dd4de5076,US,COMCAST-7922,1,1,1,1,0.08790725,0.08766325,1.002783378439654,0,1.0,0.000244,0.0027756527476402683,0,-1.0,bc1q749ee79965e54b4e939118f61ea031,0,0,-1.0,0,0,0.0,0,normal,,523
f8bd95240aee4417a7326c877f2b7df2,VN,VNPT Corp,1,1,1,1,0.08382671,0.08371652,1.001316227669282,0,1.0,0.00011019,0.001314497491312733,0,-1.0,1f3d632dab4f7478aa8290f2edf1bfb,0,0,-1.0,0,0,0.0,0,normal,,108
c67d838ce53742e3a6c3768d98aa60c0,IT,M247 Europe SRL,1,2,1,2,0.05668196,0.05657262,1.0019327370731639,0,1.0,0.00010935,0.0019291852293039972,0,-1.0,bc1qac4ebb2b871f460084fe86e18cf9f6,0,0,-1.0,0,0,0.0,0,normal,,535
27e1141b4d984879b64528f32044709c,US,UNRESOLVED,1,2,1,2,0.48921808,0.4874047,1.0037204811525207,0,1.0,0.00181338,0.003706690480449946,0,-1.0,bc1qc738e00398cf42dc89b6f4b41a900c,0,0,-1.0,0,0,0.0,0,normal,,561
d431d7bda0da4dd697cf8529ddfc310f,US,COMCAST-7922,1,2,1,2,0.02491478,0.0248912,1.000947322748602,0,1.0,2.357e-05,0.0009460248093701811,0,-1.0,3e7a2122de87342dda7af8e54b823f2,0,0,-1.0,0,0,0.0,0,normal,,240
33e022ef7b044771a9bb2cdefe572dc4,HK,Africa-on-Cloud-AS,1,1,1,1,0.00884927,0.00880682,1.0048201280371347,0,1.0,4.245e-05,0.004797005854720221,0,-1.0,bc1qfedf6fb433904e27bdfa0a2e8b9123,0,0,-1.0,0,0,0.0,0,normal,,740
71628608b7d0419282b9bc33a0f29308,US,AMAZON-02,1,1,1,1,0.07586218,0.07569098,1.0022618282918254,0,1.0,0.0001712,0.0022567239697040076,0,-1.0,bc1q4d7275a3665a4d54b1bba0b0810515,0,0,-1.0,0,0,0.0,0,normal,,303
6d3d9acbe764402889d02663b99f6bc0,US,UNRESOLVED,1,2,1,2,0.11708302,0.11686686,1.0018496261472243,0,1.0,0.00021615,0.0018461259369633616,0,-1.0,bc1q4c979d34a82748a39f0d4404218f24,0,0,-1.0,0,0,0.0,0,normal,,40
1ed0126dfb244df38cf8ab347cc50976,IN,DIGITALOCEAN-ASN,1,2,1,2,0.15707443,0.1565179,1.0035556955466436,0,1.0,0.00055652,0.00354303370701393,1,159.11308748333335,190e51857e6744e96ba63b907bd5b43,0,0,-1.0,0,0,0.0,0,normal,,118
66ccc42c520646b28f15d55268316f0f,IN,"Bharti Airtel Ltd., Telemedia Services",1,2,1,2,0.18155348,0.18134436,1.0011531651715002,0,1.0,0.00020913,0.0011518919934776243,0,-1.0,bc1q6a93e3ede5df4244a4010a513719ab,0,0,-1.0,0,0,0.0,0,normal,,679
6cb43d772f5b43ecb3cfe495a4102698,IN,Bharti Airtel Ltd. AS for GPRS Service,2,2,2,2,0.01319202,0.01314548,1.0035403804197338,0,1.0,4.655e-05,0.003528648379853881,0,-1.0,357607cdc29914542af527fcd911307,0,1,187.28570900000003,1,1,0.0,0,normal,,706
453f992686f04e5fb4d5bcf7b5e76beb,JP,NTT Communications Corporation,1,2,1,2,0.02771361,0.02767968,1.0012258089688897,0,1.0,3.392e-05,0.0012239473673765345,0,-1.0,3efd954f61fbd40818d7583a7e73860,0,0,-1.0,0,0,0.0,0,normal,,60
9c0b1a60ccbb4d659948e8d16910a33c,US,AMAZON-02,1,1,1,1,0.09836272,0.09824114,1.0012375670722062,0,1.0,0.00012158,0.0012360373930285784,0,-1.0,bc1qf448aada28fd4e2d8a4a05ea7f3abc,0,0,-1.0,0,0,0.0,0,normal,,694
7b18009b6ecc4498bba733c61b6f8d08,US,UNRESOLVED,1,1,1,1,0.01607426,0.01600769,1.0041586262602535,0,1.0,6.657e-05,0.004141403710030819,0,-1.0,13b60c0623cf540ec8b2ea80125d31d,0,0,-1.0,0,0,0.0,0,normal,,626
1c467821f9fb405f929aab890623753d,US,UNRESOLVED,1,2,1,2,0.04594892,0.04576792,1.0039547351070357,0,1.0,0.00018099,0.003938939152432745,0,-1.0,196063cabd07e498e90e91320699e68,0,0,-1.0,0,0,0.0,0,normal,,133
b259340c5dd94b1aafd1d348159cd4cf,US,COMCAST-7922,1,1,1,1,0.12872931,0.12853707,1.0014955996740864,0,1.0,0.00019224,0.0014933661960900744,0,-1.0,381dfc3f94a274ee0bd07006eab9262,0,0,-1.0,0,0,0.0,0,normal,,47
dc069e0b0a7b471f8bd322bf63730317,US,AMAZON-02,1,2,1,2,0.11536241,0.11489988,1.0040255046393434,0,1.0,0.00046252,0.0040092782388994825,0,-1.0,bc1qf448aada28fd4e2d8a4a05ea7f3abc,0,1,80.62611608333333,1,1,0.0,0,normal,,694
2e6598e385d24fad9685c3e7b6d09aa9,IT,M247 Europe SRL,2,1,2,1,0.06930754,0.0691579,1.002163744127569,0,1.0,0.00014965,0.0021592167316860475,0,-1.0,bc1qac4ebb2b871f460084fe86e18cf9f6,0,1,241.78388026666667,1,1,0.0,0,normal,,535
add0d3deccc047b4a67af80846a164bd,IN,"Bharti Airtel Ltd., Telemedia Services",2,1,2,1,0.12308216,0.12294658,1.0011027553592788,0,1.0,0.00013558,0.0011015406294462172,0,-1.0,bc1q6a93e3ede5df4244a4010a513719ab,0,1,135.61962793333333,1,1,0.0,0,normal,,679
6691551a71ab4ffc8d4fa1208ede4427,US,EGIHOSTING,3,1,3,1,0.17878592999999998,0.17828393,1.0028157333081,0,1.0,0.000502,0.0028078272154861404,0,-1.0,161f565e0cc874160b3b93565868520,0,0,-1.0,0,0,0.0,0,normal,,55
55f636faaeeb4152a2d06f466e8c0c7d,US,Amazon Data Services Ireland Ltd,1,1,1,1,0.02137338,0.02134709,1.0012315495929422,0,1.0,2.629e-05,0.001230034744153709,0,-1.0,bc1q509e69fbfa5a4cb7a022d24ddf94f2,0,0,-1.0,0,0,0.0,0,normal,,507
41e3497e6e84479b9a450e95e0293bb7,US,NTT-LTD-2914,1,1,1,1,0.0709252,0.07086724,1.000817867324874,0,1.0,5.796e-05,0.000817198964542927,0,-1.0,19f7b7bf708234e39b6ed8227e1e14f,0,0,-1.0,0,0,0.0,0,normal,,338
0bdb59544c424f16be7eaef63b3a2214,IN,Mahanagar Telephone Nigam Limited,1,2,1,2,0.3825405,0.38124522,1.0033974983345366,0,1.0,0.00129528,0.003385994424119799,0,-1.0,bc1q5a8f87d1204044098cb0a92729c231,0,0,-1.0,0,0,0.0,0,normal,,387
91e1aa132e67457c99cb7b0ef0b6851d,US,EGIHOSTING,1,2,1,2,0.03713081,0.0370908,1.0010787041530513,0,1.0,4e-05,0.0010772724861105912,0,-1.0,bc1qe7e1663c00b44a5da8ac2b53d97565,0,0,-1.0,0,0,0.0,0,normal,,586
84c432edbe5a4aa992f24552c9e73e2a,JP,NTT Communications Corporation,1,1,1,1,0.05694266,0.05690415,1.0006767520470827,0,1.0,3.851e-05,0.0006762943634877613,0,-1.0,bc1q8df434fc30f548e1bc82d591d575f1,0,0,-1.0,0,0,0.0,0,normal,,570
08214d98f90f409dbc6bc02778248cff,US,UNRESOLVED,1,1,1,1,0.02647105,0.02641959,1.0019477970702801,0,1.0,5.146e-05,0.001944010532260715,0,-1.0,bc1qa5075e18379f4f79af7061b73dd0e8,0,0,-1.0,0,0,0.0,0,normal,,633
95eceb5a04de41469521e1cbca948656,US,COMCAST-7922,1,2,1,2,0.17247664,0.172105,1.0021593794485923,0,1.0,0.00037164,0.0021547265763062176,0,-1.0,34064509833b7489b9a6e44cd9262a0,0,0,-1.0,0,0,0.0,0,normal,,670
9e2c4a18111644799426b3b09e167466,VN,VNPT Corp,2,1,2,1,0.0904836,0.09032322,1.0017756231454105,0,1.0,0.00016038,0.001772475896184502,0,-1.0,1c1564fa1817648288df570fe3461e6,0,0,-1.0,0,0,0.0,0,normal,,228
fd953cfbffa54a9bafbb111b4d6cb10a,US,COMCAST-7922,1,2,1,2,0.01211181,0.01209566,1.0013351896465346,0,1.0,1.615e-05,0.001333409292252768,0,-1.0,16af124a072fe4d78a6a25fadfe732f,0,0,-1.0,0,0,0.0,0,normal,,674
388c64337175489f9db5ebaf2df5d1d0,TZ,UNRESOLVED,1,3,1,3,0.09621549,0.09598161,1.0024367167835588,0,1.0,0.00023389,0.0024308975612970427,0,-1.0,bc1q3d00b25de1774f24b83598520e1247,0,0,-1.0,0,0,0.0,0,normal,,298
e91e3d7c1af84d69b0b0a71bffbe54a8,DE,DIGITALOCEAN-ASN,1,2,1,2,0.02938285,0.02927364,1.0037306600750708,0,1.0,0.00010921,0.0037167939801618977,0,-1.0,3a2cf400bc35b4983b0c8ff7a7d3abb,0,0,-1.0,0,0,0.0,0,normal,,504
3d94dbec3cc540f6a026154d8734f63d,FR,OVH SAS,1,2,1,2,0.02848037,0.0284366,1.0015392135487367,0,1.0,4.377e-05,0.0015368480114549073,0,-1.0,bc1q95242b24656f428a87772d62adeec2,0,0,-1.0,0,0,0.0,0,normal,,260
8f710146870241b1a818f7d050f672f5,GB,M247 Europe SRL,1,1,1,1,0.48136631,0.47972643,1.003418364921024,0,1.0,0.00163988,0.0034067195105532,0,-1.0,1d9171a5dbb8e4a8591cf78d095b706,0,0,-1.0,0,0,0.0,0,normal,,220
51d1fd45e8e74347a15a2c6d6b72b984,VN,VNPT Corp,1,2,1,2,0.00597095,0.0059493,1.003639083589666,0,1.0,2.165e-05,0.003625888677681106,0,-1.0,1f83992de18374d50852e8fca8a2843,0,0,-1.0,0,0,0.0,0,normal,,110
e3ba7d7ee6544dd683df57ee12465215,IN,Mahanagar Telephone Nigam Limited,1,1,1,1,0.01976332,0.01968175,1.0041444485373505,0,1.0,8.157e-05,0.004127342976787301,0,-1.0,1a865d61e0aeb4ab0bbd87e7e9a4b27,0,0,-1.0,0,0,0.0,0,normal,,126
62a0652fb19947fc82a75aebbb2b3682,US,DIGITALOCEAN-ASN,1,2,1,2,0.06575814,0.06549342,1.0040419327621006,0,1.0,0.00026471,0.004025509237335484,0,-1.0,bc1qb8527f32ef2e4aef8449ffb4bf13ff,0,0,-1.0,0,0,0.0,0,normal,,516
3acc467d927049259fea8a1dcddc5f8d,US,Datacamp Limited,1,2,1,2,0.02472736,0.02465492,1.002938155954268,0,1.0,7.244e-05,0.0029295484839465275,0,-1.0,17fa139918299451abb98e127ee3fab,0,0,-1.0,0,0,0.0,0,normal,,181
3510f29c0d084c619becafb6734a7178,KE,CKL1-ASN,1,2,1,2,0.00853236,0.00850016,1.0037881639875013,0,1.0,3.22e-05,0.003773867956813824,0,-1.0,bc1q7c7cc808010a44fa9da2d55bebf11e,0,0,-1.0,0,0,0.0,0,normal,,396
e6ceb91de00948c3996aa482a3793525,CA,OVH SAS,1,2,1,2,0.19072774,0.19001096,1.0037723087131396,0,1.0,0.00071678,0.0037581318795053094,0,-1.0,3b9ad18090e0b4c1fbf95401409ca61,0,0,-1.0,0,0,0.0,0,normal,,428
52943277066249b597c051eabc0e020d,US,DIGITALOCEAN-ASN,1,1,1,1,0.16155542,0.16120858,1.0021514983879891,0,1.0,0.00034684,0.0021468793804627537,0,-1.0,bc1qf4a5b1130a7745bd84da26cb2b4ca0,0,0,-1.0,0,0,0.0,0,normal,,351
5ddc45e937ec4779a435eb3b927311c6,FR,OVH SAS,3,2,3,2,0.2207634,0.21995808,1.0036612430877738,0,1.0,0.00080531,0.0036478419883005974,0,-1.0,38b70cb389416443aaf94c14337425f,0,0,-1.0,0,0,0.0,0,normal,,616
df800e5a403447838040d721033d95d8,US,AMAZON-02,1,1,1,1,0.02083783,0.02074918,1.0042724579959306,0,1.0,8.865e-05,0.0042542817558258225,0,609.8188244666667,1baaa6e310dd64bd18a27879489a701,0,0,-1.0,0,0,0.0,0,normal,,728
e521d20f7cd3424a9b25eeca771d5902,IN,Mahanagar Telephone Nigam Limited,1,1,1,1,0.04144851,0.04131415,1.00325215452817,0,1.0,0.00013436,0.003241612304036985,0,-1.0,bc1qa7f639da53944bb582d8589e06283b,0,0,-1.0,0,0,0.0,0,normal,,214
a526bede355b485ba76b3cb2ad2a52a4,DE,Deutsche Telekom AG,1,2,1,2,0.12500374,0.1245019,1.004030781859554,0,1.0,0.00050185,0.004014679880777967,0,-1.0,3045c7dce7cf34c1e8130bcd216172b,0,0,-1.0,0,0,0.0,0,normal,,688
85b83925306d44558f653469fab20293,US,Datacamp Limited,1,1,1,1,0.074905,0.07477303,1.0017649411826697,0,1.0,0.00013197,0.001761831653427675,0,-1.0,35f390188cbae460aa9459a20db3acf,0,0,-1.0,0,0,0.0,0,normal,,710
42dd76ce17e84281b43cf495777c0a6c,US,Datacamp Limited,1,2,1,2,0.00332538,0.00330692,1.0055822336191986,0,1.0,1.845e-05,0.005548238096097289,0,-1.0,395614fea25414d3c83b7f6d29632cd,0,0,-1.0,0,0,0.0,0,normal,,575
3efbf11fc7da452c8ab24b7960ffc787,DE,Deutsche Telekom AG,1,2,1,2,0.03697838,0.03691288,1.0017744483768267,0,1.0,6.55e-05,0.0017713052870352896,0,-1.0,bc1q6d9ed2324f594d03ae444f3c542921,0,0,-1.0,0,0,0.0,0,normal,,765
354bd31b6ce04719b1d157f0ffbaca9e,US,UNRESOLVED,1,1,1,1,0.05546403,0.05535236,1.0020174388228433,0,1.0,0.00011167,0.002013376958003232,0,-1.0,18f517175b31b4cf8ba68407ba6a771,0,0,-1.0,0,0,0.0,0,normal,,109
63996e1d22514abeb5e6bc3d71da82d0,UA,JSC Ukrtelecom,1,2,1,2,0.01311726,0.01306626,1.0039031827010942,0,1.0,5.1e-05,0.00388800709904355,0,-1.0,14ed89333f7004393a9c6621483beca,0,0,-1.0,0,0,0.0,0,normal,,204
b90dde06672947518d3a7846385e83ad,GB,M247 Europe SRL,1,2,1,2,0.07242708,0.0722058,1.0030645737600028,0,1.0,0.00022128,0.0030552108410279687,0,-1.0,bc1q348867d7093e44d58584e25fd54ac2,0,0,-1.0,0,0,0.0,0,normal,,149
481bdfcce5524857a37606e2f7cc5cce,DE,Deutsche Telekom AG,3,1,3,1,0.04794222,0.04782252,1.0025030048604715,0,1.0,0.0001197,0.0024967554693962855,0,-1.0,3f8f03cd9004a4cbfb0c53ee34687ad,0,0,-1.0,0,0,0.0,0,normal,,398
84ca4965d1e94ea9b554fb0fd773dc8b,NL,CW Vodafone Group PLC,1,2,1,2,0.01238795,0.01235368,1.002774072179302,0,1.0,3.426e-05,0.002765590755532594,0,-1.0,1d5be9890edf14c138b41e9f749dcf0,0,0,-1.0,0,0,0.0,0,normal,,390
911fe588f0e44d35bc98bbf2a6e6711b,US,EGIHOSTING,1,2,1,2,0.11774329,0.11759072,1.0012974663306764,0,1.0,0.00015256,0.0012957001626164853,0,-1.0,161f565e0cc874160b3b93565868520,0,1,433.24520185,1,1,0.0,0,normal,,55
8e7b9fabfee04b05acf432fbbb2178cc,DE,Deutsche Telekom AG,1,1,1,1,0.02130755,0.0212419,1.0030905898248275,0,1.0,6.565e-05,0.003081067508934626,0,-1.0,3a4ca5f59ea374878bd7139f8a87fd4,0,0,-1.0,0,0,0.0,0,normal,,559
389a8ba3566f4e83984cc4e6e42979ae,US,COMCAST-7922,1,2,1,2,0.06879387,0.06864142,1.0022209622120288,0,1.0,0.00015246,0.002216185831673665,0,-1.0,3aef8f103e3314dc5bf809566f8cce1,0,0,-1.0,0,0,0.0,0,normal,,198
08c52c2c3a914f9db7e9bd1ecf187d06,IN,"Bharti Airtel Ltd., Telemedia Services",1,2,1,2,0.20823233,0.20774372,1.0023519844546926,0,1.0,0.00048861,0.002346465604068302,0,-1.0,33705a07e19f44ef2bdcca445cdd7c5,0,0,-1.0,0,0,0.0,0,normal,,177
169522cfbf6248f19dbac69ece37e466,IN,"Bharti Airtel Ltd., Telemedia Services",1,1,1,1,0.03545504,0.03541117,1.0012388746262832,0,1.0,4.387e-05,0.0012373417150283851,0,-1.0,3ab25e4749ca14f1a9f60ce3f81f656,0,0,-1.0,0,0,0.0,0,normal,,569
d88f5c553f72475796079f8a62908162,NL,M247 Europe SRL,1,1,1,1,0.03262289,0.03254333,1.0024447405966137,0,1.0,7.956e-05,0.0024387784160140318,0,-1.0,bc1qb057ac4c158d4dbf8b396264c98281,0,0,-1.0,0,0,0.0,0,normal,,5
c97e30a3f3424a538a578b2b142babbb,IN,Mahanagar Telephone Nigam Limited,2,1,2,1,0.06819482,0.06800826,1.0027431961941093,0,1.0,0.00018656,0.0027356916551726364,0,-1.0,bc1q3b2dd2f0f2a546968c412e5c974920,0,0,-1.0,0,0,0.0,0,normal,,157
6addf7c224524626857095701aa2ce2c,US,UNRESOLVED,8,4,8,4,0.06673464,0.06659408,1.0021106981281218,1,1.0,0.00014052,0.0021056530761235843,0,-1.0,bc1q6f3053c94ba24925b1ea330201a6e4,0,0,-1.0,0,0,0.0,0,normal,,517
1de00ffbb3be40aeaa0846e91d45f803,DE,Datacamp Limited,1,1,1,1,0.01868144,0.0186546,1.0014387872160218,0,1.0,2.684e-05,0.0014367200815354705,0,-1.0,bc1q2c32294c129b48dc9bc9892551b9da,0,0,-1.0,0,0,0.0,0,normal,,664
16bd5f665d984991ab5727adf28004b8,NL,CW Vodafone Group PLC,1,2,1,2,0.0230476,0.02299494,1.0022900690325787,0,1.0,5.265e-05,0.0022844027143824083,0,-1.0,1d5be9890edf14c138b41e9f749dcf0,0,1,123.11584115000001,1,1,0.0,0,normal,,390
929be20c63c9457fb8f90f63aee812eb,US,GTT Communications Inc.,1,2,1,2,0.06231342,0.06215596,1.002533304931659,0,1.0,0.00015745,0.002526743035448865,0,-1.0,19f3a9e0a104f4912abdbb3736ace69,0,0,-1.0,0,0,0.0,0,normal,,791
5a950166ca784e3e96645ee9125112f4,IN,Mahanagar Telephone Nigam Limited,3,1,3,1,0.35265048,0.35180041,1.0024163416978393,0,1.0,0.00085006,0.002410488708252999,0,-1.0,139c0157c1735427f82134bd08cd09d,0,0,-1.0,0,0,0.0,0,normal,,106
75bd5f05836f4859adba40db6ccbf94f,FR,OVH SAS,1,2,1,2,0.25829883,0.25753948,1.0029484799767399,0,1.0,0.00075936,0.00293985071477095,0,-1.0,38202a1990846447985d1d06e8f1d44,0,0,-1.0,0,0,0.0,0,normal,,73
c1266df765d846119f98312afb0699f4,JP,NTT Communications Corporation,1,1,1,1,0.01792448,0.01790092,1.0013161334724696,0,1.0,2.356e-05,0.00131440354197165,0,-1.0,bc1q8a7f58b27be5462abc666acc052b78,0,0,-1.0,0,0,0.0,0,normal,,38
df3782e738eb440f80ff938039a99b10,DE,Deutsche Telekom AG,1,2,1,2,0.31419621,0.31339682,1.00255072785997,0,1.0,0.00079938,0.0025442063734632575,0,-1.0,3bfba12f7c25446a28fe208bd30958a,0,0,-1.0,0,0,0.0,0,normal,,571
de422228987545d885393f9e92f18276,IN,BHARTI Airtel Ltd.,1,1,1,1,0.22342038,0.22280586,1.0027580962188338,0,1.0,0.00061452,0.002750510047471945,0,-1.0,1458af98ab29d491399f8ac527d435d,0,0,-1.0,0,0,0.0,0,normal,,397
5e74789ef45448f4abd7bbac75a930ff,DE,Deutsche Telekom AG,1,1,1,1,0.03021322,0.03012029,1.0030852956595038,0,1.0,9.293e-05,0.0030758058889453033,0,-1.0,3f8f03cd9004a4cbfb0c53ee34687ad,0,1,296.41165631666667,1,1,0.0,0,normal,,398
a1de7f7bcc834d9b97cce4552ef2cb24,VN,VNPT Corp,1,1,1,1,0.02915226,0.02909811,1.0018609456078076,0,1.0,5.415e-05,0.0018574889219566512,0,-1.0,bc1q6c0557430b584285bd8c18123e4e32,0,0,-1.0,0,0,0.0,0,normal,,514
665bd6f937754c0badbe6eab12eeb255,IN,Mahanagar Telephone Nigam Limited,1,1,1,1,0.0241815,0.02409464,1.0036049511426608,0,1.0,8.686e-05,0.0035920021504042346,0,-1.0,bc1q622f240b23c244bf94da93fbedb740,0,0,-1.0,0,0,0.0,0,normal,,88
6351807f145746b8856d07b7bc2f3761,IN,Bharti Airtel Ltd. AS for GPRS Service,1,1,1,1,0.01005762,0.01003221,1.00253284171683,0,1.0,2.541e-05,0.002526442637522595,0,-1.0,1ed0c87e6fb854ce0b839a5a77bdd15,0,0,-1.0,0,0,0.0,0,normal,,400
ebdbd269fec1450aba3f930b9d575912,US,COMCAST-7922,1,2,1,2,0.10784434,0.10753586,1.0028686244755936,0,1.0,0.00030849,0.0028605117338564084,0,-1.0,307ad25e4f3fd41dbb7ecd5964e7536,0,0,-1.0,0,0,0.0,0,normal,,693
d8d04f8f37a64a4f8c617ed0729bd6eb,HK,Africa-on-Cloud-AS,2,1,2,1,0.07385124,0.07379352,1.0007821825005772,0,1.0,5.772e-05,0.0007815711692857155,0,-1.0,35cd1dd4a77d943d0a22dbf515d3241,0,0,-1.0,0,0,0.0,0,normal,,144
b1a2abd6ba0c4931830695601b026d20,GB,Datacamp Limited,1,2,1,2,0.06231955,0.06221194,1.0017297322668286,0,1.0,0.00010762,0.0017269059227802512,0,627.57446475,17ba76b61a7044405b65e0a6bb74498,0,0,-1.0,0,0,0.0,0,normal,,560
9f887123d7ce4bca9b6e6b7213365ac2,US,COMCAST-7922,1,2,1,2,0.12888551,0.12862492,1.0020259682182893,0,1.0,0.00026059,0.0020218719699367288,0,-1.0,37d1598f570d24c1aaf7f93e9f17de2,0,0,-1.0,0,0,0.0,0,normal,,352
1d0395f2b2684c6d9fa1f6e8b02d6445,US,COMCAST-7922,1,1,1,1,0.10207289,0.10193298,1.0013725685249268,0,1.0,0.00013991,0.0013706871628695926,0,-1.0,3f373f093c8d04a899456e6c3c3d244,0,0,-1.0,0,0,0.0,0,normal,,164
91bdd1b361444be887511a8aa82e3231,CN,UNRESOLVED,1,2,1,2,0.01166536,0.01162214,1.0037187643583712,0,1.0,4.323e-05,0.0037058436259146737,0,-1.0,bc1qbfecb9a465134f1f98ed9bdb9ea62e,0,0,-1.0,0,0,0.0,0,normal,,117
a27d95d6adef43f38c501a0d5ed7792e,IN,Mahanagar Telephone Nigam Limited,1,2,1,2,0.04312253,0.04307616,1.0010764654973887,0,1.0,4.638e-05,0.0010755398628048958,0,-1.0,bc1q85f8ba1539264e1b9885b0dd7f5a9a,0,0,-1.0,0,0,0.0,0,normal,,68
d2d1d14681564e4e8ba43856574086bd,US,NTT-LTD-2914,1,2,1,2,0.07825885,0.07818232,1.0009788658100707,0,1.0,7.653e-05,0.000977908568807234,0,326.1714481,19f7b7bf708234e39b6ed8227e1e14f,0,1,802.4672020333333,1,1,0.0,0,normal,,338
4a3b0c4433a3422cbc84617ad3d24f7b,CA,OVH SAS,3,1,3,1,0.01132023,0.01128672,1.0029689759292337,0,1.0,3.352e-05,0.0029610705789546673,0,-1.0,10b1910e65bc04902a90b28ef1fcf7e,0,0,-1.0,0,0,0.0,0,normal,,325
