wallet_id,address,home_ip,asn,country,typical_amount_btc,script_type
95,bc1q8c2b8b8a6e704261b9114a3413e724,166.88.51.24,AS9009,RO,0.03853386,P2WPKH
96,13048d667a0474101b3016a45f937b2,113.189.41.7,AS45899,VN,0.06694528,P2PKH
97,3308a581317c4483f96cf5b00b1459d,88.216.128.197,AS9009,RO,0.06463852,P2SH
98,bc1q96029cc814254eb487e0bdab557a23,109.174.140.184,AS9009,RO,0.0500423,P2SH
99,3b363a2d797484d82b32e208a4133c4,113.189.41.168,AS45899,VN,0.03937646,P2PKH
100,16f7c7dbe988f42ee854336c11c1150,16.166.247.46,AS16509,US,0.01209007,P2WPKH
101,1135ce91493b54e778a1a7021ae6e86,144.217.217.235,AS16276,FR,0.03269133,P2SH
102,346a315ab7dfe40cfba54c28c5f395e,37.19.202.253,AS60068,NL,0.03534089,P2WPKH
103,335f1931df48943a3b2759e16442580,88.216.128.185,AS9009,RO,0.02231989,P2SH
104,bc1q046a3f97bf7c4f63ada637ca3cc85a,67.207.89.41,AS14061,US,0.18386695,P2SH
105,19b1b11d1ad724e4895c2c3a6bb1938,154.29.7.197,AS60068,NL,0.07457506,P2SH
106,186b22b54fc9845da85f7f43508e48f,202.159.222.20,AS9829,IN,0.32830438,P2PKH
107,3531a85e2812548c4ac7e5537a20c14,122.170.162.229,AS24560,IN,0.05928362,P2PKH
108,1c53fd9a404824d808c2768803fb20b,14.177.154.178,AS45899,VN,0.06441237,P2WPKH
109,1179267141f7b452e8fa16f9cc22ba8,205.149.34.85,AS16509,US,0.04621523,P2SH
110,19196942b6a1b44b6a857e8cf87a4ec,203.162.72.108,AS45899,VN,0.00730811,P2TR
111,bc1q63e1c74ae831473ebc8111a98252fc,96.219.14.226,AS7922,US,0.04848437,P2SH
112,11c0b5ab983a542cdbd371face1bdb2,110.226.240.193,AS24560,IN,0.0528779,P2WSH
113,3d2e40f9f4bbb4dea8f87e505bc7b10,54.37.135.189,AS16276,FR,0.58464065,P2WPKH
114,1bbf8d39a09484aff96790fdd1cdeb4,139.59.87.70,AS14061,US,0.17713677,P2SH
115,31644caff37e647c4b4627fc447bdbd,154.76.141.174,AS24560,IN,0.06730958,P2WPKH
116,33bb38e3e9262472f8f29b55d1b98c3,210.247.69.137,AS4713,JP,0.04808852,P2TR
117,bc1q093f21dd10854cadbf6d94dc1d09ed,58.68.131.7,AS9009,RO,0.0154727,P2WPKH
118,1fadee82b38b6469f8ffa0c00444adc,139.59.46.13,AS14061,US,0.15611269,P2SH
119,158302115bcca456097c1d175940cdd,157.230.6.87,AS14061,US,0.10560316,P2PKH
120,31151c107d14d426d9a73546369c2dd,59.181.36.21,AS9829,IN,0.10981391,P2PKH
121,bc1q05889ea8ac0b47e2a3af5236cc56bf,50.255.215.58,AS7922,US,0.02005278,P2PKH
122,bc1qb824292208eb4e3f8f4ab01d362a7c,96.131.199.8,AS7922,US,0.20246147,P2PKH
123,1fa83ed90833548ad9e04ced00ece6c,106.48.244.62,AS9009,RO,0.01225463,P2SH
124,18a17dd201d7d4102bcedfda9b1e847,109.174.140.120,AS9009,RO,0.08953346,P2PKH
125,329713c0969604ae9b4999a905c23e8,210.247.69.156,AS4713,JP,0.4450608,P2WPKH
126,1795524fc14694fa89cfa6deb15c13d,120.58.199.149,AS9829,IN,0.01848979,P2TR
127,bc1q381c05b2ffc74e9285c96c7e6dc9bd,91.225.15.246,AS60068,NL,0.02826029,P2SH
128,bc1q28983dfc3417492896a38d5f735a90,113.188.126.152,AS45899,VN,0.05500404,P2WSH
129,1b3f439b701714170b085899b644d16,87.185.63.198,AS3320,DE,0.03009261,P2WSH
130,bc1qa4f32824ac224485a937cb4de48551,87.187.32.252,AS3320,DE,0.0105602,P2WPKH
131,334398fc3497e41189c1ba694b525f3,15.204.120.170,AS16276,FR,0.05332036,P2PKH
132,bc1q1f1a38f8ff7648d98fa59daa67a920,102.83.174.218,AS24560,IN,0.01720933,P2WSH
133,146375541f5f64816adce72f1da3b70,184.197.177.163,AS16509,US,0.0799457,P2WPKH
134,36e9604f72831448c9dec66d9c2802f,221.190.77.134,AS4713,JP,0.01985252,P2PKH
135,bc1qaf3a3f327aa74634a942cde62a9b37,159.223.155.112,AS14061,US,0.2345549,P2WPKH
136,3309932877a9a423391897282f8043c,203.162.72.240,AS45899,VN,0.02274856,P2PKH
137,3905aadb2bcfc480e9dbdc13608b820,14.245.85.119,AS45899,VN,0.03607838,P2WPKH
138,30d4ad165dd5149f6ada55843f95cac,102.83.174.127,AS24560,IN,0.11231108,P2PKH
139,1503b736d2318415283968a0c8fa86f,182.72.123.67,AS24560,IN,0.01453982,P2PKH
140,bc1qf044222bab3643d4bb25425d7574b4,203.94.202.3,AS9829,IN,0.06250304,P2TR
141,15285042bfdb84640b14eea8e86df55,14.236.0.105,AS45899,VN,0.18399306,P2WPKH
142,137520c89506b430cbf62b7bb9f08e9,165.227.208.183,AS14061,US,0.03242,P2SH
143,150139d49cd594e97a07c3a20ac2df3,37.83.165.57,AS3320,DE,0.05988279,P2WPKH
144,33471e73e160d4cf7b34860a17a21e1,45.194.71.95,AS60068,NL,0.06456278,P2WPKH
145,3f29e60525ad5436c90d1715a35a438,56.117.175.141,AS16509,US,0.10880727,P2SH
146,3a51b5f4bb4f44588825150ca263b57,182.57.88.65,AS9829,IN,0.01445159,P2PKH
147,1d2d61d2d787f4cba989e14b46abd24,105.230.59.191,AS24560,IN,0.01329381,P2TR
148,bc1qa997587b78d44508be7d2e641be3e5,125.201.12.56,AS4713,JP,0.08390598,P2SH
149,bc1q8c9ffc2942954f0589ebda1bed4cf2,81.92.206.135,AS9009,RO,0.06700317,P2PKH
150,184cbb5f6075946a392c383c657368b,123.31.94.59,AS45899,VN,0.06395938,P2PKH
151,1f2ca4e6b342747cca6299e196f629d,142.44.172.71,AS16276,FR,0.07040072,P2TR
152,bc1qb14a296b2c8841a6911c0f43caa6bf,59.179.70.242,AS9829,IN,0.02522235,P2WPKH
153,34955866f06924b728f77b1468e1fc6,93.216.176.4,AS3320,DE,0.06280339,P2PKH
154,36d577e8efc0b44f9897de7d00b3bb5,157.230.6.48,AS14061,US,0.06674155,P2PKH
155,383bef00cdc584670bd15b309224cb3,93.216.176.17,AS3320,DE,0.02437124,P2SH
156,bc1qf72b9147f6a34fd5a109c263886baf,46.203.40.14,AS60068,NL,0.32167116,P2PKH
157,bc1qcd9601f5aa9d4df795bb919317593b,120.58.199.64,AS9829,IN,0.07996493,P2WPKH
158,383ed7fb9a95d4ae0a84db0dc457a60,38.132.108.203,AS9009,RO,0.01512655,P2PKH
159,bc1qf0cfa598ea674bb6841094739d503c,34.216.132.233,AS16509,US,0.09599623,P2PKH
160,bc1q55d56ac350174cd2970bd5f02251ec,182.30.94.146,AS16509,US,0.01878528,P2PKH
161,bc1q2eec623cc4e94453ac6824c52b1665,87.187.32.54,AS3320,DE,0.10938129,P2PKH
162,bc1qff1ee18e872a4bc897cf65d33184cc,217.88.163.62,AS3320,DE,0.15859454,P2WPKH
163,15c9357c805da4b7fb5f19a8cfe3cc1,68.55.114.116,AS7922,US,0.02191284,P2WPKH
164,3dc772b0f89884acd998d2718707153,50.136.154.74,AS7922,US,0.13046845,P2PKH
165,3054f29a73a2b41c0a12b276e833416,87.165.119.60,AS3320,DE,0.07522896,P2WPKH
166,bc1qf1f1a566ba604e2293198b3ca30902,58.68.131.206,AS9009,RO,0.11327465,P2SH
167,bc1q0f6fc11941b74c888d523e9a907918,14.188.116.39,AS45899,VN,0.33180527,P2WSH
168,1e3fa2fac40e64aae8ec2d2a99bf2e5,184.113.211.203,AS7922,US,0.03895344,P2WPKH
169,bc1q9d80dc3679f7490aa0d6dc80df5e09,202.159.222.32,AS9829,IN,0.02343004,P2WPKH
170,bc1q8cfcea67223d48c8b580175a15ce3e,182.30.94.129,AS16509,US,0.02045528,P2SH
171,10da33b81b27c4886a03e204e19300e,104.253.149.228,AS9009,RO,0.02201986,P2WPKH
172,bc1q1f6e4c8d98334e70bab48c0c3eb235,120.57.154.24,AS9829,IN,0.04609265,P2TR
173,bc1q5ac4693c92c145fa897695477653c3,104.253.149.196,AS9009,RO,0.07002885,P2WSH
174,bc1q4e804600a4884161a441af98feed26,96.131.199.194,AS7922,US,0.06565712,P2SH
175,bc1q8e53177fc38a429c9f3f67f2de8887,67.207.89.72,AS14061,US,0.11385646,P2TR
176,39102741ea78545c6974866176038f4,91.220.202.126,AS60068,NL,0.05043862,P2SH
177,33c72e48fd7af41a8a8c6b6c7c07aaa,122.170.162.172,AS24560,IN,0.2129994,P2WSH
178,382f227cabf94484e8df3aa2a975f7a,56.117.175.127,AS16509,US,0.03821005,P2WPKH
179,369b968e6923f4646969536c86ed3da,135.148.182.117,AS16276,FR,0.75591161,P2PKH
180,365bfad395358494eb7734611a6d32e,87.187.32.104,AS3320,DE,0.09307658,P2WSH
181,169ea5e0b0d0a43ceaef41a4fa5511e,91.220.202.139,AS60068,NL,0.02112797,P2SH
182,1fd5cc78087ef44869a582d6178707a,149.56.99.160,AS16276,FR,0.01706215,P2WPKH
183,1457dc4fd227444148a8bc41aa10f6a,123.31.94.141,AS45899,VN,0.08065878,P2TR
184,31eddb03519d843729ba334c1b72358,139.59.205.8,AS14061,US,0.03981694,P2WPKH
185,195c41ce7aac3483c90d176bd69882e,153.129.140.142,AS4713,JP,0.10167239,P2WPKH
186,10323bfe60721410bacd7e570d80009,203.162.72.234,AS45899,VN,0.07991734,P2SH
187,19c7ebb9c03f74eeb81586fa2eeb661,91.220.202.40,AS60068,NL,0.04629002,P2TR
188,32953e13a6af04144a9f7f60e5fe000,54.37.135.70,AS16276,FR,0.02134807,P2WSH
189,3dd0646c9bba84ad3be688b424eedcb,14.177.80.142,AS45899,VN,0.01094528,P2SH
190,bc1q23502b8cb06542dc93532fd70a7768,54.37.135.226,AS16276,FR,0.03185646,P2WSH
191,30e7bafbe70e24de39112437757e657,184.197.177.240,AS16509,US,0.11723191,P2PKH
192,1a8f1da23d7b84b7090bfaf7ea1108d,59.179.70.77,AS9829,IN,0.06167317,P2WPKH
193,bc1qd74445c82ec94e57a47551448c60cc,207.154.233.39,AS14061,US,0.01432515,P2WPKH
194,35b7ee8b1ee1d4dec999532b9d48469,125.22.67.196,AS24560,IN,0.05920087,P2SH
195,38e28c085aa3b4e11be714ee2d589f4,14.236.0.62,AS45899,VN,0.07319101,P2SH
196,37ed48994e8174e99b22b54aa30a0a5,50.255.215.191,AS7922,US,0.02057132,P2WPKH
197,3689e342fced142c2a8ae058ead2251,54.225.83.203,AS16509,US,0.0580602,P2TR
198,36a9f46a7a0f1405e8b82eef1fb6a2d,184.113.211.129,AS7922,US,0.05277112,P2PKH
199,11c80694a5bfe4ed19f43b2a9c82ead,139.59.205.135,AS14061,US,0.01587563,P2PKH
200,12ba78907d8564fa586d3f0716458a2,66.133.207.168,AS16509,US,0.07120355,P2PKH
201,3d0e5ad59770b4512acf85179e97b58,136.185.75.178,AS24560,IN,0.08722926,P2WPKH
202,3c356ece136044f409a3a795bf5f820,91.220.202.137,AS60068,NL,0.14705498,P2TR
203,bc1qb8b8a2045add4e45a476eb73d7d0c6,207.154.233.139,AS14061,US,0.79022502,P2WPKH
204,156629cfba45a4380abd662a2fb1730,46.203.40.236,AS60068,NL,0.01255458,P2TR
205,bc1q3082984526e74e94a1ed58b09d03a6,62.154.247.251,AS3320,DE,0.01949056,P2WPKH
206,bc1q17c0f282ee384e91801ae93821db2e,80.159.84.43,AS3320,DE,0.08332849,P2PKH
207,1e114a24e0b7c45229025d5ca4bf44d,50.255.215.204,AS7922,US,0.08322445,P2PKH
208,3ef8af36caefa40b0b22a4c59cddcf1,146.77.51.63,AS16509,US,0.08332953,P2SH
209,bc1qace11abd8d8e467e8e264e07da8fcd,123.225.248.45,AS4713,JP,2.34604631,P2WPKH
210,3856fb96befe142ad84de7c5ce36fa8,58.68.131.62,AS9009,RO,0.08811527,P2TR
211,195376cade005498a85e272a106191c,14.177.80.164,AS45899,VN,0.15498385,P2SH
212,bc1q07834faab2424967b9a4c3031d54f0,98.39.245.206,AS7922,US,0.1292511,P2TR
213,bc1q578026fb477249c69cc2d3e600cfb8,142.44.172.19,AS16276,FR,0.09550194,P2TR
214,bc1qcba57ba811f84a4599d5acb6bfdb75,59.179.167.247,AS9829,IN,0.03632427,P2WPKH
215,371bdede589884052b98c19bdf6da91,182.57.133.99,AS9829,IN,0.10634883,P2PKH
216,3de1315ae90344981b45f9256ee79a1,166.88.51.148,AS9009,RO,0.02298703,P2TR
217,32203278acb50419aaf1eea6552de26,96.219.14.169,AS7922,US,0.03928869,P2PKH
218,bc1qa685f1bf265e4adcad13838f173bdf,85.198.43.191,AS60068,NL,0.03064262,P2TR
219,bc1qe4d7f9cda1204dd0a2716aee5ff7e9,207.154.233.232,AS14061,US,0.05403486,P2WPKH
220,1aa0e947339414f5089ddc5ad65bf0b,81.92.206.91,AS9009,RO,0.50391815,P2WPKH
221,bc1q2fbaf7f3d8dd46238b0d36641a45a7,59.179.167.194,AS9829,IN,0.00769438,P2WPKH
222,bc1q1b3e345bab5f44a79cda881117eedd,219.164.160.25,AS4713,JP,0.09889073,P2WPKH
223,35a33e946e7b94930a04f93c9bd23db,138.68.61.149,AS14061,US,0.03221706,P2WPKH
224,15b5f440385284d20a52e0b902db28b,182.57.95.192,AS9829,IN,0.03105697,P2PKH
225,14c364216b4db45048b3c084aadadac,57.128.63.249,AS16276,FR,0.82426823,P2WPKH
226,36075085f2bee42e7b3a953ac534730,153.129.140.234,AS4713,JP,0.05309248,P2TR
227,3590bd457807f4a6f8c530a10da1730,182.72.123.30,AS24560,IN,0.01694564,P2TR
228,1613c39f884624fdd811c356bb500fe,203.162.72.174,AS45899,VN,0.09457478,P2TR
229,bc1q954fc940c56646c2b72cf1a0557e92,105.230.59.203,AS24560,IN,0.09823406,P2PKH
230,bc1q384600aefd974aeca12e722d279698,80.159.84.95,AS3320,DE,0.02398404,P2WPKH
231,35b9ae12363f948208d9e37316de928,185.93.183.211,AS9009,RO,0.06181919,P2TR
232,1c7cd1d4e7bc74f87ac28420ff72912,149.34.253.121,AS60068,NL,0.05210845,P2WPKH
233,bc1qbc23f7137f444e3a9fc9df42fd9d6a,223.233.173.157,AS24560,IN,0.02594957,P2WPKH
234,bc1q62f2707547154658bc9bff2e16ec72,67.207.89.180,AS14061,US,0.42483437,P2WPKH
235,1ab91fe9789274a7abbe80998d36510,1.33.12.243,AS4713,JP,0.0938478,P2PKH
236,3ffb7abd45b8f445aaa6dcf990526db,217.233.104.61,AS3320,DE,0.00657065,P2PKH
237,3b24a1f180fed4380b9f8265239f430,154.76.141.244,AS24560,IN,0.0599919,P2WPKH
238,bc1qfed6f497abfe4233b1d4339981bded,54.192.76.191,AS16509,US,0.10084771,P2WSH
239,bc1q254d0f68958249559b41dcbffa547a,93.216.176.126,AS3320,DE,0.11676795,P2SH
240,3ded7347cf13e4b65abe2f10525676e,76.23.235.95,AS7922,US,0.02253872,P2SH
241,14a3dc5cd144e44efb89efc463cdf4c,105.230.59.252,AS24560,IN,0.04439021,P2SH
242,bc1qad984ee25c2a4fe586091a91c2ed10,102.83.174.102,AS24560,IN,0.0824954,P2PKH
243,1458c2812e2604984a89ff0da19082f,139.59.205.170,AS14061,US,0.11833392,P2WPKH
244,bc1qb5bd31e1b33045968fefa1bed00ce7,162.151.237.202,AS7922,US,0.01499113,P2PKH
245,1ea33bc22b06945239782739040d965,109.174.140.18,AS9009,RO,0.03563235,P2PKH
246,131f8583728714d9587086b0d962a6a,14.173.204.199,AS45899,VN,0.03096353,P2WPKH
247,bc1q4cec6d2b91164ab0893565ba74bc4a,50.162.153.220,AS7922,US,0.02590474,P2TR
248,bc1q3097d38f37654b1c8a3aef26c79301,59.181.165.45,AS9829,IN,0.2909669,P2WPKH
249,192960df929894b4580e21ac7670ce0,1.33.12.92,AS4713,JP,0.07464451,P2WPKH
250,1f58f85f4f17648af957c8f5e1b12f6,153.129.140.14,AS4713,JP,0.04914104,P2WPKH
251,bc1q37bd3021c9494014a5d95fd3e650aa,87.185.63.17,AS3320,DE,0.12466339,P2SH
252,3ba906e8413fa499ba2f0e726946477,5.196.169.28,AS16276,FR,0.41567823,P2WPKH
253,bc1qad5fd10e0c6e46778a8694b476c6fe,76.23.235.201,AS7922,US,0.13980108,P2WPKH
254,3e7ce84e02eed4135b814cdd25c1900,104.250.192.16,AS60068,NL,0.01089589,P2WSH
255,31145d29b5674455dba2800abd416a7,138.199.49.126,AS60068,NL,0.03067725,P2TR
256,1bd7d90f48e4041929153bbd39e74a9,46.82.14.156,AS3320,DE,0.17673765,P2PKH
257,352dbba3b44984222b8749ffb1f4f09,58.68.131.150,AS9009,RO,0.02453464,P2WPKH
258,3c4ad588e9bb847139a150e11f2ffc1,193.32.85.76,AS9009,RO,0.07760056,P2WPKH
259,30553bb38eda948c9ad90276b4cdbaf,87.187.32.180,AS3320,DE,0.10802788,P2WSH
260,bc1q60c896ffef4441eda1f034a6a3f972,54.37.135.222,AS16276,FR,0.01970406,P2SH
261,1f954721437b94463be388903357456,184.197.177.212,AS16509,US,0.04690996,P2SH
262,bc1qcfca17fcb989445eb06b0734c49297,46.82.14.110,AS3320,DE,0.00194739,P2WPKH
263,3729c9a045f55491696298c38040fb1,219.164.160.237,AS4713,JP,0.01787437,P2PKH
264,1cdf841bd8cbc4cf48ed4ac70688d21,62.154.247.25,AS3320,DE,0.03867476,P2WPKH
265,1674ae30671ee4c3cbecf0c3f524741,135.148.182.151,AS16276,FR,0.01429589,P2WPKH
266,bc1qc11a5f45861d4a1c9ce3624ad78313,62.154.247.91,AS3320,DE,0.25472043,P2TR
267,3b299ca6ffc7049cc836a518dae6f05,50.162.153.154,AS7922,US,0.01191281,P2SH
