txid,canonical_wallet_id,detector,priority_tier,xgb_proba,if_score
e7630a9db7294ae4bef448767dabf136,353,both,high,0.99993694,-0.1335187765391063
041067ebe87f4b2d90e9fd71ba04a547,666,both,high,0.99993515,-0.0729951696779133
1ccba1ed2ae94709b1d01cf8bb524e85,579,both,high,0.99993455,-0.0771514733044586
f6657e03b2f8430c8f828ad7bfb88b96,666,both,high,0.99993455,-0.0747390725243887
24a5e508698c47738de49ad1b4709f55,499,both,high,0.9999323,-0.1020212339927868
27962486ca504f8e9c67c448e1d1e84f,89,both,high,0.99993145,-0.1466222320387084
5682c6dd17cc4f9896b3b6fcc7cefb0e,376,both,high,0.9999286,-0.0898669496912776
314e2ed079e94e80b24526ff6283e978,376,both,high,0.99992776,-0.1516013150732875
d89383cdc9674f7ab4cfa04f296b4a46,89,both,high,0.9999274,-0.1178539466049571
71d1cd2d05534d68a797662856656ecc,615,both,high,0.9999219,-0.088989743585896
068ced5ee0694ec2890a327161c89f9a,353,both,high,0.9999211,-0.0547737888621427
93de0c07fcf6454ab7fd9622bbb2507b,376,both,high,0.9999211,-0.1164178302476668
73f3a26e9810419ebf393d81c446f9d2,579,both,high,0.99992096,-0.0659522787856676
6ffd2fe4cca243ae9e4255a4439158d4,376,both,high,0.9999205,-0.1168628957098921
362d3d6ea5794d93998817e1c029ed2c,306,both,high,0.9999188,-0.0658751630563743
bb65b685c45947598e857db2f48d5df7,353,both,high,0.99991775,-0.0816297101378569
aab7d4d5f6934f48bf366e1a0e88a82e,58,both,high,0.99991345,-0.0397200698906263
6817e1028d614993a461caa085a06b61,89,both,high,0.9999094,-0.1239359862796579
b1238ecc313341a394341730acaa6fd6,58,both,high,0.9999076,-0.055364745908098
359ed8ae3ed844dbb05159bf91d3c656,89,both,high,0.9999074,-0.0618167881060142
a66b926e8b384c29a153c6a9ce954324,89,both,high,0.9999074,-0.1304233600217924
f8f1b295f3a347488199526f035020d1,666,both,high,0.9999063,-0.0557010297401304
a20304fee2684d09a66299a7772f9bc7,499,both,high,0.99990416,-0.0710481993161116
d18722578893471da9f2e54fcb19ab59,666,both,high,0.9999027,-0.0429355013769257
cdda274999dc4cdba41172d693589bc2,666,both,high,0.99990165,-0.0743530177946013
03694dae769846109283812b21d3ef93,579,both,high,0.99989986,-0.0770631568511951
18cf7ba0cde94584acf27f55d050c455,499,both,high,0.999899,-0.0718089353043897
f27b4665ef184523b0655e2791b3830e,89,both,high,0.99989843,-0.0376544030752599
d93e829fa60f4dc7ba263651e2eaa3cb,353,both,high,0.99989665,-0.0961110809822852
19c1eb7cf4464ffaaa36d4a1d30c448c,58,both,high,0.99989617,-0.0679459506709753
c33b3579c4814b5fb32957ea8f4c0d64,353,both,high,0.9998952,-0.123399270347913
c89215e21ea44d87a4f94fae7afb87d6,58,both,high,0.99988985,-0.0555335279837009
7deb5bbd17b64897ad8ef655ecdc0d5c,615,both,high,0.99988925,-0.0233382460082436
a3888f9f3cd249af90d85f9ad0cb704c,615,both,high,0.9998878,-0.049505554628736
f8ad36c1274543b599cc894986b14bb8,306,both,high,0.9998841,-0.0133535018784316
647308c2c8204efeab2943129d0f705b,89,both,high,0.9998839,-0.1529255995652045
e7c466f313c247819968d62185cc868c,306,both,high,0.9998832,-0.0690426955878876
618419df44494b799ba1a146d130cf27,666,both,high,0.99988294,-0.0066292182233014
5aa9a9a699ec48818448282ea1112211,666,both,high,0.9998828,-0.0134137629405467
943ac2a1095743a7b19ceb4b25f41d18,89,both,high,0.9998776,-0.1516759836409634
2baba6afd69a48f2984095f8d864152c,499,both,high,0.99987304,-0.0771900057206163
c713b944bb84418fa2fe98ffc21e89d7,306,both,high,0.9998715,-0.0538253444789098
b58620c61b17404eb4e44773b85897ce,89,both,high,0.9998679,-0.0477974563294147
7ff84171b9a9408b83021890ec5fff03,499,both,high,0.99986684,-0.0376925190314042
49380ba1fddb44439e3642fb356c6dd2,499,both,high,0.9998628,-0.0307082297226429
62406e6e404d40dfa222fd3a33a34788,306,both,high,0.99986064,-0.0535629712442795
72befff2b6784295b46d6088bddb95d0,666,both,high,0.999859,-0.0034356822184434
3ac704fa5563425da5c4228611a18b98,666,both,high,0.9998528,-0.0091190168068659
93ddb469281a412cb590d44b358c8dc7,499,both,high,0.9998454,-0.0657080182239037
6bdc41c41bc047e58d3089d184490da4,89,both,high,0.9998442,-0.0888222683959379
0358534045dd48bea72965d070f5c5eb,615,both,high,0.9998437,-0.002980405179879
3c604544aa7144e0bd04e39fbef44f31,306,both,high,0.99983776,-0.0773825186112591
b52be2e7af86499d904c85c5c50b531a,353,both,high,0.9998192,-0.1554948714143668
80cfdbca25fd4c0da5e9c751482abfe8,89,both,high,0.9998149,-0.1372683836584444
6e98237ee57f46c7bb248366122137a4,615,both,high,0.9998135,-0.0611412405186865
7c8d9850d4e64a8eb91da7004caeb27e,499,both,high,0.99981135,-0.0331195531554328
5618bbc7076a4620a1887b8d80d85b85,499,both,high,0.9998098,-0.0239221683547014
324f93e5011d43279d15609f00d624de,306,both,high,0.999808,-0.0005793066439734
149b5c6828a141d5b3512fbff8002138,499,both,high,0.9998061,-0.0421964074580237
715081ad972f485f95cdae4dbc5d0ee5,58,both,high,0.99980444,-0.0636356764659945
12fd8887ff0b4283920f66a2fdb44a13,666,both,high,0.9998024,-5.8449800635296256e-05
50d16dda612e46eb9bdc439373f5c6c5,89,both,high,0.9997979,-0.0141827508423031
f28a9e92659a4fae9f7bac0db15669a4,499,both,high,0.9997967,-0.0031931582044054
2ebec8656b034ffeb0851ca619bfda71,499,both,high,0.9997961,-0.0477226613593254
fe02ed2db70f4e908501f39fe82417e9,666,both,high,0.99979514,-0.0662522885668525
6396d4df3fca4e089bf2963a64189cd2,306,both,high,0.9997949,-0.0077899492191817
2bcf0bb653004e6092730ee3ed91eb7b,615,both,high,0.9997869,-0.0245784613317123
2934c24707d54c4c8fae1bc16401f00c,615,both,high,0.99978477,-0.0879528899568138
50288560a3c74081ad693b0cd1030391,579,both,high,0.99977714,-0.0279148939825786
26b1df0ef69e44e9b2e51eddde3aee80,615,both,high,0.99977714,-0.0576683724337954
0ef540e463a441ebbdb75af8e699b618,89,both,high,0.9997545,-0.1557369584047605
76d0c17f922e428dac4175d603e06d14,579,both,high,0.99974746,-0.0620343113194344
29d13c49dc8049ffb897b17dc70c2a0e,306,both,high,0.9997366,-0.0158248806884911
91354f3c5af34a2d868c7232e592d652,306,both,high,0.99973506,-0.0358029317002767
453ac6b64c4446d2bf65a959942c77ab,499,both,high,0.9997272,-0.0899022773096216
07473cdc2a5c4179a1b073075a920b91,306,both,high,0.99971014,-0.1138659228104473
4c7174825fce468d96f9456505a52ce7,579,both,high,0.9996507,-0.0443923076468592
8223b36f60ed44019537e34663b79e4d,306,both,high,0.9996184,-0.07339109267313
229b06eaa59049a29dc377d6851ffc47,499,both,high,0.9995915,-0.0511742757993862
56fcfece7ccf4a96b49634919e32f2a4,666,both,high,0.99955934,-0.0506717329292768
aa81a21a3a8e42e994c7fecbd83a4c17,306,both,high,0.99955076,-0.0381253210574428
0fefd41ce52745a4b867f0b730b73551,579,both,high,0.99944586,-0.0223034748806455
aaf7484c822f4cafa364d4eb270cce8e,666,both,high,0.99943596,-0.0580849804571967
51b410a95cc24eeaae22785f2236245f,58,both,high,0.9994049,-0.0603415994287809
6f55725e2e4a4f63a744483042f4c0fa,666,both,high,0.9992964,-0.072608684279528
ed16f4fe65e74c49af1499a445799abf,58,both,high,0.99923503,-0.0666429156734637
e0a2cb41cd95427ca6690a676dde71ad,579,both,high,0.99922657,-0.0760073615947569
27e2ac3740634afd96a4dc509eebd1d0,306,both,high,0.99909484,-0.0764088645067362
4d990cb9ed3248eea9edbe9141dd7b5e,579,both,high,0.9990846,-0.0779298578776623
b82c7eff2b744818a160e5b9e12385b1,666,both,high,0.99904364,-0.0103580767031224
3e031670d40641c08be629861ac4d4c2,58,both,high,0.9985733,-0.0792945450173203
df6bb6f6d1d047cabd74c85c4f944946,615,both,high,0.9983329,-0.0818432776459173
520da8080427467886a198475c8ef3de,306,both,high,0.9981536,-0.0190838945653745
faad6c5c025e4e06abe96f00608a7216,376,both,high,0.8967768,-0.2101564210937638
c31576ead6674582b212fbe91f9c1d49,353,both,high,0.8515761,-0.2069512162818265
3a6e51bfeeb54a69882590fca6f749c5,89,both,high,0.79406744,-0.2135045013119929
7f2a882456b34c0faf2edecccff85dcd,353,xgboost,medium-high,0.9999821,0.0176894621086443
f6ef43e4a84b4dd4bd7f8874cf76d0ae,666,xgboost,medium-high,0.99997497,0.1006186257844627
7d507668ea1a493f85ac399c45afea2a,353,xgboost,medium-high,0.9999577,0.0417236814027534
ed90346f8ef54889ae4f4eef43fd4ad3,306,xgboost,medium-high,0.999954,0.08043331130454
56252140da7b4c5baaa67696bde22484,306,xgboost,medium-high,0.99994755,0.0748427454656043
ce1b9f0da9a84ff7b66188774b8732eb,306,xgboost,medium-high,0.99994135,0.1044405998090144
1f85c30bdb2548b59f681126e626b18c,376,xgboost,medium-high,0.9999393,0.0418854632330228
b23947621b0d4f0b981c4c794bc96b6f,353,xgboost,medium-high,0.99992406,0.0439823635470447
8d63a1cbad9146c0b5eb2380ce7f7132,376,xgboost,medium-high,0.9999231,0.0132157604336746
d2ae40423c344c539f22a3e98b3a7a35,499,xgboost,medium-high,0.999923,0.0374851230101351
590eb2e5e17e428d8263116512533ad4,615,xgboost,medium-high,0.9999206,0.0697496327937152
b8b0c5980df3442fb8e8f916a852cb66,58,xgboost,medium-high,0.9999131,0.0560027870723067
9b4ac7190d1f4e25a9ba890ac9ea81d8,499,xgboost,medium-high,0.99990606,0.0962904017234504
dbe69906fd384d798dfab86f91e8e6af,306,xgboost,medium-high,0.99990594,0.0512147733351942
f1e3c9e52a9d492d99f6ae06f7f271d7,306,xgboost,medium-high,0.99990535,0.0600692393801416
ecf504df3fe443e7aa05c1a5829727a9,666,xgboost,medium-high,0.9999033,0.0023155799228139
086cc2ccc6a444579b695408ea473714,376,xgboost,medium-high,0.99990094,0.0422936982408285
a603a28e0758408faad0a7778bba16de,499,xgboost,medium-high,0.9999007,0.0335853080229323
a961f613ba614e8db7f5d98bbc64136a,666,xgboost,medium-high,0.9998859,0.1271184868400396
0dd55d0544fd4340a8371dde82641cd0,666,xgboost,medium-high,0.9998839,0.0266741557786581
7a6244353d0d42b397de43163955511a,579,xgboost,medium-high,0.9998814,0.0460190435821171
521d14bf1b6d4763859cd5f955383486,499,xgboost,medium-high,0.9998661,0.0063317363892733
acfa47db09584f23bdbf1df7a04fdd2c,306,xgboost,medium-high,0.9998658,0.0398634076104419
b7e0526f307c499da59de7aa67cb5aeb,306,xgboost,medium-high,0.99986255,0.0309907842507244
0af4df558f3f45388ccbc88d8a1456c3,499,xgboost,medium-high,0.9998617,0.0949233849674162
db4fe14c058846158f20ff1042bed173,666,xgboost,medium-high,0.9998597,0.0782556540127771
8f52a72fcacb44adb0ba94fcc3c0cd0c,89,xgboost,medium-high,0.9998485,0.0495362004395702
7bdd8ac962a24689a019213418c9dc54,58,xgboost,medium-high,0.9998462,0.0478040058289935
85fc49be97a14d1999fa781c4baa7670,499,xgboost,medium-high,0.9998425,0.075788790410865
8b7ab1034c30499a8b5a4f92252b1973,666,xgboost,medium-high,0.9998405,0.0186628812245347
c3733fb6bfcb49f99b91cf6ee095a109,499,xgboost,medium-high,0.9998393,0.0753948767709872
c69a235c33784982848169f5e87bb74e,89,xgboost,medium-high,0.9998204,0.0131481722499687
d3b1119ce6c74ec9928fe7c8d8e869ab,499,xgboost,medium-high,0.9998155,0.0461961792642569
dbd6a84d180f4fe6ac21cbebba6cc135,666,xgboost,medium-high,0.9998084,0.0736167934592476
91484ffe1e324336b6646b0942aa6dbe,666,xgboost,medium-high,0.99980575,0.1320678142015032
2662122bae4747baa25bdb9bbb225aef,58,xgboost,medium-high,0.9997769,0.0094473414004861
586c7b06d9194058bc55aea77cb05013,499,xgboost,medium-high,0.99975795,0.0740747295301911
af796522f0db4c3fa8faf80057e7a1bc,666,xgboost,medium-high,0.9997204,0.0505316120402546
d405402db7ab43c19bd533f3f6a3c02c,499,xgboost,medium-high,0.9997156,0.1162211227347671
48e0694b31494f0c8a96848bc6e39c2e,579,xgboost,medium-high,0.99971086,0.037541903409719
e4f92957f9164fd0b4f7d1131325badc,499,xgboost,medium-high,0.9996797,0.0658580158216805
81a65e03d4934a60a20bd3c5bb947078,499,xgboost,medium-high,0.9995888,0.003354218157219
2d142693a6734b189b6a2f1053a9b561,666,xgboost,medium-high,0.9995222,0.0707774323786974
5b8c4400c24a412bae9160ec594d003a,306,xgboost,medium-high,0.9995029,0.0545373230610435
cb436e9e91774ba0af420fe54f9f0615,306,xgboost,medium-high,0.9995011,0.1067534950100767
032075eb9e8049d1ae3de9deef755310,306,xgboost,medium-high,0.99939215,0.0734009455521054
17f627cae0244412b81df380cc87ada4,615,xgboost,medium-high,0.9992736,0.0438912047770866
8ba2091c15304c1bbd8137dd033a83f9,666,xgboost,medium-high,0.99916506,0.0525963297206981
75aca820c9bb414f9599da60a5789503,499,xgboost,medium-high,0.9991466,0.1045972530643213
9edeceeb315a414d9c3c6fb4d9b3e5e5,615,xgboost,medium-high,0.9987544,0.0896821248750972
fd83114e016a4184a450e2ed950a8f6f,58,xgboost,medium-high,0.9985097,0.0142018612622686
1f39a5a90cff4a18ab8733dc78a7ffab,376,xgboost,medium-high,0.9975859,0.1006745895856864
6f823edfd3104c67b8ea2a49d0201db9,606,xgboost,medium-high,0.99723923,0.0601463410577106
7af647ffe61c43aea8f26542501272a5,353,xgboost,medium-high,0.9963916,0.1025324164050628
c7862b14f2924b6499a9dbae413103d6,606,xgboost,medium-high,0.995288,0.0574738042312834
d87d303905b7490ca2c1311eaae23d39,606,xgboost,medium-high,0.9935236,0.053843344106729
ad3cbc942ca64ed2a26f3cbc09b3d698,606,xgboost,medium-high,0.9892342,0.0623285541721765
eacf4ea8c0a846c8a44d3674d8a0bdd9,418,xgboost,medium-high,0.9831571,0.1127984948414232
613bcca0ed9b44e4aa39127a1036965f,606,xgboost,medium-high,0.98163646,0.0552301169775808
8b67f188c9334f9e93854b0ed5d76d94,666,xgboost,medium-high,0.97846276,0.1580671592794883
17c233ce5ec64f30a5a3f07628f300e3,606,xgboost,medium-high,0.9666817,0.0491321016295186
ff9e83b0b56a4d53953b00b0958154ae,58,xgboost,medium-high,0.94793314,0.06617156479589
82db0b79ca644dee823f8fb5b99d0898,58,xgboost,medium-high,0.9183346,0.1195627032030863
d7346d6d697e4ea39bff9c7ae73f8bbb,413,xgboost,medium-high,0.88802683,0.1062747355502718
f5ca4711eb7042bb97a08392ad399a34,794,xgboost,medium-high,0.8844817,0.0634104657295017
63947407bff64fe791295c09015acd49,543,xgboost,medium-high,0.88424045,0.1664550176049061
55fcc4bc98e6469ab8309f3dc8e7d4b5,509,xgboost,medium-high,0.8718326,0.1256528978457877
b0972ab5f6ca42b181aecf3a63677138,579,xgboost,medium-high,0.8625678,0.0474102708016349
93b8a94dba2a48db86903ec88795cc9e,368,xgboost,medium-high,0.84884983,0.1389058107198675
fbed09334279441fbe4ce850e15797fb,413,xgboost,medium-high,0.84071684,0.1463261382657574
005b7d6470264d709f20d954f75ecc50,684,xgboost,medium-high,0.8400011,0.1283742246659684
4d76410a89424922bd23635a5112c6dc,794,xgboost,medium-high,0.83831525,0.0569185103760564
149eaf98af364c42a863732ecd99f0c4,717,xgboost,medium-high,0.80667275,0.0501272956092893
9435ebad9bbc4512a11a4c6ee6254331,353,xgboost,medium-high,0.7939406,0.1000791288639125
3342665ec93b422dad97782e9d661640,667,xgboost,medium-high,0.7567225,0.1458457458750063
23b87bfac09f45738de46e2a6fe7bb57,65,xgboost,medium-high,0.7490223,0.1189372895438424
3419ddd885d64453b1927df00e9429c7,150,xgboost,medium-high,0.7418266,0.091568906677409
ed0dcf7dd957463cab22f1c20072247c,353,xgboost,medium-high,0.7344627,0.0799092656019938
f3880d248a284e46934dd3cb085117bd,794,xgboost,medium-high,0.7337991,0.068516088287806
fec321e887f14833b581d7e693b7f6cb,413,xgboost,medium-high,0.7121028,0.1479417863414748
efdbad6fa9d2471ebed1c599d93775d9,89,xgboost,medium-high,0.70218414,0.1013031159703082
a02a6b97959f4d00a54d430a65869264,499,xgboost,medium-high,0.67533374,0.168982286873752
95490b5b41684508a6859691f04507eb,399,xgboost,medium-high,0.64874965,0.1394288388016934
6c10869a46d3434b978830076c61b2e4,624,xgboost,medium-high,0.64640105,0.1213326728437053
55e51f617e594df388a89f1b39e916d1,510,xgboost,medium-high,0.64404,0.1090565352285795
b57af5bbe28544c88a87739291a10073,794,xgboost,medium-high,0.6355829,0.0687561066844129
bf6588b49b76420aa12a5436f5fd3075,376,xgboost,medium-high,0.63066274,0.0593446134443372
eb518d8140674778a94456838511baf9,794,xgboost,medium-high,0.60671306,0.0738671179778859
6417f68ee90a4673aa13e8897457de4e,376,xgboost,medium-high,0.6026343,0.0824413112842861
d3a4cee0d44c474583cb418d4a0b346c,509,xgboost,medium-high,0.5979544,0.1404300556419647
7b14c0e66be849569ba3d44b0323e740,306,xgboost,medium-high,0.58506906,0.1230652678178475
546dfa5d045241a5b7016ff5f8d86361,739,xgboost,medium-high,0.569854,0.1237861153108162
37411ed93afa47bda498da448677e020,295,xgboost,medium-high,0.55351406,0.1498671012165855
f0d0c33bcb6d4f6f928be20a5cab7474,399,xgboost,medium-high,0.54870856,0.1736187355362572
a9a06987a4f84e5ca56cd76d71cc4227,376,xgboost,medium-high,0.510288,0.0744195985293262
b30b47d2c83544e4877896d806e55c4b,89,isolation_forest,worth reviewing,0.24741974,-0.1495158328607627
b09c331916274d12bf82509702aaacc3,540,isolation_forest,worth reviewing,0.2333403,-0.0443913385973167
9dedf27cdb4f4e48899ee53752c5c37e,432,isolation_forest,worth reviewing,0.067156345,-0.1325209329080959
1dc4a82a7c5c4b8ba3a448abce0f26c4,554,isolation_forest,worth reviewing,0.045444924,-0.0242976574773683
91fdae8c007241f5b0ea8be154e8c15c,515,isolation_forest,worth reviewing,0.011086204,-0.0066055123851791
add893ea4d3442f88205584d4fc99be1,58,isolation_forest,worth reviewing,0.0050016795,-0.1126849082368823
cd237bfc029f466ea8a77d57ef048c34,432,isolation_forest,worth reviewing,0.0025863072,-0.110171101492311
d0bb003f43334b44a7e46a14bf6f19a5,25,isolation_forest,worth reviewing,0.0023315705,-0.0500342718054913
bb55696bf7ba4d4b9aae43c221df87a0,353,isolation_forest,worth reviewing,0.0021860164,-0.0286491716004798
c596a151009b4b39842556c9cfe6dabb,432,isolation_forest,worth reviewing,0.002167494,-0.1330423757350731
4e0eccc081024becb1db8f8e3e9d10e3,624,isolation_forest,worth reviewing,0.0021480026,-0.0111044166330821
f2118476a8e143bc94a4f4a973d55522,89,isolation_forest,worth reviewing,0.0020934269,-0.0102412855713014
af39c9fc73384f04a6d2a01836890519,432,isolation_forest,worth reviewing,0.0016065127,-0.208527776005255
077b53df4adc4ab8b0818eb2e9d251b1,30,isolation_forest,worth reviewing,0.0009666452,-0.0237051869777161
35b4e8b1ff8b4d1fb90598d294b9b9d9,353,isolation_forest,worth reviewing,0.0009134136,-4.8733821821356216e-05
712e0d4f486246259da2e9f4a6d3ca30,203,isolation_forest,worth reviewing,0.000803853,-7.784069368521607e-05
2ac4a20b7c804471bcb4ff57189128f3,615,isolation_forest,worth reviewing,0.0007329988,-0.0154226312714885
741c23bf2ec048d3a007de08ed8a9936,25,isolation_forest,worth reviewing,0.0006965986,-0.1035958076786351
5c39f177c6da4925a9a3766857bbb5f8,602,isolation_forest,worth reviewing,0.0005986782,-0.028632667953097
c4c71ed52c224becb8e8037df38ab0f9,733,isolation_forest,worth reviewing,0.00054996175,-0.0312696834238397
910b93044d6b4b61b70376117e6c40e4,308,isolation_forest,worth reviewing,0.00051889644,-0.0089264358456996
f70295bd8b544adcba38b3f3098756bb,432,isolation_forest,worth reviewing,0.00050682167,-0.0479149602039473
e8f18babfea74d6cba7efe322015e40e,238,isolation_forest,worth reviewing,0.00035908117,-0.0906354944144115
67a4bcc0d2084897bc298974bcb53853,733,isolation_forest,worth reviewing,0.00034149308,-0.1805388058698973
6b3293b48a0a4bec8edaa9750fc5e608,89,isolation_forest,worth reviewing,0.00032522212,-0.1629519581238705
6bf99f13946a4cb6bf7de8a2719ecf71,30,isolation_forest,worth reviewing,0.00027390022,-0.0507583835204095
5bf23201779a4d139c4323080c1e9e1d,223,isolation_forest,worth reviewing,0.000271211,-0.0163243608107338
f1db4448f8194c70948afef91e9d5ff2,429,isolation_forest,worth reviewing,0.00026121945,-0.0440681366728977
464dbfea81db4c6db39880037a3db85b,353,isolation_forest,worth reviewing,0.00025622937,-0.0992560836163821
b73e1acbf37042a1ba612f161be598c4,30,isolation_forest,worth reviewing,0.00023994913,-0.178543244692873
d050ac97bcd344a1bf07ba19612d3bfe,58,isolation_forest,worth reviewing,0.00023584512,-0.0382191409058743
683a5b42cc1044ed834cb281ee562885,238,isolation_forest,worth reviewing,0.0002317812,-0.0348442510708277
1d2d1f7969f14f1b8766b1c84fc33887,429,isolation_forest,worth reviewing,0.00017622448,-0.0852866132758783
f91c0237ad4f4bf98cb635d8c5be8e95,27,isolation_forest,worth reviewing,0.0001731567,-0.0769060716503771
81c31d0263d94b7ea62d2732318ec773,25,isolation_forest,worth reviewing,0.0001660361,-0.1092106213879706
0919dfdd8295408ca65e687638363ec0,25,isolation_forest,worth reviewing,0.00015892115,-0.181567392044243
c584087a80a246f7bdc8b3d83383d130,13,isolation_forest,worth reviewing,0.00015516454,-0.0287933509692387
2f7b3e5bb2a34b5589435b0bdd696d17,203,isolation_forest,worth reviewing,0.00012704836,-0.0830558115683762
4c290293b427486f9369ba398ada80b5,223,isolation_forest,worth reviewing,0.00012610284,-0.0328222759230473
09c4f1cdaf2144e2816b10b201fae196,30,isolation_forest,worth reviewing,0.00012516911,-0.1368576693976293
13f1a0976448477685d59d4492c977df,429,isolation_forest,worth reviewing,0.00012343717,-0.1377943458913347
d80870756065458ba515188415a07756,30,isolation_forest,worth reviewing,0.00012282522,-0.0182637096752552
5cdc936cbf104db98b1d4470e47058ef,733,isolation_forest,worth reviewing,0.000119269556,-0.0580970031847043
9dacd2ed19ba40e2a704f34f9bb74e47,27,isolation_forest,worth reviewing,0.00010542103,-0.117128878146491
c27d5f5abf894c4c98752a98d2a1b237,30,isolation_forest,worth reviewing,9.8149554e-05,-0.0423637702359153
94a42c72cd7844dbaa361128dad16bab,238,isolation_forest,worth reviewing,9.1425536e-05,-0.0437748888808147
8bc217269c864739b9fab487bb7dc697,432,isolation_forest,worth reviewing,8.300796e-05,-0.1405461387274565
0a69688e1b3142d185100b87ceff18df,241,isolation_forest,worth reviewing,8.261958e-05,-0.0073144799327387
3bd433e7354143bab410d9f34cb2cd68,423,isolation_forest,worth reviewing,7.930552e-05,-0.0293190064847013
10e5a10885f24f89b2e80652891b5998,223,isolation_forest,worth reviewing,7.9112164e-05,-0.1793292207320096
94ce6ebe158148b082e1a8233eeab12f,27,isolation_forest,worth reviewing,7.608615e-05,-0.0052845471367523
98b13685cef04afa9c082ff6a8b0d4d6,30,isolation_forest,worth reviewing,6.9367474e-05,-0.0678310540069716
6b500a3995e541e7a4f5c53286049ec7,58,isolation_forest,worth reviewing,6.6313056e-05,-0.0024829362170439
5779272b18c34b06adcdeea1db02cf7d,30,isolation_forest,worth reviewing,6.0835842e-05,-0.0883413432472117
