txid,sender_wallet,anomaly,anomaly_score
75ff35ab263a4cec99f0a10cdb13193d,102cee088b569440eb7db2cc15cb69d,1,0.22731161658446647
7f3f0e1061404ff6bd6199df78983e19,102cee088b569440eb7db2cc15cb69d,1,0.2390792553783434
24200e397d144313a06c960b8cf723c3,102cee088b569440eb7db2cc15cb69d,1,0.04911860876555829
b2a2d50c562e470e993877ca6846e972,102cee088b569440eb7db2cc15cb69d,1,0.19427736543369384
f5b7bb0e59e64a98ba4c4f41b3bbccf1,102cee088b569440eb7db2cc15cb69d,1,0.2254944258964126
c838d7e768d64d9ca97a10dab2bfb343,102cee088b569440eb7db2cc15cb69d,1,0.24174193445423575
b2fdc9ecf6d24cba8a3a2cda26d946ea,102cee088b569440eb7db2cc15cb69d,1,0.20601875476921694
24acc1c8156d4cb093cdcff2e1320a6d,102cee088b569440eb7db2cc15cb69d,1,0.22466071250435765
f0f8882de39e4785850b061f43201e5f,102cee088b569440eb7db2cc15cb69d,1,0.04650230317321191
7a4146029fc049e2b324ef213cfffc76,102cee088b569440eb7db2cc15cb69d,1,0.23217027740875906
136f8cc472754590af7bbeb6d929ec70,10428ffd470584d3c9a819c281f8827,1,0.23857099902271395
440db2e012724590a361cd53120e3e59,10428ffd470584d3c9a819c281f8827,1,0.1685726593483613
3838094baea644b4bde519f0cc7925c6,10428ffd470584d3c9a819c281f8827,1,0.23767109479303206
165222bd96584dacb1c3960d1508b559,10428ffd470584d3c9a819c281f8827,1,0.04750750913748236
1cae69de2bbc48e78be1cbb01b705ef1,10428ffd470584d3c9a819c281f8827,1,0.19076524760172664
9019c4184acd421dbe929fd356df0b61,10428ffd470584d3c9a819c281f8827,1,0.08526372261257609
32a6ae125b1c42538716ad65e87b50bc,10428ffd470584d3c9a819c281f8827,1,0.07113439226460883
53fba456fdc14e43b8b5e441413a5051,10428ffd470584d3c9a819c281f8827,1,0.20238007602500352
928ccc5cd82d413595cb9032dc330f9f,10428ffd470584d3c9a819c281f8827,1,0.22176216163394297
4a27302a6b894751887229785e9243c0,10428ffd470584d3c9a819c281f8827,1,0.21136651929360123
11d6b67ed4ab4fe5a82e85d552dd8bb7,10428ffd470584d3c9a819c281f8827,1,0.11233841016388407
183e2a4b3b6941cd814da787b5008065,10428ffd470584d3c9a819c281f8827,1,0.2061089161522981
1b755255bec048529047d83e973fe297,10428ffd470584d3c9a819c281f8827,1,0.2067384746913874
cdc09ad4add64c139c0565bc9e0c1786,10428ffd470584d3c9a819c281f8827,1,0.16956002674212695
8d91eb8e6e154bc29cd1b67c90c73f11,10428ffd470584d3c9a819c281f8827,1,0.2023666877009475
697396e8a8a944f7b33a7bcf69417574,104c78f8bc712473cb086f484275076,1,0.23718739988888693
55d9fc89da264f509421105a36268492,104c78f8bc712473cb086f484275076,1,0.19540912852360104
68c2f5003e4e4287b268918bf6703d31,104c78f8bc712473cb086f484275076,1,0.22523226200861424
35958fb704d347228539bea8e00b5e7a,104c78f8bc712473cb086f484275076,1,0.050717234638851916
592fae351082435ca93d95c282f04fc9,104c78f8bc712473cb086f484275076,1,0.22764355542767478
922fa6220fd6499aa192d41f5ed9ba7a,104c78f8bc712473cb086f484275076,1,0.23675991618180375
bc84c5ddff884cb29924f7c9e43af7c1,104c78f8bc712473cb086f484275076,1,0.24445453493427843
9bd87922888f45359083a8f4dac6e4ae,104c78f8bc712473cb086f484275076,1,0.23624718669450584
78c847d2843b46b49a16a097508cac8f,104c78f8bc712473cb086f484275076,1,0.19301072161534283
d5795359d1ad4d1b8c302ee514db0a93,104c78f8bc712473cb086f484275076,1,0.1881430053990762
a26d9d5f7b4c47bb82f90976e83f9861,104c78f8bc712473cb086f484275076,1,0.2374663180506511
07e30f9c97964da1ae4e3e58efde8ff4,104c78f8bc712473cb086f484275076,1,0.24443461453884158
edf02e85d0964db8872c882cd0542eb4,104c78f8bc712473cb086f484275076,1,0.24276976851612747
92112fc2f76540c8a1d0b79a246c070f,104c78f8bc712473cb086f484275076,1,0.2406379911636567
de83678fa8b041d8af35792644d3289c,104c78f8bc712473cb086f484275076,1,0.23401434127452742
f311868319284b9b8a2b486a350c8433,104c78f8bc712473cb086f484275076,1,0.1904187384497265
91af954144f24ff683fa55192721aeb9,104c78f8bc712473cb086f484275076,1,0.23249683434937674
0070fb27d8bc48239f93c85d49de2804,104c78f8bc712473cb086f484275076,1,0.23431570147960934
57dbd9f827904f13b9db1fd4413966ac,104c78f8bc712473cb086f484275076,1,0.2360813007761577
a9a6a5963a0d4ad892a5c1651effa607,106893d45ad6e4f31b5bcced2fbcdb0,1,0.24144598871420347
e3b1a051949e4064a27a4035cc82584e,106893d45ad6e4f31b5bcced2fbcdb0,1,0.23771021186607688
d0e2dfd3a63144da89717742a51b1d7e,106893d45ad6e4f31b5bcced2fbcdb0,1,0.24201633848688475
fc2dfc7448f742e4934ba51242804b16,106893d45ad6e4f31b5bcced2fbcdb0,1,0.24106475323393567
379aee0d3e5c4eab9d7f871cb0aa46c7,106893d45ad6e4f31b5bcced2fbcdb0,1,0.19006960504470383
05369ef11a2f4d8e92504119da1475f4,106893d45ad6e4f31b5bcced2fbcdb0,1,0.1187559977842158
ac8c454320aa4deaadab1dfda7d87444,106893d45ad6e4f31b5bcced2fbcdb0,1,0.21672713974025293
8afbc97fd4a34544ac9f705eacbbc43d,106893d45ad6e4f31b5bcced2fbcdb0,1,0.22144801934606684
2f121fbff67c4719b4142249402df6b0,106893d45ad6e4f31b5bcced2fbcdb0,1,0.19474969821206095
e11a84b099644b5c9ff37c06a5437cca,106893d45ad6e4f31b5bcced2fbcdb0,1,0.23651197477628005
767b98e3854b4f4693ed0faec734147b,106893d45ad6e4f31b5bcced2fbcdb0,1,0.2265264677988657
8bccae60bbfa4b8297e5d050955feb2d,106893d45ad6e4f31b5bcced2fbcdb0,1,0.2395201988022676
a86136d8f4314305abd352a025cfa829,106893d45ad6e4f31b5bcced2fbcdb0,1,0.18435054119361916
af4cc296c0d94822b34845d6bd52dfef,106893d45ad6e4f31b5bcced2fbcdb0,1,0.204582564741907
c498e6be659b40099dda1dd007e5c492,106893d45ad6e4f31b5bcced2fbcdb0,1,0.09480816076856935
1e10ed2f03994975ad872c33f7dd4245,106893d45ad6e4f31b5bcced2fbcdb0,1,0.032050593466927624
555eb2c05b6042c6a170f3548466fbd6,106893d45ad6e4f31b5bcced2fbcdb0,1,0.11675539191411899
99e2f0e241e745ba815a02ab9804780e,106893d45ad6e4f31b5bcced2fbcdb0,1,0.11678644885077638
5160b4d14e98441fb7489d8d8404f310,106893d45ad6e4f31b5bcced2fbcdb0,1,0.20083947534931557
8de1e90f38674c8fbf30769c2dd15620,106893d45ad6e4f31b5bcced2fbcdb0,1,0.2356530751883647
0e3024d7e71c4f158e42497f963b966e,107f67e876a7e4649812dd618a3dea1,1,0.04838390154409988
3ff8b928e7f244b5bb2969c7e1eb697d,107f67e876a7e4649812dd618a3dea1,1,0.18983598935030221
26e2777e84dc45969ebc318094ae73e4,107f67e876a7e4649812dd618a3dea1,1,0.057145934650506325
f806b7a5c95e4fe5b1b070ca835b4a57,107f67e876a7e4649812dd618a3dea1,1,0.20787831709939386
3b6ddd9b59cf45a6b63ec2c523477779,107f67e876a7e4649812dd618a3dea1,1,0.24014657163108322
98b62904fdb54fe98221883a633fa6a1,107f67e876a7e4649812dd618a3dea1,1,0.202816312956153
5a026bc158ee4c5191ee3214df56f404,107f67e876a7e4649812dd618a3dea1,1,0.23607789954029912
badd4c657c2a48268d89b6dd79d647fd,107f67e876a7e4649812dd618a3dea1,1,0.22719106089174695
886c18a1cf2f42debe60e41b86c9adb3,107f67e876a7e4649812dd618a3dea1,1,0.23712535289873993
d743e96e845b4d5db206738f1ef62101,107f67e876a7e4649812dd618a3dea1,1,0.228104079101829
cf0b9f6e0380406d87726f15a4ed225c,107f67e876a7e4649812dd618a3dea1,1,0.21062083749819127
828ee2aa68dc4e358c982ce7f35fc75b,107f67e876a7e4649812dd618a3dea1,1,0.23650129942918968
3f98c305e5f241a6b69815d0ac831dfa,107f67e876a7e4649812dd618a3dea1,1,0.21577273596171176
9b304cdcdbed439c8018fe305adc1f14,107f67e876a7e4649812dd618a3dea1,1,0.2351040343026733
c9791e0ec5ae4ee0a60c248c51f01434,107f67e876a7e4649812dd618a3dea1,1,0.22052906469572747
4e8c2d4cf8014fa79cfcf8d0f9037b18,107f67e876a7e4649812dd618a3dea1,1,0.22506284207439625
309588f38f974bb3b90dc746964e42f1,107f67e876a7e4649812dd618a3dea1,1,0.21450612111706507
60093272ad6f4d768d06be7ff67519b5,108f2fe94e0654379a26257d27fe724,1,0.23239630471546685
a21df9eb12bf4f0d8446de5517fd9688,108f2fe94e0654379a26257d27fe724,1,0.03036247261447289
a61a6fc110934671bd4ce70712e07fdd,108f2fe94e0654379a26257d27fe724,1,0.23588687868304065
99c4563a9d794fa89262eff6a5d60a2d,108f2fe94e0654379a26257d27fe724,1,0.20777036617872535
0fe835c78a264faf8d64fe0916c5aaa6,108f2fe94e0654379a26257d27fe724,1,0.20709415181813207
afbf098bc6a84fc78668054797ab626b,108f2fe94e0654379a26257d27fe724,1,0.15201431337092602
04a316a098584bb4aeda81444d38a490,108f2fe94e0654379a26257d27fe724,1,0.23788064052889762
d9d419f3087341acae235afcf6439fb8,108f2fe94e0654379a26257d27fe724,1,0.21230994835110195
4308fbb6caf440f1899c44941d59da53,108f2fe94e0654379a26257d27fe724,1,0.1941381698908402
e5e6da485a1040fe847ba184f2b0cc30,108f2fe94e0654379a26257d27fe724,1,0.24497780337392677
ad17fb49f9604ac88bff3df404dfe292,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.24092806568013336
544b8f894ed64688b8c246989ff6a2b2,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.12046279455278652
c4c6e30e3fb64aac96ae0b69de0fda1e,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.22047621944513923
90f27d677ae94642b0e5825ba02c1300,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.19805449283613563
5e419d5b44e04abbad209286cff205fe,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.22664542719709835
f5a55b201a9f4edba78e55b5875b8631,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.21222717982467593
583fab1be5024d54acc2479539a997f0,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.19896300735883793
97c2e1c7fb854721b8e9df1351cb79f8,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.24181244427965465
4ab76d09af9546459167f47df4d49af5,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.23532405075714635
01c8ca34df064fbfa2e6eb43b44f1d38,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.2331935865120967
63a15fa7f6d146f5ad8b895e1b89b52a,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.1457386229194524
357481473bd44040b6d087bbf58909ba,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.2382439807566687
fc8aecbbecdf46b2a9c8ab0cfeaee878,10a0d1e4ae0c5411a950a3b8f26d1b2,1,0.1884599605072041
e70c4e60a6ea47258bc5313ef27d3a34,10acf627c643a4f51b485ed6bd60869,1,0.2178176845165808
85fbb9193e5c468f8c9b887bdc963c76,10acf627c643a4f51b485ed6bd60869,1,0.209614958552506
52bb193877f7401091fa3c2401239ebe,10acf627c643a4f51b485ed6bd60869,1,0.0029566924819034446
67139c1e6bdb4aa6a937f9eca47421d5,10acf627c643a4f51b485ed6bd60869,1,0.1700034929695574
a788683c3d1949239cfa5dc6ea7f8895,10acf627c643a4f51b485ed6bd60869,1,0.22256613963533406
01b3606466024cc989295940e2162264,10acf627c643a4f51b485ed6bd60869,1,0.12249672666387634
c96ca4b58f664226a62714c5b649b178,10acf627c643a4f51b485ed6bd60869,1,0.1007763058671527
a838cffdbdf44a1c9b8ad0494018ba1b,10acf627c643a4f51b485ed6bd60869,1,0.22723994895350313
bee46d1f60394d868cc00ad4ff9b7478,10acf627c643a4f51b485ed6bd60869,1,0.14471895298667475
b13fd20d97644094b3978e55771da960,10acf627c643a4f51b485ed6bd60869,1,0.11604546072658539
68250490cb384b36ac214cb064cf9cbc,10acf627c643a4f51b485ed6bd60869,1,0.11703926029179118
d61112128ca54846b6464c51fb7c23f4,10b23954437b94f0f9ff2ec027b568c,1,0.2424386655951033
7568c9f8b45e41a8a1d9f0f5db3083ba,10b23954437b94f0f9ff2ec027b568c,1,0.21889274976538659
44b12b5594cb49dfadaa8f459f037d0d,10b23954437b94f0f9ff2ec027b568c,1,0.05830185994530035
75a062e84385497eaa5385c5852eb2c3,10b23954437b94f0f9ff2ec027b568c,1,0.19384110825211515
2981ef7fae484973a18501bf068983aa,10b23954437b94f0f9ff2ec027b568c,1,0.21953830148906617
6043ba8cc38048c3813970a46f08e120,10b23954437b94f0f9ff2ec027b568c,1,0.23443889867290707
310646a9ce4040cda8a0e3b5fbdb404a,10b23954437b94f0f9ff2ec027b568c,1,0.20725816449175322
ef5ae206658e42f39baf1f94e49c2cb0,10b23954437b94f0f9ff2ec027b568c,1,0.22061287020499304
7cc9dbf9c9ef4cdfb1f6c2c4a6b08240,10b23954437b94f0f9ff2ec027b568c,1,0.07991487800792285
b5c8e3ad7f864ee79bdc11b56d2ad2fa,10b23954437b94f0f9ff2ec027b568c,1,0.22574827445116658
06504de1b88d43939e853bf68acf4e1f,10b23954437b94f0f9ff2ec027b568c,1,0.23234302038795496
11a09e03c515455788d032e42052e82e,10b23954437b94f0f9ff2ec027b568c,1,0.023448394431539565
d6fd45bc13e74e9490282921e570c67f,10d2a06cefc044cfd9f1cba58f10c88,1,0.21929610674361077
6c1004bc06a64f7b9dc5373c65850123,10d2a06cefc044cfd9f1cba58f10c88,1,0.23834686391262389
8e95123d085c4b0f8de421dcff6c8587,10d2a06cefc044cfd9f1cba58f10c88,1,0.2034834380650768
90fbc59b6fe749549e90152d5bd76df7,10d2a06cefc044cfd9f1cba58f10c88,1,0.2392468062245704
58e1b4d9564a402a9ec20279057a2e24,10d2a06cefc044cfd9f1cba58f10c88,1,0.20762755192147675
f973cc78a31146e89c854e88889003b9,10d2a06cefc044cfd9f1cba58f10c88,1,0.19093881704720622
b807455214574fb6872a0712d3bb03e4,10d2a06cefc044cfd9f1cba58f10c88,1,0.19202061814226856
755ea774c3d04a4a8e2724b7dcc410ab,10d2a06cefc044cfd9f1cba58f10c88,1,0.1984778863849882
8030b3efc0c9410dbfb177fdb22ece49,10d2a06cefc044cfd9f1cba58f10c88,1,0.19669530492590126
77b508484fa74c6c86f6d06551a999bd,10d2a06cefc044cfd9f1cba58f10c88,1,0.2395846094671234
403875e2febc401f92ffb546890e3e8e,10d2a06cefc044cfd9f1cba58f10c88,1,0.19286347900457734
b5abaf874e9d44359d02cda2bcd755b5,10d2a06cefc044cfd9f1cba58f10c88,1,0.17096903619119808
3575e4d23ea94867a4ed9ab661e1ebcf,10d2a06cefc044cfd9f1cba58f10c88,1,0.22640975527309853
c5183c98593a452b8ef25bca9c03ace2,10ee3a8553b6f4d19a159060d001d3d,1,0.23711648531680962
ff677a66906a472890a07f738d5a8b79,10ee3a8553b6f4d19a159060d001d3d,1,0.13481282679932288
fc10202e89074285b6685825f2f747cd,10ee3a8553b6f4d19a159060d001d3d,1,0.21883690257633698
cfc172c25f764a94ae5f36e5b3a00dc2,10ee3a8553b6f4d19a159060d001d3d,1,0.2380472705470535
94a2d13e83df43ebbcac5742485ec028,10ee3a8553b6f4d19a159060d001d3d,1,0.21616530292561076
7b1c46d375d546d8b3234686aa93e3af,10ee3a8553b6f4d19a159060d001d3d,1,0.12205112276001834
2bcabc66cbc34777af2e65c0cd8722a8,10ee3a8553b6f4d19a159060d001d3d,1,0.21826996672714355
9409cf5748814920ad7ae371a113d3d1,10ee3a8553b6f4d19a159060d001d3d,1,0.212169263830163
7e56170683614e628addbb1163acc7ae,10ee3a8553b6f4d19a159060d001d3d,1,0.23157321539299042
7e6d404ecfb74016a37b70b498228e89,10ee3a8553b6f4d19a159060d001d3d,1,0.20868504566181695
929a8e3acad64aa28e7a1dd9444bb441,10ff362d52cfd4e2a90fe38058ce395,1,0.2373463519910659
e06cdbf8abdf4277a376ff894bb2aa12,10ff362d52cfd4e2a90fe38058ce395,1,0.20529503249011266
dea6d22effb547d684957b868485f2a2,10ff362d52cfd4e2a90fe38058ce395,1,0.21961732698973196
0009fd383f4a446f8188e8641f13824e,10ff362d52cfd4e2a90fe38058ce395,1,0.20186462035693908
921eac83cae54ec7846931d5a7cb3cbd,10ff362d52cfd4e2a90fe38058ce395,1,0.23993140173451272
697898b3d5594bcaa2aa2676f82a8407,10ff362d52cfd4e2a90fe38058ce395,1,0.16102150995342207
8b23cac6c605491b8cdcccba88ba88ba,10ff362d52cfd4e2a90fe38058ce395,1,0.09149509271716161
92422f10015a4e4d93b7537c44a73d08,10ff362d52cfd4e2a90fe38058ce395,1,0.2306587586492614
9cc8a5a107d54619941a84e1ddbcb3f8,10ff362d52cfd4e2a90fe38058ce395,1,0.19932628701161903
4b0c457ffbde4a8c8328ee99ac53b3e9,10ff362d52cfd4e2a90fe38058ce395,1,0.1625436680914495
18a543ce6cbe4bfd8a3d71126558080a,10ff362d52cfd4e2a90fe38058ce395,1,0.20158339464667224
b4410c65ebee447f87373d92350a865b,10ff362d52cfd4e2a90fe38058ce395,1,0.2399002414223561
efe929dc05e94e34909cb92c265133ee,10ff362d52cfd4e2a90fe38058ce395,1,0.13543879155251992
2bff542d4e51418d8d655f15ed669223,10ff362d52cfd4e2a90fe38058ce395,1,0.19450500600954757
7144f3f047bd4ffa892c38ccdeaa18fc,10ff362d52cfd4e2a90fe38058ce395,1,0.22347168266102507
54a555fb8f5147938c33d6c1a63c86ba,10ff362d52cfd4e2a90fe38058ce395,1,0.23962285808491002
caa6cc9b4ca842e3b61f6d52bd411017,10ff362d52cfd4e2a90fe38058ce395,1,0.2065455714727154
848716625c244140b2067799503efb11,110ade6817a9f40ee928e0bc697be49,1,0.2297374633160174
3f21d8df0fa0493d9e44f123bebc382c,110ade6817a9f40ee928e0bc697be49,1,0.23428797341062363
162dce701c9c41d0b0570665087cf46a,110ade6817a9f40ee928e0bc697be49,1,0.21577498650754956
802e6f2923224c7f87dff6ad39596824,110ade6817a9f40ee928e0bc697be49,1,0.08657784504782673
26ed400868624e3f9033c6e2b9399d19,110ade6817a9f40ee928e0bc697be49,1,0.025202493971389628
48cb9b93f6724f1e80e507d2e6cffacb,110ade6817a9f40ee928e0bc697be49,1,0.19807410156853456
042dab7ff77542ac9d75a7c643dd9b6d,110ade6817a9f40ee928e0bc697be49,1,0.23962425187382153
46bc0d3a495447dd85bd2ee2f2e49cc0,110ade6817a9f40ee928e0bc697be49,1,0.23784237345491194
58829d1c98854a799974f38b8bbab506,110ade6817a9f40ee928e0bc697be49,1,0.23355224108262063
da0dde7f728c49369e55417789a171de,110ade6817a9f40ee928e0bc697be49,1,0.2321973589818369
d5d660e8b55245f6b93febc4dbe332a1,110ade6817a9f40ee928e0bc697be49,1,0.2381623628193974
cbe9bc960f5d4f46af5643f5a55a903d,110ade6817a9f40ee928e0bc697be49,1,0.2444111577414389
fe3b8383deef4b96900c46de82f1d810,110ade6817a9f40ee928e0bc697be49,1,0.23419979846604183
e3300429de554ba9944801e529bae51c,110ade6817a9f40ee928e0bc697be49,1,0.22987224171143628
80ddaeb4f19b4adda2b753e4baed057e,110ade6817a9f40ee928e0bc697be49,1,0.2383635059422004
41f47ee09dbc47deb6f19919010bff14,110ade6817a9f40ee928e0bc697be49,1,0.23763292201594288
82ca933a38834436aad9e2c33fc3c525,110ade6817a9f40ee928e0bc697be49,1,0.23872946931208588
9ac7405c10a74cdb98ca8f22b8649379,110ade6817a9f40ee928e0bc697be49,1,0.2201376768054062
c3d37b96ba8743ad929323e795f4b10a,11175adc152f34dd0a619db052d8946,1,0.027077743136503907
e3438d72c57548d183bcd9c11f54eb39,11175adc152f34dd0a619db052d8946,1,0.19753190300097678
ae357e09c91b48f6840c3add4621c758,11175adc152f34dd0a619db052d8946,1,0.20648955397248597
d348c092808d4666ad0326ee21601be3,11175adc152f34dd0a619db052d8946,1,0.2377899852345891
8f9987ced10f4cd6a71e25d10e3cc733,11175adc152f34dd0a619db052d8946,1,0.2417367538881507
2643290acc5546acaae0b93c59033916,11175adc152f34dd0a619db052d8946,1,0.06558847510079902
4aa8e3194e684e77a08341b2d54d932e,11175adc152f34dd0a619db052d8946,1,0.23283238492728314
72fb10b1cde34099bd50548879409023,11175adc152f34dd0a619db052d8946,1,0.22212242197117854
674824afb983496cb20d528781809443,11175adc152f34dd0a619db052d8946,1,0.22642575854446295
c7523b5c6ff44a608d23e465166e20a9,11175adc152f34dd0a619db052d8946,1,0.21571458432633522
7bfe3a5f101d47a3a2bea111a019eb80,11175adc152f34dd0a619db052d8946,1,0.2283433533350907
05424be44dce40c5898a033e182a5717,11175adc152f34dd0a619db052d8946,1,0.204538769241851
904820c6cb2d4ff6b15746c27ba9f890,11175adc152f34dd0a619db052d8946,1,0.16834922265837887
1b1a44e160e64668ad2b1e5141eec7c6,11175adc152f34dd0a619db052d8946,1,0.23958620750826898
d89504557b554ec4a75bb3e01e9161e4,11175adc152f34dd0a619db052d8946,1,0.2294371777355662
a461a139a9454bd3b22e03dae38d0c05,11175adc152f34dd0a619db052d8946,1,0.18600346424358544
f4d74fb537df4bf9b27b6e088a57ac7d,11175adc152f34dd0a619db052d8946,1,0.23380331800464776
bd187300fefe4959917f5113de44a870,1156cf07e7d4e40fdab52cea5b85a26,1,0.18176692767015667
6ee099e94f064efbb353cbd2dcf64803,116d1dffebaa94955b8dafaf8f5e68e,1,0.2041251374721565
9ded04270aef422babd379fd2decce8f,116d1dffebaa94955b8dafaf8f5e68e,1,0.21088418588775398
178d56fdbc774c20b4ffda4eb3a31644,116d1dffebaa94955b8dafaf8f5e68e,1,0.23443294592805308
bc97717f505f4f5b9819964f12edc9ed,116d1dffebaa94955b8dafaf8f5e68e,1,0.21276581399011396
438951855e2746879ac6f20a97ec5a02,116d1dffebaa94955b8dafaf8f5e68e,1,0.22207317409317728
8aea90e4b2f1435ea8995fde256fe496,116d1dffebaa94955b8dafaf8f5e68e,1,0.23794189667614907
4ca5bd1ac5344fae8e388d571586c6d9,116d1dffebaa94955b8dafaf8f5e68e,1,0.20743626355618577
0cc8b5d746854482b2293a1471cd0cc2,116d1dffebaa94955b8dafaf8f5e68e,1,0.20405029673948472
166037b3166d4196afade5958901986c,116d1dffebaa94955b8dafaf8f5e68e,1,0.21469764330501778
05cfcd7e9f54408eb48760c8275541f2,116d1dffebaa94955b8dafaf8f5e68e,1,0.24393750592854546
a3b685975275451697ec89517eea075b,116d1dffebaa94955b8dafaf8f5e68e,1,0.2371960444547589
40813bb66c004c69a80fb3b158d48da1,116d1dffebaa94955b8dafaf8f5e68e,1,0.1968370569049362
4b3b22b67e69462eab72803c1ea0d4c6,116d1dffebaa94955b8dafaf8f5e68e,1,0.19266495786361992
e1ce5b4bb61e41bd91fb6bb83f5a6d07,116d1dffebaa94955b8dafaf8f5e68e,1,0.19782902675920666
cd2e4e5b28064d5cb491d47217543777,116d1dffebaa94955b8dafaf8f5e68e,1,0.24108496093990522
e01bb907928649fcb69efac61d08dc20,116d1dffebaa94955b8dafaf8f5e68e,1,0.19315385574958405
b8084c8c139e4d44b1c158373c9d179f,117dffc0bae014b44adf739bedd710a,1,0.12363832595217655
0e11fc64c61c496faca76ec9a28bbc8a,117dffc0bae014b44adf739bedd710a,1,0.22727077243699173
29071cd0d44e411f8469bdbe0a182947,117dffc0bae014b44adf739bedd710a,1,0.19982648147690835
c5971a7849de4844abb68c7839ffb9b1,117dffc0bae014b44adf739bedd710a,1,0.04225603993996674
e96f4e44af504acb9c6f2fd6deaa9406,117dffc0bae014b44adf739bedd710a,1,0.1812223392618506
52492c1049734a0382057f26060a3d3c,117dffc0bae014b44adf739bedd710a,1,0.1758290916506352
8241ce6e39fa4e6da735376173bf95ab,117dffc0bae014b44adf739bedd710a,1,0.15902014267803027
ee99a876709a4e07a504d3364d50ea48,117dffc0bae014b44adf739bedd710a,1,0.2296429134249542
de787bd05c9e4bf38bd399fea3d6c22c,117dffc0bae014b44adf739bedd710a,1,0.11796288960077056
4a20b0aa9d4e4758b6e4e7518fbd0c9d,117dffc0bae014b44adf739bedd710a,1,0.2168334215559654
7427f040d6374273876272f40e8ecc97,117dffc0bae014b44adf739bedd710a,1,0.24386125942167153
7c83639d67ad44b38f57a2584812c91c,117dffc0bae014b44adf739bedd710a,1,0.21786925178029531
4fac1caba679453e8543c18e83a3e86c,117dffc0bae014b44adf739bedd710a,1,0.23081568621211068
1abdc95757a14614b2568171bf8e06f4,117dffc0bae014b44adf739bedd710a,1,0.21644744899867574
