wallet,transaction_count,incoming_count,outgoing_count,total_incoming_btc,total_outgoing_btc,avg_transaction_amount,avg_time_gap_minutes,unique_counterparties,fan_in,fan_out,unique_ips,unique_asns,rapid_transfer_ratio,split_ratio,merge_ratio,max_amount_ratio,outgoing_small_amount_ratio,asn_change_ratio,max_transactions_in_5min,peeling_chain_consistency,tx_anomaly_count,tx_total_count,tx_anomaly_score_mean,tx_anomaly_score_min,tx_anomaly_score_max,tx_anomaly_ratio,profile_deviation_detected,peeling_chain_detected,actual_anomaly,if_anomaly_score,if_score_normalized,xgb_probability,risk_score,risk_level
bc1qd5365fe3395f4c9da13eea60090505,37,20,17,0.87813942,1.9410336800000003,0.0761938675675675,3442.653586193981,21,7,14,43,5,0.0277777777777777,0.4705882352941176,0.05,1.3769185965502784,0.0,0.7222222222222222,2,0.4375,0,17,0.1964901849289626,0.0566461726349452,0.2395441007756798,0.0,0,0,0,-0.13385752954871732,0.051009398685633874,0.015174526,0.02213135588518969,LOW
1fc277a4055cd4636a7b7b0eaf1a49f,26,11,15,0.4490598899999999,0.3202451,0.0295886534615384,4599.9877240333335,17,6,11,33,6,0.0,0.4,0.0,6.795137631789707,0.0666666666666666,0.56,1,0.5,0,15,0.2035860586876764,0.0952132034282572,0.2406288892036215,0.0,0,0,0,-0.1465993871773557,0.019625871848787425,0.020388959,0.015062793000556695,LOW
bc1qce0f8a3d51174660ac75736e947e32,33,18,15,0.5153942100000001,0.2455326599999999,0.02305839,4022.6833758963535,21,9,12,41,5,0.0,0.4666666666666667,0.1111111111111111,4.950860540646844,0.1333333333333333,0.6875,1,0.2142857142857142,0,15,0.19206229418597,0.0896176323244839,0.2413806193652399,0.0,0,0,0,-0.144025361058159,0.025965765147311613,0.0064639947,0.010698527013183572,LOW
1d0b46419a5384de6a8b83f7e6f5238,26,10,16,0.40991784,0.25498295,0.0255731073076923,5070.620520086666,21,7,14,32,4,0.0,0.625,0.1,4.653747244984698,0.1875,0.44,1,0.4666666666666667,0,16,0.1969407438830992,0.0852525993775175,0.2398033150602119,0.0,0,0,0,-0.1342842389765162,0.04995840226351386,0.02236595,0.02505219801437606,LOW
19f4ca72061714743baecd88a21f90b,31,16,15,0.2804991099999999,1.94577717,0.0718153638709677,4325.413038464444,18,4,14,36,3,0.0,0.3333333333333333,0.0,1.453089068340128,0.0666666666666666,0.6333333333333333,1,0.3571428571428571,0,15,0.1843197886192153,0.0714933769436264,0.236439409526425,0.0,0,0,0,-0.13639626744460603,0.04475642119919051,0.037350927,0.030234842002614705,LOW
12114adc3d5974a40907bd183bd2770,31,19,12,0.43257354,0.92593703,0.0438229216129032,3854.266540254445,15,7,8,39,6,0.0,0.4166666666666667,0.0,1.4942612289789472,0.0,0.8,1,0.4545454545454545,0,12,0.1913176274307626,0.0915468891222455,0.23875859882131,0.0,0,0,0,-0.14013813343309128,0.035540107919597004,0.0046682036,0.012762724040843061,LOW
31acaef4aa8664064819f1e2e89e297,59,14,45,0.35176047,5.387776149999999,0.0972802816949152,2154.40596543592,50,10,40,67,5,0.5,0.5333333333333333,0.1428571428571428,1.62814403791741,0.0666666666666666,0.3448275862068966,8,0.4090909090909091,11,45,0.0889299625470457,-0.0678391259946216,0.2388122697191961,0.2444444444444444,0,0,1,0.1681952915040339,0.7949733552713885,0.7675536,0.5838911180907397,MEDIUM
bc1q16905d5cb16f4cb68e2728e8a2c92d,30,16,14,0.64959665,0.7443409599999999,0.046464587,4258.700740708621,25,10,15,37,6,0.0344827586206896,0.5,0.1875,2.128450070148832,0.0,0.6206896551724138,2,0.4615384615384615,0,14,0.2143783886598978,0.0163434648799265,0.2444281321576734,0.0,0,0,0,-0.12068966315638041,0.08344219619069239,0.0103813745,0.029704277199607314,LOW
bc1qd3d061d8d16e444fab63ef85bd0bbf,38,19,19,0.49537363,1.11621564,0.0424102439473684,3516.6277396977475,30,12,18,47,6,0.0,0.5263157894736842,0.1578947368421052,1.4972050808065804,0.1052631578947368,0.7027027027027027,1,0.2777777777777778,0,19,0.2037582650699927,0.0976525750715421,0.24366326008342,0.0,0,0,0,-0.12186192359242332,0.08055488823869973,0.0037281802,0.025844147465062587,LOW
18ba1c6c3deec4e55a789c783310411,25,18,7,0.7629082199999999,0.27446994,0.0414951264,5108.128515145138,15,10,5,34,5,0.0,0.2857142857142857,0.1111111111111111,1.774344886756862,0.2857142857142857,0.7083333333333334,1,0.3333333333333333,0,7,0.1395239410027282,0.0282853643737345,0.2422487329927091,0.0,0,0,0,-0.08090279381550203,0.18143829048914928,0.002833051,0.055706360067220684,LOW
18bb7d4e8cf2e417389f550ccb420af,28,15,13,1.0774923900000002,0.0936861,0.0418278032142857,4760.070052798766,20,8,12,34,6,0.0,0.4615384615384615,0.1333333333333333,22.06661845871993,0.0,0.7037037037037037,1,0.5,0,13,0.1771966690078747,0.0794384294500694,0.235793937200274,0.0,0,0,0,-0.13492059182064953,0.0483910486527911,0.017808618,0.022531192613501283,LOW
16f7c1bab446b42fe97ce79d9ec8107,24,7,17,0.44873686,0.38946459,0.0349250604166666,5316.628395421739,15,2,13,27,2,0.0,0.5294117647058824,0.0,4.2748645995024495,0.0588235294117647,0.3043478260869565,1,0.4375,0,17,0.2117462489142596,0.0491185824325826,0.2448785529755608,0.0,0,0,0,-0.13195805756101137,0.055687847608813235,0.0063332478,0.01955631568081337,LOW
1d7ef495fbdcb468a8ad3ae131ae754,39,12,27,0.54666646,0.5671410800000001,0.0285591676923076,3174.7653756951754,31,7,24,45,5,0.0,0.5925925925925926,0.1666666666666666,5.257723782038293,0.1111111111111111,0.3947368421052631,1,0.5,0,27,0.2097907350649327,0.0345751475741837,0.2458815882005427,0.0,0,0,0,-0.0715074222094984,0.20457933518866292,0.19197063,0.14776058546775456,LOW
17b199c4ca46c43b0b36f0c7c35d654,22,12,10,0.3589778,1.4897025199999998,0.0840309236363636,5980.773498859524,9,3,6,25,2,0.0,0.3,0.0833333333333333,1.3581465231588834,0.1,0.1428571428571428,1,0.6666666666666666,0,10,0.1338937789450335,0.0079884314974523,0.2181278434821428,0.0,0,0,0,-0.08899675318730038,0.16150265798056954,0.023612686,0.059076505311086276,LOW
3ec31d5e603004ea69dbb553c8caed0,15,5,10,0.59162128,0.23755256,0.055278256,7963.851857470237,14,3,11,19,4,0.0,0.7,0.0,9.044321895338118,0.1,0.5,1,0.3333333333333333,0,10,0.1779128459348291,0.0345302464731286,0.2404685328866628,0.0,0,0,0,-0.10474275792382898,0.12271983865983885,0.02623977,0.04862384779479385,LOW
bc1qec86cd39688f44d38f3af3af54d7b3,24,8,16,0.18319055,0.4238303499999999,0.0252925375,5507.332423830435,18,5,13,30,5,0.0,0.375,0.0,3.252823868360901,0.0,0.4782608695652174,1,0.4666666666666667,0,16,0.2152169463688396,0.1688571513649867,0.2421331976399426,0.0,0,0,0,-0.12885421930881374,0.06333268197473323,0.010796014,0.023858011084337338,LOW
bc1q4cff80857fb746a99add9327ac9c50,26,13,13,1.31060231,0.41147844,0.066233875,5290.369310818666,19,5,14,30,3,0.0,0.6153846153846154,0.0769230769230769,6.6285860651297135,0.0,0.56,1,0.3333333333333333,0,13,0.1989001290757528,0.0825233481228242,0.2419128006910558,0.0,0,0,0,-0.1410542579128447,0.03328366949168578,0.005411261,0.012420168283232256,LOW
bc1q1db11c054d424eb1ab8a3f2e47da63,30,16,14,0.58662693,0.73346799,0.044003164,4458.886142217816,23,8,15,37,6,0.0,0.7142857142857143,0.125,2.413546167548972,0.0714285714285714,0.6896551724137931,1,0.5384615384615384,0,14,0.1668639622645617,0.0323048375626204,0.2458630009853264,0.0,0,0,0,-0.13297109141867003,0.05319271886188639,0.015689239,0.023017972793694892,LOW
1d6e6f236f3604f4ea93e039721a472,29,19,10,0.7694410100000001,0.12125303,0.0307135875862068,4290.62049926131,26,15,11,40,9,0.0,0.6,0.1578947368421052,5.590802423043124,0.0,0.7857142857142857,1,0.1111111111111111,0,10,0.1436867802766489,0.0071306596893176,0.2445934948729679,0.0,0,0,0,-0.06581747525536258,0.21859382256874493,0.005123753,0.06788383557277634,LOW
bc1q87cea6d8b01d409b833397d1f3f0e3,34,29,5,2.2524889500000005,0.20935784,0.0724072585294117,3963.619548879798,15,12,3,43,7,0.0,0.4,0.1379310344827586,3.8149216696174686,0.4,0.9090909090909092,1,0.5,0,5,0.1738785739016023,0.0579460227582465,0.2323752334457586,0.0,0,0,0,-0.01850202784348015,0.33513300052272826,0.0015221091,0.10122484926056131,LOW
39ffbddacdd694214b87ba9d837b0e3,43,38,5,2.18391577,0.09528726,0.0530047216279069,2976.200772102381,19,17,2,53,5,0.0,0.2,0.1578947368421052,15.66182499556478,0.0,0.6666666666666666,1,0.5,0,5,0.1702040268395212,0.0701288004497887,0.2367516815696694,0.0,0,0,0,-0.012315207257322491,0.35037130058535276,0.0123975845,0.11069030297019582,LOW
bc1q7f38935a6b3247169dd1afe34e1391,36,18,18,0.3973313599999999,0.94354219,0.0372464875,3649.965596049524,22,10,12,44,6,0.0,0.3888888888888889,0.1111111111111111,1.2506261536419554,0.1666666666666666,0.6857142857142857,1,0.3529411764705882,0,18,0.1961447414539866,0.1047856854397142,0.24541792696594,0.0,0,0,0,-0.12577317769422347,0.07092136762913945,0.0065610716,0.024228892374416836,LOW
18830223bb3004c959c6e14660085ab,28,14,14,0.92415511,0.7838667900000001,0.0610007821428571,4621.532889234568,20,10,10,34,5,0.037037037037037,0.3571428571428571,0.2142857142857142,5.235949870225317,0.1428571428571428,0.6666666666666666,2,0.1538461538461538,0,14,0.1708821963097833,0.013541433951379,0.2439506451275013,0.0,0,0,0,-0.12232554276691376,0.07941298215021894,0.21865077,0.12221673884519996,LOW
318109c8582f248cab33d097127e691,28,12,16,0.43396307,2.40780905,0.1014918614285714,4423.917208796296,17,4,13,33,5,0.0,0.375,0.0,1.201092113373078,0.0625,0.6666666666666666,1,0.2666666666666666,0,16,0.1823802733471917,0.036128230561064,0.2371065662706719,0.0,0,0,0,-0.14266700603911475,0.029311428898751254,0.016305484,0.016130896414571855,LOW
bc1q06726101d52b4484a450fce56dc65d,23,9,14,0.5274778699999999,3.1191205700000006,0.1585477582608695,5870.750761512879,20,5,15,29,5,0.0,0.6428571428571429,0.0,1.5025671085746832,0.0714285714285714,0.6363636363636364,1,0.1538461538461538,0,14,0.1360660586506561,0.0053027997168666,0.2168323328485965,0.0,0,0,0,-0.11566820175144321,0.09581018627149787,0.022306606,0.03878102847326674,LOW
1314d378c8d964672a2a775338aed26,20,6,14,0.21011693,3.07148789,0.164080241,6191.237361656141,15,4,11,25,5,0.0,0.5,0.0,1.3230134133039169,0.0714285714285714,0.5263157894736842,1,0.3076923076923077,0,14,0.1536696644688401,0.0309644412958133,0.2201622267639511,0.0,0,0,0,-0.11343962432321952,0.10129923045681752,0.019075492,0.038973740436276307,LOW
122cfbee287984af194dd805e4472a8,21,6,15,0.23861033,2.57684132,0.1340691261904762,5121.960730376666,21,6,15,25,3,0.0,0.5333333333333333,0.3333333333333333,1.1860689689982324,0.0,0.2,1,0.5714285714285714,0,15,0.1668209166677522,0.0420963366398255,0.2230694020235668,0.0,0,0,0,-0.10243820433457795,0.12839601410639648,0.031827677,0.05284125834170688,LOW
1c880916f5304400e8338de1fe45933,24,0,24,0.0,0.34260757,0.0142753154166666,5364.228220886232,21,0,21,25,1,0.0,0.4583333333333333,0.0,1.5216561439416278,0.0833333333333333,0.0,1,0.4782608695652174,0,24,0.2092608391184755,0.0660069098255812,0.2424612357081262,0.0,0,0,0,-0.06441203933748602,0.22205544779888498,0.053473387,0.09067965714690597,LOW
3267ba40cabfd47179602c3f2ff52ce,22,11,11,0.6642183799999999,0.31781274,0.0446377781818181,5514.518347861112,20,10,10,27,3,0.0,0.5454545454545454,0.3636363636363636,10.019740452737938,0.0909090909090909,0.3333333333333333,1,0.3,0,11,0.1940125877038052,0.1168247995780006,0.2371399604923651,0.0,0,0,0,-0.11098745842775537,0.10733897885392174,0.02287363,0.04249482721301932,LOW
bc1q76904e99ad2246a08888de27d6919d,21,8,13,0.36383872,1.4376300400000002,0.0857842266666666,5955.198189670833,11,4,7,26,4,0.0,0.3076923076923077,0.0,1.606548242155172,0.0769230769230769,0.45,1,0.1666666666666666,0,13,0.1874954887158037,0.0428100387708204,0.2342402921739461,0.0,0,0,0,-0.1370420810410477,0.0431657655093974,0.007016731,0.016107258468610233,LOW
bc1q9483135ae1eb483285263cf544a9b0,39,31,8,0.61231215,1.26669381,0.04817964,3220.4819286061406,17,11,6,46,6,0.0,0.375,0.1290322580645161,1.2832963352736595,0.0,0.868421052631579,1,0.4285714285714285,1,8,0.1668191416125082,-0.034391786209358,0.2267633034548641,0.125,0,0,0,-0.04093075238694094,0.2798904684570834,0.0129757235,0.0898062159646274,LOW
bc1q725f502c1ddc414d9f0048ef6beef2,25,12,13,0.40269286,0.4523661799999999,0.0342023616,4331.6235493923605,21,9,12,31,5,0.0,0.3846153846153846,0.3333333333333333,3.9153478822119183,0.1538461538461538,0.625,1,0.5,0,13,0.1691048461594431,0.0380502198786827,0.2342273101780152,0.0,1,0,1,-0.12310772470961567,0.07748644767577079,0.9435083,0.5478246605943877,MEDIUM
168d3ce2b54c94afd8aa2fa77aa9a65,11,3,8,0.0790481999999999,0.6820785599999999,0.0691933418181818,10778.689886423334,8,1,7,13,2,0.0,0.375,0.0,1.3268472187105231,0.0,0.3,1,0.5714285714285714,0,8,0.1865651871439563,0.0982602843931456,0.2384126972225795,0.0,0,0,0,-0.037581293946229166,0.28814027173747153,0.003180495,0.08787330417705187,LOW
bc1q88ab980a5f1044d99efc980de2ed0c,26,13,13,0.26221559,0.52849557,0.0304119676923076,4473.405519557334,13,6,7,32,6,0.0,0.2307692307692307,0.0769230769230769,2.0736684764689075,0.1538461538461538,0.76,1,0.25,0,13,0.1999679004919967,0.0595856355853993,0.2436634038429997,0.0,0,0,0,-0.12102750644690868,0.08261007937664856,0.007664435,0.028232019574567883,LOW
bc1q253726e15a884415bf4379e5999eb0,22,6,16,0.40455726,0.2211088699999999,0.0284393695454545,5336.601751805555,18,4,14,27,5,0.0,0.375,0.0,12.141096159232111,0.125,0.4761904761904761,1,0.2666666666666666,0,16,0.1747411010419547,0.0104598587052949,0.2354461057664563,0.0,1,0,1,-0.13058565509237208,0.05906811059406981,0.95004255,0.545239575805937,MEDIUM
300a11f6372324d3e818fa64f647dea,29,18,11,1.20469884,1.0759089000000002,0.0786416462068965,4482.856876396429,17,6,11,35,6,0.0,0.6363636363636364,0.0555555555555555,1.9848873262466016,0.1818181818181818,0.7857142857142857,1,0.2,0,11,0.1938963243925353,0.0249906212830453,0.2389506598975782,0.0,0,0,0,-0.13548454956798717,0.0470020060489373,0.0012961779,0.014683881808997587,LOW
bc1q1edb93de4dff4809be9f6047a71f97,18,11,7,1.2445553800000002,0.74587534,0.1105794844444444,6854.3648697,13,6,8,24,4,0.0,0.5714285714285714,0.0909090909090909,3.249148606393242,0.1428571428571428,0.8235294117647058,1,0.3333333333333333,0,7,0.1863014351684614,0.1427853153797545,0.2250336156768397,0.0,0,0,0,-0.08870187450117345,0.1622289518561877,0.0015581027,0.04936983175715557,LOW
18799ac1681a24c99a9632759e5702e,24,10,14,0.29156318,0.3765344,0.0278373991666666,4802.274568384783,14,7,7,29,4,0.0,0.3571428571428571,0.2,2.3618198884165222,0.0,0.4347826086956521,1,0.3076923076923077,0,14,0.2188406217793739,0.1737297373292572,0.2421420872443778,0.0,0,0,0,-0.11620222366077215,0.0944948764154828,0.0017826392,0.029150650522955252,LOW
1a6e543097aa7421d84fbaaa1b4ba3f,23,9,14,0.2313813299999999,0.47270363,0.0306123895652173,5462.527874720455,23,3,20,27,4,0.0,0.8571428571428571,0.0,1.5898582160461712,0.0,0.5454545454545454,1,0.6153846153846154,0,14,0.1875746687534031,0.0529916211464149,0.2451635794623575,0.0,0,0,0,-0.10979271354489845,0.1102816665833821,0.020435546,0.04228049549208969,LOW
1c04d4676fe334e21a1525074ccf3d1,25,9,16,0.60563854,0.25140297,0.0342816604,4843.377927398611,20,5,15,31,5,0.0,0.4375,0.0,8.487836399215373,0.0625,0.5833333333333334,1,0.5333333333333333,0,16,0.1932410450910472,0.0367201189116426,0.242745221687574,0.0,0,0,0,-0.14489505176356382,0.023823694313661523,0.12937154,0.06536429850014933,LOW
3d22708e6075e427388c4cd75033808,28,14,14,0.8786886600000001,0.31490165,0.0426282253571428,4464.20275501358,13,3,10,32,4,0.0,0.3571428571428571,0.0,5.9382537279529615,0.0714285714285714,0.6296296296296297,1,0.3846153846153846,0,14,0.2050901707558496,0.1321817998144152,0.2417445253299712,0.0,0,0,0,-0.1378790015775912,0.04110440845421521,0.004465257,0.014340688011069799,LOW
bc1qced4f5ceb4bf46918124b339accbaf,44,26,18,0.5513084300000001,0.75991163,0.0298004559090909,3014.767496602713,27,11,16,53,7,0.0,0.5,0.0769230769230769,1.7447073239413626,0.0,0.6976744186046512,1,0.4705882352941176,0,18,0.2207849185845963,0.1563968606313632,0.2441237560565635,0.0,0,0,0,-0.09463650344770569,0.14761180636308402,0.004134461,0.04614404920718613,LOW
32ac89369ba4549528d2489ede0c71f,18,7,11,0.6548281,0.4072981799999999,0.0590070155555555,7501.765319262745,18,5,13,22,2,0.0,0.5454545454545454,0.1428571428571428,4.890374667384232,0.0909090909090909,0.1176470588235294,1,0.3,1,11,0.1689629870175079,-0.0001336961848146,0.2436906233645734,0.0909090909090909,0,0,0,-0.08105889574346276,0.1810538073793688,0.009700012,0.058681147744227606,LOW
bc1q5b313615e3ca496eb44f6404254f40,16,3,13,0.34697971,0.16627392,0.032078351875,7445.542490547778,17,3,14,20,4,0.0,0.4615384615384615,0.0,18.871172306695502,0.2307692307692307,0.2666666666666666,1,0.25,0,13,0.1574343731152576,0.0216365358906684,0.2391822102192845,0.0,0,0,0,-0.09427301989722903,0.14850707580444847,0.538992,0.28709851720868834,LOW
bc1q99e95b5cd0cd4eafb93d53fd217710,40,28,12,1.94003427,0.72724946,0.0666820932499999,3279.48706037906,28,12,16,48,6,0.0,0.8333333333333334,0.1428571428571428,6.975020992311179,0.0833333333333333,0.7692307692307693,1,0.5454545454545454,0,12,0.2061951639331823,0.0390066775391687,0.2445116352897006,0.0,0,0,0,-0.08862288076174207,0.1624235154915414,0.051385574,0.07185056296672111,LOW
35aa766c83e5943e6abd61697b647af,30,15,15,0.73691814,0.1033616,0.0280093246666666,4047.046791605172,14,5,9,35,5,0.0,0.4,0.0666666666666666,14.89734349787035,0.2,0.6896551724137931,1,0.2142857142857142,1,15,0.1860072178323662,-0.0100457699792546,0.2391019883218163,0.0666666666666666,0,0,0,-0.08763609645222048,0.1648539909184874,0.018434195,0.057751584305194045,LOW
bc1qd2a783a6ad8a4dfa815e4e8ed8e4b7,28,16,12,0.35009154,2.41337106,0.0986950928571428,4029.5793230746913,9,4,5,32,4,0.0,0.25,0.0625,1.5035485990056252,0.0,0.7777777777777778,1,0.4545454545454545,0,12,0.1869807344464722,0.1466232634883417,0.2294928418695963,0.0,0,0,0,-0.08897343809995878,0.16156008364726698,0.0040292908,0.05028120583882807,LOW
bc1q941d0d83f115449f9d0805e52af851,27,15,12,1.4909272,0.66493828,0.0798468696296296,4576.327577422437,21,10,11,34,4,0.0,0.3333333333333333,0.1333333333333333,5.352276453468311,0.25,0.7307692307692307,1,0.5454545454545454,1,12,0.1507607841270911,-0.0180018811127535,0.2377242595227497,0.0833333333333333,0,0,0,-0.0750894141295052,0.19575679589908263,0.06743916,0.08907465983808321,LOW
11ee1dfc56dbd4e79bf4cd426a05ec1,25,10,15,0.32992143,3.14489303,0.1389925784,5106.218208855556,19,7,12,32,5,0.0,0.4666666666666667,0.1,1.4755708052218772,0.0666666666666666,0.5416666666666666,1,0.4285714285714285,0,15,0.1711271634736099,0.0626697437115142,0.2130499947028534,0.0,0,0,0,-0.11975406582549203,0.08574659675756288,0.010280269,0.03035009993359206,LOW
1e932ff84a2a0430f9529eed14bf11f,37,18,19,1.50526195,0.28229306,0.0483122975675675,3583.2328443078704,23,8,15,43,5,0.0,0.3684210526315789,0.1111111111111111,17.569865955862582,0.0526315789473684,0.5833333333333334,1,0.2777777777777778,0,19,0.1912316920338783,0.0231266594559009,0.2398273249481191,0.0,0,0,0,-0.12773602610443707,0.06608682092849619,0.053590536,0.04394178753144802,LOW
1a4531678f2aa42968758ba7932a908,21,10,11,0.84992603,2.30025804,0.1500087652380952,6191.003890021666,18,8,10,28,5,0.0,0.5454545454545454,0.2,1.3334372761514126,0.0909090909090909,0.5,1,0.4,0,11,0.1426143971565314,0.0016206567189768,0.2141010664608642,0.0,0,0,0,-0.11071570507461492,0.10800831443275583,0.014308225,0.03884119574339858,LOW
bc1qdb64014687a1416693702842c358da,24,13,11,0.31010631,0.21521951,0.0218885758333333,5754.248304539855,16,4,12,29,4,0.0,0.5454545454545454,0.0,2.351456672762726,0.0909090909090909,0.5652173913043478,1,0.2,0,11,0.1871622307072744,0.0920821608116515,0.2385462927786071,0.0,0,0,0,-0.1478535173670994,0.016536916563471917,0.0033221513,0.006456043046209443,LOW
bc1qee443c10468e49d2b2047ad511a188,20,7,13,0.4308066699999999,0.11563622,0.0273221445,6126.334854449124,15,3,12,24,3,0.0,0.6153846153846154,0.0,10.088146782770032,0.0769230769230769,0.5263157894736842,1,0.4166666666666667,1,13,0.1841868856620074,-0.0380266622913352,0.234485622638757,0.0769230769230769,0,0,0,-0.07955000263294049,0.18477025036658093,0.041229405,0.07398430602146758,LOW
1672e00f7624848d0b11494212abf5e,30,20,10,0.7283369700000001,0.86543209,0.0531256353333333,4093.727732161494,23,13,10,41,7,0.0,0.6,0.1,1.872476094640957,0.1,0.4482758620689655,1,0.4444444444444444,0,10,0.1857924101209888,0.0220655797478888,0.2392725451090179,0.0,0,0,0,-0.11936744868087396,0.08669884484315092,0.0024874867,0.027129022395399733,LOW
364f71d429ea44521bc0af5650287c2,47,31,16,2.48463783,0.3284280699999999,0.0598524659574468,2820.925108189855,19,9,10,55,7,0.0,0.25,0.064516129032258,10.041097962932945,0.0625,0.8260869565217391,1,0.4,0,16,0.2106060314601305,0.0927097454230473,0.2424424071158369,0.0,0,0,0,-0.08069340419817683,0.1819540225641893,0.00884223,0.05856521029180189,LOW
bc1q3b2419560e90485b8796681d440297,23,12,11,6.65980735,1.46358307,0.3531908878260869,5564.04926171591,16,4,12,27,3,0.0,0.5454545454545454,0.0833333333333333,9.010196453371112,0.1818181818181818,0.5,1,0.3,1,11,0.1526176388337742,-0.0356854713643458,0.2220529429053204,0.0909090909090909,0,0,0,-0.0006061894247125776,0.37921091613378793,0.47910494,0.3293604871547421,LOW
319f50f53d375439693d2e6db64cafa,28,13,15,0.42418425,0.5343737,0.0342342125,4771.652986259876,18,6,12,34,5,0.0,0.3333333333333333,0.0769230769230769,2.4186618227293053,0.0666666666666666,0.6296296296296297,1,0.4285714285714285,0,15,0.1902525539098611,0.0312219168536328,0.2463215867587804,0.0,0,0,0,-0.1488836360669395,0.01399970740576578,0.007435485,0.007545880190655567,LOW
