txid,canonical_wallet_id,detector,priority_tier,xgb_proba,if_score
871e3526e106452aab1422d6898d63c7,674,both,high,0.99991477,-0.1550171226514276
3da4123bf83444edbace74a0ca307e0c,674,both,high,0.9999145,-0.1652214399760222
397353f365e146868b89982e8e5592cb,525,both,high,0.99991333,-0.0258749831722696
1ed08c80b28b46a2a4f4f0fc5f9a649d,546,both,high,0.9999093,-0.0907872066406346
130f4f0b40bc4046a24672c51807d861,312,both,high,0.99990857,-0.1094672500891059
5a090322e86844a2b53924e279d01f63,610,both,high,0.9999083,-0.0192723848414724
bbbd607e9a354fc0be132910954a2534,674,both,high,0.9999081,-0.1555540449830175
160f132a93a24b47b06c641d1fb5f2c6,200,both,high,0.9999069,-0.0192851826905711
80d46453f22d41e383bf3b8bcfe409e5,639,both,high,0.99990606,-0.0445789353338323
14aa7f380a0e4fa38404dcae4bed573e,674,both,high,0.99990237,-0.0906591786099125
e1d566c33697425c805d68418b20f61c,639,both,high,0.9999021,-0.1506241037727798
54b1bdf18b1c4f8b87ebfc538d83a3fe,674,both,high,0.9999006,-0.1507600363848668
bdcdad0f2458451cbb7c58b34586ca62,639,both,high,0.9998951,-0.1810620974015061
ae87fdda6ae74db3bb4ba7cc7da4d30a,639,both,high,0.9998933,-0.1399271842772391
138c83e7004e4f00abee29b31d480958,639,both,high,0.99989283,-0.1653134460830311
d457a15745f9469bbf2966bdb5c60ccd,639,both,high,0.99989283,-0.1885516040005214
729b8f6d51c84f71b205a3ea93889d4a,610,both,high,0.9998927,-0.0161535973504317
85b9b766de2148979553221f0d2c0d97,533,both,high,0.9998919,-0.0934184531905049
42c4392795ae4baeba3bd2f6c39b046c,525,both,high,0.99989045,-0.0521602598122828
2961b351c6a745ec90787c58fc023696,639,both,high,0.99988854,-0.0901048462815858
a2da29bee55a41cd97fbf53c2fad0117,525,both,high,0.99988663,-0.0729757383043903
9d0eaa5749784930b56d52ec39b0d0b3,674,both,high,0.99988294,-0.1761399898268517
2ed253f2077d40698d44bd60930cfae4,610,both,high,0.99988246,-0.0130851994248833
381120f50b1f4f4e8eb6601ebcc86897,639,both,high,0.99987984,-0.1395146532265695
fe6d4e5dceb6455299082127b0feb4b8,639,both,high,0.9998783,-0.108845081567692
34c18f695bac477dbcbd9528d6abd35d,639,both,high,0.9998723,-0.1899413428850976
22293761ec5d471391dd03e7b2aa7804,639,both,high,0.9998678,-0.1503360251413813
e3ce56add943455685818d597f6a6d1c,525,both,high,0.999866,-0.0345489136584324
018a79561ee34f26bfc70ebffd83be87,674,both,high,0.9998597,-0.2008266988672817
971b46b88b8d42f898faff4617a86fd4,639,both,high,0.9998592,-0.1727100004799404
837d3c62dbec4d949c409f49fdb8e598,674,both,high,0.999856,-0.1310700295964062
02d261602c80434c814a98e05c24c9e3,546,both,high,0.99985325,-0.0882081245675016
3ae75b13d0b54328af7af899bab1a244,682,both,high,0.9998474,-0.0795287670712963
c6cc06e939874dcea6787664974f5c6f,525,both,high,0.9998223,-0.0776202380387987
17021badf7274b57a011b2c36dedf124,312,both,high,0.99981683,-0.0202502683769733
74b3076ae2fb4243ac715d8411162d76,639,both,high,0.99981576,-0.1971769629817668
4e0c7272734f446f9264e7e6f3f89cc9,525,both,high,0.99981004,-0.0025794071389938
36b6b4f4e5a0421cbb898fcb3decf308,533,both,high,0.999808,-0.0752212958780333
7a673ca351f748059bfa53a442afc44c,533,both,high,0.99980515,-0.1045238047709705
c4aa4f0de9b74f7d961c10813d93dcb5,674,both,high,0.9998031,-0.163351331539125
84ade4927e1d4663ad472304a0897304,639,both,high,0.99980146,-0.1484657303728285
ba8cdadf3ecb46d2aab83b49f93ab3dd,200,both,high,0.99979824,-0.0417508314642561
f3931178a0c64ea98ee8867e9d0f41f9,200,both,high,0.9997882,-0.0192226570985993
e5322004bdfa4b7e9c8625801b673826,312,both,high,0.99978155,-0.0468089444821504
3a33ce1cc2dc4280b0003110c063c3ec,200,both,high,0.99978,-0.032972372048343
34ceb672e6c04a89a0c518342120322a,312,both,high,0.9997706,-0.0257425738977924
15f061acf24c4d6d85198ab461784844,594,both,high,0.99976534,-0.0246077785993451
c1b08c9f623d410d914fd0b726882e9e,639,both,high,0.99976,-0.1863945743316009
ebaab0b4bc24473490448962d4177ff6,639,both,high,0.99976,-0.1921173545930261
cc3edb58a2b1411b88d7d8d87f5e47e3,594,both,high,0.9997558,-0.06386867939638
e31b6c4194e44a6ab459e9c8c537705b,674,both,high,0.99973494,-0.1443271145409771
92bfbdc1a7724c7a88037d2abbb3251b,312,both,high,0.9997265,-0.0585572177094012
44f1d1dcf9654b72a74b598bc23a6022,312,both,high,0.9996978,-0.0630128082284975
74739a15d665420c9fb95c39107670f2,639,both,high,0.9996859,-0.2047903286335122
10e0026130b24aa5bc823454a8fc054b,533,both,high,0.99968386,-0.0792298117129226
25f7014ba75e4833b4035e769ce87166,682,both,high,0.999668,-0.0587879560313038
4ac5c6c789674e9c97e965c6556e6dcf,639,both,high,0.9996648,-0.1539670221417122
be72687d55814b96a8598f7a37e36621,200,both,high,0.9996364,-0.0339224857970678
e631aa37b70948c58e6f2d28d8e68282,594,both,high,0.9996308,-0.0934566474325382
9d253ac055e34a39af24842444f02963,610,both,high,0.99961,-0.1296767571769854
ae7be9a54ee34d39a676eee15c399f79,682,both,high,0.99959975,-0.0159045719464347
f028d7d19bf446cd95c18bcad9dd8d27,200,both,high,0.99959403,-0.063487027161845
755c0665b5fa40b7ba0eabf0daa01921,740,both,high,0.9995578,-0.0931850981795278
f29546458af44b13b8cf9679e0e55cc2,639,both,high,0.9995407,-0.2017778571509784
419169bf193840999ae7e9ddb7a1282f,533,both,high,0.99952936,-0.0094103152616729
5fc00b3a4df14251b3c2f00742e46a02,610,both,high,0.99952495,-0.0600986503085576
5cbed3ed4d824a85a5b43e16d495eb30,200,both,high,0.9995142,-0.0427805543815605
8438e8da26f54f27ac0079e2fbfc5337,594,both,high,0.99947935,-0.0648852866167064
917ebc0165ef476bb4b523373e1a51f3,533,both,high,0.9994665,-0.0120395360634607
4470fee8bf26482b8e739ddf2e1af3a6,546,both,high,0.9994147,-0.0836823966736389
55720137dc0b4defbd30b37e704cf414,594,both,high,0.99941397,-0.0800076436949303
d39abb3e4eb744a890827f080716b873,594,both,high,0.9993994,-0.0674634471454465
64236885fc3e49eeab14dccb9f1c285b,546,both,high,0.99937326,-0.0919202751713145
6c991febc18240be99bca205627c0a4a,354,both,high,0.9993699,-0.1217735630326182
ed6c6e653a674d58af377ef4ed595543,480,both,high,0.9993505,-0.0586798600316831
fcb60c03691240e4a2a842956c2ace34,682,both,high,0.9993325,-0.1038981650370072
01137b98597948a390598eb4d3f85bee,682,both,high,0.99933165,-0.1039566353037051
e87f0d31ba0a498db36c1bafa80d5049,200,both,high,0.99932647,-0.0112150535330431
055c8799bff84550a9d6fa8210656d94,312,both,high,0.9993242,-0.1145191982457555
e689434265584f8bb2821b569d457c4c,533,both,high,0.99932265,-0.0971061919256354
de8820b374ec46f2bbc5b38e1410d103,480,both,high,0.99928504,-0.0547805611165653
6cc21e537b3146d0acd1ca239ec791ec,594,both,high,0.9992428,-0.0660450071589242
d41dcc37030848e192c750d1ffc03456,312,both,high,0.99924266,-0.0159128045197894
7c9c1e07eec6473899bb4fdc475eb9a7,354,both,high,0.99920577,-0.1184556129678894
20677d14741149998f4b798177232d7f,594,both,high,0.99912935,-0.0073448339152878
0e045c751c514c91bdf29f5721f18965,740,both,high,0.9991167,-0.0258164226821094
905aaf64c66f4762ab68bb9014d58088,594,both,high,0.9991073,-0.0891343856694892
4a7742020f724da4ab8e413f71eb7cd8,312,both,high,0.9990891,-0.0222591437238121
c666b13b82644ab8bbec4f53d787a2c2,480,both,high,0.99908483,-0.062709543152791
004d9679ff5546bfb972e0df3f85a28a,639,both,high,0.99907035,-0.0369659378423027
de36c63fd0244772ba4485bff3b94a50,312,both,high,0.9990472,-0.0981821965399463
b16a87009d1840a891a9859938fe8dc7,682,both,high,0.99904484,-0.0946343458373936
e4bf375b0051447a9c8a15cb231bc99b,740,both,high,0.9990019,-0.0592735268093133
14d4166f63d44b5c9be687267a0ac0df,533,both,high,0.9989398,-0.0916253222349917
3ba49001e8454914953baba92295aede,480,both,high,0.9988907,-0.0573008562801877
b6096b73a4b24d54b0fc20087e603ba2,682,both,high,0.99883515,-0.0623659018950472
ecbc779137f64e59b2b001e359e50316,682,both,high,0.99880815,-0.0584639662259438
c6570d7ec6944abbbf0ab21e5e50bd87,740,both,high,0.9987577,-0.0576059918573081
b882144a93834177ad9d5a7e05307985,682,both,high,0.9987256,-0.0794603536106177
c4e4fc4951e842fabc7d9125bf3e16d4,480,both,high,0.99857223,-0.0592449119789941
2646ee49aacf413ebfe9f14e7708344a,682,both,high,0.9982103,-0.0796060633557941
813dad19900b4db98c7ea8405decba72,533,both,high,0.9981687,-0.0706094024744464
90f5bc12d94445a3ba96540a6ff4bbe9,546,both,high,0.9981488,-0.0872444250927009
08a848d629fe42b0aa5a60ce65771b23,533,both,high,0.9981476,-0.1152423257098061
3b4bb4ffa81d48afb2de7d51a89f2cb6,354,both,high,0.9980166,-0.1090351583107355
07509117b13241509e1f3e85dac7c199,480,both,high,0.9979722,-0.0659063692439078
f055152a82fa4f818ad7598e94245551,740,both,high,0.9971245,-0.0535587250830419
d9af028f72114cd9bf036d9b01193147,546,both,high,0.9966641,-0.08646739660242
ce6268ee2ce34661a99c7f32c13e8883,480,both,high,0.9965185,-0.0633010869363587
f5ef0f7917544f16912cb56bf5db961d,740,both,high,0.9964234,-0.0814699529484181
8b718b8ed1bb4f1cbdebaea1310d877f,480,both,high,0.99551845,-0.0567538577681598
a5d9e9cb0255474bae0bb79f6ac43151,480,both,high,0.99551845,-0.0530162671746234
e7306cae78684f01bca72353f95a2ac2,740,both,high,0.99500173,-0.0706724734159534
3c41294f6a1f4641b6a4ac2c1dd475ae,594,both,high,0.9950004,-0.1036183075049436
7b706a3ad7bd42ed87b7a2cb1f6af901,533,both,high,0.99493754,-0.1373777914348171
e33e5dbe03d4459794fa0c53879e29dd,740,both,high,0.9939454,-0.0689941722166717
9f3bb30049554179a22d67de8782ee2c,354,both,high,0.988437,-0.0819846595649663
2efa0f472d2141bc84a5c32f65ff5548,354,both,high,0.97914904,-0.130823467718355
ce891b1e31914d32a55aef133a3e22ee,546,both,high,0.97877127,-0.0894467128491239
f6a6589198534393a0610e5c98e1cd93,639,both,high,0.9589604,-0.175293224608769
763c24b1f6f04ddb846ab4230021aed3,354,both,high,0.9440641,-0.1211293122806403
03134f705dbc4ce78d19bfd72ebc061d,639,both,high,0.93351597,-0.066263455858914
38def18c0f3e43afaeb432f6d4c05f26,674,both,high,0.91603583,-0.0169352913689189
b21008d3c2854b978f0f9a4f25972e94,546,both,high,0.9127662,-0.0315791066345844
1a468887348747a0b404a25abce0d0c6,312,both,high,0.71445185,-0.0542218262184257
15e4b5e483094669858a8a167268b024,674,both,high,0.6904995,-0.1715344173277903
0dbdb3de4b36456dae5d4195847f32f3,610,xgboost,medium-high,0.9999914,0.0349346735797407
4b17072a564548db98d6fdb609431360,312,xgboost,medium-high,0.9999771,0.1112420672770972
32862eee5f0a4823b81e2d2d793b7fde,312,xgboost,medium-high,0.9999751,0.0135507102985796
dc2e05fce80f4183a7fe920786dd2b75,200,xgboost,medium-high,0.9999714,0.0396970842092457
1878d6206ab94b6ba446e4da753282fc,312,xgboost,medium-high,0.9999713,0.0019816752354656
bc3a3cfb09614cb4ae6fdcd8afb67825,312,xgboost,medium-high,0.99996793,0.0299026546749323
56db64362a38426da50201d826a4c17e,525,xgboost,medium-high,0.99995863,0.0698158736599035
2c99b4c5f8934db88923de04959f5171,200,xgboost,medium-high,0.9999583,0.0424540994373016
0b77952955ad46e9a0148802c1844daa,525,xgboost,medium-high,0.99995685,0.0451892863538498
f16151583e7a402bb1b58608d0941f24,200,xgboost,medium-high,0.9999558,0.0359449040658164
27226be7356e4405ba49c685673235c7,200,xgboost,medium-high,0.9999503,0.0246405915673518
a49a1d4dedae4f288e4f0cad20afc449,610,xgboost,medium-high,0.9999502,0.0134242782597309
da44002e0b5f4a30afd3d4888bf7df0b,610,xgboost,medium-high,0.9999492,0.0878110292600525
5014a19053654d59aa315c23a17ddfe2,525,xgboost,medium-high,0.9999472,0.0001180695839028
9bd801ef4f3f441f819715470aeb2c6c,525,xgboost,medium-high,0.99994576,0.0256169098366888
84776f4597f54b86909aa15db6cbec24,525,xgboost,medium-high,0.9999429,0.0847569681512607
ae5683368a2543beb8bbbd96fc2f28f1,525,xgboost,medium-high,0.9999429,0.0132029630954191
3bdd13b845ee4a938b964a2ff936411a,610,xgboost,medium-high,0.9999398,0.1144754279357185
ff96fd4c5f0c4ef1b20880f9f4c51512,200,xgboost,medium-high,0.9999356,0.0864644301592976
da2a5f2ab67641c4b14ab99bab7f9132,525,xgboost,medium-high,0.9999355,0.0505736909284775
a368d1bd7ad1454a977b070b5ce2ab51,610,xgboost,medium-high,0.9999324,0.002821821454471
8696c3f2e57a4aa6ba4a779a4eef49de,610,xgboost,medium-high,0.99993205,0.0001776974531523
10d7c04125934b24bfb6f29435665420,525,xgboost,medium-high,0.9999318,0.0338783922644193
a3b9e7eb6d194cbf90c498f5ac238b8f,525,xgboost,medium-high,0.9999311,0.078116159553585
675795fa2e6b46149b6145a54a178aa1,525,xgboost,medium-high,0.9999291,0.1123204382315303
df33eb509f3a40ee9a5edf206136d9bc,610,xgboost,medium-high,0.9999236,0.0235571694656966
7ffeadc5364845809cebf7bfd3a066e2,525,xgboost,medium-high,0.99992335,0.053361871715228
ddf68a036a0543cba47277c85461a3cc,525,xgboost,medium-high,0.9999229,0.0621822122499359
a1f17b4bc7394c3d945ebe9ad7ab625e,525,xgboost,medium-high,0.9999217,0.0068872163252565
5403501f6cde4fe6b13c0c9870b40557,525,xgboost,medium-high,0.9999151,0.0130868948923996
eb9da6ff8cdd4c4a97ac92191d084e20,610,xgboost,medium-high,0.9999151,0.0728533791806748
f3fc7a0059bc4c4d8a9831d076b7396b,200,xgboost,medium-high,0.99991393,0.0213775047018452
954c49682cff46f5a2555d4e6fb51d3d,525,xgboost,medium-high,0.99991333,0.0220442479610103
12f01966df3448548df6436855372fb1,200,xgboost,medium-high,0.9999126,0.0507874121357045
d882af2005ba4b7a951853cfa4be0bf0,200,xgboost,medium-high,0.9999087,0.0200314825827156
e579285ca3ac4a8cb6ec9dba85a97066,200,xgboost,medium-high,0.99990594,0.079029327888357
e3e95463e6bd4e66b059d820914f35e4,610,xgboost,medium-high,0.99990475,0.0589054323231333
a0f055c5e52a40d69536092478a9bcb2,610,xgboost,medium-high,0.99990475,0.0169746672754164
2530bea966854f28a0e4050aaf410401,610,xgboost,medium-high,0.99990463,0.0746968105493965
112abf95566e4f258e7454446f2ab19c,610,xgboost,medium-high,0.9999045,0.0813552710787165
d6fd8de8752f4825a144c23484c2330a,525,xgboost,medium-high,0.9999013,0.0638464702125848
8ba63a92ba1a4b43887cd35f0789c4e8,610,xgboost,medium-high,0.99987876,0.0174124463331713
57534dff572f45b8981d7a4b6bbe85b4,312,xgboost,medium-high,0.9998783,0.0365590262691538
ec32bbe7eb1e45a8b185995097511a78,312,xgboost,medium-high,0.999877,0.1166876714328493
2c2147ba73d34e17ae6281001ae60a37,200,xgboost,medium-high,0.9998754,0.0074803603909082
d74b70ee924e43b9b8667cbe78bbc925,525,xgboost,medium-high,0.99987483,0.013960243124765
f0a0cb461ee34e7cb16cb9c324615ad0,312,xgboost,medium-high,0.9998658,0.1024918807481461
58a1f39b0e40485c853830e0d527a9c3,525,xgboost,medium-high,0.99986386,0.0186924827366554
e8edd1ed6708422eb7a7f73d03200a6d,610,xgboost,medium-high,0.9998499,0.0370837778141852
afd6370f320a460e98229ee88379a42f,610,xgboost,medium-high,0.99979466,0.0941106226768196
f3a232db57554328b5c430a64fc8ec87,200,xgboost,medium-high,0.9997551,0.1189936305049238
d420999c44ac4a7eba5d0ff44e9a9ead,312,xgboost,medium-high,0.99972564,0.0769620731202361
3087d8e68cd8444c9230d0fb2d76d3b5,200,xgboost,medium-high,0.99971443,0.0149959019835717
a54fdf6a8d354f53a34f75d042dc1937,200,xgboost,medium-high,0.99968016,0.0855586481728377
75c048c550804e249642a977c32ab9d0,200,xgboost,medium-high,0.9996761,0.0009237250460735
b73f4d2ebee945c19d0b74e5d106ec0f,312,xgboost,medium-high,0.99964416,0.0506917533037971
09dbaa6c3d754d4ab3f9cb1665f21dee,674,xgboost,medium-high,0.99963534,0.0050264870788249
f4b1462b53004fe4bd76b156400aa762,312,xgboost,medium-high,0.9996214,0.0006281332834884
c39da25e933f4dab9438370e6e462df6,610,xgboost,medium-high,0.999537,0.1152711747903336
f0655eca43ae44158669e1b192db73d1,610,xgboost,medium-high,0.9995322,0.0301378449147295
24bcc39b50724fd6acc9a7ad82bd3ca2,200,xgboost,medium-high,0.9994931,0.1346112018988735
a3afc02c4d7e47cb8d6d81d958566fcb,200,xgboost,medium-high,0.9994709,0.1039479475106628
1e4552e8848c4b9a9e0b389353919162,740,xgboost,medium-high,0.9994394,0.0087948763370743
57b38ee0bbaf462299e120ff2253b1b1,594,xgboost,medium-high,0.999413,0.0294180815096073
f8afa6ffc9a444d589d9c1f3f27811db,312,xgboost,medium-high,0.99936837,0.024043476134317
42a9f7a08ad741c4aeb42f3819470e4b,682,xgboost,medium-high,0.99929845,0.0258570353843253
d135dc85704442399289f3b347883f54,682,xgboost,medium-high,0.9991922,0.0023195738742666
1a3ad0f8070e43ee950d96467168bd9d,312,xgboost,medium-high,0.9990891,0.0948573974288471
9f6b0a91ac3d4469a8960771c3479ee8,312,xgboost,medium-high,0.9990577,0.0732293059563106
0a57a3958c404ddfbdee7a429cf710c3,740,xgboost,medium-high,0.9987533,0.0208346387729668
287987795b6b4398968fddc935b88aac,740,xgboost,medium-high,0.9977456,0.0089196039061498
791c1451d855448bb2f2e4683c654ee5,312,xgboost,medium-high,0.99729353,0.1269064657197787
86ddf33eb50c434dbbf53697b54e0699,740,xgboost,medium-high,0.9972058,0.0091123147813273
749b1398dd3349ffa0acd99eb65fb0dc,682,xgboost,medium-high,0.9966961,0.0728194952355741
82bf2f414d6946a795aacc880a86a712,312,xgboost,medium-high,0.9954335,0.1307499681709491
3ca798241921405290f4802c40509161,533,xgboost,medium-high,0.99409395,0.0437159978042133
dfd80e45274c4cc3891b0c659df499e4,740,xgboost,medium-high,0.99365485,0.0140921013470756
2830f0f7827247f4bf67910853b5b238,682,xgboost,medium-high,0.9931229,0.0538122196132282
23f9b2f45afb4683ae9c31b5dbf2dc81,533,xgboost,medium-high,0.9923976,0.0310949379026975
bb8b285a1f84432db2069776abc8d3c5,525,xgboost,medium-high,0.99078333,0.1320283416655119
be4aafb5290b4938b5637b2160017432,610,xgboost,medium-high,0.9844786,0.131096340228545
2e8ebc6053c240eb9f395c9e52bfd249,200,xgboost,medium-high,0.9828007,0.1450673528957736
d16abb15b7e04c30a46a8b8daf2ee259,480,xgboost,medium-high,0.9713359,0.0790257754857376
a5e3ad1653b345ec83ce9b379e5e5395,740,xgboost,medium-high,0.9194677,0.0769135437503303
fd7dafa7683a4d98b9d7c907a3bf8b52,594,xgboost,medium-high,0.73350364,0.1003965998667391
74a470a695624bf1a95d9f350b70be2b,82,xgboost,medium-high,0.6392817,0.0581322678109235
d2582e0844114dc98ad49277744c3748,566,xgboost,medium-high,0.61591035,0.1339521633374176
39ab1345dd33417f831fa8bdf9d022b8,533,xgboost,medium-high,0.5774396,0.0713443312557872
82a6ce8d4db141628a7f3f46c41e975a,682,xgboost,medium-high,0.558983,0.1037734312095636
c193988a74084e1b98adea921e0b6ec6,380,xgboost,medium-high,0.5281511,0.0746992446127404
a7bfbc67d0ba4d7e8376757a027a2638,380,isolation_forest,worth reviewing,0.32691586,-0.0301538927195811
9cfe668ac5ec490cb5fdc9770730bdcf,349,isolation_forest,worth reviewing,0.17574637,-0.0118999716214921
12b7163d06f84e11aa1b8c9f6e59cb66,349,isolation_forest,worth reviewing,0.15784377,-0.0523917863254436
db8d7383745d4294b2b6980aeaa6f996,82,isolation_forest,worth reviewing,0.06570924,-0.0521535099950953
e0a8c128222f48dc900a8df5c9d917cb,272,isolation_forest,worth reviewing,0.054045223,-0.0591407241313799
ae2e24bf771c44a197c9e1829e0d4f22,312,isolation_forest,worth reviewing,0.017687377,-0.028368404409247
d88397ab7db144569bb4c7fcac145295,420,isolation_forest,worth reviewing,0.014989924,-0.0394337140409162
e4cf92263a6b43049c9094128db0daf6,797,isolation_forest,worth reviewing,0.007735333,-0.0202883959210392
3039e3cde18848b48769e438f3429b51,320,isolation_forest,worth reviewing,0.007308408,-0.0336002120899879
572c7efa7f3f4d56ab604e9b65e3cf62,691,isolation_forest,worth reviewing,0.0058853463,-0.0339591371560814
62916ee29a044807979370c02550c781,6,isolation_forest,worth reviewing,0.0047388175,-0.0055045580827957
beacd3aa84e144aebbe39bc998839b4e,625,isolation_forest,worth reviewing,0.0044098976,-0.0595766180002171
b45569efc3c342a4b99284736d7cb7d7,609,isolation_forest,worth reviewing,0.0040904856,-0.0108440539181349
8637008295244c3fbdc7eb13bd66f714,704,isolation_forest,worth reviewing,0.0038054686,-0.0021998081082459
9712d2246ed24f87b70341d083bd1e83,200,isolation_forest,worth reviewing,0.002568733,-0.0357264996108114
a53f9e8287ce4e609f7144c251a6da13,420,isolation_forest,worth reviewing,0.001587953,-0.0108600494330147
4f633fdced8f437ca4ac5cd117168837,427,isolation_forest,worth reviewing,0.0012078581,-0.0053489529477298
7e5698adc2904f2f80ab414294ef9f05,82,isolation_forest,worth reviewing,0.0010886904,-0.0219535132197314
4b756cde2877480098748cd6588fcf38,272,isolation_forest,worth reviewing,0.0010082638,-0.0272097287456908
2f4495f3caae4721b3197d91184b1ec2,713,isolation_forest,worth reviewing,0.0007500487,-0.0023275861899214
f6f842daf8cf43d2bf40d34c5df4bf96,533,isolation_forest,worth reviewing,0.0006591439,-0.0136595389607208
b8f2b92ef13e4971ac5195cab17e526d,234,isolation_forest,worth reviewing,0.00057528605,-0.0246579196176585
969b7378dde6484482bdaa9c1f0eb786,525,isolation_forest,worth reviewing,0.0005394647,-0.001463823826267
aeed891566584c50b07f1b0285509e2d,36,isolation_forest,worth reviewing,0.00047117283,-0.0013065125946826
67722998dc80440a848665d2591bcada,306,isolation_forest,worth reviewing,0.00047022136,-0.0321902310656571
a7b39993725d44edb27b395e6a776944,674,isolation_forest,worth reviewing,0.00044367075,-0.0645928488107074
4a565e5bf1884a01ac9b628dc16ce379,8,isolation_forest,worth reviewing,0.00043269643,-0.0395453066880587
c88e948ff3ef4211b6bac2589700f180,203,isolation_forest,worth reviewing,0.0004028238,-0.0021581123232029
229156c9dd6542f5b77be89788d7605c,631,isolation_forest,worth reviewing,0.0003698432,-0.0112533717622936
2da3ba927778462c90bb12a68b3cecde,797,isolation_forest,worth reviewing,0.00035309928,-0.0084834947102364
dc20c495e7a9436ca65585bbb9097354,566,isolation_forest,worth reviewing,0.0003414459,-0.0388888345802594
e08a14e2e42245b7a258b70e1d32bbd4,740,isolation_forest,worth reviewing,0.0003054555,-0.0257642597873303
fd720c89787844ef93d76eb2e484a2f2,74,isolation_forest,worth reviewing,0.00029726358,-0.0550287296842121
35400b46eaaf4d51b9b65003fd9cd468,692,isolation_forest,worth reviewing,0.00028454643,-0.0122912775939326
e8604110620444c2bea224f1024e3207,639,isolation_forest,worth reviewing,0.0002708606,-0.0493961200289189
10bb3960f9a944fbbc574a59eb82cbc2,674,isolation_forest,worth reviewing,0.0002624617,-0.0857984473334396
dd8656cd7f4946d297d441ed220ebf50,503,isolation_forest,worth reviewing,0.0002584072,-0.0715556823593615
ad769706d2504fbab22de5cf1f4aa244,674,isolation_forest,worth reviewing,0.0002503717,-0.0444144810935129
0d9ba4cd508a49cc88e29f94d79838c4,740,isolation_forest,worth reviewing,0.00024274866,-0.0794123330956657
730bf94bc11b4205a1e18d0b166fb132,533,isolation_forest,worth reviewing,0.00023866206,-0.0489441717262568
c00dfd8fb1c74690b15687c2736d620d,740,isolation_forest,worth reviewing,0.00019688124,-0.0678144737181808
566a46050da040468cf72a099cdd2742,692,isolation_forest,worth reviewing,0.00019146489,-0.0035655683262448
5832751d56454bb68a5065c15c5566de,550,isolation_forest,worth reviewing,0.00017295951,-0.0130380275653887
