txid,canonical_wallet_id,detector,priority_tier,xgb_proba,if_score,top_reasons,top_feature_1,shap_1,top_feature_2,shap_2,top_feature_3,shap_3
6950687bea814dedb12d4a61450cec93,610,both,high,0.9999515,-0.0333084306543707,"burst of tx in the last hour (sender_tx_count_1h=26, impact=+7.279); high tx volume in 24h (sender_tx_count_24h=26, impact=+4.293); unusually few outputs (n_outputs=2, impact=-0.797)",sender_tx_count_1h,7.2786,sender_tx_count_24h,4.293,n_outputs,-0.797
273d519aa28745339ce1dcf94c8dc6e8,525,both,high,0.999951,-0.0754242106784411,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+8.098); high tx volume in 24h (sender_tx_count_24h=24, impact=+3.961); small total BTC moved (total_input_btc=0.004993, impact=-1.242)",sender_tx_count_1h,8.0979,sender_tx_count_24h,3.9614,total_input_btc,-1.242
bb1105cc8185410aa4a490688f273841,610,both,high,0.999951,-0.0478546924907635,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+7.446); high tx volume in 24h (sender_tx_count_24h=22, impact=+4.239); unusually few outputs (n_outputs=2, impact=-0.810)",sender_tx_count_1h,7.4456,sender_tx_count_24h,4.239,n_outputs,-0.8102
4ae623aee5854e2a91cc3cd5e6f08bff,674,both,high,0.99995077,-0.0943540143644868,"burst of tx in the last hour (sender_tx_count_1h=5, impact=+6.341); high tx volume in 24h (sender_tx_count_24h=5, impact=+3.121); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.108)",sender_tx_count_1h,6.3406,sender_tx_count_24h,3.1213,input_addr_is_recent_output,1.1083
16363298a42640b7a5f33d566adf2334,639,both,high,0.9999471,-0.1495786382102463,"burst of tx in the last hour (sender_tx_count_1h=11, impact=+6.449); high tx volume in 24h (sender_tx_count_24h=12, impact=+2.299); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.321)",sender_tx_count_1h,6.4488,sender_tx_count_24h,2.2989,input_addr_is_recent_output,1.3205
3d2464ad591e4355a53c127f6a491893,200,both,high,0.99994516,-0.0009023753478065,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+8.194); high tx volume in 24h (sender_tx_count_24h=22, impact=+4.722); small total BTC moved (total_input_btc=0.02935, impact=-1.235)",sender_tx_count_1h,8.1943,sender_tx_count_24h,4.7223,total_input_btc,-1.2348
39971dd40a714858ad440baad4cec854,674,both,high,0.99994385,-0.0731912793950453,"burst of tx in the last hour (sender_tx_count_1h=3, impact=+6.374); high tx volume in 24h (sender_tx_count_24h=3, impact=+3.129); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.048)",sender_tx_count_1h,6.3737,sender_tx_count_24h,3.1288,input_addr_is_recent_output,1.0483
422f05d6e8e540fba4b33eb02da8f474,674,both,high,0.9999404,-0.0613198680151528,"burst of tx in the last hour (sender_tx_count_1h=4, impact=+6.432); high tx volume in 24h (sender_tx_count_24h=4, impact=+2.277); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.404)",sender_tx_count_1h,6.4322,sender_tx_count_24h,2.2766,input_addr_is_recent_output,1.4037
727e1634ddf84e38bffcb9608aa2bf9f,312,both,high,0.99994016,-0.0388528231265954,"burst of tx in the last hour (sender_tx_count_1h=26, impact=+7.417); high tx volume in 24h (sender_tx_count_24h=26, impact=+4.287); unusually few outputs (n_outputs=2, impact=-0.847)",sender_tx_count_1h,7.4173,sender_tx_count_24h,4.2874,n_outputs,-0.8466
7817256ae04b46a686ea2e15625e4b20,200,both,high,0.9999385,-0.0524463662342141,"burst of tx in the last hour (sender_tx_count_1h=25, impact=+7.840); high tx volume in 24h (sender_tx_count_24h=25, impact=+4.277); long dormancy before reuse (minutes_since_addr_last_output=1641, impact=-0.836)",sender_tx_count_1h,7.8403,sender_tx_count_24h,4.2773,minutes_since_addr_last_output,-0.8361
9537bc9ccf8c4f5ebacdfcb67fcb3ed8,674,both,high,0.99993813,-0.1837844548364593,"burst of tx in the last hour (sender_tx_count_1h=20, impact=+6.300); high tx volume in 24h (sender_tx_count_24h=20, impact=+3.768); long dormancy before reuse (minutes_since_addr_last_output=59.83, impact=-0.893)",sender_tx_count_1h,6.3002,sender_tx_count_24h,3.7683,minutes_since_addr_last_output,-0.8929
6c8989a4b98f42b1ab1fdd03a1d87e99,674,both,high,0.99993813,-0.1903585941035712,"burst of tx in the last hour (sender_tx_count_1h=21, impact=+6.290); high tx volume in 24h (sender_tx_count_24h=21, impact=+3.776); long dormancy before reuse (minutes_since_addr_last_output=61.4, impact=-0.893)",sender_tx_count_1h,6.29,sender_tx_count_24h,3.7764,minutes_since_addr_last_output,-0.8929
1f98722f1d394d6486abefe9aad0abfb,674,both,high,0.9999379,-0.164536050366467,"burst of tx in the last hour (sender_tx_count_1h=16, impact=+6.545); high tx volume in 24h (sender_tx_count_24h=16, impact=+3.759); long dormancy before reuse (minutes_since_addr_last_output=52.28, impact=-0.823)",sender_tx_count_1h,6.5454,sender_tx_count_24h,3.7586,minutes_since_addr_last_output,-0.8231
15362608b3a24fc1bf42f39aff96ec05,533,both,high,0.9999379,-0.0933353738783441,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+5.272); high tx volume in 24h (sender_tx_count_24h=11, impact=+3.264); very fast address reuse (minutes_since_addr_last_output=2.374e+04, impact=+1.004)",sender_tx_count_1h,5.2716,sender_tx_count_24h,3.2639,minutes_since_addr_last_output,1.0044
f908951da2ae4dee8a832fe8d39f0848,594,both,high,0.9999341,-0.0849451307128041,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+6.541); high tx volume in 24h (sender_tx_count_24h=12, impact=+3.544); rapid repeat transacting (sender_time_since_last_tx_min=4, impact=+0.369)",sender_tx_count_1h,6.5414,sender_tx_count_24h,3.544,sender_time_since_last_tx_min,0.3688
7af2c90461ac48a9b345b371cb0e2fb4,525,both,high,0.99993396,-0.1453455950493672,"burst of tx in the last hour (sender_tx_count_1h=25, impact=+8.329); high tx volume in 24h (sender_tx_count_24h=25, impact=+3.412); small total BTC moved (total_input_btc=0.007614, impact=-1.054)",sender_tx_count_1h,8.3286,sender_tx_count_24h,3.4122,total_input_btc,-1.0543
0ea8afbe3f7341d893888ce1cfb5d479,639,both,high,0.9999299,-0.1212302305006297,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+6.568); high tx volume in 24h (sender_tx_count_24h=7, impact=+2.303); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.246)",sender_tx_count_1h,6.5677,sender_tx_count_24h,2.3026,input_addr_is_recent_output,1.2462
18bba0e3ec7d42e7aef2c072d08fdc1c,525,both,high,0.9999285,-0.0902813938160074,"burst of tx in the last hour (sender_tx_count_1h=28, impact=+7.629); high tx volume in 24h (sender_tx_count_24h=28, impact=+3.539); small total BTC moved (total_input_btc=0.006689, impact=-1.782)",sender_tx_count_1h,7.6286,sender_tx_count_24h,3.5389,total_input_btc,-1.7824
2e68022141804800bff93f3e65d9c41e,200,both,high,0.99992836,-0.0199230354439746,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+7.265); high tx volume in 24h (sender_tx_count_24h=23, impact=+4.208); unusually few outputs (n_outputs=2, impact=-0.811)",sender_tx_count_1h,7.2653,sender_tx_count_24h,4.2082,n_outputs,-0.8109
a685366c397348aeac5edb5175333e72,674,both,high,0.9999281,-0.1699219788561231,"burst of tx in the last hour (sender_tx_count_1h=19, impact=+6.551); high tx volume in 24h (sender_tx_count_24h=19, impact=+3.755); long dormancy before reuse (minutes_since_addr_last_output=59.08, impact=-0.844)",sender_tx_count_1h,6.5512,sender_tx_count_24h,3.7554,minutes_since_addr_last_output,-0.8443
5bd820cb3bfc4e839b131ce50d83e8bf,674,both,high,0.9999281,-0.1931388308968568,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+6.551); high tx volume in 24h (sender_tx_count_24h=22, impact=+3.755); long dormancy before reuse (minutes_since_addr_last_output=63.5, impact=-0.844)",sender_tx_count_1h,6.5512,sender_tx_count_24h,3.7554,minutes_since_addr_last_output,-0.8443
a766a162eb5b4fa98e9f565318af9124,639,both,high,0.9999218,-0.1635951826009832,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+6.421); high tx volume in 24h (sender_tx_count_24h=14, impact=+3.156); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.082)",sender_tx_count_1h,6.421,sender_tx_count_24h,3.1558,input_addr_is_recent_output,1.0819
0d869d7dd18c4f94b893c15b8931858f,639,both,high,0.99992037,-0.0659587554987498,"burst of tx in the last hour (sender_tx_count_1h=3, impact=+6.465); high tx volume in 24h (sender_tx_count_24h=4, impact=+2.230); amount close to sender's usual pattern (sender_amount_zscore=0.9999, impact=-1.342)",sender_tx_count_1h,6.4646,sender_tx_count_24h,2.2297,sender_amount_zscore,-1.3422
4b5544b23dd74724915e22e1ed67aed0,610,both,high,0.99991786,-0.036787517249507,"burst of tx in the last hour (sender_tx_count_1h=28, impact=+7.874); high tx volume in 24h (sender_tx_count_24h=28, impact=+4.321); unusually few outputs (n_outputs=2, impact=-0.764)",sender_tx_count_1h,7.8739,sender_tx_count_24h,4.321,n_outputs,-0.7636
234aebd46e78441992aff7e678600569,674,both,high,0.99991715,-0.0147408209725887,"burst of tx in the last hour (sender_tx_count_1h=2, impact=+6.407); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.410); high tx volume in 24h (sender_tx_count_24h=2, impact=+1.147)",sender_tx_count_1h,6.4072,input_addr_is_recent_output,1.4102,sender_tx_count_24h,1.1467
23e35e0b6afe47a8ae9b11b901c7fa8e,200,both,high,0.99991655,-0.0003437673179585,"burst of tx in the last hour (sender_tx_count_1h=10, impact=+8.350); high tx volume in 24h (sender_tx_count_24h=10, impact=+4.339); long dormancy before reuse (minutes_since_addr_last_output=1626, impact=-0.792)",sender_tx_count_1h,8.3498,sender_tx_count_24h,4.3391,minutes_since_addr_last_output,-0.7919
4dcb775f76e64794a73ace38327f7248,674,both,high,0.99991596,-0.203397834325443,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+6.285); high tx volume in 24h (sender_tx_count_24h=23, impact=+3.602); long dormancy before reuse (minutes_since_addr_last_output=65.02, impact=-0.978)",sender_tx_count_1h,6.2851,sender_tx_count_24h,3.6022,minutes_since_addr_last_output,-0.9781
ea9e3caca8f24150b932eadbdc010f4a,674,both,high,0.99991524,-0.141581116899442,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+6.536); high tx volume in 24h (sender_tx_count_24h=13, impact=+3.118); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+0.814)",sender_tx_count_1h,6.5365,sender_tx_count_24h,3.1178,input_addr_is_recent_output,0.8145
871e3526e106452aab1422d6898d63c7,674,both,high,0.99991477,-0.1550171226514276,"burst of tx in the last hour (sender_tx_count_1h=14, impact=+6.554); high tx volume in 24h (sender_tx_count_24h=14, impact=+3.839); long dormancy before reuse (minutes_since_addr_last_output=45.75, impact=-0.827)",sender_tx_count_1h,6.554,sender_tx_count_24h,3.8386,minutes_since_addr_last_output,-0.8266
3da4123bf83444edbace74a0ca307e0c,674,both,high,0.9999145,-0.1652214399760222,"burst of tx in the last hour (sender_tx_count_1h=12, impact=+6.078); high tx volume in 24h (sender_tx_count_24h=12, impact=+2.065); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.089)",sender_tx_count_1h,6.0782,sender_tx_count_24h,2.0649,input_addr_is_recent_output,1.0888
397353f365e146868b89982e8e5592cb,525,both,high,0.99991333,-0.0258749831722696,"burst of tx in the last hour (sender_tx_count_1h=13, impact=+7.589); high tx volume in 24h (sender_tx_count_24h=13, impact=+3.895); small total BTC moved (total_input_btc=0.006054, impact=-1.777)",sender_tx_count_1h,7.589,sender_tx_count_24h,3.8946,total_input_btc,-1.7766
1ed08c80b28b46a2a4f4f0fc5f9a649d,546,both,high,0.9999093,-0.0907872066406346,"very uneven output split (output_min_max_ratio=0.02624, impact=+6.997); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+2.422); quiet in the last hour (sender_tx_count_1h=0, impact=-0.898)",output_min_max_ratio,6.9975,input_addr_is_recent_output,2.4222,sender_tx_count_1h,-0.898
130f4f0b40bc4046a24672c51807d861,312,both,high,0.99990857,-0.1094672500891059,"burst of tx in the last hour (sender_tx_count_1h=27, impact=+7.360); high tx volume in 24h (sender_tx_count_24h=27, impact=+3.572); unusually few outputs (n_outputs=3, impact=-0.830)",sender_tx_count_1h,7.3601,sender_tx_count_24h,3.5725,n_outputs,-0.8298
5a090322e86844a2b53924e279d01f63,610,both,high,0.9999083,-0.0192723848414724,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+6.018); high tx volume in 24h (sender_tx_count_24h=24, impact=+3.056); abnormal fee amount (fee=0.0002872, impact=+0.686)",sender_tx_count_1h,6.0184,sender_tx_count_24h,3.0558,fee,0.6864
bbbd607e9a354fc0be132910954a2534,674,both,high,0.9999081,-0.1555540449830175,"burst of tx in the last hour (sender_tx_count_1h=17, impact=+6.483); high tx volume in 24h (sender_tx_count_24h=17, impact=+3.090); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+0.828)",sender_tx_count_1h,6.4829,sender_tx_count_24h,3.0904,input_addr_is_recent_output,0.8277
160f132a93a24b47b06c641d1fb5f2c6,200,both,high,0.9999069,-0.0192851826905711,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+8.061); high tx volume in 24h (sender_tx_count_24h=24, impact=+4.115); long dormancy before reuse (minutes_since_addr_last_output=1641, impact=-0.827)",sender_tx_count_1h,8.061,sender_tx_count_24h,4.1149,minutes_since_addr_last_output,-0.8265
80d46453f22d41e383bf3b8bcfe409e5,639,both,high,0.99990606,-0.0445789353338323,"burst of tx in the last hour (sender_tx_count_1h=2, impact=+6.799); high tx volume in 24h (sender_tx_count_24h=3, impact=+2.476); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.284)",sender_tx_count_1h,6.7987,sender_tx_count_24h,2.4763,input_addr_is_recent_output,1.2841
14aa7f380a0e4fa38404dcae4bed573e,674,both,high,0.99990237,-0.0906591786099125,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+6.487); high tx volume in 24h (sender_tx_count_24h=6, impact=+2.444); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.234)",sender_tx_count_1h,6.487,sender_tx_count_24h,2.4444,input_addr_is_recent_output,1.2339
e1d566c33697425c805d68418b20f61c,639,both,high,0.9999021,-0.1506241037727798,"burst of tx in the last hour (sender_tx_count_1h=9, impact=+6.518); high tx volume in 24h (sender_tx_count_24h=10, impact=+2.293); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.342)",sender_tx_count_1h,6.5182,sender_tx_count_24h,2.2933,input_addr_is_recent_output,1.3417
54b1bdf18b1c4f8b87ebfc538d83a3fe,674,both,high,0.9999006,-0.1507600363848668,"burst of tx in the last hour (sender_tx_count_1h=15, impact=+6.554); high tx volume in 24h (sender_tx_count_24h=15, impact=+3.763); long dormancy before reuse (minutes_since_addr_last_output=49.22, impact=-0.827)",sender_tx_count_1h,6.554,sender_tx_count_24h,3.7634,minutes_since_addr_last_output,-0.8266
bdcdad0f2458451cbb7c58b34586ca62,639,both,high,0.9998951,-0.1810620974015061,"burst of tx in the last hour (sender_tx_count_1h=19, impact=+6.511); high tx volume in 24h (sender_tx_count_24h=20, impact=+3.068); long dormancy before reuse (minutes_since_addr_last_output=40.9, impact=-0.757)",sender_tx_count_1h,6.5108,sender_tx_count_24h,3.0676,minutes_since_addr_last_output,-0.7568
ae87fdda6ae74db3bb4ba7cc7da4d30a,639,both,high,0.9998933,-0.1399271842772391,"burst of tx in the last hour (sender_tx_count_1h=10, impact=+6.542); high tx volume in 24h (sender_tx_count_24h=11, impact=+2.399); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.189)",sender_tx_count_1h,6.5421,sender_tx_count_24h,2.399,input_addr_is_recent_output,1.1889
138c83e7004e4f00abee29b31d480958,639,both,high,0.99989283,-0.1653134460830311,"burst of tx in the last hour (sender_tx_count_1h=17, impact=+6.560); high tx volume in 24h (sender_tx_count_24h=18, impact=+2.362); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+0.946)",sender_tx_count_1h,6.5604,sender_tx_count_24h,2.3618,input_addr_is_recent_output,0.9463
d457a15745f9469bbf2966bdb5c60ccd,639,both,high,0.99989283,-0.1885516040005214,"burst of tx in the last hour (sender_tx_count_1h=21, impact=+6.611); high tx volume in 24h (sender_tx_count_24h=22, impact=+3.086); long dormancy before reuse (minutes_since_addr_last_output=46.55, impact=-0.755)",sender_tx_count_1h,6.6112,sender_tx_count_24h,3.0855,minutes_since_addr_last_output,-0.7545
729b8f6d51c84f71b205a3ea93889d4a,610,both,high,0.9998927,-0.0161535973504317,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+7.423); high tx volume in 24h (sender_tx_count_24h=23, impact=+3.691); unusually few outputs (n_outputs=2, impact=-0.943)",sender_tx_count_1h,7.423,sender_tx_count_24h,3.6906,n_outputs,-0.9435
85b9b766de2148979553221f0d2c0d97,533,both,high,0.9998919,-0.0934184531905049,"burst of tx in the last hour (sender_tx_count_1h=6, impact=+5.036); high tx volume in 24h (sender_tx_count_24h=9, impact=+3.282); very fast address reuse (minutes_since_addr_last_output=2.372e+04, impact=+0.986)",sender_tx_count_1h,5.0364,sender_tx_count_24h,3.2815,minutes_since_addr_last_output,0.9858
42c4392795ae4baeba3bd2f6c39b046c,525,both,high,0.99989045,-0.0521602598122828,"burst of tx in the last hour (sender_tx_count_1h=29, impact=+8.485); high tx volume in 24h (sender_tx_count_24h=29, impact=+3.850); amount close to sender's usual pattern (sender_amount_zscore=1.596, impact=-0.869)",sender_tx_count_1h,8.485,sender_tx_count_24h,3.8502,sender_amount_zscore,-0.8689
2961b351c6a745ec90787c58fc023696,639,both,high,0.99988854,-0.0901048462815858,"burst of tx in the last hour (sender_tx_count_1h=4, impact=+6.415); high tx volume in 24h (sender_tx_count_24h=5, impact=+2.956); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.195)",sender_tx_count_1h,6.4146,sender_tx_count_24h,2.9563,input_addr_is_recent_output,1.1953
a2da29bee55a41cd97fbf53c2fad0117,525,both,high,0.99988663,-0.0729757383043903,"burst of tx in the last hour (sender_tx_count_1h=26, impact=+7.589); high tx volume in 24h (sender_tx_count_24h=26, impact=+3.626); small total BTC moved (total_input_btc=0.005948, impact=-1.777)",sender_tx_count_1h,7.589,sender_tx_count_24h,3.6265,total_input_btc,-1.7766
9d0eaa5749784930b56d52ec39b0d0b3,674,both,high,0.99988294,-0.1761399898268517,"burst of tx in the last hour (sender_tx_count_1h=18, impact=+6.155); high tx volume in 24h (sender_tx_count_24h=18, impact=+2.908); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+0.744)",sender_tx_count_1h,6.1553,sender_tx_count_24h,2.9083,input_addr_is_recent_output,0.7439
2ed253f2077d40698d44bd60930cfae4,610,both,high,0.99988246,-0.0130851994248833,"burst of tx in the last hour (sender_tx_count_1h=16, impact=+6.670); high tx volume in 24h (sender_tx_count_24h=16, impact=+3.574); amount close to sender's usual pattern (sender_amount_zscore=0.3635, impact=-0.605)",sender_tx_count_1h,6.6704,sender_tx_count_24h,3.5738,sender_amount_zscore,-0.6046
381120f50b1f4f4e8eb6601ebcc86897,639,both,high,0.99987984,-0.1395146532265695,"burst of tx in the last hour (sender_tx_count_1h=8, impact=+6.561); high tx volume in 24h (sender_tx_count_24h=9, impact=+3.123); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.111)",sender_tx_count_1h,6.5612,sender_tx_count_24h,3.1229,input_addr_is_recent_output,1.1109
fe6d4e5dceb6455299082127b0feb4b8,639,both,high,0.9998783,-0.108845081567692,"burst of tx in the last hour (sender_tx_count_1h=5, impact=+6.380); high tx volume in 24h (sender_tx_count_24h=6, impact=+2.206); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.339)",sender_tx_count_1h,6.3796,sender_tx_count_24h,2.2058,input_addr_is_recent_output,1.3387
34c18f695bac477dbcbd9528d6abd35d,639,both,high,0.9998723,-0.1899413428850976,"burst of tx in the last hour (sender_tx_count_1h=22, impact=+6.611); high tx volume in 24h (sender_tx_count_24h=23, impact=+2.911); long dormancy before reuse (minutes_since_addr_last_output=49.62, impact=-0.765)",sender_tx_count_1h,6.6112,sender_tx_count_24h,2.9109,minutes_since_addr_last_output,-0.7655
22293761ec5d471391dd03e7b2aa7804,639,both,high,0.9998678,-0.1503360251413813,"burst of tx in the last hour (sender_tx_count_1h=7, impact=+6.370); high tx volume in 24h (sender_tx_count_24h=8, impact=+2.331); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.342)",sender_tx_count_1h,6.3699,sender_tx_count_24h,2.3313,input_addr_is_recent_output,1.3424
e3ce56add943455685818d597f6a6d1c,525,both,high,0.999866,-0.0345489136584324,"burst of tx in the last hour (sender_tx_count_1h=23, impact=+8.402); high tx volume in 24h (sender_tx_count_24h=23, impact=+3.743); amount close to sender's usual pattern (sender_amount_zscore=0.9984, impact=-0.831)",sender_tx_count_1h,8.4024,sender_tx_count_24h,3.7433,sender_amount_zscore,-0.8308
018a79561ee34f26bfc70ebffd83be87,674,both,high,0.9998597,-0.2008266988672817,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+6.515); high tx volume in 24h (sender_tx_count_24h=24, impact=+2.790); long dormancy before reuse (minutes_since_addr_last_output=68.95, impact=-0.750)",sender_tx_count_1h,6.5146,sender_tx_count_24h,2.7899,minutes_since_addr_last_output,-0.7495
971b46b88b8d42f898faff4617a86fd4,639,both,high,0.9998592,-0.1727100004799404,"burst of tx in the last hour (sender_tx_count_1h=15, impact=+6.509); high tx volume in 24h (sender_tx_count_24h=16, impact=+2.353); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.042)",sender_tx_count_1h,6.5092,sender_tx_count_24h,2.3525,input_addr_is_recent_output,1.0418
837d3c62dbec4d949c409f49fdb8e598,674,both,high,0.999856,-0.1310700295964062,"burst of tx in the last hour (sender_tx_count_1h=10, impact=+6.331); high tx volume in 24h (sender_tx_count_24h=10, impact=+2.402); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+1.024)",sender_tx_count_1h,6.3313,sender_tx_count_24h,2.4018,input_addr_is_recent_output,1.0239
02d261602c80434c814a98e05c24c9e3,546,both,high,0.99985325,-0.0882081245675016,"very uneven output split (output_min_max_ratio=0.03107, impact=+7.052); input addr reused right after receiving (input_addr_is_recent_output=1, impact=+2.345); quiet in the last hour (sender_tx_count_1h=0, impact=-0.901)",output_min_max_ratio,7.052,input_addr_is_recent_output,2.3451,sender_tx_count_1h,-0.9006
3ae75b13d0b54328af7af899bab1a244,682,both,high,0.9998474,-0.0795287670712963,"burst of tx in the last hour (sender_tx_count_1h=4, impact=+6.551); high tx volume in 24h (sender_tx_count_24h=13, impact=+3.832); long dormancy before reuse (minutes_since_addr_last_output=912.2, impact=-0.845)",sender_tx_count_1h,6.5509,sender_tx_count_24h,3.8324,minutes_since_addr_last_output,-0.8448
c6cc06e939874dcea6787664974f5c6f,525,both,high,0.9998223,-0.0776202380387987,"burst of tx in the last hour (sender_tx_count_1h=27, impact=+8.601); high tx volume in 24h (sender_tx_count_24h=27, impact=+3.746); amount close to sender's usual pattern (sender_amount_zscore=-0.2651, impact=-1.129)",sender_tx_count_1h,8.6014,sender_tx_count_24h,3.7463,sender_amount_zscore,-1.1293
17021badf7274b57a011b2c36dedf124,312,both,high,0.99981683,-0.0202502683769733,"burst of tx in the last hour (sender_tx_count_1h=24, impact=+7.783); high tx volume in 24h (sender_tx_count_24h=24, impact=+3.848); amount close to sender's usual pattern (sender_amount_zscore=0.8838, impact=-0.954)",sender_tx_count_1h,7.7826,sender_tx_count_24h,3.8482,sender_amount_zscore,-0.9538
