txid,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,output_min_max_ratio,fee,first_input_addr,sender_tx_count_1h,sender_tx_count_24h,sender_time_since_last_tx_min,sender_distinct_asn_last10,sender_distinct_ip_last10,sender_amount_zscore,is_anomaly,anomaly_type,wallet_ids,canonical_wallet_id
646165770dc2cee598f02d680a2c9d86,1,1,1,1,0.08322294,0.08318125,1.0005011946802915,0,1.0,4.169e-05,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,4,96.52686905,1,1,-0.8276570981841703,0,normal,,281
fc29cf3c0b55ea8856891531cfff52ca,3,2,3,2,0.033765989999999996,0.03371844,1.0014102075896747,0,1.0,4.756e-05,36e068025e979778d7248e2951f58d0,1,3,44.038170199999996,1,1,-0.011819560658776604,0,normal,,60
1c4a60515bd4ba2f0c0839e436d9d6db,1,1,1,1,0.14121306,0.1409326,1.001990029276406,0,1.0,0.00028046,1e723ad8c32bdb2d42a895e0fcf601f,0,5,141.01873555,1,1,1.2506951308873822,0,normal,,376
e1fd4158eb64f1461d04bbb7af26365a,1,2,1,2,0.19167446,0.19141392,1.001361134028288,0,1.0,0.00026054,bc1q94f79dc5811d2d1a89b71ea0d572c8,1,5,56.53891951666667,1,1,7.28443964740716,0,normal,,281
df58f6e1e425b5b74c05d9d1c88e4acb,2,2,2,2,0.03250018,0.03242482,1.0023241455156882,0,1.0,7.536e-05,36e068025e979778d7248e2951f58d0,1,4,55.45504768333333,1,1,-0.137230766926501,0,normal,,60
d4eafd19799cf2483a175c81fbadf5bb,3,1,3,1,0.1074618,0.1070859,1.0035102660574362,0,1.0,0.00037589,bc1q94f79dc5811d2d1a89b71ea0d572c8,1,6,31.582989283333333,1,1,-0.04367428581262787,0,normal,,281
ce8d80e4b50bae6d550415c62baa4128,1,1,1,1,0.0297838,0.02969932,1.0028445095712628,0,1.0,8.448e-05,36e068025e979778d7248e2951f58d0,1,5,31.467319449999998,1,1,-0.4266338193570967,0,normal,,60
f67b2b507753c4eeff19c621e6ab61fc,1,1,1,1,0.05788993,0.05773003,1.002769788964253,0,1.0,0.0001599,1e723ad8c32bdb2d42a895e0fcf601f,1,6,42.18501871666667,1,1,-2.786446598073716,0,normal,,376
c5fb62b5bde927bd2893343fb63f65f8,1,2,1,2,0.03824302,0.03819048,1.0013757355236175,0,1.0,5.254e-05,36e068025e979778d7248e2951f58d0,1,6,50.04856256666667,1,1,0.6384018308948165,0,normal,,60
268f1e7329148d0bf6178a839031510e,1,2,1,2,0.098437,0.09808652,1.003573171930251,0,1.0,0.00035048,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,7,65.58810211666666,1,1,-0.29078381461712144,0,normal,,281
00a90fa85241c55995f0b34f5525e32b,1,3,1,3,0.13076979,0.13038471,1.0029534137860183,0,1.0,0.00038507,bc1q94f79dc5811d2d1a89b71ea0d572c8,1,8,4.0349930333333335,1,1,0.6832603317082712,0,normal,,281
c7e313d4f84c10ae4d1bf4ee47becdc4,1,1,1,1,0.10441585,0.10413493,1.0026976538996089,0,1.0,0.00028092,1e723ad8c32bdb2d42a895e0fcf601f,0,7,64.39939111666666,1,1,-0.19686891252840266,0,normal,,376
ec37f00aafaab1b791f0066d1e09b8a0,1,2,1,2,0.10775383,0.1073529,1.0037346918434433,0,1.0,0.00040092,1e723ad8c32bdb2d42a895e0fcf601f,1,8,1.5554799666666668,1,1,-0.06286131747738405,0,normal,,376
7dc437dde39515ead5d44c348fa95ec3,1,1,1,1,0.02484845,0.02479055,1.0023355673835392,0,1.0,5.79e-05,bc1qd289f0618ae30595a5bafa431d029f,0,2,269.02234941666666,1,1,1.0220176261141456,0,normal,,188
2b15169ee2db1afd8f20a7a0d191560b,1,3,1,3,0.03037145,0.03033309,1.0012646255294135,0,1.0,3.835e-05,36e068025e979778d7248e2951f58d0,1,7,46.17542726666667,1,1,-0.42407250973380844,0,normal,,60
e2932127e21dc7c033b6067cad541304,1,2,1,2,0.0349269,0.03490716,1.0005655000292202,0,1.0,1.975e-05,36e068025e979778d7248e2951f58d0,2,8,12.4549487,1,1,0.218703099713844,0,normal,,60
328cafe64d41f48ccde4e2f18f1c74c8,1,2,1,2,0.02463148,0.02453876,1.003778512035653,0,1.0,9.272e-05,36e068025e979778d7248e2951f58d0,2,9,3.8028476333333336,1,1,-1.2551159927973565,0,normal,,60
f15792f9e8ff9865b436b0aec1690674,1,2,1,2,0.11299953,0.11293072,1.0006093116204342,0,1.0,6.881e-05,1e723ad8c32bdb2d42a895e0fcf601f,2,9,46.94206916666667,1,1,0.14213818576388598,0,normal,,376
ad1a52cb5e7b6f561bb38fa683b9190d,1,1,1,1,0.10655359,0.10640991,1.0013502501787663,0,1.0,0.00014368,1e723ad8c32bdb2d42a895e0fcf601f,2,10,12.897206883333332,1,1,-0.1258857611792079,0,normal,,376
8f928bca7aecc9537ddee37debbaca66,1,2,1,2,0.0784474,0.0782105,1.0030290050568658,0,1.0,0.0002369,33e0098ae441e21d25864f225d4a0fc,0,1,557.4669125666667,1,1,0.0,0,normal,,341
c07e4df2ee8523c7714ae7f948fc7a68,1,1,1,1,0.1524665,0.15189443,1.0037662342193852,0,1.0,0.00057207,1e723ad8c32bdb2d42a895e0fcf601f,1,11,59.1457189,1,1,1.8254033998541082,0,normal,,376
026004c8827c00e39881ad9ff03566ac,1,2,1,2,0.02278996,0.02277208,1.0007851720176637,0,1.0,1.789e-05,36e068025e979778d7248e2951f58d0,0,10,85.26620866666667,1,1,-1.362713659034902,0,normal,,60
7fc744024adac4b2a9b1345df63a43a4,1,1,1,1,0.02527648,0.02519192,1.0033566318089293,0,1.0,8.456e-05,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,9,150.97755396666668,1,1,-2.59038191494144,0,normal,,281
b4508610f17aa7a9243d116d4563abbe,1,2,1,2,0.01827771,0.01823278,1.00246424297337,0,1.0,4.494e-05,1680bacb856d0353dc9829015eabb27,0,0,-1.0,0,0,0.0,0,normal,,117
fa26617b36083192a7977c07cfc28743,1,1,1,1,0.03356091,0.03345958,1.0030284301237493,0,1.0,0.00010133,36e068025e979778d7248e2951f58d0,1,11,39.31208095,1,1,0.25072467112434255,0,normal,,60
02bc731fc7b8ec3f1db8662ed6ef334d,1,1,1,1,0.01883389,0.01877387,1.003196996676764,0,1.0,6.002e-05,36e068025e979778d7248e2951f58d0,1,12,21.402873466666666,1,1,-1.829508548105414,0,normal,,60
69c18577ab8f225ac2be527df8de0e09,1,1,1,1,0.02200937,0.02197112,1.0017409217190567,0,1.0,3.825e-05,bc1qd289f0618ae30595a5bafa431d029f,0,3,191.30887661666665,1,1,0.05246770402761966,0,normal,,188
76b904727470724cf9f6b641063ff61e,1,2,1,2,0.02093665,0.02090384,1.0015695680793577,0,1.0,3.281e-05,154b4a468586eba6a34c85410714d51,0,0,-1.0,0,0,0.0,0,normal,,92
b8702def844e19ffa2c11893d198a560,1,1,1,1,0.0967907,0.09644791,1.003554146481764,0,1.0,0.00034279,129993954a7b69b1cd66b09cf0e6d2b,0,1,871.3001941833334,1,1,0.0,0,normal,,364
5f1d359f5979bfa03e79d6c73dc8a2f5,1,1,1,1,0.133021,0.13253956,1.003632424915248,0,1.0,0.00048144,1e723ad8c32bdb2d42a895e0fcf601f,0,12,105.09036871666667,1,1,0.7848440002230074,0,normal,,376
3f58c799a844f459f8def7d681dfb8ae,1,1,1,1,0.10478575,0.10458125,1.0019554174385943,0,1.0,0.0002045,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,10,93.40779295,1,1,0.0769723593048316,0,normal,,281
2679a78054dca4090c241ea1d899d7c4,1,1,1,1,0.09879066,0.09842142,1.0037516223602545,0,1.0,0.00036924,bc1q94f79dc5811d2d1a89b71ea0d572c8,1,11,0.8421432166666667,1,1,-0.08301292170908893,0,normal,,281
b1d277c6aa78ac005550eabff84e462f,1,1,1,1,0.12849351,0.12837398,1.0009311076902032,0,1.0,0.00011953,bc1q94f79dc5811d2d1a89b71ea0d572c8,2,12,23.191148216666665,1,1,0.7295705253501964,0,normal,,281
ad8cc85c53559e80bc5e3e2fcebc1bd7,1,1,1,1,0.11788332,0.11746401,1.0035696891328671,0,1.0,0.00041931,30d18ab668c84770b95017c5dae1201,0,0,-1.0,0,0,0.0,0,normal,,329
0f90d4583d5433448d079484f6c3bc47,1,1,1,1,0.07611325,0.07595664,1.002061834225421,0,1.0,0.00015661,bc1q94f79dc5811d2d1a89b71ea0d572c8,3,13,18.62517905,1,1,-0.7684329181165256,0,normal,,281
373fbc4ef3b734e3576a01c2e603e737,1,1,1,1,0.02238243,0.02236917,1.0005927801523256,0,1.0,1.326e-05,bc1qd289f0618ae30595a5bafa431d029f,0,4,94.41482993333334,1,1,0.14647320877605222,0,normal,,188
a1719b1d7f71166417be5699c9a0b272,1,1,1,1,0.02033057,0.02025839,1.0035629682319276,0,1.0,7.218e-05,bc1qd289f0618ae30595a5bafa431d029f,1,5,10.043626266666667,1,1,-0.4893290036888613,0,normal,,188
3e1a09ae54556afaf1770366b658f7a0,1,2,1,2,0.061206,0.0611703,1.0005836165590165,0,1.0,3.569e-05,38932591ee89a4c681134e250647c59,0,0,-1.0,0,0,0.0,0,normal,,553
cfef7811e124c3f25132fe68a1a054a9,1,2,1,2,0.02482221,0.02478934,1.0013259731804074,0,1.0,3.287e-05,154b4a468586eba6a34c85410714d51,0,1,118.7982909,1,1,0.0,0,normal,,92
9ce3655e05389893082a2dbeaa7b73ff,1,1,1,1,0.02009415,0.02006086,1.0016594502927592,0,1.0,3.329e-05,bc1qd289f0618ae30595a5bafa431d029f,2,6,36.47233621666667,1,1,-0.5147864636416319,0,normal,,188
cbe1c681521fc6eb487f54bfc9f7136f,2,2,2,2,0.10657942,0.10624258,1.003170480234949,0,1.0,0.00033684,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,14,88.175767,1,1,0.13519864387745287,0,normal,,281
864743c75d6b4e017906f2b875f1f413,1,2,1,2,0.01642271,0.01638474,1.0023174002150783,0,1.0,3.796e-05,1238b052b64777c6177a771af70de70,0,2,832.4163742666666,1,1,3.832288927432441,0,normal,,444
6f6127a828479019ab310d489ee7c59e,2,3,2,3,0.07473986,0.07462512,1.0015375519664156,0,1.0,0.00011475,38932591ee89a4c681134e250647c59,0,1,135.06454903333332,1,1,0.0,0,normal,,553
6898e5510432dd0574fcfa93421a51df,1,1,1,1,0.01663575,0.01659605,1.0023921354780203,0,1.0,3.97e-05,1238b052b64777c6177a771af70de70,1,3,18.998761249999998,1,1,1.439014277676941,0,normal,,444
b5ae2a56fa033d6c822fb2f06175a257,1,1,1,1,0.00768183,0.0076676,1.0018558610256143,0,1.0,1.423e-05,17d7ddbd284476c6b88f83dd97dc9cd,0,0,-1.0,0,0,0.0,0,normal,,110
845ba37db67f888bd47f55039d7387db,1,1,1,1,0.1129481,0.11277615,1.0015247018097353,0,1.0,0.00017195,bc1q94f79dc5811d2d1a89b71ea0d572c8,0,15,125.93358908333333,1,1,0.3166234972119849,0,normal,,281
a8501cdf91af4ffbcc53d0d7256d0123,1,2,1,2,0.13414894,0.13395966,1.001412962678466,0,1.0,0.00018927,bc1q94f79dc5811d2d1a89b71ea0d572c8,1,16,26.66805465,1,1,0.9434093063685727,0,normal,,281
eb1e53d0ca3c8020d523e33fa539064f,3,2,3,2,0.0458478,0.04568546,1.0035534281585432,0,1.0,0.00016234,38932591ee89a4c681134e250647c59,0,2,62.57564103333333,1,1,-3.2695964048689725,0,normal,,553
576c76f223b66287876cc73435f83c4c,1,1,1,1,0.01278646,0.01277607,1.0008132391259597,0,1.0,1.039e-05,1238b052b64777c6177a771af70de70,0,4,62.6727896,1,1,-1.5339924383971926,0,normal,,444
80fc5ba87c03a8d357b56faa36132f0b,1,1,1,1,0.05790153,0.05776546,1.0023555598795544,0,1.0,0.00013607,38932591ee89a4c681134e250647c59,1,3,9.683565066666667,1,1,-0.22844731258283588,0,normal,,553
c8377a98394bf5dc4aba7048bef2a213,1,1,1,1,0.03376823,0.03374863,1.00058076431547,0,1.0,1.96e-05,bc1qd289f0618ae30595a5bafa431d029f,0,7,203.80989515000002,1,1,4.238486656966772,0,normal,,188
f5538cd3fcc1c48c730350cae9926bad,1,1,1,1,0.00856055,0.00853593,1.0028842785730436,0,1.0,2.462e-05,17d7ddbd284476c6b88f83dd97dc9cd,0,1,96.54286671666667,1,1,0.0,0,normal,,110
1a44ae3ecd4dc52665ea17ddd4bf4ad3,2,1,2,1,0.08967264,0.08956611,1.001189400767768,0,1.0,0.00010652,38932591ee89a4c681134e250647c59,0,4,62.0500932,1,1,2.8915675908153937,0,normal,,553
7a199d04803f2c47f7bdeda4fc5adb19,1,1,1,1,0.06934442,0.06912476,1.003177732551983,0,1.0,0.00021966,38932591ee89a4c681134e250647c59,1,5,25.378482166666668,1,1,0.2307371356925815,0,normal,,553
94935d514002f302659c8ddf37a8e3ce,1,1,1,1,0.05269326,0.05254345,1.0028511641317805,0,1.0,0.00014981,38932591ee89a4c681134e250647c59,1,6,36.57839048333334,1,1,-0.9975471806668722,0,normal,,553
7e6a3ea7fae916343bf85406389d2267,1,1,1,1,0.02099866,0.02096588,1.0015634926843042,0,1.0,3.278e-05,154b4a468586eba6a34c85410714d51,0,2,338.78276731666665,1,1,-0.96808182089583,0,normal,,92
a32f0b9afb1215ffe82c428511f01e84,1,1,1,1,0.01637283,0.01631626,1.0034670935618826,0,1.0,5.657e-05,1238b052b64777c6177a771af70de70,0,5,186.98880706666665,1,1,1.055177318696034,0,normal,,444
73417e3087a041f9ddd0375faaed0c22,1,2,1,2,0.03341242,0.03338612,1.000787752515117,0,1.0,2.63e-05,38932591ee89a4c681134e250647c59,0,7,81.53852893333332,1,1,-2.276995752322646,0,normal,,553
cdbbfe6c59358c392b032d348f917aac,1,1,1,1,0.03663542,0.03659298,1.0011597852921519,0,1.0,4.244e-05,38932591ee89a4c681134e250647c59,1,8,2.6747655166666666,1,1,-1.462446675402736,0,normal,,553
861c2a6f1812362fc076f92d73a469a5,1,2,1,2,0.03216703,0.03212836,1.0012036095213075,0,1.0,3.867e-05,154b4a468586eba6a34c85410714d51,0,3,119.6821448,1,1,5.455840984645393,0,normal,,92
b1dbd7a70929bf8b2a179285eb940e28,1,2,1,2,0.07025193,0.07005678,1.0027855976252407,0,1.0,0.00019515,38932591ee89a4c681134e250647c59,0,9,62.363366166666665,1,1,0.716310117726291,0,normal,,553
eba4c1c6e1c826c0c0860ffe90403b47,1,2,1,2,0.06086686,0.06081858,1.0007938363572448,0,1.0,4.828e-05,38932591ee89a4c681134e250647c59,1,10,15.25444105,1,1,0.10145491315403073,0,normal,,553
ae34097ac6ac61e7d3e14d832f8af5db,1,1,1,1,0.07232423,0.07221319,1.001537669226356,0,1.0,0.00011104,3379efc5edb0d3cb0b63bcf08601833,0,0,-1.0,0,0,0.0,0,normal,,195
6fa8736973db49d04e998b7658fde70b,1,3,1,3,0.06443525,0.06437456999999999,1.0009426082380046,0,1.0,6.069e-05,bc1qf71fb96dd49c966744cb9e6dedcba5,0,0,-1.0,0,0,0.0,0,normal,,657
70449b5172624be80c994ec16162faf8,1,1,1,1,0.02619872,0.0261073,1.0035017025889312,0,1.0,9.142e-05,361ea2fe42e707afe2bd9875fdcabbf,0,0,-1.0,0,0,0.0,0,normal,,384
8abe925c38a3a9c2aaad68e445a79cdb,1,1,1,1,0.01496484,0.01490585,1.0039575066165298,0,1.0,5.899e-05,1238b052b64777c6177a771af70de70,0,5,333.91982985,1,1,0.02100150664025001,0,normal,,444
96b08859ce7878c3dc4e9d8195c7c261,1,1,1,1,0.06820194,0.06813473,1.000986427920093,0,1.0,6.721e-05,3379efc5edb0d3cb0b63bcf08601833,0,1,223.30126436666666,1,1,0.0,0,normal,,195
fb2389d318bc2e3b20f6b8d894369f5d,1,1,1,1,0.12583764,0.12566598,1.001366002159057,0,1.0,0.00017166,30d18ab668c84770b95017c5dae1201,0,1,818.8146660666666,1,1,0.0,0,normal,,329
e6cb674e43a71e406582a48e4d87ebfd,1,2,1,2,0.09324827,0.09302982,1.0023481718012568,0,1.0,0.00021844,38932591ee89a4c681134e250647c59,0,11,307.1469584833333,1,1,2.1269462316121968,0,normal,,553
d27b0f351516795e5d0effd656581795,1,1,1,1,0.0470836,0.0469132,1.0036322399665767,0,1.0,0.0001704,38932591ee89a4c681134e250647c59,1,12,11.3144672,1,1,-0.840896630644742,0,normal,,553
e6fb2bdf4122a53448a2342dd1415075,1,2,1,2,0.01676949,0.0167414,1.0016778764022125,0,1.0,2.809e-05,1238b052b64777c6177a771af70de70,0,5,216.45748713333333,1,1,1.215055747178532,0,normal,,444
499e191b793ef07d55395f92913a4e7c,1,1,1,1,0.07409866,0.0739076,1.0025851197982345,0,1.0,0.00019106,38932591ee89a4c681134e250647c59,0,13,162.43875578333333,1,1,0.7413709023277304,0,normal,,553
c176d668c611fa92695eb290bbef78a7,1,2,1,2,0.02106751,0.02101962,1.002278347562896,0,1.0,4.789e-05,bc1qd289f0618ae30595a5bafa431d029f,0,6,758.9370218333333,1,1,-0.39320483535516987,0,normal,,188
41191db3bd26551fa077da2558d25613,1,1,1,1,0.01906976,0.01903534,1.0018082156662294,0,1.0,3.442e-05,154b4a468586eba6a34c85410714d51,0,4,530.3619524666667,1,1,-1.238141394594053,0,normal,,92
5f451e1ea0590378a8f4606d2eb84985,1,1,1,1,0.10262632,0.10247658,1.001461211917884,0,1.0,0.00014974,38932591ee89a4c681134e250647c59,1,14,36.9498536,1,1,2.3434875037713803,0,normal,,553
5d697934ddeb78a4375fdd572700260b,1,1,1,1,0.02158677,0.02153684,1.0023183531102984,0,1.0,4.993e-05,3bee9750c9e55503cd1ff3fb0c58278,0,0,-1.0,0,0,0.0,0,normal,,620
0c617fba001e02a138fb7764de29e205,1,2,1,2,0.01621471,0.01618564,1.0017960364866634,0,1.0,2.906e-05,1238b052b64777c6177a771af70de70,0,6,132.90535643333334,1,1,0.6832719408709285,0,normal,,444
1569064107c4d918b91c6d9dcf41c7ca,1,2,1,2,0.05209452,0.05206638,1.0005404639231688,0,1.0,2.815e-05,375ac822c55aef7f4e9573450521700,0,0,-1.0,0,0,0.0,0,normal,,345
dbf7fa26e9b89caf8a930d39c13d3c53,1,3,1,3,0.06164349,0.061573260000000005,1.0011405925234427,0,1.0,7.022e-05,33e0098ae441e21d25864f225d4a0fc,0,1,1367.4686262,1,1,-0.8828258449595995,0,normal,,341
f6ebcacf6c05df93969c382abb9e88f8,1,1,1,1,0.06944466,0.06927836,1.0024004609808894,0,1.0,0.0001663,375ac822c55aef7f4e9573450521700,1,1,16.733435216666667,1,1,0.0,0,normal,,345
8dec1c17d02b36808119635294b58d54,1,1,1,1,0.06731546,0.06722855,1.0012927543432069,0,1.0,8.691e-05,375ac822c55aef7f4e9573450521700,2,2,34.015819433333334,1,1,0.7545610582969351,0,normal,,345
3cad34019c00cb5297c40530b5465c93,1,1,1,1,0.02672333,0.02661914,1.0039141009063404,0,1.0,0.00010419,30d18ab668c84770b95017c5dae1201,0,2,431.24334086666664,1,1,-10.0,0,normal,,329
779d7db423caef2f79a759de2fb9950b,1,1,1,1,0.01285734,0.01282764,1.0023153128712687,0,1.0,2.97e-05,1290a3ac35b9fea1578d70948f9e3d0,0,0,-1.0,0,0,0.0,0,normal,,267
d457530573b0220d5f2019ea3cd61f5e,1,1,1,1,0.05230545,0.05226341,1.0008043868549719,0,1.0,4.204e-05,bc1q2c7dd6f664c7202fddb26a13106665,0,0,-1.0,0,0,0.0,0,normal,,726
91c967441c67d4d67ef86974ffb0f027,1,1,1,1,0.02091348,0.02087319,1.0019302272436557,0,1.0,4.029e-05,bc1q2c7dd6f664c7202fddb26a13106665,1,1,16.6016831,1,1,0.0,0,normal,,726
a7f2f07ef821947c43a7320c198493ce,2,1,2,1,0.02855924,0.02850247,1.0019917572056036,0,1.0,5.678e-05,3bee9750c9e55503cd1ff3fb0c58278,0,1,204.89195425,1,1,0.0,0,normal,,620
5190ae93e9d0c2ecaa8d904cce339ee0,1,2,1,2,0.01282913,0.01281008,1.0014871101507563,0,1.0,1.906e-05,1290a3ac35b9fea1578d70948f9e3d0,1,1,42.5553203,1,1,0.0,0,normal,,267
61004ffed1e2b878c576c26d98ae0666,2,2,2,2,0.0156617,0.01563602,1.0016423616751577,0,1.0,2.567e-05,1680bacb856d0353dc9829015eabb27,0,0,-1.0,1,1,0.0,0,normal,,117
0acc09da0ada634b7a8ba3cf39bbab8a,1,2,1,2,0.0120091,0.011976,1.0027638610554441,0,1.0,3.31e-05,1290a3ac35b9fea1578d70948f9e3d0,2,2,6.5725732,1,1,-10.0,0,normal,,267
d22ed0185d8dab6acbacc8b69b8cfe0e,2,1,2,1,0.08415174,0.08408491,1.0007947918360143,0,1.0,6.682e-05,375ac822c55aef7f4e9573450521700,0,3,177.81628471666667,1,1,2.743959953795393,0,normal,,345
959c8a7c8eabe1fd945f3ce4bceeabed,1,2,1,2,0.00789697,0.00787376,1.0029477657434311,0,1.0,2.32e-05,1238b052b64777c6177a771af70de70,0,7,293.02240665000005,1,1,-4.969692995423,0,normal,,444
899642b346481f0d7d11443f9f662738,1,1,1,1,0.05375052,0.05354986,1.003747161990713,0,1.0,0.00020066,bc1q2c7dd6f664c7202fddb26a13106665,0,2,109.77091268333334,1,1,1.0920662194822437,0,normal,,726
841597ef23d24b8f1cae72f78b84a168,1,1,1,1,0.05714337,0.0570715,1.001259297547813,0,1.0,7.187e-05,bc1q2c7dd6f664c7202fddb26a13106665,1,3,4.639884033333333,1,1,0.9782056583802101,0,normal,,726
8f57c122f50a82e803ec608b5ae9d2b3,1,1,1,1,0.06709981,0.06698093,1.001774833523512,0,1.0,0.00011888,375ac822c55aef7f4e9573450521700,1,4,57.55421965,1,1,-0.10139276208807463,0,normal,,345
46a3cc71ff2f6883163b5481284e4cd4,2,2,2,2,0.02010442,0.02005844,1.002292301893866,0,1.0,4.598e-05,111906f34885a4690882eafc9776598,0,0,-1.0,0,0,0.0,0,normal,,199
e84c75a4970a9fb48709a8c721e4b835,3,2,3,2,0.02063757,0.02059278,1.002175034162459,0,1.0,4.478e-05,bc1qd289f0618ae30595a5bafa431d029f,0,3,457.37126651666665,1,1,-0.4599190100614616,0,normal,,188
a83c4511ba686bf14dee7b9b5b99bf7e,1,2,1,2,0.06916552,0.06891824,1.0035880196592366,0,1.0,0.00024728,bc1q2c7dd6f664c7202fddb26a13106665,0,4,65.759541,1,1,1.5841028094261598,0,normal,,726
49c3111fdd7ff4e181ea87a2c5d405a3,1,2,1,2,0.04384513,0.04372992,1.002634580625805,0,1.0,0.0001152,bc1q2c7dd6f664c7202fddb26a13106665,1,5,3.8920517166666664,1,1,-0.425392416817114,0,normal,,726
616f0cc527754a4ba57cd9dc175ac423,1,3,1,3,0.05002309,0.04993032,1.00185798929388,0,1.0,9.277e-05,bc1q2c7dd6f664c7202fddb26a13106665,2,6,8.025792333333333,1,1,0.033876052672411665,0,normal,,726
764f3c606cdfef94556b99b2b9c97af7,1,1,1,1,0.02586216,0.02581921,1.0016634900912924,0,1.0,4.295e-05,bc1qd289f0618ae30595a5bafa431d029f,1,3,23.14410605,1,1,0.7387878701136072,0,normal,,188
