wallet_id,address,home_ip,asn,country,typical_amount_btc,script_type
76,bc1q54f945aecc7146c28bc38106905047,17.224.87.90,AS45899,VN,0.0543151,P2WPKH
77,bc1q5bb3bd1c00d14a43920d05798f3a9c,100.227.242.174,AS3320,DE,0.0369198,P2WPKH
78,bc1q5ea15857c94249ddb8806a49ee2a9e,169.116.123.109,AS16276,FR,0.05457173,P2TR
79,101cd087bbbc74744b713d922a5dc45,159.37.159.222,AS60068,NL,0.00682223,P2PKH
80,35d9799288439457294fdbc90c15e97,77.238.207.187,AS16509,US,0.03996817,P2WPKH
81,35eda5a7937ed46baadfaf6518988e7,35.230.186.146,AS14061,US,0.07115552,P2TR
82,1e56704d7d12d424cac4e33083f7ea1,209.154.196.24,AS7922,US,0.21825177,P2WPKH
83,bc1qa18284c54af54e099c761c20be9486,213.9.176.92,AS3320,DE,0.02965068,P2WPKH
84,bc1qa9cdb61ddd7c4d5db837b67fa2b571,12.164.17.122,AS9829,IN,0.02218157,P2TR
85,167ab1f363c4c4e09aa81a794d8fe82,68.89.120.132,AS45899,VN,0.03014437,P2PKH
86,33b990cceef5540f4bfe4e420190081,192.243.174.234,AS16276,FR,0.12435712,P2PKH
87,bc1q559a1498f5e94f72b47817ce9e8b8b,1.126.15.240,AS16276,FR,0.06916579,P2WPKH
88,bc1qf7baca29d7174c89bb6ac5d427c9d3,204.167.230.234,AS9829,IN,0.02931194,P2PKH
89,1ad88885084cc44bda96844e1a010c0,186.31.179.167,AS9829,IN,0.08318131,P2WSH
90,bc1q34da49b2d8a84feebdbe417149bf2f,148.27.150.166,AS16276,FR,0.05486265,P2PKH
91,bc1q0eb3f839607244f7b459d9b4eca795,106.24.19.210,AS45899,VN,0.13115768,P2PKH
92,bc1q0f42e9a1090f45b682af6994bcb09b,201.212.50.173,AS60068,NL,0.02467282,P2WPKH
93,39d8489e3be5440a384c3030211376e,169.18.146.47,AS7922,US,0.03587688,P2WPKH
94,38c232f18d3e64f01b5ef2585607eca,120.204.194.248,AS7922,US,0.03363769,P2PKH
95,1213089989fb6414b93ff9616bb1998,48.249.11.43,AS60068,NL,0.01152179,P2PKH
96,3f72f7c6c823340cc9a64c4f4c1b3c5,2.70.113.58,AS16276,FR,0.06694528,P2SH
97,171672655b668401e9e36eff0b204dc,101.80.196.49,AS3320,DE,0.06463852,P2TR
98,bc1q966db1ef92c64714872569360e13bb,164.215.28.54,AS4713,JP,0.0500423,P2PKH
99,3503417cf47cc4c4aa23f4420935100,198.130.0.177,AS9009,RO,0.03937646,P2PKH
100,1fc8c40f2257c4734abd18f4d2fd713,193.153.72.43,AS7922,US,0.01209007,P2SH
101,1a1f74b43a5544370bae957bd380f04,212.76.28.225,AS24560,IN,0.03269133,P2WPKH
102,bc1q6fa5736724bf4a6fa99d24b8008d5c,134.217.173.106,AS3320,DE,0.03534089,P2WPKH
103,3e7b18ca4857f411987da4f40fafec2,206.45.196.230,AS9009,RO,0.02231989,P2PKH
104,1e32cb731668d46d395b9f82326faed,186.248.224.21,AS4713,JP,0.04237123,P2WSH
105,12634d12dfd024e3da567966b0ec7f9,48.229.28.185,AS4713,JP,0.07457506,P2TR
106,39f9634459e1448a68b58946077cfd7,209.160.37.1,AS60068,NL,0.32830438,P2WSH
107,3924ec9c6fc9541aa9e30702aea2e16,49.181.32.252,AS4713,JP,0.05928362,P2PKH
108,1e21b60489032408eb7f96b7df7aafe,72.95.89.104,AS14061,US,0.06441237,P2PKH
109,3b10869403cc54005973989c560d70a,198.169.93.111,AS24560,IN,0.04621523,P2WSH
110,1474eb39c94d0478886a03c3d07d361,221.175.156.121,AS45899,VN,0.00730811,P2WPKH
111,339111feb379849f6b32b46de9e40a2,210.104.101.204,AS24560,IN,0.04848437,P2WSH
112,39816b4c1cdc24d1a8957feb9e30fe0,196.36.228.143,AS24560,IN,0.0528779,P2WPKH
113,bc1qe596e827b25440e6a4cd1d68304d99,180.189.47.46,AS16276,FR,0.58464065,P2TR
114,12e8fe9cda3454be2a57b11abdb8256,147.186.129.57,AS9829,IN,0.04107478,P2WPKH
115,3aa92c3c45b704275950c0797be17e7,170.40.218.51,AS7922,US,0.06730958,P2WPKH
116,3220133c5bca44339a3d3e73f6a067b,143.248.75.145,AS24560,IN,0.04808852,P2WPKH
117,bc1qde139a22998a4faa984958c5cc463a,221.1.11.39,AS3320,DE,0.0154727,P2WSH
118,1e5dde8922f474b06b2334d9a09a950,203.5.228.214,AS9829,IN,0.15611269,P2WPKH
119,1ac23cfe453474e8e93ccdde067d121,8.181.77.55,AS16276,FR,0.10560316,P2WPKH
120,bc1qdc5c18c2a024415c9ab7eeffdab42e,149.66.134.209,AS60068,NL,0.10981391,P2SH
121,1c822ea733f714a129835b5b4ed08ed,163.248.126.54,AS60068,NL,0.02005278,P2WPKH
122,bc1qcb774e5afd2b4f57b0584fae27fc8b,134.235.9.233,AS3320,DE,0.20246147,P2TR
123,bc1q1e0bc863f8394cb7b4432a6d397045,167.135.242.66,AS9829,IN,0.01225463,P2SH
124,31001151559de46ac96c6ee77ecaeff,93.117.155.181,AS9829,IN,0.08953346,P2PKH
125,30f8ec3648f0f4e98b02cf315741d4f,142.144.236.174,AS60068,NL,0.4450608,P2WPKH
126,10a9959e97bed4f80988b90bbe92f7a,76.92.61.13,AS9009,RO,0.01848979,P2PKH
127,bc1q62c36cd6e41a405fa492c1d2479a28,132.113.99.188,AS7922,US,0.02826029,P2PKH
128,30ab0f789db384c919d79a997210ad0,153.148.84.167,AS9009,RO,0.05500404,P2WPKH
129,39cec021b1f214c9bbacfcb15e45fe4,198.212.198.60,AS14061,US,0.03009261,P2WPKH
130,bc1q22b821ca3ec443a4a29e4f14b76f3d,80.183.191.243,AS14061,US,0.0105602,P2PKH
131,1561bde7098b5457f86f2715e48405b,48.253.102.161,AS9829,IN,0.05332036,P2WPKH
132,bc1q5f1c67022d184b75b30f9d281c99d0,91.207.228.131,AS24560,IN,0.01720933,P2WSH
133,190fc1bc141b44988b2e878274d4e09,186.9.165.3,AS60068,NL,0.0799457,P2PKH
134,1a8f330140ca942a5a8f804f0ea5ef8,179.179.94.203,AS4713,JP,0.01985252,P2PKH
135,319b990a8e01a47e594fdf39663a9c5,170.194.164.2,AS9009,RO,0.2345549,P2SH
136,bc1qe92f7a47627a408790087f89a09802,155.232.93.205,AS9009,RO,0.02274856,P2WPKH
137,3fcbde1bc933740fb8c630de73e0196,44.156.57.62,AS14061,US,0.03607838,P2PKH
138,bc1q365a1b73e96845b58e458567b16802,149.33.255.83,AS7922,US,0.11231108,P2WPKH
139,1920d3e6be2aa4e03a5d08acbc5ad9a,211.252.238.58,AS4713,JP,0.01453982,P2WPKH
140,1d32774aabc37418999f7f431e095ef,197.60.181.30,AS16276,FR,0.06250304,P2TR
141,1bdf71d60a1d74c01b2eac8894afd7f,220.224.118.198,AS14061,US,0.18399306,P2WSH
142,bc1qc3d20f5e15e349f6acd04e3c191573,212.18.189.222,AS16276,FR,0.0099769,P2WPKH
143,3d89fee48d19f44f48e7501c03fd3ea,118.16.250.163,AS9009,RO,0.05988279,P2WSH
144,3e27227b9ed8c4cde9a2fbb3c824f24,203.21.145.161,AS16276,FR,0.06456278,P2WSH
145,bc1qc536568bdfb34ce3add7c153f175ec,207.63.164.86,AS14061,US,0.10880727,P2PKH
146,1b04c7b0de37445b49c7bdf6853f6aa,193.155.149.127,AS60068,NL,0.01445159,P2WPKH
147,bc1q206c445702f845df8ed465e259b795,148.159.187.62,AS14061,US,0.01329381,P2PKH
148,3d54cb747649e4b01ba060f0233a31c,141.173.72.166,AS3320,DE,0.08390598,P2PKH
149,3548262410e8b4e37adfbeb03542e88,213.110.28.164,AS24560,IN,0.06700317,P2WSH
150,1496d42fbea2d4612a31f39882b4248,218.185.220.187,AS4713,JP,0.06395938,P2PKH
151,bc1qde8a4012d71147188a88b6a0102fff,23.132.11.37,AS4713,JP,0.07040072,P2PKH
152,378c45005515d465e822d68b2308ac5,214.95.69.189,AS16509,US,0.02522235,P2WPKH
153,33ea4704e0f0a407ca6355a98871108,79.171.128.12,AS7922,US,0.06280339,P2WSH
154,3b3eb7b8398a64e4abeeee98a7d03b3,178.84.155.222,AS9009,RO,0.06674155,P2PKH
155,bc1qea67e594f4fa48b3952b68cf11745c,140.113.160.123,AS16509,US,0.02437124,P2PKH
156,3e9376697dd0943d78307dc5bb8f89e,202.253.31.1,AS9829,IN,0.32167116,P2WSH
157,33d968fb6b71e4069a434754e98dfee,128.90.216.161,AS16276,FR,0.07996493,P2WPKH
158,bc1q4b7f09999f3b4e2db846594fb3e320,23.0.191.32,AS45899,VN,0.01512655,P2PKH
159,381e59bd0ecdb4f01b6c2b425747693,30.221.151.186,AS14061,US,0.09599623,P2SH
160,bc1q75f8f765ff514f58844a10aef6b981,39.196.86.221,AS60068,NL,0.01878528,P2WPKH
161,32257996e492e407abdbb18e17270bb,157.188.182.255,AS4713,JP,0.10938129,P2WPKH
162,360a2642a8c5a45d88b365980d2dd1b,206.137.211.130,AS9009,RO,0.15859454,P2WPKH
163,1b577ecb3397d471f87a57b6dee210f,189.167.220.59,AS60068,NL,0.02191284,P2PKH
164,399edf93245f64234aa75e0a159ed41,213.23.210.81,AS4713,JP,0.13046845,P2PKH
165,37e3677bbe0e2405da4a2b6ae45a839,192.249.155.226,AS45899,VN,0.07522896,P2PKH
166,319f0d1e5c9f44e9aab94c6b6154cb2,164.111.222.6,AS9829,IN,0.11327465,P2PKH
167,17aed1d6ece9847fb96ae82f28cf5c5,215.167.230.243,AS14061,US,0.33180527,P2WPKH
168,194b4f2012cec4aafacdb73608f3842,146.73.94.188,AS24560,IN,0.03895344,P2WPKH
169,bc1q39ce69b156fe408499759902bbe8ca,109.29.135.198,AS7922,US,0.02343004,P2TR
170,18c3e55db19a447c68d6e27e54c0067,212.211.154.210,AS7922,US,0.02045528,P2PKH
171,13d7dde6a910a45fb8e333766b5213d,114.113.227.238,AS14061,US,0.02201986,P2PKH
172,140e9796b497140e394641eb2f4300c,221.70.153.10,AS14061,US,0.04609265,P2PKH
173,3518744f95ecb430786582feff47631,157.209.180.46,AS4713,JP,0.07002885,P2WPKH
174,bc1qf37cfb582ae6461191bbe34224f37c,154.227.161.167,AS3320,DE,0.06565712,P2TR
175,13406d160c9dc4d13b2eaf18d3e74c2,170.20.0.47,AS9009,RO,0.11385646,P2TR
176,bc1qb520c09b93c34bb9a05d782aa1065a,208.48.76.248,AS60068,NL,0.05043862,P2SH
177,bc1qd07037b036c2444b837bbb5518a273,152.245.138.142,AS45899,VN,0.2129994,P2WPKH
178,bc1q65bc31ef778f40409deef51381e2c1,183.14.167.41,AS45899,VN,0.03821005,P2WPKH
179,31bd1f906e4d64819a81dc8c768960a,155.228.188.151,AS60068,NL,0.75591161,P2WSH
180,bc1q18c40dcad43147d891dc4aaa896e2e,149.131.37.123,AS7922,US,0.09307658,P2WPKH
181,bc1q9939b80219934448886c0a99763a85,201.158.5.48,AS24560,IN,0.02112797,P2WPKH
182,36715e51f8aeb4dc9a9a2ac4690fe6b,222.244.220.47,AS7922,US,0.01706215,P2WSH
183,12ffc22309c984c21bfdc10704d8dbd,8.27.157.23,AS16509,US,0.08065878,P2WPKH
184,30dad2a9f453f4ff79b419e3f28083e,176.222.5.31,AS4713,JP,0.03981694,P2PKH
185,bc1q07506f8fb1cb4490b6dfeaae5f22dc,40.175.76.226,AS60068,NL,0.10167239,P2WPKH
186,bc1qc34895ecb0f34b0ca94ae298855654,144.166.102.169,AS14061,US,0.07991734,P2SH
187,bc1q18818f3721894f5a94904bf764f3ca,157.25.203.54,AS9009,RO,0.04629002,P2PKH
188,1488ecf4d97954c2ba76634b435d292,152.67.154.153,AS3320,DE,0.02134807,P2WSH
189,1259602f99f854eafafdb714141504d,166.190.186.195,AS14061,US,0.01094528,P2WPKH
190,34b1da08bcd4640c7854ad99141d880,167.134.96.118,AS24560,IN,0.03185646,P2SH
191,36c963e6691a1414db91b40f52dfe1a,35.85.94.216,AS4713,JP,0.11723191,P2PKH
192,36e571fc8610a4184bd48cb744f02de,132.100.62.78,AS24560,IN,0.06167317,P2WSH
193,bc1q07b9e8b75aca4c41a60cec18cec853,208.254.50.159,AS9829,IN,0.01432515,P2PKH
194,19900b947e6ea4765b3a60930d806a5,65.77.231.253,AS3320,DE,0.05920087,P2WPKH
195,34cc14c29fe214e9987e1116be39e9a,212.10.0.146,AS16276,FR,0.07319101,P2WPKH
196,bc1q027ca394a3c74b5fbad5b6084f7c5a,182.249.144.199,AS14061,US,0.02057132,P2WPKH
197,160f44050de644723b83f0455fb18ac,187.205.253.64,AS9829,IN,0.0580602,P2SH
198,1a3b42239a1714893b054c965672085,39.84.129.170,AS9829,IN,0.05277112,P2WPKH
199,3fafbcf8071974e29ae7e414d4d6c0a,12.221.98.224,AS16276,FR,0.01587563,P2PKH
200,bc1qc17fbe7123d544c3ae3df11a3429bf,217.251.141.195,AS16276,FR,0.07120355,P2SH
201,3ae717b37561e4bf3b055b8581c0ff1,201.128.80.119,AS9829,IN,0.08722926,P2PKH
202,16f7adb5e22d148b5a416a7712c84dc,174.203.22.246,AS45899,VN,0.14705498,P2PKH
203,bc1qe5054d997fa34b289af3911c16b470,47.138.216.36,AS4713,JP,0.14281603,P2PKH
204,3f7a71ec3e0b14fc2bb7f197fcad601,51.77.33.113,AS9829,IN,0.01255458,P2WPKH
205,bc1q8e45be08e3d046a6883a23f3634ebf,204.247.235.183,AS9009,RO,0.01949056,P2TR
206,1e84effd381f04643a0965dd33de71b,195.99.137.98,AS9829,IN,0.08332849,P2SH
207,37a0243d6d340445b82c64f24b5e44e,219.219.183.119,AS7922,US,0.08322445,P2WPKH
208,3680d0baebf374d78b2d5adddada186,53.214.187.75,AS7922,US,0.08332953,P2WPKH
209,bc1q8630c40168de4b56be1c883cea6128,31.175.187.125,AS4713,JP,2.34604631,P2WSH
210,31193eb14789e4a7d89e6faaf46dac9,117.203.133.174,AS3320,DE,0.08811527,P2WPKH
211,3716c1a038eb24602b596fb36767ed4,197.214.197.233,AS14061,US,0.15498385,P2PKH
212,1f6f34fb9436944e6b0f2ef29840fd9,213.162.233.249,AS9829,IN,0.1292511,P2PKH
213,1bc2f6a00a68f4332a10318aadb10ed,206.41.32.245,AS16509,US,0.09550194,P2PKH
214,bc1qc4ba95ba905848db8bd80c2e0b258f,195.239.25.248,AS60068,NL,0.03632427,P2PKH
215,bc1q4cf66f12a399470bbedc3361ffbc80,145.45.100.125,AS9829,IN,0.10634883,P2TR
216,1199d9a72cd21445a82b78c49ff25c2,161.98.248.162,AS16276,FR,0.02298703,P2WPKH
217,bc1qdd788173988c4092bbd023030d723f,170.249.183.86,AS45899,VN,0.03928869,P2SH
218,328ac104889504be9b6f7593a9f02dc,188.32.174.45,AS9829,IN,0.03064262,P2TR
219,3c570dc354409431486727c4dba32ff,148.205.8.57,AS9009,RO,0.05403486,P2PKH
220,bc1qd26819e2287e4b9595506320040f57,125.107.87.60,AS3320,DE,0.50391815,P2WPKH
221,355c2fb277af340e8a363c581c6048d,145.174.98.100,AS60068,NL,0.00769438,P2PKH
222,1e30c450b4e704a1ba6e77293bb3fad,214.29.34.94,AS16276,FR,0.09889073,P2PKH
223,397a7c6ccb9eb4e9cbcec767a846025,90.2.235.24,AS14061,US,0.00992483,P2WPKH
224,32220d6516b124c8abef60b366bdf44,183.176.187.209,AS7922,US,0.03105697,P2PKH
225,34c0436a8e1054529ba96796473ad3b,223.180.206.240,AS14061,US,0.14792507,P2WPKH
226,38deefd9aae2d4061894d348493fa6f,161.125.37.130,AS60068,NL,0.05309248,P2WPKH
227,1c174b5912f4b4883ae2b1cd3853cf8,143.146.79.208,AS16509,US,0.01694564,P2WPKH
228,bc1q27ca8b3df1eb4539a59c97a5e6147d,187.207.3.250,AS4713,JP,0.02434805,P2WSH
229,1d6541ce790e74fbf9f8fd283b6967f,187.0.15.128,AS7922,US,0.09823406,P2WPKH
230,bc1q657a2d949115442eb6561c9991c1f2,172.106.87.94,AS9009,RO,0.02398404,P2SH
231,3dfdb9dd8af524018b9d09151df225f,184.171.88.236,AS9829,IN,0.06181919,P2SH
232,3718b899d44d6497c9d5f82e42c863e,135.184.211.113,AS16276,FR,0.05210845,P2SH
233,13cbdf92fb1a646f180824453a61995,211.211.100.119,AS9009,RO,0.02594957,P2WSH
234,bc1q745b9dfaa2e24384a9cc1921db3b15,205.123.47.215,AS24560,IN,0.42483437,P2PKH
235,1692e198969104eca8ff8fce57c47cc,94.253.28.16,AS45899,VN,0.0938478,P2WSH
236,bc1q703aa0edcc7a496ea74cac6a533cc2,185.14.83.73,AS9009,RO,0.00657065,P2TR
237,bc1q4acbffc8775a4aa59525c564fb6982,25.122.217.220,AS9829,IN,0.0599919,P2PKH
238,13fc3f0237ab5493fa963ad30245836,103.53.133.162,AS14061,US,0.02568658,P2WPKH
239,35d8af5db5c914aaba66db8966e288f,40.25.239.107,AS4713,JP,0.11676795,P2SH
240,3846d759f00694e95ac32cbeb76418c,131.125.90.177,AS3320,DE,0.02253872,P2PKH
241,3b200ed333e234f55af1e660b36e279,212.10.123.72,AS24560,IN,0.04439021,P2PKH
242,1692995e871804eb78fd6103b51712a,192.159.106.142,AS24560,IN,0.0824954,P2WPKH
243,3f7c89947fc264398b9f2e6d1f1212e,25.25.78.202,AS60068,NL,0.11833392,P2WSH
244,bc1qea4fb8ee704449b48697788894bae1,149.206.32.71,AS7922,US,0.01499113,P2PKH
245,3fdfefeaf524d41e9a54f1905ceeea2,14.5.19.99,AS24560,IN,0.03563235,P2TR
246,36310342dd18044dc8ee4bbf570cace,132.46.150.56,AS16276,FR,0.03096353,P2WPKH
247,bc1qb9404e02fb1e43eea5e99911e28235,131.110.84.192,AS14061,US,0.02590474,P2PKH
248,bc1qad56d3da54f549ae97ac1e69e70120,83.114.10.135,AS24560,IN,0.2909669,P2WPKH
249,bc1qf78894598e0249f291632cb5663835,11.60.165.174,AS14061,US,0.07464451,P2PKH
250,bc1q0ace27639ec0423f98e307a001c17e,194.231.26.135,AS4713,JP,0.01410982,P2SH
251,bc1qcc6d04033feb42729a032b1569e8d3,222.42.197.61,AS14061,US,0.12466339,P2PKH
252,bc1q630f6de6e2284c90879b174614e1a4,166.220.124.172,AS9009,RO,0.41567823,P2WPKH
253,303c5a4b02154486eb0cc01c8e8f734,177.237.104.26,AS16276,FR,0.13980108,P2WPKH
254,175c1bfc7b10e48cd98e50246c45f5c,199.50.206.190,AS45899,VN,0.01089589,P2SH
255,191f20f580bf74aafb7f496c08dc607,48.239.246.76,AS60068,NL,0.03067725,P2SH
256,bc1qc483043780eb4c73bc731c4e0d3ec3,215.172.249.189,AS9829,IN,0.17673765,P2WPKH
257,3dfb838799fef440f8f4453e40bfc8b,42.4.161.102,AS14061,US,0.02453464,P2PKH
258,bc1q766fc8637d1f496dbc95ad3acb19cf,119.132.194.242,AS4713,JP,0.07760056,P2PKH
259,bc1qafa7680654714e49ac6842aca1c0ec,146.112.79.121,AS16276,FR,0.10802788,P2WSH
260,1373e86c168de46048507a905d5a27b,222.135.108.180,AS9829,IN,0.01970406,P2PKH
261,bc1q4658027ce49243b083cc696078fcf4,48.238.118.132,AS9829,IN,0.04690996,P2PKH
262,3ea46e3a05e2f4408bba5a9c79c4e7a,205.149.34.61,AS9009,RO,0.00194739,P2TR
263,3e433f5134d934c77a7511d06ae73f6,142.99.71.41,AS4713,JP,0.01787437,P2WPKH
264,3be18d1aa07154159bab7934bae2728,216.128.15.171,AS24560,IN,0.03867476,P2WPKH
265,37cca00c738614db9aac30502945247,74.158.122.154,AS14061,US,0.01429589,P2WSH
266,bc1q622920ba231b41fc9ef3b81f3868f6,185.60.76.71,AS45899,VN,0.25472043,P2SH
267,3da60e3975bcf46f682b71ceb4422de,147.118.58.225,AS7922,US,0.01191281,P2WPKH
