entity_id,n_addresses,n_profile_wallets,n_disposable_addresses,wallet_ids,n_alerts,max_priority_tier,risk_score,countries,n_countries,asns,n_asns,n_distinct_src_ips,cross_border,multi_asn,multi_ip_operator,approx_volume_btc,heuristics_used
E00023,7,1,6,10,0,none,0,IN,1,AS24560,1,1,False,False,False,0.5728452,common_input
E00024,7,1,6,85,0,none,0,VN,1,AS45899,1,1,False,False,False,0.37789399,common_input
E00025,7,1,6,98,0,none,0,DE,1,AS3320,1,1,False,False,False,0.81872692,common_input
E00026,7,1,6,114,0,none,0,RO,1,AS9009,1,1,False,False,False,2.46639576,common_input
E00027,7,1,6,129,0,none,0,RO,1,AS9009,1,1,False,False,False,0.56979435,common_input
E00028,7,1,6,139,0,none,0,US,1,AS14061,1,1,False,False,False,0.29540885,common_input
E00029,7,1,6,166,0,none,0,IN,1,AS24560,1,1,False,False,False,2.00271144,common_input
E00030,7,1,6,181,0,none,0,US,1,AS7922,1,1,False,False,False,0.34305777,common_input
E00031,7,1,6,206,0,none,0,US,1,AS14061,1,1,False,False,False,1.11988265,common_input
E00032,7,1,6,239,0,none,0,JP,1,AS4713,1,1,False,False,False,3.92371009,likely_change_address;shared_src_ip
E00033,7,1,6,251,0,none,0,IN,1,AS9829,1,1,False,False,False,2.1421386,common_input
E00034,7,1,6,305,0,none,0,JP,1,AS4713,1,1,False,False,False,0.82465408,common_input
E00035,7,1,6,343,0,none,0,US,1,AS14061,1,1,False,False,False,0.61928422,common_input
E00036,7,1,6,352,0,none,0,VN,1,AS45899,1,1,False,False,False,4.92007172,common_input
E00037,7,1,6,379,0,none,0,RO,1,AS9009,1,1,False,False,False,0.41354521,common_input
E00038,7,1,6,519,0,none,0,US,1,AS14061,1,1,False,False,False,2.23032314,common_input
E00039,7,1,6,572,0,none,0,US,1,AS7922,1,1,False,False,False,0.87882549,common_input
E00040,7,1,6,593,0,none,0,US,1,AS7922,1,1,False,False,False,1.09853164,common_input
E00041,7,1,6,619,0,none,0,US,1,AS16509,1,1,False,False,False,1.00299038,common_input
E00042,7,1,6,621,0,none,0,IN,1,AS9829,1,1,False,False,False,1.04296114,common_input
E00043,7,1,6,650,0,none,0,RO,1,AS9009,1,1,False,False,False,6.2236013,common_input
E00044,7,1,6,715,0,none,0,NL,1,AS60068,1,1,False,False,False,2.63122706,common_input
E00045,7,1,6,717,0,none,0,VN,1,AS45899,1,1,False,False,False,0.96908731,common_input
E00046,7,1,6,728,0,none,0,JP,1,AS4713,1,1,False,False,False,0.40601626,common_input
E00047,7,1,6,739,0,none,0,FR,1,AS16276,1,1,False,False,False,1.79583984,common_input
E00048,6,1,5,112,0,none,0,FR,1,AS16276,1,1,False,False,False,0.67959452,common_input
E00049,6,1,5,117,0,none,0,US,1,AS14061,1,1,False,False,False,0.23395826,common_input
E00050,6,1,5,126,0,none,0,DE,1,AS3320,1,1,False,False,False,0.23605989,common_input
E00051,6,1,5,187,0,none,0,US,1,AS14061,1,1,False,False,False,0.54237828,common_input
E00052,6,1,5,201,0,none,0,JP,1,AS4713,1,1,False,False,False,1.71616953,common_input
E00053,6,1,5,252,0,none,0,JP,1,AS4713,1,1,False,False,False,5.74132005,common_input
E00054,6,1,5,328,0,none,0,JP,1,AS4713,1,1,False,False,False,1.94288989,common_input
E00055,6,1,5,338,0,none,0,NL,1,AS60068,1,1,False,False,False,1.07099252,common_input
E00056,6,1,5,344,0,none,0,IN,1,AS24560,1,1,False,False,False,0.68389003,common_input
E00057,6,1,5,367,0,none,0,JP,1,AS4713,1,1,False,False,False,0.62700523,common_input
E00058,6,1,5,375,0,none,0,IN,1,AS24560,1,1,False,False,False,0.35047217,common_input
E00059,6,1,5,378,0,none,0,FR,1,AS16276,1,1,False,False,False,7.34028461,common_input
E00060,6,1,5,407,0,none,0,IN,1,AS24560,1,1,False,False,False,0.6382088,common_input
E00061,6,1,5,411,0,none,0,US,1,AS16509,1,1,False,False,False,0.20086499,common_input
E00062,6,1,5,436,0,none,0,US,1,AS16509,1,1,False,False,False,4.57313942,common_input
E00063,6,1,5,445,0,none,0,US,1,AS16509,1,1,False,False,False,1.9344603,common_input
E00064,6,1,5,478,0,none,0,JP,1,AS4713,1,1,False,False,False,25.14249973,common_input
E00065,6,1,5,515,0,none,0,US,1,AS16509,1,1,False,False,False,1.8970852,common_input
E00066,6,1,5,516,0,none,0,FR,1,AS16276,1,1,False,False,False,1.52260463,common_input
E00067,6,1,5,535,0,none,0,US,1,AS7922,1,1,False,False,False,0.68221995,common_input
E00068,6,1,5,578,0,none,0,JP,1,AS4713,1,1,False,False,False,0.10913464,common_input
E00069,6,1,5,580,0,none,0,US,1,AS16509,1,1,False,False,False,0.99204204,common_input
E00070,6,1,5,585,0,none,0,RO,1,AS9009,1,1,False,False,False,1.16921287,common_input
E00071,6,1,5,603,0,none,0,US,1,AS16509,1,1,False,False,False,2.47833151,common_input
E00072,6,1,5,640,0,none,0,IN,1,AS9829,1,1,False,False,False,0.780434,common_input
E00073,6,1,5,675,0,none,0,FR,1,AS16276,1,1,False,False,False,0.35744729,common_input
E00074,6,1,5,688,0,none,0,RO,1,AS9009,1,1,False,False,False,1.42776053,common_input
E00075,6,1,5,710,0,none,0,JP,1,AS4713,1,1,False,False,False,1.17326669,common_input
E00076,6,1,5,741,0,none,0,US,1,AS16509,1,1,False,False,False,0.20500673,common_input
E00077,6,1,5,773,0,none,0,US,1,AS14061,1,1,False,False,False,2.15159274,common_input
E00078,6,1,5,775,0,none,0,JP,1,AS4713,1,1,False,False,False,0.25328022,common_input
E00079,6,1,5,790,0,none,0,RO,1,AS9009,1,26,False,False,True,14.97811643,common_input;shared_src_ip
E00080,5,1,4,1,0,none,0,DE,1,AS3320,1,1,False,False,False,0.47718262,common_input
E00081,5,1,4,9,0,none,0,DE,1,AS3320,1,1,False,False,False,1.85557781,common_input
E00082,5,1,4,16,0,none,0,IN,1,AS9829,1,1,False,False,False,0.29101784,common_input
E00083,5,1,4,25,0,none,0,IN,1,AS24560,1,1,False,False,False,1.02885628,common_input
E00084,5,1,4,29,0,none,0,IN,1,AS9829,1,1,False,False,False,0.73917957,common_input
E00085,5,1,4,81,0,none,0,US,1,AS7922,1,1,False,False,False,1.10635543,common_input
E00086,5,1,4,87,0,none,0,FR,1,AS16276,1,1,False,False,False,1.18037207,common_input
E00087,5,1,4,96,0,none,0,IN,1,AS24560,1,1,False,False,False,0.83281366,common_input
E00088,5,1,4,122,0,none,0,JP,1,AS4713,1,1,False,False,False,2.3905,common_input
E00089,5,1,4,125,0,none,0,US,1,AS7922,1,1,False,False,False,8.19088502,common_input
E00090,5,1,4,136,0,none,0,NL,1,AS60068,1,1,False,False,False,0.31576824,common_input
E00091,5,1,4,138,0,none,0,IN,1,AS9829,1,1,False,False,False,1.45754024,common_input
E00092,5,1,4,141,0,none,0,RO,1,AS9009,1,1,False,False,False,2.73497144,common_input
E00093,5,1,4,182,0,none,0,DE,1,AS3320,1,1,False,False,False,0.39305923,common_input
E00094,5,1,4,185,0,none,0,DE,1,AS3320,1,1,False,False,False,1.67056264,common_input
E00095,5,1,4,196,0,none,0,FR,1,AS16276,1,1,False,False,False,0.1900528,common_input
E00096,5,1,4,200,0,none,0,RO,1,AS9009,1,1,False,False,False,1.17955417,common_input
E00097,5,1,4,207,0,none,0,DE,1,AS3320,1,1,False,False,False,1.31817253,common_input
E00098,5,1,4,218,0,none,0,DE,1,AS3320,1,1,False,False,False,0.56360047,common_input
E00099,5,1,4,221,0,none,0,IN,1,AS24560,1,1,False,False,False,0.13041073,common_input
E00100,5,1,4,226,0,none,0,US,1,AS14061,1,1,False,False,False,0.59001262,common_input
E00101,5,1,4,237,0,none,0,FR,1,AS16276,1,1,False,False,False,0.5605356,common_input
E00102,5,1,4,255,0,none,0,NL,1,AS60068,1,1,False,False,False,0.46175332,common_input
E00103,5,1,4,263,0,none,0,NL,1,AS60068,1,1,False,False,False,0.3718955,common_input
E00104,5,1,4,273,0,none,0,FR,1,AS16276,1,1,False,False,False,0.71515426,common_input
E00105,5,1,4,311,0,none,0,VN,1,AS45899,1,1,False,False,False,2.82293097,common_input
E00106,5,1,4,335,0,none,0,RO,1,AS9009,1,1,False,False,False,0.47103752,common_input
E00107,5,1,4,345,0,none,0,FR,1,AS16276,1,1,False,False,False,0.9082941,common_input
E00108,5,1,4,365,0,none,0,IN,1,AS9829,1,1,False,False,False,0.40354263,common_input
E00109,5,1,4,373,0,none,0,FR,1,AS16276,1,1,False,False,False,2.34432922,common_input
E00110,5,1,4,381,0,none,0,US,1,AS16509,1,1,False,False,False,0.39316543,common_input
E00111,5,1,4,382,0,none,0,DE,1,AS3320,1,1,False,False,False,0.0481684,common_input
E00112,5,1,4,394,0,none,0,IN,1,AS24560,1,1,False,False,False,2.72006452,common_input
E00113,5,1,4,398,0,none,0,JP,1,AS4713,1,1,False,False,False,0.61504645,common_input
E00114,5,1,4,410,0,none,0,VN,1,AS45899,1,1,False,False,False,1.26511231,common_input
E00115,5,1,4,423,0,none,0,IN,1,AS24560,1,1,False,False,False,1.54390116,common_input
E00116,5,1,4,432,0,none,0,FR,1,AS16276,1,1,False,False,False,0.62965625,common_input
E00117,5,1,4,443,0,none,0,FR,1,AS16276,1,1,False,False,False,0.92277015,common_input
E00118,5,1,4,446,0,none,0,NL,1,AS60068,1,1,False,False,False,0.76236031,common_input
E00119,5,1,4,467,0,none,0,IN,1,AS24560,1,1,False,False,False,1.27047299,common_input
E00120,5,1,4,477,0,none,0,DE,1,AS3320,1,1,False,False,False,1.08041345,common_input
E00121,5,1,4,482,0,none,0,US,1,AS14061,1,1,False,False,False,0.11569286,common_input
E00122,5,1,4,484,0,none,0,US,1,AS14061,1,1,False,False,False,0.42143743,common_input
E00123,5,1,4,498,0,none,0,US,1,AS14061,1,1,False,False,False,0.35477564,common_input
E00124,5,1,4,503,0,none,0,JP,1,AS4713,1,1,False,False,False,1.52859958,common_input
E00125,5,1,4,518,0,none,0,US,1,AS16509,1,1,False,False,False,0.64203414,common_input
E00126,5,1,4,524,0,none,0,NL,1,AS60068,1,1,False,False,False,0.33882616,common_input
E00127,5,1,4,528,0,none,0,US,1,AS7922,1,1,False,False,False,1.27765357,common_input
E00128,5,1,4,538,0,none,0,RO,1,AS9009,1,1,False,False,False,2.28672308,common_input
E00129,5,1,4,553,0,none,0,IN,1,AS24560,1,1,False,False,False,0.96962899,common_input
E00130,5,1,4,561,0,none,0,JP,1,AS4713,1,1,False,False,False,4.68967943,common_input
E00131,5,1,4,564,0,none,0,IN,1,AS9829,1,1,False,False,False,2.13188304,common_input
E00132,5,1,4,569,0,none,0,IN,1,AS24560,1,1,False,False,False,0.56928698,common_input
E00133,5,1,4,571,0,none,0,VN,1,AS45899,1,1,False,False,False,3.85698246,common_input
E00134,5,1,4,586,0,none,0,VN,1,AS45899,1,1,False,False,False,3.65041241,common_input
E00135,5,1,4,589,0,none,0,VN,1,AS45899,1,1,False,False,False,0.24634264,common_input
E00136,5,1,4,614,0,none,0,FR,1,AS16276,1,1,False,False,False,9.38439497,common_input
E00137,5,1,4,627,0,none,0,US,1,AS7922,1,1,False,False,False,0.59443047,common_input
E00138,5,1,4,628,0,none,0,IN,1,AS9829,1,16,False,False,True,2.85419321,common_input
E00139,5,1,4,647,0,none,0,FR,1,AS16276,1,1,False,False,False,0.76859994,common_input
E00140,5,1,4,649,0,none,0,IN,1,AS9829,1,1,False,False,False,1.08666207,common_input
E00141,5,1,4,652,0,none,0,JP,1,AS4713,1,1,False,False,False,0.47695311,common_input
E00142,5,1,4,653,0,none,0,US,1,AS14061,1,1,False,False,False,0.15449089,common_input
E00143,5,1,4,685,0,none,0,JP,1,AS4713,1,1,False,False,False,0.83685008,common_input
E00144,5,1,4,697,0,none,0,US,1,AS14061,1,1,False,False,False,0.09666675,common_input
E00145,5,1,4,702,0,none,0,IN,1,AS9829,1,1,False,False,False,0.40263058,common_input
E00146,5,1,4,719,0,none,0,IN,1,AS24560,1,1,False,False,False,0.75710924,common_input
E00147,5,1,4,731,0,none,0,FR,1,AS16276,1,1,False,False,False,0.18104429,common_input
E00148,5,1,4,746,0,none,0,US,1,AS7922,1,1,False,False,False,0.85812687,common_input
E00149,5,1,4,748,0,none,0,US,1,AS16509,1,1,False,False,False,0.48482676,common_input
E00150,5,1,4,785,0,none,0,DE,1,AS3320,1,1,False,False,False,2.80659173,common_input
E00151,4,1,3,6,0,none,0,US,1,AS14061,1,1,False,False,False,3.21921763,common_input
E00152,4,1,3,7,0,none,0,NL,1,AS60068,1,1,False,False,False,1.34974615,common_input
E00153,4,1,3,20,0,none,0,DE,1,AS3320,1,1,False,False,False,3.37496365,common_input
E00154,4,1,3,28,0,none,0,RO,1,AS9009,1,1,False,False,False,0.46448026,common_input
E00155,4,1,3,31,0,none,0,VN,1,AS45899,1,1,False,False,False,4.8204564,common_input
E00156,4,1,3,36,0,none,0,NL,1,AS60068,1,1,False,False,False,0.73472087,common_input
E00157,4,1,3,45,0,none,0,FR,1,AS16276,1,1,False,False,False,0.19455402,common_input
E00158,4,1,3,48,0,none,0,RO,1,AS9009,1,1,False,False,False,1.74770669,common_input
E00159,4,1,3,54,0,none,0,JP,1,AS4713,1,1,False,False,False,2.54307039,common_input
E00160,4,1,3,60,0,none,0,JP,1,AS4713,1,1,False,False,False,0.40111365,common_input
E00161,4,1,3,67,0,none,0,US,1,AS16509,1,1,False,False,False,3.09448516,common_input
E00162,4,1,3,69,0,none,0,IN,1,AS9829,1,1,False,False,False,0.41218384,common_input
E00163,4,1,3,74,0,none,0,DE,1,AS3320,1,1,False,False,False,0.02100122,common_input
E00164,4,1,3,90,0,none,0,VN,1,AS45899,1,1,False,False,False,0.75961112,common_input
E00165,4,1,3,93,0,none,0,RO,1,AS9009,1,1,False,False,False,0.39048746,common_input
E00166,4,1,3,95,0,none,0,RO,1,AS9009,1,1,False,False,False,0.12558685,common_input
E00167,4,1,3,104,0,none,0,IN,1,AS24560,1,1,False,False,False,0.43221619,common_input
E00168,4,1,3,106,0,none,0,US,1,AS16509,1,1,False,False,False,6.1997131,common_input
E00169,4,1,3,107,0,none,0,NL,1,AS60068,1,1,False,False,False,0.79627677,common_input
E00170,4,1,3,108,0,none,0,DE,1,AS3320,1,1,False,False,False,1.01868093,common_input
E00171,4,1,3,118,0,none,0,US,1,AS14061,1,1,False,False,False,1.55790167,common_input
E00172,4,1,3,119,0,none,0,NL,1,AS60068,1,1,False,False,False,1.42164336,common_input
E00173,4,1,3,133,0,none,0,DE,1,AS3320,1,1,False,False,False,1.23273019,common_input
E00174,4,1,3,146,0,none,0,US,1,AS14061,1,1,False,False,False,0.16024717,common_input
E00175,4,1,3,150,0,none,0,VN,1,AS45899,1,1,False,False,False,0.62365288,common_input
E00176,4,1,3,168,0,none,0,US,1,AS16509,1,1,False,False,False,0.38411753,common_input
E00177,4,1,3,170,0,none,0,JP,1,AS4713,1,1,False,False,False,0.22372718,common_input
E00178,4,1,3,174,0,none,0,IN,1,AS24560,1,1,False,False,False,0.93002336,common_input
E00179,4,1,3,175,0,none,0,IN,1,AS9829,1,1,False,False,False,1.63391774,common_input
E00180,4,1,3,179,0,none,0,IN,1,AS24560,1,1,False,False,False,12.26564139,common_input
E00181,4,1,3,192,0,none,0,JP,1,AS4713,1,1,False,False,False,1.04567576,common_input
E00182,4,1,3,203,0,none,0,US,1,AS16509,1,1,False,False,False,2.39005439,common_input
E00183,4,1,3,211,0,none,0,US,1,AS14061,1,1,False,False,False,1.87552485,common_input
E00184,4,1,3,212,0,none,0,IN,1,AS24560,1,1,False,False,False,2.15357087,common_input
E00185,4,1,3,220,0,none,0,IN,1,AS9829,1,1,False,False,False,6.00540836,common_input
E00186,4,1,3,228,0,none,0,VN,1,AS45899,1,1,False,False,False,0.39558593,common_input
E00187,4,1,3,235,0,none,0,US,1,AS16509,1,1,False,False,False,0.70229604,common_input
E00188,4,1,3,240,0,none,0,RO,1,AS9009,1,1,False,False,False,0.33696827,common_input
E00189,4,1,3,247,0,none,0,IN,1,AS24560,1,1,False,False,False,0.35679101,common_input
E00190,4,1,3,265,0,none,0,JP,1,AS4713,1,1,False,False,False,0.25052331,common_input
E00191,4,1,3,266,0,none,0,DE,1,AS3320,1,1,False,False,False,2.79279735,common_input
E00192,4,1,3,267,0,none,0,IN,1,AS9829,1,1,False,False,False,0.13334925,common_input
E00193,4,1,3,268,0,none,0,VN,1,AS45899,1,1,False,False,False,0.4773685,common_input
E00194,4,1,3,276,0,none,0,JP,1,AS4713,1,1,False,False,False,1.12320584,common_input
E00195,4,1,3,281,0,none,0,IN,1,AS24560,1,1,False,False,False,1.77877721,common_input
E00196,4,1,3,291,0,none,0,JP,1,AS4713,1,1,False,False,False,0.50241255,common_input
E00197,4,1,3,304,0,none,0,NL,1,AS60068,1,1,False,False,False,0.64800259,common_input
E00198,4,1,3,314,0,none,0,JP,1,AS4713,1,1,False,False,False,2.53725202,common_input
E00199,4,1,3,316,0,none,0,RO,1,AS9009,1,1,False,False,False,1.36507914,common_input
E00200,4,1,3,337,0,none,0,IN,1,AS24560,1,1,False,False,False,0.62195348,common_input
E00201,4,1,3,347,0,none,0,FR,1,AS16276,1,1,False,False,False,0.24231616,common_input
E00202,4,1,3,348,0,none,0,US,1,AS14061,1,1,False,False,False,0.34789284,common_input
E00203,4,1,3,349,0,none,0,IN,1,AS9829,1,1,False,False,False,0.43268284,common_input
E00204,4,1,3,357,0,none,0,IN,1,AS9829,1,1,False,False,False,0.81109758,common_input
E00205,4,1,3,370,0,none,0,IN,1,AS9829,1,1,False,False,False,0.79138994,common_input
E00206,4,1,3,377,0,none,0,US,1,AS14061,1,1,False,False,False,0.78380975,common_input
E00207,4,1,3,383,0,none,0,NL,1,AS60068,1,1,False,False,False,0.38887268,common_input
E00208,4,1,3,391,0,none,0,NL,1,AS60068,1,1,False,False,False,1.35994383,common_input
E00209,4,1,3,393,0,none,0,VN,1,AS45899,1,1,False,False,False,4.98154336,common_input
E00210,4,1,3,396,0,none,0,JP,1,AS4713,1,1,False,False,False,0.08980007,common_input
E00211,4,1,3,412,0,none,0,VN,1,AS45899,1,1,False,False,False,0.14148081,common_input
E00212,4,1,3,415,0,none,0,FR,1,AS16276,1,1,False,False,False,0.26560376,common_input
E00213,4,1,3,426,0,none,0,DE,1,AS3320,1,1,False,False,False,0.25725632,common_input
E00214,4,1,3,429,0,none,0,FR,1,AS16276,1,1,False,False,False,0.15659618,common_input
E00215,4,1,3,431,0,none,0,IN,1,AS9829,1,1,False,False,False,0.09081876,common_input
E00216,4,1,3,442,0,none,0,IN,1,AS24560,1,1,False,False,False,0.11437243,common_input
E00217,4,1,3,448,0,none,0,US,1,AS14061,1,1,False,False,False,0.56039966,common_input
E00218,4,1,3,449,0,none,0,IN,1,AS24560,1,1,False,False,False,0.27791461,common_input
E00219,4,1,3,451,0,none,0,VN,1,AS45899,1,1,False,False,False,2.39345607,common_input
E00220,4,1,3,459,0,none,0,IN,1,AS24560,1,1,False,False,False,0.18986489,common_input
E00221,4,1,3,461,0,none,0,US,1,AS7922,1,1,False,False,False,0.37303906,common_input
E00222,4,1,3,472,0,none,0,DE,1,AS3320,1,1,False,False,False,0.07313643,common_input
E00223,4,1,3,475,0,none,0,US,1,AS14061,1,1,False,False,False,0.7053423,common_input
E00224,4,1,3,476,0,none,0,RO,1,AS9009,1,1,False,False,False,1.37963073,common_input
E00225,4,1,3,479,0,none,0,NL,1,AS60068,1,1,False,False,False,2.17624032,common_input
E00226,4,1,3,490,0,none,0,RO,1,AS9009,1,1,False,False,False,0.4864722,common_input
E00227,4,1,3,494,0,none,0,NL,1,AS60068,1,1,False,False,False,2.93131133,common_input
E00228,4,1,3,500,0,none,0,US,1,AS16509,1,1,False,False,False,2.16571495,common_input
E00229,4,1,3,507,0,none,0,DE,1,AS3320,1,1,False,False,False,0.18819512,common_input
E00230,4,1,3,511,0,none,0,JP,1,AS4713,1,1,False,False,False,0.65539573,common_input
E00231,4,1,3,514,0,none,0,DE,1,AS3320,1,1,False,False,False,0.36443092,common_input
E00232,4,1,3,520,0,none,0,IN,1,AS24560,1,1,False,False,False,0.11979034,common_input
E00233,4,1,3,522,0,none,0,IN,1,AS9829,1,1,False,False,False,0.45266809,common_input
E00234,4,1,3,526,0,none,0,NL,1,AS60068,1,1,False,False,False,0.16850723,common_input
E00235,4,1,3,536,0,none,0,US,1,AS7922,1,1,False,False,False,0.22674473,common_input
E00236,4,1,3,546,0,none,0,JP,1,AS4713,1,1,False,False,False,1.4221323,common_input
E00237,4,1,3,548,0,none,0,RO,1,AS9009,1,1,False,False,False,1.34571251,common_input
E00238,4,1,3,552,0,none,0,JP,1,AS4713,1,1,False,False,False,1.75546122,common_input
E00239,4,1,3,559,0,none,0,IN,1,AS24560,1,1,False,False,False,0.60272603,common_input
E00240,4,1,3,581,0,none,0,US,1,AS16509,1,1,False,False,False,0.42024439,common_input
E00241,4,1,3,591,0,none,0,US,1,AS14061,1,1,False,False,False,0.56767348,common_input
E00242,4,1,3,608,0,none,0,IN,1,AS9829,1,1,False,False,False,0.1668265,common_input
E00243,4,1,3,612,0,none,0,NL,1,AS60068,1,1,False,False,False,0.77770048,common_input
E00244,4,1,3,624,0,none,0,US,1,AS16509,1,1,False,False,False,3.72474427,common_input
E00245,4,1,3,630,0,none,0,US,1,AS14061,1,1,False,False,False,0.17373588,common_input
E00246,4,1,3,636,0,none,0,IN,1,AS24560,1,1,False,False,False,0.9576656,common_input
E00247,4,1,3,642,0,none,0,JP,1,AS4713,1,1,False,False,False,0.48666249,common_input
E00248,4,1,3,643,0,none,0,US,1,AS16509,1,1,False,False,False,0.11732276,common_input
E00249,4,1,3,648,0,none,0,VN,1,AS45899,1,1,False,False,False,0.51385426,common_input
E00250,4,1,3,654,0,none,0,IN,1,AS24560,1,1,False,False,False,8.15271774,common_input
E00251,4,1,3,662,0,none,0,NL,1,AS60068,1,1,False,False,False,0.57106814,common_input
E00252,4,1,3,665,0,none,0,US,1,AS7922,1,1,False,False,False,0.60953162,common_input
E00253,4,1,3,674,0,none,0,DE,1,AS3320,1,1,False,False,False,2.01829404,common_input
E00254,4,1,3,679,0,none,0,IN,1,AS24560,1,1,False,False,False,3.23085067,common_input
E00255,4,1,3,681,0,none,0,US,1,AS16509,1,1,False,False,False,0.27181077,common_input
E00256,4,1,3,687,0,none,0,RO,1,AS9009,1,1,False,False,False,0.70381383,common_input
E00257,4,1,3,689,0,none,0,NL,1,AS60068,1,1,False,False,False,1.10272711,common_input
E00258,4,1,3,691,0,none,0,JP,1,AS4713,1,1,False,False,False,2.01797978,common_input
E00259,4,1,3,692,0,none,0,US,1,AS7922,1,16,False,False,True,2.07177596,common_input
E00260,4,1,3,703,0,none,0,US,1,AS14061,1,26,False,False,True,14.11923725,common_input;shared_src_ip
E00261,4,1,3,704,0,none,0,NL,1,AS60068,1,1,False,False,False,0.18170343,common_input
E00262,4,1,3,733,0,none,0,IN,1,AS9829,1,1,False,False,False,0.12734704,common_input
E00263,4,1,3,738,0,none,0,NL,1,AS60068,1,1,False,False,False,2.83543423,common_input
E00264,4,1,3,742,0,none,0,US,1,AS14061,1,1,False,False,False,0.34893838,common_input
E00265,4,1,3,743,0,none,0,IN,1,AS9829,1,1,False,False,False,0.81771846,common_input
E00266,4,1,3,756,0,none,0,DE,1,AS3320,1,1,False,False,False,1.33469477,common_input
E00267,4,1,3,762,0,none,0,IN,1,AS24560,1,1,False,False,False,10.56361744,common_input
E00268,4,1,3,770,0,none,0,RO,1,AS9009,1,1,False,False,False,1.51026469,common_input
E00269,4,1,3,771,0,none,0,IN,1,AS24560,1,1,False,False,False,0.44632104,common_input
E00270,4,1,3,780,0,none,0,US,1,AS16509,1,1,False,False,False,1.24904068,common_input
E00271,4,1,3,781,0,none,0,RO,1,AS9009,1,1,False,False,False,0.19125394,common_input
E00272,4,1,3,783,0,none,0,JP,1,AS4713,1,1,False,False,False,1.40923325,common_input
E00273,4,1,3,799,0,none,0,IN,1,AS9829,1,1,False,False,False,0.72220322,common_input
E00274,3,1,2,8,0,none,0,US,1,AS7922,1,1,False,False,False,0.62985829,common_input
E00275,3,1,2,12,0,none,0,IN,1,AS9829,1,1,False,False,False,0.61437251,common_input
E00276,3,1,2,21,0,none,0,IN,1,AS9829,1,1,False,False,False,0.55773609,common_input
E00277,3,1,2,22,0,none,0,IN,1,AS9829,1,1,False,False,False,0.79674192,common_input
E00278,3,1,2,24,0,none,0,FR,1,AS16276,1,1,False,False,False,0.37874485,common_input
E00279,3,1,2,35,0,none,0,US,1,AS16509,1,1,False,False,False,0.14297342,common_input
E00280,3,1,2,42,0,none,0,US,1,AS14061,1,1,False,False,False,0.49317,common_input
E00281,3,1,2,47,0,none,0,RO,1,AS9009,1,1,False,False,False,2.00324526,common_input
E00282,3,1,2,49,0,none,0,VN,1,AS45899,1,1,False,False,False,0.03540545,common_input
E00283,3,1,2,52,0,none,0,IN,1,AS24560,1,1,False,False,False,0.26310128,common_input
E00284,3,1,2,56,0,none,0,IN,1,AS9829,1,1,False,False,False,0.18724787,common_input
E00285,3,1,2,61,0,none,0,VN,1,AS45899,1,1,False,False,False,0.35033795,common_input
